Name: “Table 1 of 1 on page 97 of 219”,Name: “Table 1 of 1 on page 97 of 219”,Name: “Table 1 of 1 on page 97 of 219”,Name: “Table 1 of 1 on page 97 of 219”,Name: “Table 1 of 1 on page 97 of 219”,Name: “Table 1 of 1 on page 97 of 219”,Name: “Table 1 of 1 on page 97 of 219”,Name: “Table 1 of 1 on page 97 of 219”,Name: “Table 1 of 1 on page 97 of 219”,Name: “Table 1 of 1 on page 97 of 219”,Name: “Table 1 of 1 on page 97 of 219”
* Scheduling infrastructure maintenance using the departmental computer system to increase efficiency.,* Scheduling infrastructure maintenance using the departmental computer system to increase efficiency.,* Scheduling infrastructure maintenance using the departmental computer system to increase efficiency.,* Scheduling infrastructure maintenance using the departmental computer system to increase efficiency.,* Scheduling infrastructure maintenance using the departmental computer system to increase efficiency.,* Scheduling infrastructure maintenance using the departmental computer system to increase efficiency.,* Scheduling infrastructure maintenance using the departmental computer system to increase efficiency.,* Scheduling infrastructure maintenance using the departmental computer system to increase efficiency.,* Scheduling infrastructure maintenance using the departmental computer system to increase efficiency.,* Scheduling infrastructure maintenance using the departmental computer system to increase efficiency.,
* Schedule at least one in-house training session per month.,* Schedule at least one in-house training session per month.,* Schedule at least one in-house training session per month.,* Schedule at least one in-house training session per month.,* Schedule at least one in-house training session per month.,,Sessions train employees for more versatility,Sessions train employees for more versatility,Sessions train employees for more versatility,Sessions train employees for more versatility,
"in infrastructure maintenance, ""on and off the job"" safety issues, and teach correct procedures","in infrastructure maintenance, ""on and off the job"" safety issues, and teach correct procedures","in infrastructure maintenance, ""on and off the job"" safety issues, and teach correct procedures","in infrastructure maintenance, ""on and off the job"" safety issues, and teach correct procedures","in infrastructure maintenance, ""on and off the job"" safety issues, and teach correct procedures","in infrastructure maintenance, ""on and off the job"" safety issues, and teach correct procedures","in infrastructure maintenance, ""on and off the job"" safety issues, and teach correct procedures","in infrastructure maintenance, ""on and off the job"" safety issues, and teach correct procedures","in infrastructure maintenance, ""on and off the job"" safety issues, and teach correct procedures","in infrastructure maintenance, ""on and off the job"" safety issues, and teach correct procedures",
for performance of specific tasks.,for performance of specific tasks.,for performance of specific tasks.,,,,,,,,
* Produce in-house work procedure videos to train employees in safe and efficient ways to complete jobs.,* Produce in-house work procedure videos to train employees in safe and efficient ways to complete jobs.,* Produce in-house work procedure videos to train employees in safe and efficient ways to complete jobs.,* Produce in-house work procedure videos to train employees in safe and efficient ways to complete jobs.,* Produce in-house work procedure videos to train employees in safe and efficient ways to complete jobs.,* Produce in-house work procedure videos to train employees in safe and efficient ways to complete jobs.,* Produce in-house work procedure videos to train employees in safe and efficient ways to complete jobs.,* Produce in-house work procedure videos to train employees in safe and efficient ways to complete jobs.,* Produce in-house work procedure videos to train employees in safe and efficient ways to complete jobs.,* Produce in-house work procedure videos to train employees in safe and efficient ways to complete jobs.,
* Continue to complete 100% of all work orders within the same week of receipt of request.,* Continue to complete 100% of all work orders within the same week of receipt of request.,* Continue to complete 100% of all work orders within the same week of receipt of request.,* Continue to complete 100% of all work orders within the same week of receipt of request.,* Continue to complete 100% of all work orders within the same week of receipt of request.,* Continue to complete 100% of all work orders within the same week of receipt of request.,* Continue to complete 100% of all work orders within the same week of receipt of request.,* Continue to complete 100% of all work orders within the same week of receipt of request.,* Continue to complete 100% of all work orders within the same week of receipt of request.,* Continue to complete 100% of all work orders within the same week of receipt of request.,
* Oversee the maintenance of parks and athletic fields and upgrade athletic facilities to meet increased demand.,* Oversee the maintenance of parks and athletic fields and upgrade athletic facilities to meet increased demand.,* Oversee the maintenance of parks and athletic fields and upgrade athletic facilities to meet increased demand.,* Oversee the maintenance of parks and athletic fields and upgrade athletic facilities to meet increased demand.,* Oversee the maintenance of parks and athletic fields and upgrade athletic facilities to meet increased demand.,* Oversee the maintenance of parks and athletic fields and upgrade athletic facilities to meet increased demand.,* Oversee the maintenance of parks and athletic fields and upgrade athletic facilities to meet increased demand.,* Oversee the maintenance of parks and athletic fields and upgrade athletic facilities to meet increased demand.,* Oversee the maintenance of parks and athletic fields and upgrade athletic facilities to meet increased demand.,* Oversee the maintenance of parks and athletic fields and upgrade athletic facilities to meet increased demand.,* Oversee the maintenance of parks and athletic fields and upgrade athletic facilities to meet increased demand.
* Continue to upgrade roadside and outfall drainage systems throughout the City according to drainage study.,* Continue to upgrade roadside and outfall drainage systems throughout the City according to drainage study.,* Continue to upgrade roadside and outfall drainage systems throughout the City according to drainage study.,* Continue to upgrade roadside and outfall drainage systems throughout the City according to drainage study.,* Continue to upgrade roadside and outfall drainage systems throughout the City according to drainage study.,* Continue to upgrade roadside and outfall drainage systems throughout the City according to drainage study.,* Continue to upgrade roadside and outfall drainage systems throughout the City according to drainage study.,* Continue to upgrade roadside and outfall drainage systems throughout the City according to drainage study.,* Continue to upgrade roadside and outfall drainage systems throughout the City according to drainage study.,* Continue to upgrade roadside and outfall drainage systems throughout the City according to drainage study.,* Continue to upgrade roadside and outfall drainage systems throughout the City according to drainage study.
* Continue to improve the new leaf and convenience site programs.,* Continue to improve the new leaf and convenience site programs.,* Continue to improve the new leaf and convenience site programs.,* Continue to improve the new leaf and convenience site programs.,* Continue to improve the new leaf and convenience site programs.,* Continue to improve the new leaf and convenience site programs.,* Continue to improve the new leaf and convenience site programs.,,,,
,,,,60,,,,,,
