Name: “Table 1 of 1 on page 207 of 219”,Name: “Table 1 of 1 on page 207 of 219”,Name: “Table 1 of 1 on page 207 of 219”,Name: “Table 1 of 1 on page 207 of 219”,Name: “Table 1 of 1 on page 207 of 219”,Name: “Table 1 of 1 on page 207 of 219”,Name: “Table 1 of 1 on page 207 of 219”,Name: “Table 1 of 1 on page 207 of 219”,Name: “Table 1 of 1 on page 207 of 219”,Name: “Table 1 of 1 on page 207 of 219”,Name: “Table 1 of 1 on page 207 of 219”,Name: “Table 1 of 1 on page 207 of 219”,Name: “Table 1 of 1 on page 207 of 219”,Name: “Table 1 of 1 on page 207 of 219”
Station and construction began on these two projects.,Station and construction began on these two projects.,Station and construction began on these two projects.,Station and construction began on these two projects.,Station and construction began on these two projects.,Station and construction began on these two projects.,Station and construction began on these two projects.,They were complete in 2009.,They were complete in 2009.,They were complete in 2009.,They were complete in 2009.,,,
,,,Total Capital Expenditures Per Household,Total Capital Expenditures Per Household,Total Capital Expenditures Per Household,Total Capital Expenditures Per Household,Total Capital Expenditures Per Household,Total Capital Expenditures Per Household,Total Capital Expenditures Per Household,Total Capital Expenditures Per Household,,,
,,,Expenditures in,Expenditures in,Expenditures,Expenditures,,Expenditures,Expenditures,Expenditures,Expenditures,Expenditures,
Year,Year,,Current Dollars,Current Dollars,per Household,per Household,in 2002 Dollars,in 2002 Dollars,in 2002 Dollars,in 2002 Dollars,per Household,per Household,
2002,2002,,"$1,282,450","$1,282,450",$297,$297,,"$1,282,450","$1,282,450","$1,282,450",,$297,
2003,2003,,"$1,021,949","$1,021,949",$234,$234,,"$997,997","$997,997","$997,997",,$228,
2004,2004,,"$987,539","$987,539",$224,$224,,"$946,412","$946,412","$946,412",,$214,
2005,2005,,"$2,457,918","$2,457,918",$551,$551,,"$2,280,305","$2,280,305","$2,280,305",,$511,
2006,2006,,"$2,544,998","$2,544,998",$559,$559,,"$2,283,455","$2,283,455","$2,283,455",,$501,
2007,2007,,"$8,476,933","$8,476,933","$1,829","$1,829",,"$7,420,273","$7,420,273","$7,420,273","$1,601","$1,601",
2008,2008,,"$14,078,149","$14,078,149","$3,003","$3,003","$11,837,935","$11,837,935","$11,837,935","$11,837,935","$2,525","$2,525",
2009,2009,,"$7,085,050","$7,085,050","$1,496","$1,496",,"$5,951,676","$5,951,676","$5,951,676","$1,256","$1,256",
2010,2010,,"$838,069","$838,069",$176,$176,,"$685,497","$685,497","$685,497",,$144,
2011,2011,,"$814,871","$814,871",$172,$172,,"$656,672","$656,672","$656,672",,$139,
% CHANGE,% CHANGE,,-36.5%,-36.5%,-41.9%,-41.9%,,-48.8%,-48.8%,-48.8%,,-53.2%,
Source:,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,,,
,,,Total Capital Expenditures Per Household in 2002 dollars,Total Capital Expenditures Per Household in 2002 dollars,Total Capital Expenditures Per Household in 2002 dollars,Total Capital Expenditures Per Household in 2002 dollars,Total Capital Expenditures Per Household in 2002 dollars,Total Capital Expenditures Per Household in 2002 dollars,Total Capital Expenditures Per Household in 2002 dollars,Total Capital Expenditures Per Household in 2002 dollars,Total Capital Expenditures Per Household in 2002 dollars,,
"$3,000","$3,000",,,,,,,,,,,,
"$2,500","$2,500",,,,,,,,,,,,
"$2,000","$2,000",,,,,,,,,,,,
"$1,500","$1,500",,,,,,,,,,,,
"$1,000","$1,000",,,,,,,,,,,,
$500,$500,,,,,,,,,,,,
,$0,,,,,,,,,,,,
,,2002,2003,2004,2005,2006,2007,2008,,2009,2010,2011,
,,,,,,A-18,,,,,,,
