Name: “Table 1 of 1 on page 10 of 174”,Name: “Table 1 of 1 on page 10 of 174”,Name: “Table 1 of 1 on page 10 of 174”,Name: “Table 1 of 1 on page 10 of 174”,Name: “Table 1 of 1 on page 10 of 174”,Name: “Table 1 of 1 on page 10 of 174”,Name: “Table 1 of 1 on page 10 of 174”,Name: “Table 1 of 1 on page 10 of 174”,Name: “Table 1 of 1 on page 10 of 174”,Name: “Table 1 of 1 on page 10 of 174”,Name: “Table 1 of 1 on page 10 of 174”,Name: “Table 1 of 1 on page 10 of 174”
"This budget is contained in the overall budget document, but no general funds are used to support it.","This budget is contained in the overall budget document, but no general funds are used to support it.","This budget is contained in the overall budget document, but no general funds are used to support it.","This budget is contained in the overall budget document, but no general funds are used to support it.","This budget is contained in the overall budget document, but no general funds are used to support it.","This budget is contained in the overall budget document, but no general funds are used to support it.","This budget is contained in the overall budget document, but no general funds are used to support it.","This budget is contained in the overall budget document, but no general funds are used to support it.","This budget is contained in the overall budget document, but no general funds are used to support it.","This budget is contained in the overall budget document, but no general funds are used to support it.","This budget is contained in the overall budget document, but no general funds are used to support it.","This budget is contained in the overall budget document, but no general funds are used to support it."
"Meal charges, as well as state and federal funds, pay for these expenditures, details of which are","Meal charges, as well as state and federal funds, pay for these expenditures, details of which are","Meal charges, as well as state and federal funds, pay for these expenditures, details of which are","Meal charges, as well as state and federal funds, pay for these expenditures, details of which are","Meal charges, as well as state and federal funds, pay for these expenditures, details of which are","Meal charges, as well as state and federal funds, pay for these expenditures, details of which are","Meal charges, as well as state and federal funds, pay for these expenditures, details of which are","Meal charges, as well as state and federal funds, pay for these expenditures, details of which are","Meal charges, as well as state and federal funds, pay for these expenditures, details of which are","Meal charges, as well as state and federal funds, pay for these expenditures, details of which are","Meal charges, as well as state and federal funds, pay for these expenditures, details of which are","Meal charges, as well as state and federal funds, pay for these expenditures, details of which are"
enclosed for your review.,enclosed for your review.,enclosed for your review.,,,,,,,,,
"Regional Special Education Fund Budget - $764,572","Regional Special Education Fund Budget - $764,572","Regional Special Education Fund Budget - $764,572","Regional Special Education Fund Budget - $764,572","Regional Special Education Fund Budget - $764,572","Regional Special Education Fund Budget - $764,572",,,,,,
The Middle Peninsula Regional Special Education Program is a regional program for students that,The Middle Peninsula Regional Special Education Program is a regional program for students that,The Middle Peninsula Regional Special Education Program is a regional program for students that,The Middle Peninsula Regional Special Education Program is a regional program for students that,The Middle Peninsula Regional Special Education Program is a regional program for students that,The Middle Peninsula Regional Special Education Program is a regional program for students that,The Middle Peninsula Regional Special Education Program is a regional program for students that,The Middle Peninsula Regional Special Education Program is a regional program for students that,The Middle Peninsula Regional Special Education Program is a regional program for students that,The Middle Peninsula Regional Special Education Program is a regional program for students that,The Middle Peninsula Regional Special Education Program is a regional program for students that,The Middle Peninsula Regional Special Education Program is a regional program for students that
require,intensive,special,education,services,under,the,category,of,multiple,"disabilities,",severe
"disabilities, or autism.","disabilities, or autism.","Students from the Town of West Point, Middlesex County, Mathews County,","Students from the Town of West Point, Middlesex County, Mathews County,","Students from the Town of West Point, Middlesex County, Mathews County,","Students from the Town of West Point, Middlesex County, Mathews County,","Students from the Town of West Point, Middlesex County, Mathews County,","Students from the Town of West Point, Middlesex County, Mathews County,","Students from the Town of West Point, Middlesex County, Mathews County,","Students from the Town of West Point, Middlesex County, Mathews County,","Students from the Town of West Point, Middlesex County, Mathews County,","Students from the Town of West Point, Middlesex County, Mathews County,"
and Gloucester County participate in the program if their special education needs cannot be met in,and Gloucester County participate in the program if their special education needs cannot be met in,and Gloucester County participate in the program if their special education needs cannot be met in,and Gloucester County participate in the program if their special education needs cannot be met in,and Gloucester County participate in the program if their special education needs cannot be met in,and Gloucester County participate in the program if their special education needs cannot be met in,and Gloucester County participate in the program if their special education needs cannot be met in,and Gloucester County participate in the program if their special education needs cannot be met in,and Gloucester County participate in the program if their special education needs cannot be met in,and Gloucester County participate in the program if their special education needs cannot be met in,and Gloucester County participate in the program if their special education needs cannot be met in,and Gloucester County participate in the program if their special education needs cannot be met in
other special education programs within their respective divisions.,other special education programs within their respective divisions.,other special education programs within their respective divisions.,other special education programs within their respective divisions.,other special education programs within their respective divisions.,other special education programs within their respective divisions.,other special education programs within their respective divisions.,other special education programs within their respective divisions.,,,,
"Gloucester County serves as the fiscal agent for this program, and the majority of the funding is","Gloucester County serves as the fiscal agent for this program, and the majority of the funding is","Gloucester County serves as the fiscal agent for this program, and the majority of the funding is","Gloucester County serves as the fiscal agent for this program, and the majority of the funding is","Gloucester County serves as the fiscal agent for this program, and the majority of the funding is","Gloucester County serves as the fiscal agent for this program, and the majority of the funding is","Gloucester County serves as the fiscal agent for this program, and the majority of the funding is","Gloucester County serves as the fiscal agent for this program, and the majority of the funding is","Gloucester County serves as the fiscal agent for this program, and the majority of the funding is","Gloucester County serves as the fiscal agent for this program, and the majority of the funding is","Gloucester County serves as the fiscal agent for this program, and the majority of the funding is","Gloucester County serves as the fiscal agent for this program, and the majority of the funding is"
obtained from the participating school divisions.,obtained from the participating school divisions.,obtained from the participating school divisions.,obtained from the participating school divisions.,obtained from the participating school divisions.,,,,,,,
"Social Services Budget - $3,608,835","Social Services Budget - $3,608,835","Social Services Budget - $3,608,835","Social Services Budget - $3,608,835",,,,,,,,
"The County will spend $1,119,252 as our portion of the social services budget.","The County will spend $1,119,252 as our portion of the social services budget.","The County will spend $1,119,252 as our portion of the social services budget.","The County will spend $1,119,252 as our portion of the social services budget.","The County will spend $1,119,252 as our portion of the social services budget.","The County will spend $1,119,252 as our portion of the social services budget.","The County will spend $1,119,252 as our portion of the social services budget.","The County will spend $1,119,252 as our portion of the social services budget.","The County will spend $1,119,252 as our portion of the social services budget.",This is an increase of,This is an increase of,This is an increase of
"$138,668 or 14.1% over the current year. Details of this budget are enclosed for Board review.","$138,668 or 14.1% over the current year. Details of this budget are enclosed for Board review.","$138,668 or 14.1% over the current year. Details of this budget are enclosed for Board review.","$138,668 or 14.1% over the current year. Details of this budget are enclosed for Board review.","$138,668 or 14.1% over the current year. Details of this budget are enclosed for Board review.","$138,668 or 14.1% over the current year. Details of this budget are enclosed for Board review.","$138,668 or 14.1% over the current year. Details of this budget are enclosed for Board review.","$138,668 or 14.1% over the current year. Details of this budget are enclosed for Board review.","$138,668 or 14.1% over the current year. Details of this budget are enclosed for Board review.","$138,668 or 14.1% over the current year. Details of this budget are enclosed for Board review.","$138,668 or 14.1% over the current year. Details of this budget are enclosed for Board review.",
"Comprehensive Services Act Budget - $1,503,000","Comprehensive Services Act Budget - $1,503,000","Comprehensive Services Act Budget - $1,503,000","Comprehensive Services Act Budget - $1,503,000","Comprehensive Services Act Budget - $1,503,000","Comprehensive Services Act Budget - $1,503,000",,,,,,
This budget includes funds from the state and local dollars to pay for citizens covered by this act.,This budget includes funds from the state and local dollars to pay for citizens covered by this act.,This budget includes funds from the state and local dollars to pay for citizens covered by this act.,This budget includes funds from the state and local dollars to pay for citizens covered by this act.,This budget includes funds from the state and local dollars to pay for citizens covered by this act.,This budget includes funds from the state and local dollars to pay for citizens covered by this act.,This budget includes funds from the state and local dollars to pay for citizens covered by this act.,This budget includes funds from the state and local dollars to pay for citizens covered by this act.,This budget includes funds from the state and local dollars to pay for citizens covered by this act.,This budget includes funds from the state and local dollars to pay for citizens covered by this act.,This budget includes funds from the state and local dollars to pay for citizens covered by this act.,This budget includes funds from the state and local dollars to pay for citizens covered by this act.
"Previously the School Board, Social Services, and other agencies provided these individuals services.","Previously the School Board, Social Services, and other agencies provided these individuals services.","Previously the School Board, Social Services, and other agencies provided these individuals services.","Previously the School Board, Social Services, and other agencies provided these individuals services.","Previously the School Board, Social Services, and other agencies provided these individuals services.","Previously the School Board, Social Services, and other agencies provided these individuals services.","Previously the School Board, Social Services, and other agencies provided these individuals services.","Previously the School Board, Social Services, and other agencies provided these individuals services.","Previously the School Board, Social Services, and other agencies provided these individuals services.","Previously the School Board, Social Services, and other agencies provided these individuals services.","Previously the School Board, Social Services, and other agencies provided these individuals services.","Previously the School Board, Social Services, and other agencies provided these individuals services."
State law now requires that we separate this funding and provide these services directly.,State law now requires that we separate this funding and provide these services directly.,State law now requires that we separate this funding and provide these services directly.,State law now requires that we separate this funding and provide these services directly.,State law now requires that we separate this funding and provide these services directly.,State law now requires that we separate this funding and provide these services directly.,State law now requires that we separate this funding and provide these services directly.,State law now requires that we separate this funding and provide these services directly.,State law now requires that we separate this funding and provide these services directly.,State law now requires that we separate this funding and provide these services directly.,The County,The County
"will spend $646,000 for this responsibility next year and details of this budget are enclosed for Board","will spend $646,000 for this responsibility next year and details of this budget are enclosed for Board","will spend $646,000 for this responsibility next year and details of this budget are enclosed for Board","will spend $646,000 for this responsibility next year and details of this budget are enclosed for Board","will spend $646,000 for this responsibility next year and details of this budget are enclosed for Board","will spend $646,000 for this responsibility next year and details of this budget are enclosed for Board","will spend $646,000 for this responsibility next year and details of this budget are enclosed for Board","will spend $646,000 for this responsibility next year and details of this budget are enclosed for Board","will spend $646,000 for this responsibility next year and details of this budget are enclosed for Board","will spend $646,000 for this responsibility next year and details of this budget are enclosed for Board","will spend $646,000 for this responsibility next year and details of this budget are enclosed for Board","will spend $646,000 for this responsibility next year and details of this budget are enclosed for Board"
review.,,,,,,,,,,,
"Capital Improvements Budget - $10,794,751","Capital Improvements Budget - $10,794,751","Capital Improvements Budget - $10,794,751","Capital Improvements Budget - $10,794,751","Capital Improvements Budget - $10,794,751",,,,,,,
Gloucester has been dealing with the realities of economic difficulties since 2008 when one of the first,Gloucester has been dealing with the realities of economic difficulties since 2008 when one of the first,Gloucester has been dealing with the realities of economic difficulties since 2008 when one of the first,Gloucester has been dealing with the realities of economic difficulties since 2008 when one of the first,Gloucester has been dealing with the realities of economic difficulties since 2008 when one of the first,Gloucester has been dealing with the realities of economic difficulties since 2008 when one of the first,Gloucester has been dealing with the realities of economic difficulties since 2008 when one of the first,Gloucester has been dealing with the realities of economic difficulties since 2008 when one of the first,Gloucester has been dealing with the realities of economic difficulties since 2008 when one of the first,Gloucester has been dealing with the realities of economic difficulties since 2008 when one of the first,Gloucester has been dealing with the realities of economic difficulties since 2008 when one of the first,Gloucester has been dealing with the realities of economic difficulties since 2008 when one of the first
actions taken by the County was to fund and complete only those capital projects where it did not make,actions taken by the County was to fund and complete only those capital projects where it did not make,actions taken by the County was to fund and complete only those capital projects where it did not make,actions taken by the County was to fund and complete only those capital projects where it did not make,actions taken by the County was to fund and complete only those capital projects where it did not make,actions taken by the County was to fund and complete only those capital projects where it did not make,actions taken by the County was to fund and complete only those capital projects where it did not make,actions taken by the County was to fund and complete only those capital projects where it did not make,actions taken by the County was to fund and complete only those capital projects where it did not make,actions taken by the County was to fund and complete only those capital projects where it did not make,actions taken by the County was to fund and complete only those capital projects where it did not make,actions taken by the County was to fund and complete only those capital projects where it did not make
economic sense to delay to a future year.,economic sense to delay to a future year.,economic sense to delay to a future year.,economic sense to delay to a future year.,The situation was further complicated when Page Middle,The situation was further complicated when Page Middle,The situation was further complicated when Page Middle,The situation was further complicated when Page Middle,The situation was further complicated when Page Middle,The situation was further complicated when Page Middle,The situation was further complicated when Page Middle,The situation was further complicated when Page Middle
"School was destroyed by a tornado on April 16, 2011.","School was destroyed by a tornado on April 16, 2011.","School was destroyed by a tornado on April 16, 2011.","School was destroyed by a tornado on April 16, 2011.","School was destroyed by a tornado on April 16, 2011.","School was destroyed by a tornado on April 16, 2011.",,,,,,
"Now, capital projects have been delayed to the point where it does not make economic sense to delay","Now, capital projects have been delayed to the point where it does not make economic sense to delay","Now, capital projects have been delayed to the point where it does not make economic sense to delay","Now, capital projects have been delayed to the point where it does not make economic sense to delay","Now, capital projects have been delayed to the point where it does not make economic sense to delay","Now, capital projects have been delayed to the point where it does not make economic sense to delay","Now, capital projects have been delayed to the point where it does not make economic sense to delay","Now, capital projects have been delayed to the point where it does not make economic sense to delay","Now, capital projects have been delayed to the point where it does not make economic sense to delay","Now, capital projects have been delayed to the point where it does not make economic sense to delay","Now, capital projects have been delayed to the point where it does not make economic sense to delay","Now, capital projects have been delayed to the point where it does not make economic sense to delay"
further.,The County and School Division have invested large amounts of money in buildings and,The County and School Division have invested large amounts of money in buildings and,The County and School Division have invested large amounts of money in buildings and,The County and School Division have invested large amounts of money in buildings and,The County and School Division have invested large amounts of money in buildings and,The County and School Division have invested large amounts of money in buildings and,The County and School Division have invested large amounts of money in buildings and,The County and School Division have invested large amounts of money in buildings and,The County and School Division have invested large amounts of money in buildings and,The County and School Division have invested large amounts of money in buildings and,The County and School Division have invested large amounts of money in buildings and
"equipment, and if we continue to fail in the maintenance of our capital stock, our facilities and","equipment, and if we continue to fail in the maintenance of our capital stock, our facilities and","equipment, and if we continue to fail in the maintenance of our capital stock, our facilities and","equipment, and if we continue to fail in the maintenance of our capital stock, our facilities and","equipment, and if we continue to fail in the maintenance of our capital stock, our facilities and","equipment, and if we continue to fail in the maintenance of our capital stock, our facilities and","equipment, and if we continue to fail in the maintenance of our capital stock, our facilities and","equipment, and if we continue to fail in the maintenance of our capital stock, our facilities and","equipment, and if we continue to fail in the maintenance of our capital stock, our facilities and","equipment, and if we continue to fail in the maintenance of our capital stock, our facilities and","equipment, and if we continue to fail in the maintenance of our capital stock, our facilities and","equipment, and if we continue to fail in the maintenance of our capital stock, our facilities and"
"infrastructure will deteriorate until costly, constant maintenance is required, services are threatened,","infrastructure will deteriorate until costly, constant maintenance is required, services are threatened,","infrastructure will deteriorate until costly, constant maintenance is required, services are threatened,","infrastructure will deteriorate until costly, constant maintenance is required, services are threatened,","infrastructure will deteriorate until costly, constant maintenance is required, services are threatened,","infrastructure will deteriorate until costly, constant maintenance is required, services are threatened,","infrastructure will deteriorate until costly, constant maintenance is required, services are threatened,","infrastructure will deteriorate until costly, constant maintenance is required, services are threatened,","infrastructure will deteriorate until costly, constant maintenance is required, services are threatened,","infrastructure will deteriorate until costly, constant maintenance is required, services are threatened,","infrastructure will deteriorate until costly, constant maintenance is required, services are threatened,","infrastructure will deteriorate until costly, constant maintenance is required, services are threatened,"
and community growth stagnates or even declines.,and community growth stagnates or even declines.,and community growth stagnates or even declines.,and community growth stagnates or even declines.,and community growth stagnates or even declines.,and community growth stagnates or even declines.,,,,,,
The County Administrator’s Capital Improvements Plan Advisory Committee met and was charged with,The County Administrator’s Capital Improvements Plan Advisory Committee met and was charged with,The County Administrator’s Capital Improvements Plan Advisory Committee met and was charged with,The County Administrator’s Capital Improvements Plan Advisory Committee met and was charged with,The County Administrator’s Capital Improvements Plan Advisory Committee met and was charged with,The County Administrator’s Capital Improvements Plan Advisory Committee met and was charged with,The County Administrator’s Capital Improvements Plan Advisory Committee met and was charged with,The County Administrator’s Capital Improvements Plan Advisory Committee met and was charged with,The County Administrator’s Capital Improvements Plan Advisory Committee met and was charged with,The County Administrator’s Capital Improvements Plan Advisory Committee met and was charged with,The County Administrator’s Capital Improvements Plan Advisory Committee met and was charged with,The County Administrator’s Capital Improvements Plan Advisory Committee met and was charged with
recommending a five-year (FY 2014-2018) plan for consideration by the Board of Supervisors.,recommending a five-year (FY 2014-2018) plan for consideration by the Board of Supervisors.,recommending a five-year (FY 2014-2018) plan for consideration by the Board of Supervisors.,recommending a five-year (FY 2014-2018) plan for consideration by the Board of Supervisors.,recommending a five-year (FY 2014-2018) plan for consideration by the Board of Supervisors.,recommending a five-year (FY 2014-2018) plan for consideration by the Board of Supervisors.,recommending a five-year (FY 2014-2018) plan for consideration by the Board of Supervisors.,recommending a five-year (FY 2014-2018) plan for consideration by the Board of Supervisors.,recommending a five-year (FY 2014-2018) plan for consideration by the Board of Supervisors.,recommending a five-year (FY 2014-2018) plan for consideration by the Board of Supervisors.,recommending a five-year (FY 2014-2018) plan for consideration by the Board of Supervisors.,The
,,,,,6,,,,,,
