Name: “Table 1 of 1 on page 163 of 174”,Name: “Table 1 of 1 on page 163 of 174”,Name: “Table 1 of 1 on page 163 of 174”,Name: “Table 1 of 1 on page 163 of 174”,Name: “Table 1 of 1 on page 163 of 174”,Name: “Table 1 of 1 on page 163 of 174”,Name: “Table 1 of 1 on page 163 of 174”,Name: “Table 1 of 1 on page 163 of 174”,Name: “Table 1 of 1 on page 163 of 174”,Name: “Table 1 of 1 on page 163 of 174”,Name: “Table 1 of 1 on page 163 of 174”,Name: “Table 1 of 1 on page 163 of 174”,Name: “Table 1 of 1 on page 163 of 174”,Name: “Table 1 of 1 on page 163 of 174”,Name: “Table 1 of 1 on page 163 of 174”
Advances to other funds,,,,,,,,,,-,,-,-,-
Prepaid items,,"52,204",,"1,452,058",,-,,-,,-,,"1,504,262","4,466","1,508,728"
Deferred charges,,,,,,,,,,-,,-,-,-
Restricted assets:,,,,,,,,,,,,,,-
Temporarily restricted:,,,,,,,,,,-,,,,-
Cash and cash equivalents,,-,,-,,-,,-,,-,,-,-,-
Investments,,,,,,,,,,-,,-,-,-
Intergovernmental receivable,,,,,,,,,,-,,-,-,-
Permanently restricted:,,,,,,,,,,,,,,-
Cash and cash equivalents,,,,,,,,,,-,,-,-,-
Investments,,,,,,,,,,-,,-,-,-
Total assets,$,"51,663,746",$,"1,452,058",$,"4,428,154",$,"6,487,488",$,"304,716",$,"64,336,162","6,211,158","70,547,320"
LIABILITIES AND FUND BALANCES,,,,,,,,,,,,,,
Liabilities:,,,,,,,,,,,,,,
Accounts payable,$,"433,863",$,-,$,"419,009",$,"319,146",$,"60,824",$,"1,232,842","635,400","1,868,242"
Accrued liabilities,,"809,357",,-,,-,,-,,-,,"809,357","4,961,869","5,771,226"
Contracts payable,,,,,,,,,,-,,-,-,-
Retainage payable,,,,,,,,,,-,,-,-,-
Accrued interest payable,,,,,,,,,,-,,-,-,-
Due to other governmental units,,"3,548,860",,-,,-,,"79,008",,-,,"3,627,868","150,000","3,777,868"
Due to other funds,,"9,237,974",,"1,452,058",,-,,-,,"243,892",,"10,933,924",-,"10,933,924"
Due to primary government,,-,,-,,-,,-,,-,,-,-,-
Due to component unit,,,,,,,,,,-,,-,-,-
Deferred revenue,,"21,209,291",,-,,-,,-,,-,,"21,209,291",-,"21,209,291"
Deposits held in escrow,,,,,,,,,,-,,-,-,-
Liabilities payable from restricted assets,Liabilities payable from restricted assets,,,,,,,,,-,,-,-,-
Total liabilities,$,"35,239,345",$,"1,452,058",$,"419,009",$,"398,154",$,"304,716",$,"37,813,282","5,747,269","43,560,551"
Fund balances:,,,,,,,,,,,,,,
Nonspendable,$,"52,204",$,-,$,-,$,-,$,-,$,"52,204","27,287","79,491"
Construction,$,-,$,-,$,-,$,-,$,-,$,-,,-
Restricted,,"128,885",,-,,"19,000",,-,,-,,"147,885",-,"147,885"
Committed,,"921,746",,-,,"3,750,848",,"6,089,334",,-,,"10,761,928",,"10,761,928"
Assigned,,-,,-,,"239,297",,-,,-,,"239,297",-,"239,297"
Debt service,,,,,,,,,,-,,-,-,-
Perpetual care,,,,,,,,,,-,,-,-,-
"Unreserved, reported in:",,,,,,,,,,-,,-,,
Unassigned,,"15,321,566",,-,,-,,-,,-,,"15,321,566","(4,466)","15,317,100"
Special revenue funds,,-,,-,,-,,-,,-,,-,-,-
Debt service funds,,-,,-,,-,,-,,-,,-,-,-
Capital projects funds,,-,,-,,,,,,-,,-,-,-
Permanent fund,,,,,,,,,,-,,-,-,-
Unrestricted (deficit),,,,,,,,-,,,,-,"441,068","441,068"
Total fund balances,$,"16,424,401",$,-,$,"4,009,145",$,"6,089,334",$,-,$,"26,522,880","463,889","26,986,769"
Total liabilities and fund balances,$,"51,663,746",$,"1,452,058",$,"4,428,154",$,"6,487,488",$,"304,716",$,"64,336,162","6,211,158","70,547,320"
The notes to the financial statements are an integral part of this statement.,The notes to the financial statements are an integral part of this statement.,The notes to the financial statements are an integral part of this statement.,The notes to the financial statements are an integral part of this statement.,The notes to the financial statements are an integral part of this statement.,The notes to the financial statements are an integral part of this statement.,,,,,,,,,
,,,,,,,,159,,,,,,
