Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”
PHS EXPENDITURES- TOTAL,PHS EXPENDITURES- TOTAL,PHS EXPENDITURES- TOTAL,$,"6,013,408",$,"5,988,021",$,"5,690,753",$,"(297,268)",-5.0%
SECONDARY PROGRAMS,SECONDARY PROGRAMS,SECONDARY PROGRAMS,$,"394,577",$,"394,577",$,"231,739",$,"(162,838)",-41.3%
SECONDARY ATTENDANCE/HEALTH,SECONDARY ATTENDANCE/HEALTH,SECONDARY ATTENDANCE/HEALTH,$,"177,309",$,"177,309",$,"223,934",$,"46,625",26.3%
ADULT EDUCATION,ADULT EDUCATION,ADULT EDUCATION,$,"9,884",$,"9,884",$,"9,834",$,(50),-0.5%
DISTRICT WIDE-ADMIN,DISTRICT WIDE-ADMIN,DISTRICT WIDE-ADMIN,$,"1,062,466",$,"1,062,466",$,"943,492",$,"(118,974)",-11.2%
ATTENDANCE & HEALTH,ATTENDANCE & HEALTH,ATTENDANCE & HEALTH,$,,$,,$,,$,,0.0%
TRANSPORTATION,TRANSPORTATION,TRANSPORTATION,$,"962,985",$,"962 ,985",$,"869,899",$,"(93,086)",-9.7%
OPERATION/MAINTENANCE,OPERATION/MAINTENANCE,OPERATION/MAINTENANCE,$,"1,779,626",$,"1,779,626",$,"1,823,863",$,"44,237",2.5%
FOOD SERVICE,FOOD SERVICE,,$,"415,677",$,"415,677",$,"332,251",$,"(83,426)",-20.1%
TECHNOLOGY,TECHNOLOGY,,$,"1,001,917",$,"1 ,002,167",$,"863,440",$,"(138,727)",-13.8%
SITE ACQUISITION,SITE ACQUISITION,SITE ACQUISITION,$,"12,000",$,"12,000",$,"11,000",$,"(1,000)",-8.3%
STATE TECH GRANT,STATE TECH GRANT,STATE TECH GRANT,$,,$,"184,800",$,"184,800",$,,0.0%
FEDERAL GRANTS,FEDERAL GRANTS,FEDERAL GRANTS,$,"897,112",$,"1'118,594",$,"1,091,017",$,"(27,577)",-2.5%
REMEDIAL SUMMER SCHOOL,REMEDIAL SUMMER SCHOOL,REMEDIAL SUMMER SCHOOL,$,"43,606",$,"43,593",$,"42,595",$,(998),-2.3%
TOTAL BUDGET,TOTAL BUDGET,,$,"22,478,460",$,"22,848,956",$,"21,332,662",$,"1,516,294",6.6%
,,Instruction =,$,"16,358,676",$,"16,322,643",$,"15,223,900",,,
,,District Wide =,$,"1,062,466",$,"1,062,466",$,"943,492",,,
,,Transportation =,$,"962,985",$,"962,985",$,"869,899",,,
,Operation/Maintenance =,Operation/Maintenance =,$,"1,779,626",$,"1,779,626",$,"1,823,863",,,
,,Food Service =,$,".415,677",$,"415,677",$,"332,251",,,
,,Technology =,$,"1,001,917",$,"1 ,002,167",$,"863,440",,,
,,Grants =,$,"897,112",$,"1,303,394",$,"1,275,817",,,
,,,$,"22,478,460",$,"22,848,956",$,"21,332,662",,,
7/28/2009,1:19PM,2009-2010 Budget Revenue _Adopted 3_23_09_Rev3.xls,2009-2010 Budget Revenue _Adopted 3_23_09_Rev3.xls,2009-2010 Budget Revenue _Adopted 3_23_09_Rev3.xls,2009-2010 Budget Revenue _Adopted 3_23_09_Rev3.xls,2009-2010 Budget Revenue _Adopted 3_23_09_Rev3.xls,,,,,
