Name: “Table 1 of 1 on page 11 of 82”,Name: “Table 1 of 1 on page 11 of 82”,Name: “Table 1 of 1 on page 11 of 82”,Name: “Table 1 of 1 on page 11 of 82”,Name: “Table 1 of 1 on page 11 of 82”,Name: “Table 1 of 1 on page 11 of 82”,Name: “Table 1 of 1 on page 11 of 82”,Name: “Table 1 of 1 on page 11 of 82”,Name: “Table 1 of 1 on page 11 of 82”,Name: “Table 1 of 1 on page 11 of 82”,Name: “Table 1 of 1 on page 11 of 82”,Name: “Table 1 of 1 on page 11 of 82”,Name: “Table 1 of 1 on page 11 of 82”,Name: “Table 1 of 1 on page 11 of 82”,Name: “Table 1 of 1 on page 11 of 82”
2402810,AT RISK4 YEAR OLDS,AT RISK4 YEAR OLDS,AT RISK4 YEAR OLDS,$,,$,,$,,$,,$,,0.00%
2402901,TEACHER MENTOR PROGRAM,TEACHER MENTOR PROGRAM,TEACHER MENTOR PROGRAM,$,668,$,668,$,668,$,668,$,,0.00%
2402990,OTHER STATE FUNDS,OTHER STATE FUNDS,OTHER STATE FUNDS,$,424,$,,$,,$,,$,,0.00%
2403060,SCHOOL CONSTRUCTION,SCHOOL CONSTRUCTION,SCHOOL CONSTRUCTION,$,,$,"13.4,574",$,"134,428",$,,$,"(134,428)",-99.89 %
2403.080,STATE SALES TAX,STATE SALES TAX,,$,"1,997,694",$,"2,276,055",$,"2,145,601",$,"2,006,284",$,"(139,317)",-6.12%
2403090,ENGLISH AS SECOND LANGUAGE,ENGLISH AS SECOND LANGUAGE,ENGLISH AS SECOND LANGUAGE,$,"8,955",$,"7,976",$,"6,780",$,"9,564",$,"2,784",34.90%
2403470,SCHOOL BREAKFAST,SCHOOL BREAKFAST,SCHOOL BREAKFAST,$,"6,847",$,"7,488",$,"6,292",$,"6,012",$,(280),-3..74%
2403490,INDUSTRY CERTIFICATION,INDUSTRY CERTIFICATION,INDUSTRY CERTIFICATION,$,605,$,,$,,$,,$,,0.00%
2403900,HOLD HARMLESS SALES,HOLD HARMLESS SALES,HOLD HARMLESS SALES,$,,$,,$,,$,,$,,0.00%
2403990,NATIONAL BOARD CERTIFIED TEAC~,NATIONAL BOARD CERTIFIED TEAC~,NATIONAL BOARD CERTIFIED TEAC~,$,,$,,$,,$,,$,,0.00%
2404050,SOL ALGEBRA READINESS,SOL ALGEBRA READINESS,SOL ALGEBRA READINESS,$,"3,770",$,"4,269",$,"4,269",$,"4,269",$,,0.00%
2404100,TECHNOLOGY RESOURCE ASSISTAI,TECHNOLOGY RESOURCE ASSISTAI,TECHNOLOGY RESOURCE ASSISTAI,$,,$,,$,,$,,$,,0.00%
2404620,SCHOOL REPORT CARD,SCHOOL REPORT CARD,SCHOOL REPORT CARD,$,,$,,$,,$,,$,,0.00%
2404650 ALTERNATIVE LICENSURE PROGRAI,2404650 ALTERNATIVE LICENSURE PROGRAI,2404650 ALTERNATIVE LICENSURE PROGRAI,2404650 ALTERNATIVE LICENSURE PROGRAI,$,500,$,,$,,$,,$,,0.00%
41 04050,VPSA FUNDING FOR TECHNOLOGY,VPSA FUNDING FOR TECHNOLOGY,VPSA FUNDING FOR TECHNOLOGY,$,"40,232",$,"154,000",$,"154,000 .",$,"154,000",$,,0.00%
,FUNDING LOSS CAP,FUNDING LOSS CAP,,$,-,$,,$,-,,,$,,100.00%
,TOTAL STATE FUNDS,TOTAL STATE FUNDS,TOTAL STATE FUNDS,$,"11,920,060",$,"13,363,593",$,"13,355,724",$,"12,015,038",$,"(1 ,340,686)",-10.04%
,,,,,,,,,,$,"(24,516)",$,"(24,516)",
,remove School Construction,remove School Construction,remove School Construction,$,"(114,616)",$,"(134,574)",$,"(134,428)",$,,$,"134,428",-100.00%
,remove 50% of Lottery funds,remove 50% of Lottery funds,remove 50% of Lottery funds,$,"(183.,154)",$,"(193,895)",$,"(164,568)",$,,$,"164,568",-100.00%
,revised total,revised total,,$,"11,622,290",$,"13,035,124",$,"13,056,728",$,"11,990,522",$,"(1 ,066,206)",-8.17%
2402991,OLWEUS BULLYING PREVENTION,OLWEUS BULLYING PREVENTION,OLWEUS BULLYING PREVENTION,$,,$,,$,"9,730",$,,$,"(9,730)",100.00%
2402992,GAITE GRANT,GAITE GRANT,,$,,$,,$,"9,73.3.",$,,$,"(9,73.3.)",100.00%
2403.990,NATIONAL BOARD CERTIFIED TEAC~,NATIONAL BOARD CERTIFIED TEAC~,NATIONAL BOARD CERTIFIED TEAC~,$,"2,500",$,,$,"2,500",$,,$,"(2,500)",100.00%
4104050,VPSA CARRY-OVER FUNDS,VPSA CARRY-OVER FUNDS,VPSA CARRY-OVER FUNDS,$,,$,,$,"87,681",$,,$,"(87,681)",100.00%
,Revised Total to PCPS,Revised Total to PCPS,Revised Total to PCPS,$,"11,624,790",$,"13,035,124",$,"13,166,372",$,"11,990,522",$,"(1 '175,850)",-8.93%
,Revenue is based on a student enrollment of 2359,Revenue is based on a student enrollment of 2359,Revenue is based on a student enrollment of 2359,Revenue is based on a student enrollment of 2359,Revenue is based on a student enrollment of 2359,,,,,,,,,
,7/28/2009,1 :16 PM,2009-2010 Budget Revenue _Adopted 3_23._09_Rev3.xls,2009-2010 Budget Revenue _Adopted 3_23._09_Rev3.xls,2009-2010 Budget Revenue _Adopted 3_23._09_Rev3.xls,2009-2010 Budget Revenue _Adopted 3_23._09_Rev3.xls,2009-2010 Budget Revenue _Adopted 3_23._09_Rev3.xls,,,,,,,
