,City of Portsmouth,
,Fiscal Year 2014 Adopted Budget,
Public Works/General Services,,
,Business Center Index,
Organizational Chart,9 - 2,
Business Center Summary,9 - 3,
Streets And Highways,9 - 4,
Storm Water Management Fund,9 - 5,
Mosquito Control,9 - 6,
Engineering,9 - 7,
Traffic Engineering,9 - 8,
Parking Authority Fund,9 - 9,
Property Management,9 - 10,
Utilities,9 - 11,
Rental Of Land,9 - 12,
Waste Management Fund,9 - 13,
City Garage Fund,9 - 14,
Cemetery Perpetual Care Fund,9 - 15,
Public Utilities Fund,9 - 16,
Harbor Center Pavilion,9 - 17,
Fiscal Year 2014,9 - 1,Public Works/General Services
,City of Portsmouth,
,Fiscal Year 2014 Adopted Budget,
Public Works/General Services,Public Works/General Services,
Business Center Organizational Chart,Business Center Organizational Chart,
Total Permanent Positions,,
Positions =,355,
,Streets And Highways,
,Positions =,15
,Storm Water Management Fund,
,Positions =,27
,Mosquito Control,
,Positions =,4
,Engineering,
,Positions =,16
,Traffic Engineering,
,Positions =,9
,Parking Authority Fund,
,Positions =,6
,Property Management,
,Positions =,40
,Waste Management Fund,
,Positions =,62
,City Garage Fund,
,Positions =,35
,Public Utilities Fund,
,Positions =,139
,Harbor Center Pavilion,
,Positions =,2
Fiscal Year 2014,9 - 2,Public Works/General Services
,City of Portsmouth,,,,
Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,,
Public Works/General Services,Public Works/General Services,Public Works/General Services,,,
Description of Services Provided,,,,,
"Public Works consists of the divisions of Mosquito Control, Stormwater Management, Streets and Highways, Engineering, Traffic","Public Works consists of the divisions of Mosquito Control, Stormwater Management, Streets and Highways, Engineering, Traffic","Public Works consists of the divisions of Mosquito Control, Stormwater Management, Streets and Highways, Engineering, Traffic","Public Works consists of the divisions of Mosquito Control, Stormwater Management, Streets and Highways, Engineering, Traffic","Public Works consists of the divisions of Mosquito Control, Stormwater Management, Streets and Highways, Engineering, Traffic",
"Engineering, Properties Management, Cemetery Perpetual Care and Public Utilities. Services provided include Integrated","Engineering, Properties Management, Cemetery Perpetual Care and Public Utilities. Services provided include Integrated","Engineering, Properties Management, Cemetery Perpetual Care and Public Utilities. Services provided include Integrated","Engineering, Properties Management, Cemetery Perpetual Care and Public Utilities. Services provided include Integrated","Engineering, Properties Management, Cemetery Perpetual Care and Public Utilities. Services provided include Integrated",
"Mosquito Control Program, maintenance of city streets and alleys, management of construction and other infrastructure projects,","Mosquito Control Program, maintenance of city streets and alleys, management of construction and other infrastructure projects,","Mosquito Control Program, maintenance of city streets and alleys, management of construction and other infrastructure projects,","Mosquito Control Program, maintenance of city streets and alleys, management of construction and other infrastructure projects,","Mosquito Control Program, maintenance of city streets and alleys, management of construction and other infrastructure projects,",
cleaning and maintenance of city stormwater drainage system and management of facilities and properties in the City. The,cleaning and maintenance of city stormwater drainage system and management of facilities and properties in the City. The,cleaning and maintenance of city stormwater drainage system and management of facilities and properties in the City. The,cleaning and maintenance of city stormwater drainage system and management of facilities and properties in the City. The,cleaning and maintenance of city stormwater drainage system and management of facilities and properties in the City. The,
"Stormwater Management Division also provides inspection programs for construction and other activities, and administers the","Stormwater Management Division also provides inspection programs for construction and other activities, and administers the","Stormwater Management Division also provides inspection programs for construction and other activities, and administers the","Stormwater Management Division also provides inspection programs for construction and other activities, and administers the","Stormwater Management Division also provides inspection programs for construction and other activities, and administers the",
city's Comprehensive Stormwater Management Plan to protect the environment and ensure compliance with state and federal,city's Comprehensive Stormwater Management Plan to protect the environment and ensure compliance with state and federal,city's Comprehensive Stormwater Management Plan to protect the environment and ensure compliance with state and federal,city's Comprehensive Stormwater Management Plan to protect the environment and ensure compliance with state and federal,city's Comprehensive Stormwater Management Plan to protect the environment and ensure compliance with state and federal,
environmental requirements.,,,,,
"Also included within Public Works is the Parking Authority, services provided include maintenance of various parking garages","Also included within Public Works is the Parking Authority, services provided include maintenance of various parking garages","Also included within Public Works is the Parking Authority, services provided include maintenance of various parking garages","Also included within Public Works is the Parking Authority, services provided include maintenance of various parking garages","Also included within Public Works is the Parking Authority, services provided include maintenance of various parking garages",
"and meters; Waste Management, collection and disposal of waste and bulk materials as well as city sweeping; City Garage,","and meters; Waste Management, collection and disposal of waste and bulk materials as well as city sweeping; City Garage,","and meters; Waste Management, collection and disposal of waste and bulk materials as well as city sweeping; City Garage,","and meters; Waste Management, collection and disposal of waste and bulk materials as well as city sweeping; City Garage,","and meters; Waste Management, collection and disposal of waste and bulk materials as well as city sweeping; City Garage,",
coordination of the purchase and maintenance of vehicles and construction equipment; provision of maintenance and upkeep for,coordination of the purchase and maintenance of vehicles and construction equipment; provision of maintenance and upkeep for,coordination of the purchase and maintenance of vehicles and construction equipment; provision of maintenance and upkeep for,coordination of the purchase and maintenance of vehicles and construction equipment; provision of maintenance and upkeep for,coordination of the purchase and maintenance of vehicles and construction equipment; provision of maintenance and upkeep for,
"the Harbor Center Pavilion; and the Cemetery Fund, provision of care for cemetery lots.","the Harbor Center Pavilion; and the Cemetery Fund, provision of care for cemetery lots.",,,,
Public Utilities is responsible for Water Treatment & Distribution; Wastewater Collection and Conveyance and the Financial and,Public Utilities is responsible for Water Treatment & Distribution; Wastewater Collection and Conveyance and the Financial and,Public Utilities is responsible for Water Treatment & Distribution; Wastewater Collection and Conveyance and the Financial and,Public Utilities is responsible for Water Treatment & Distribution; Wastewater Collection and Conveyance and the Financial and,Public Utilities is responsible for Water Treatment & Distribution; Wastewater Collection and Conveyance and the Financial and,
Engineering Administration of these functions within Portsmouth and areas of Suffolk and Chesapeake. Public Utilities functions,Engineering Administration of these functions within Portsmouth and areas of Suffolk and Chesapeake. Public Utilities functions,Engineering Administration of these functions within Portsmouth and areas of Suffolk and Chesapeake. Public Utilities functions,Engineering Administration of these functions within Portsmouth and areas of Suffolk and Chesapeake. Public Utilities functions,Engineering Administration of these functions within Portsmouth and areas of Suffolk and Chesapeake. Public Utilities functions,
"as an Enterprise Fund, solely supported through user charges, and absorbs all costs associated with its operations, including","as an Enterprise Fund, solely supported through user charges, and absorbs all costs associated with its operations, including","as an Enterprise Fund, solely supported through user charges, and absorbs all costs associated with its operations, including","as an Enterprise Fund, solely supported through user charges, and absorbs all costs associated with its operations, including","as an Enterprise Fund, solely supported through user charges, and absorbs all costs associated with its operations, including",
"debt service, payments in lieu of taxes and return on investment to the City.","debt service, payments in lieu of taxes and return on investment to the City.",,,,
,,FY 2012,FY 2013,FY 2013,FY 2014
Business Units,,Actual,Adopted,Amended,Adopted
Cemetery Perpetual Care Fund,,-,"100,000","100,000","100,000"
City Garage Fund,,"9,260,420","8,760,305","8,760,305","9,932,748"
Engineering,,"1,140,105","1,420,171","1,420,171","1,361,549"
Harbor Center Pavilion,,"398,208","352,780","352,780","350,135"
Mosquito Control,,"301,921","442,107","442,107","484,794"
Parking Authority Fund,,"1,539,839","1,686,516","1,686,516","1,486,026"
Property Management,,"3,249,325","3,756,159","3,756,159","3,746,899"
Public Utilities Fund,,"37,184,443","45,025,728","45,025,728","43,697,036"
Rental Of Land,,"823,152","804,072","804,072","654,757"
Storm Water Management Fund,,"5,256,873","7,511,148","7,511,148","8,511,148"
Streets And Highways,,"3,288,463","3,240,320","3,240,320","3,493,214"
Traffic Engineering,,"2,468,994","2,721,208","2,721,208","2,716,606"
Utilities,,"2,261,358","2,174,500","2,174,500","2,699,500"
Waste Management Fund,,"11,771,163","12,586,792","12,586,792","12,284,800"
,Total Budget,"78,944,263","90,581,806","90,581,806","91,519,212"
,,FY 2012,FY 2013,FY 2013,FY 2014
Funding Sources,,Actual,Adopted,Amended,Adopted
100 General Fund,,"13,931,526","14,911,317","14,911,317","15,507,454"
420 Stormwater Management Fund,,"5,256,873","7,511,148","7,511,148","8,511,148"
500 Cemetery Fund,,-,"100,000","100,000","100,000"
700 Public Utility Fund,,"37,184,443","45,025,728","45,025,728","43,697,036"
740 Waste Management Fund,,"11,771,163","12,586,792","12,586,792","12,284,800"
750 Portsmouth Parking Authority,,"1,539,839","1,686,516","1,686,516","1,486,026"
800 City Garage Fund,,"9,260,420","8,760,305","8,760,305","9,932,748"
,Total Funding,"78,944,263","90,581,806","90,581,806","91,519,212"
Fiscal Year 2014,9 - 3,,,Public Works/General Services,Public Works/General Services
,,Total Funding,"5,256,873","7,511,148","7,511,148","8,511,148"
Strategic Goals,,,,,,
* Safely and efficiently control runoff,,,,,,
* Systematic approach to maintenance activities to ensure quality customer service,* Systematic approach to maintenance activities to ensure quality customer service,* Systematic approach to maintenance activities to ensure quality customer service,,,,
* Perform routine maintenance activities to identify and develop plans for long-term solutions to infrastructure problems,* Perform routine maintenance activities to identify and develop plans for long-term solutions to infrastructure problems,* Perform routine maintenance activities to identify and develop plans for long-term solutions to infrastructure problems,* Perform routine maintenance activities to identify and develop plans for long-term solutions to infrastructure problems,* Perform routine maintenance activities to identify and develop plans for long-term solutions to infrastructure problems,,
* Develop a highly trained and safety-conscious workforce,* Develop a highly trained and safety-conscious workforce,* Develop a highly trained and safety-conscious workforce,,,,
* Implement and support activities and programs to ensure compliance with Stormwater Permit and other regulatory,* Implement and support activities and programs to ensure compliance with Stormwater Permit and other regulatory,* Implement and support activities and programs to ensure compliance with Stormwater Permit and other regulatory,* Implement and support activities and programs to ensure compliance with Stormwater Permit and other regulatory,* Implement and support activities and programs to ensure compliance with Stormwater Permit and other regulatory,,
requirements,,,,,,
"* Protect and enhance water quality in streams, ditches and stormwater lakes/ponds throughout the City.","* Protect and enhance water quality in streams, ditches and stormwater lakes/ponds throughout the City.","* Protect and enhance water quality in streams, ditches and stormwater lakes/ponds throughout the City.","* Protect and enhance water quality in streams, ditches and stormwater lakes/ponds throughout the City.","* Protect and enhance water quality in streams, ditches and stormwater lakes/ponds throughout the City.",,
* Educate and involve the public.,,,,,,
Outcomes and Accomplishments,,,,,,
* Obtained permits from Army Corps of Engineers allowing clean-up of approximately 50 outfalls in wetlands throughout the City.,* Obtained permits from Army Corps of Engineers allowing clean-up of approximately 50 outfalls in wetlands throughout the City.,* Obtained permits from Army Corps of Engineers allowing clean-up of approximately 50 outfalls in wetlands throughout the City.,* Obtained permits from Army Corps of Engineers allowing clean-up of approximately 50 outfalls in wetlands throughout the City.,* Obtained permits from Army Corps of Engineers allowing clean-up of approximately 50 outfalls in wetlands throughout the City.,* Obtained permits from Army Corps of Engineers allowing clean-up of approximately 50 outfalls in wetlands throughout the City.,
* Developing proactive approach to deal with maintenance of stormwater lakes and ponds.,* Developing proactive approach to deal with maintenance of stormwater lakes and ponds.,* Developing proactive approach to deal with maintenance of stormwater lakes and ponds.,* Developing proactive approach to deal with maintenance of stormwater lakes and ponds.,,,
"* Last year reached 45,168 residents with stormwater and pollution prevention education materials.","* Last year reached 45,168 residents with stormwater and pollution prevention education materials.","* Last year reached 45,168 residents with stormwater and pollution prevention education materials.","* Last year reached 45,168 residents with stormwater and pollution prevention education materials.","* Last year reached 45,168 residents with stormwater and pollution prevention education materials.",,
"* Continued comprehensive process to ensure City compliance with Chesapeake Bay TMDLs, new stormwater regulations and","* Continued comprehensive process to ensure City compliance with Chesapeake Bay TMDLs, new stormwater regulations and","* Continued comprehensive process to ensure City compliance with Chesapeake Bay TMDLs, new stormwater regulations and","* Continued comprehensive process to ensure City compliance with Chesapeake Bay TMDLs, new stormwater regulations and","* Continued comprehensive process to ensure City compliance with Chesapeake Bay TMDLs, new stormwater regulations and","* Continued comprehensive process to ensure City compliance with Chesapeake Bay TMDLs, new stormwater regulations and",
other mandates.,,,,,,
Fiscal Year 2014,,9 - 5,,,Public Works/General Services,Public Works/General Services
,City of Portsmouth,City of Portsmouth,,,
,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
,Public Works/General Services,Public Works/General Services,,,
,Mosquito Control,Mosquito Control,,,
Business Unit Mission Statement,,,,,
To use Integrated Pest Management techniques to monitor and control mosquito populations in the City of Portsmouth.,To use Integrated Pest Management techniques to monitor and control mosquito populations in the City of Portsmouth.,To use Integrated Pest Management techniques to monitor and control mosquito populations in the City of Portsmouth.,To use Integrated Pest Management techniques to monitor and control mosquito populations in the City of Portsmouth.,,
Description of Services Provided,,,,,
"The division's core services are trapping and identifying mosquitoes, conducting larval inspections and treatments, and truck","The division's core services are trapping and identifying mosquitoes, conducting larval inspections and treatments, and truck","The division's core services are trapping and identifying mosquitoes, conducting larval inspections and treatments, and truck","The division's core services are trapping and identifying mosquitoes, conducting larval inspections and treatments, and truck","The division's core services are trapping and identifying mosquitoes, conducting larval inspections and treatments, and truck",
fogging city streets. Major services include monitoring mosquito populations and treating their breeding habitat.,fogging city streets. Major services include monitoring mosquito populations and treating their breeding habitat.,fogging city streets. Major services include monitoring mosquito populations and treating their breeding habitat.,fogging city streets. Major services include monitoring mosquito populations and treating their breeding habitat.,Treatments,
directly impact the quality of life of citizens. The division is also tasked with responding to public health emergencies related to,directly impact the quality of life of citizens. The division is also tasked with responding to public health emergencies related to,directly impact the quality of life of citizens. The division is also tasked with responding to public health emergencies related to,directly impact the quality of life of citizens. The division is also tasked with responding to public health emergencies related to,directly impact the quality of life of citizens. The division is also tasked with responding to public health emergencies related to,
mosquito transmitted diseases.,,,,,
,,FY 2012,FY 2013,FY 2013,FY 2014
,Expenditure Categories,Actual,Adopted,Amended,Adopted
Salaries,,"104,041","157,995","157,995","157,735"
Benefits,,"52,519","71,391","71,391","71,002"
Other Operating Expenses,,"94,258","152,618","152,618","193,975"
Internal Service Charges,,"51,103","60,103","60,103","62,082"
,Net Budget,"301,921","442,107","442,107","484,794"
,Total Budget,"301,921","442,107","442,107","484,794"
,,FY 2012,FY 2013,FY 2013,FY 2014
,Funding Sources,Actual,Adopted,Amended,Adopted
100 General Fund,,"301,921","442,107","442,107","484,794"
,Total Funding,"301,921","442,107","442,107","484,794"
Strategic Goals,,,,,
•,Work to develop sustainable mosquito control practices.,,,,
•,Reestablish a proactive surveillance driven control program.,,,,
•,Find innovative solutions to eliminate or control mosquito breeding habitats.,,,,
•,Reduce the need for adult aerial and truck pesticide applications.,,,,
Long Term:,,,,,
"• Develop prescriptive larval control actions based on rain fall, time of the year, and type of mosquito breeding habitat.","• Develop prescriptive larval control actions based on rain fall, time of the year, and type of mosquito breeding habitat.","• Develop prescriptive larval control actions based on rain fall, time of the year, and type of mosquito breeding habitat.","• Develop prescriptive larval control actions based on rain fall, time of the year, and type of mosquito breeding habitat.",,
Short Term:,,,,,
"• Continue working with our federal partners (Army Corps of Engineers, Navy) in reducing mosquitoes around Craney Island.","• Continue working with our federal partners (Army Corps of Engineers, Navy) in reducing mosquitoes around Craney Island.","• Continue working with our federal partners (Army Corps of Engineers, Navy) in reducing mosquitoes around Craney Island.","• Continue working with our federal partners (Army Corps of Engineers, Navy) in reducing mosquitoes around Craney Island.","• Continue working with our federal partners (Army Corps of Engineers, Navy) in reducing mosquitoes around Craney Island.",
Outcomes and Accomplishments,,,,,
"FY13 was an above average year for mosquito activity starting with a mild winter, above average rain fall, staff vacancies, above","FY13 was an above average year for mosquito activity starting with a mild winter, above average rain fall, staff vacancies, above","FY13 was an above average year for mosquito activity starting with a mild winter, above average rain fall, staff vacancies, above","FY13 was an above average year for mosquito activity starting with a mild winter, above average rain fall, staff vacancies, above","FY13 was an above average year for mosquito activity starting with a mild winter, above average rain fall, staff vacancies, above",
average mosquito virus activity including two human cases of mosquito transmitted disease (one Eastern Equine Encephalitis,average mosquito virus activity including two human cases of mosquito transmitted disease (one Eastern Equine Encephalitis,average mosquito virus activity including two human cases of mosquito transmitted disease (one Eastern Equine Encephalitis,average mosquito virus activity including two human cases of mosquito transmitted disease (one Eastern Equine Encephalitis,average mosquito virus activity including two human cases of mosquito transmitted disease (one Eastern Equine Encephalitis,
and one West Nile Virus).,"Truck fogged over 100,000 acres and aerial sprayed over 5,000 acres.","Truck fogged over 100,000 acres and aerial sprayed over 5,000 acres.",,,
Fiscal Year 2014,9 - 6,,,Public Works/General Services,Public Works/General Services
,City of Portsmouth,City of Portsmouth,,,
Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
Public Works/General Services,Public Works/General Services,Public Works/General Services,,,
,Engineering,,,,
Business Unit Mission Statement,,,,,
The mission of the Department of Engineering and Technical Services is to enhance public safety and maintain/improve the City,The mission of the Department of Engineering and Technical Services is to enhance public safety and maintain/improve the City,The mission of the Department of Engineering and Technical Services is to enhance public safety and maintain/improve the City,The mission of the Department of Engineering and Technical Services is to enhance public safety and maintain/improve the City,The mission of the Department of Engineering and Technical Services is to enhance public safety and maintain/improve the City,
"of Portsmouth’s infrastructure by providing economical, responsive and effective engineering, surveying and project","of Portsmouth’s infrastructure by providing economical, responsive and effective engineering, surveying and project","of Portsmouth’s infrastructure by providing economical, responsive and effective engineering, surveying and project","of Portsmouth’s infrastructure by providing economical, responsive and effective engineering, surveying and project",,
"management support to city departments, developers, civic organizations and citizens.","management support to city departments, developers, civic organizations and citizens.","management support to city departments, developers, civic organizations and citizens.",,,
Description of Services Provided,,,,,
"The Department of Engineering manages City roadways and building construction projects, reviews private development and","The Department of Engineering manages City roadways and building construction projects, reviews private development and","The Department of Engineering manages City roadways and building construction projects, reviews private development and","The Department of Engineering manages City roadways and building construction projects, reviews private development and","The Department of Engineering manages City roadways and building construction projects, reviews private development and",
"subdivision site plans, investigates citizen concerns and provides various other technical services to both internal and external","subdivision site plans, investigates citizen concerns and provides various other technical services to both internal and external","subdivision site plans, investigates citizen concerns and provides various other technical services to both internal and external","subdivision site plans, investigates citizen concerns and provides various other technical services to both internal and external","subdivision site plans, investigates citizen concerns and provides various other technical services to both internal and external",
customers.,,,,,
"The City Surveyor handles Title and Deed research for property acquisition, preparation of plats and easements for City projects,","The City Surveyor handles Title and Deed research for property acquisition, preparation of plats and easements for City projects,","The City Surveyor handles Title and Deed research for property acquisition, preparation of plats and easements for City projects,","The City Surveyor handles Title and Deed research for property acquisition, preparation of plats and easements for City projects,","The City Surveyor handles Title and Deed research for property acquisition, preparation of plats and easements for City projects,",
"and coordinates support for the City’s mapping, aerial photography, survey control, and GIS system. In addition, the surveyor","and coordinates support for the City’s mapping, aerial photography, survey control, and GIS system. In addition, the surveyor","and coordinates support for the City’s mapping, aerial photography, survey control, and GIS system. In addition, the surveyor","and coordinates support for the City’s mapping, aerial photography, survey control, and GIS system. In addition, the surveyor","and coordinates support for the City’s mapping, aerial photography, survey control, and GIS system. In addition, the surveyor",
crew assists with construction projects.,,,,,
"Other responsibilities of the department involve the inspection of City projects, Rights-of-Way, and private development","Other responsibilities of the department involve the inspection of City projects, Rights-of-Way, and private development","Other responsibilities of the department involve the inspection of City projects, Rights-of-Way, and private development","Other responsibilities of the department involve the inspection of City projects, Rights-of-Way, and private development","Other responsibilities of the department involve the inspection of City projects, Rights-of-Way, and private development",
construction. The inspectors' work scope has expanded to include stormwater and erosion and sedimenation control,construction. The inspectors' work scope has expanded to include stormwater and erosion and sedimenation control,construction. The inspectors' work scope has expanded to include stormwater and erosion and sedimenation control,construction. The inspectors' work scope has expanded to include stormwater and erosion and sedimenation control,,
inspections.,,,,,
,,FY 2012,FY 2013,FY 2013,FY 2014
Expenditure Categories,,Actual,Adopted,Amended,Adopted
Salaries,,"701,684","865,384","865,384","803,112"
Benefits,,"283,166","356,984","356,984","353,989"
Other Operating Expenses,,"23,998","47,360","47,360","47,360"
Internal Service Charges,,"131,257","150,443","150,443","157,088"
,Net Budget,"1,140,105","1,420,171","1,420,171","1,361,549"
,Total Budget,"1,140,105","1,420,171","1,420,171","1,361,549"
,,FY 2012,FY 2013,FY 2013,FY 2014
Funding Sources,,Actual,Adopted,Amended,Adopted
100 General Fund,,"1,140,105","1,420,171","1,420,171","1,361,549"
,Total Funding,"1,140,105","1,420,171","1,420,171","1,361,549"
Strategic Goals,,,,,
* Manage design and construction of the new Behavioral Health Services building.,* Manage design and construction of the new Behavioral Health Services building.,,,,
* Replace the portion of the Churchland Bridge carrying westbound lanes of High Street with a structure meeting,* Replace the portion of the Churchland Bridge carrying westbound lanes of High Street with a structure meeting,* Replace the portion of the Churchland Bridge carrying westbound lanes of High Street with a structure meeting,* Replace the portion of the Churchland Bridge carrying westbound lanes of High Street with a structure meeting,,
current federal and VDOT standards and provides adequate bicycle and pedestrian accommodations.,current federal and VDOT standards and provides adequate bicycle and pedestrian accommodations.,current federal and VDOT standards and provides adequate bicycle and pedestrian accommodations.,current federal and VDOT standards and provides adequate bicycle and pedestrian accommodations.,,
* Work with the Stormwater Division of the Department of Public Works to implement the new State Stormwater,* Work with the Stormwater Division of the Department of Public Works to implement the new State Stormwater,* Work with the Stormwater Division of the Department of Public Works to implement the new State Stormwater,* Work with the Stormwater Division of the Department of Public Works to implement the new State Stormwater,,
Program.,,,,,
Outcomes and Accomplishments,,,,,
* Completion of the new Portwmouth Judicial Facility.,,,,,
* Completion of renovations to the Children's Museum of Virginia.,* Completion of renovations to the Children's Museum of Virginia.,,,,
* Established land boundaries of approximately 475 acres of water-shed properties adjacent to Lake Cohoon.,* Established land boundaries of approximately 475 acres of water-shed properties adjacent to Lake Cohoon.,* Established land boundaries of approximately 475 acres of water-shed properties adjacent to Lake Cohoon.,* Established land boundaries of approximately 475 acres of water-shed properties adjacent to Lake Cohoon.,,
Fiscal Year 2014,9 - 7,,,Public Works/General Services,Public Works/General Services
,City of Portsmouth,City of Portsmouth,,,
Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
Public Works/General Services,Public Works/General Services,Public Works/General Services,,,
,Traffic Engineering,Traffic Engineering,,,
Business Unit Mission Statement,,,,,
The primary mission of the Traffic Engineering Department is to provide effective and efficient traffic control systems and devices,The primary mission of the Traffic Engineering Department is to provide effective and efficient traffic control systems and devices,The primary mission of the Traffic Engineering Department is to provide effective and efficient traffic control systems and devices,The primary mission of the Traffic Engineering Department is to provide effective and efficient traffic control systems and devices,The primary mission of the Traffic Engineering Department is to provide effective and efficient traffic control systems and devices,
"that maximize safety, quality, reliability, comfort and understandability, and minimize travel time, inconvenience, and expense for","that maximize safety, quality, reliability, comfort and understandability, and minimize travel time, inconvenience, and expense for","that maximize safety, quality, reliability, comfort and understandability, and minimize travel time, inconvenience, and expense for","that maximize safety, quality, reliability, comfort and understandability, and minimize travel time, inconvenience, and expense for","that maximize safety, quality, reliability, comfort and understandability, and minimize travel time, inconvenience, and expense for",
the traveling public and the taxpayers. We deliver quality customer service with a highly qualified and responsive team of,the traveling public and the taxpayers. We deliver quality customer service with a highly qualified and responsive team of,the traveling public and the taxpayers. We deliver quality customer service with a highly qualified and responsive team of,the traveling public and the taxpayers. We deliver quality customer service with a highly qualified and responsive team of,the traveling public and the taxpayers. We deliver quality customer service with a highly qualified and responsive team of,
professionals.,,,,,
Description of Services Provided,,,,,
* Operation and maintenance of 120 signalized intersections.,* Operation and maintenance of 120 signalized intersections.,,,,
* Timing and optimization of signals through a central computer system and upgrade intersections. These,* Timing and optimization of signals through a central computer system and upgrade intersections. These,* Timing and optimization of signals through a central computer system and upgrade intersections. These,* Timing and optimization of signals through a central computer system and upgrade intersections. These,,
"upgrades have resulted in lower energy consumption, improved signal head visibility and better intersection","upgrades have resulted in lower energy consumption, improved signal head visibility and better intersection","upgrades have resulted in lower energy consumption, improved signal head visibility and better intersection","upgrades have resulted in lower energy consumption, improved signal head visibility and better intersection",,
operation.,,,,,
"* Maintain an inventory of approximately 28,000 signs and over 870 miles of lane markings.","* Maintain an inventory of approximately 28,000 signs and over 870 miles of lane markings.","* Maintain an inventory of approximately 28,000 signs and over 870 miles of lane markings.",,,
* Utilize labor from the Prison Work Release program.,,,,,
"* Fabricate, install, and maintain all signs in the City right-of-way, maintain pavement markings, manage","* Fabricate, install, and maintain all signs in the City right-of-way, maintain pavement markings, manage","* Fabricate, install, and maintain all signs in the City right-of-way, maintain pavement markings, manage","* Fabricate, install, and maintain all signs in the City right-of-way, maintain pavement markings, manage",,
temporary traffic controls for work in the right-of-way and collect traffic counts as needed.,temporary traffic controls for work in the right-of-way and collect traffic counts as needed.,temporary traffic controls for work in the right-of-way and collect traffic counts as needed.,,,
,,FY 2012,FY 2013,FY 2013,FY 2014
Expenditure Categories,,Actual,Adopted,Amended,Adopted
Salaries,,"335,219","364,608","364,608","355,445"
Allowances,,"6,194","9,711","9,711","5,400"
Benefits,,"228,311","219,851","219,851","226,888"
Other Operating Expenses,,"1,711,273","1,920,738","1,920,738","1,923,738"
Internal Service Charges,,"187,998","206,300","206,300","205,135"
,Net Budget,"2,468,994","2,721,208","2,721,208","2,716,606"
,Total Budget,"2,468,994","2,721,208","2,721,208","2,716,606"
,,FY 2012,FY 2013,FY 2013,FY 2014
Funding Sources,,Actual,Adopted,Amended,Adopted
100 General Fund,,"2,468,994","2,721,208","2,721,208","2,716,606"
,Total Funding,"2,468,994","2,721,208","2,721,208","2,716,606"
Strategic Goals,,,,,
* Implement a traffic sign and pavement marking retroreflectivity management system and bring the city into,* Implement a traffic sign and pavement marking retroreflectivity management system and bring the city into,* Implement a traffic sign and pavement marking retroreflectivity management system and bring the city into,* Implement a traffic sign and pavement marking retroreflectivity management system and bring the city into,,
compliance with federally mandated requirements through planned sign replacements and pavement remarking.,compliance with federally mandated requirements through planned sign replacements and pavement remarking.,compliance with federally mandated requirements through planned sign replacements and pavement remarking.,compliance with federally mandated requirements through planned sign replacements and pavement remarking.,,
* Modernize and standardize the City’s traffic signal system for its 120 signalized intersections through a series,* Modernize and standardize the City’s traffic signal system for its 120 signalized intersections through a series,* Modernize and standardize the City’s traffic signal system for its 120 signalized intersections through a series,* Modernize and standardize the City’s traffic signal system for its 120 signalized intersections through a series,,
of federal/state funded projects supported by the Hampton Roads Planning District Commission.,of federal/state funded projects supported by the Hampton Roads Planning District Commission.,of federal/state funded projects supported by the Hampton Roads Planning District Commission.,,,
* Pursue federal/state funding for road safety improvement projects through the submission of Highway Safety,* Pursue federal/state funding for road safety improvement projects through the submission of Highway Safety,* Pursue federal/state funding for road safety improvement projects through the submission of Highway Safety,* Pursue federal/state funding for road safety improvement projects through the submission of Highway Safety,,
Improvement Program (HSIP) grant applications.,,,,,
* Pursue federal/state funding to resynchronize the City's traffic signal system along various major corridors to,* Pursue federal/state funding to resynchronize the City's traffic signal system along various major corridors to,* Pursue federal/state funding to resynchronize the City's traffic signal system along various major corridors to,* Pursue federal/state funding to resynchronize the City's traffic signal system along various major corridors to,,
minimize travel times on a three year cycle.,,,,,
Outcomes and Accomplishments,,,,,
"* Using non-City funding, we have upgraded our central signal system along with remote communications to 30","* Using non-City funding, we have upgraded our central signal system along with remote communications to 30","* Using non-City funding, we have upgraded our central signal system along with remote communications to 30","* Using non-City funding, we have upgraded our central signal system along with remote communications to 30",,
"intersections, deployed safety improvements at an additional 20 locations to include pedestrian","intersections, deployed safety improvements at an additional 20 locations to include pedestrian","intersections, deployed safety improvements at an additional 20 locations to include pedestrian",,,
"enhancements, retimed more than 90 intersections, and replaced traffic signal lights with energy efficient LED","enhancements, retimed more than 90 intersections, and replaced traffic signal lights with energy efficient LED","enhancements, retimed more than 90 intersections, and replaced traffic signal lights with energy efficient LED","enhancements, retimed more than 90 intersections, and replaced traffic signal lights with energy efficient LED",,
bulbs.,,,,,
* Highway Safety Improvement Program (HSIP) Phase I (8 Locations) - Completed.,* Highway Safety Improvement Program (HSIP) Phase I (8 Locations) - Completed.,* Highway Safety Improvement Program (HSIP) Phase I (8 Locations) - Completed.,,,
* Signal System Phase I - Completed.,,,,,
Fiscal Year 2014,9 - 8,,,Public Works/General Services,Public Works/General Services
,City of Portsmouth,City of Portsmouth,,,
