,City of Portsmouth,
,Fiscal Year 2014 Adopted Budget,
,Judicial,
,Business Center Index,
Organizational Chart,7 - 2,
Business Center Summary,7 - 3,
Circuit Court Judges,7 - 4,
Circuit Court Clerk,7 - 5,
Magistrate,7 - 6,
General District Court,7 - 7,
Juvenile And Domestic Relations Court,7 - 8,
Juvenile Court Services,7 - 9,
Commonwealth Attorney,7 - 10,
Sheriff,7 - 11,
Fiscal Year 2014,7 - 1,Judicial
,City of Portsmouth,
,Fiscal Year 2014 Adopted Budget,
,Judicial,
Business Center Organizational Chart,Business Center Organizational Chart,
Total Permanent Positions,,
Positions =,253,
,Circuit Court Judges,
,Positions =,8
,Circuit Court Clerk,
,Positions =,24
,Commonwealth Attorney,
,Positions =,32
,Sheriff,
,Positions =,189
Fiscal Year 2014,7 - 2,Judicial
,City of Portsmouth,City of Portsmouth,,,
•,"Appoint members of the Board of Zoning Appeals, Equalization Board, Chesapeake Bay Bridge Tunnel Commission","Appoint members of the Board of Zoning Appeals, Equalization Board, Chesapeake Bay Bridge Tunnel Commission","Appoint members of the Board of Zoning Appeals, Equalization Board, Chesapeake Bay Bridge Tunnel Commission","Appoint members of the Board of Zoning Appeals, Equalization Board, Chesapeake Bay Bridge Tunnel Commission","Appoint members of the Board of Zoning Appeals, Equalization Board, Chesapeake Bay Bridge Tunnel Commission",
,,and Electoral Board.,,,,
•,Appoint Judges and substitute Judges of the General District Court and the Juvenile and Domestic Relations Court when a,Appoint Judges and substitute Judges of the General District Court and the Juvenile and Domestic Relations Court when a,Appoint Judges and substitute Judges of the General District Court and the Juvenile and Domestic Relations Court when a,Appoint Judges and substitute Judges of the General District Court and the Juvenile and Domestic Relations Court when a,Appoint Judges and substitute Judges of the General District Court and the Juvenile and Domestic Relations Court when a,
vacancy occurs and the Legislature is not in session.,vacancy occurs and the Legislature is not in session.,,,,,
•,,Appoint Marriage Commissioners.,,,,
•,Appoint Commissioners in Chancery to hear evidence and report finding to the Court in divorce cases.,Appoint Commissioners in Chancery to hear evidence and report finding to the Court in divorce cases.,Appoint Commissioners in Chancery to hear evidence and report finding to the Court in divorce cases.,Appoint Commissioners in Chancery to hear evidence and report finding to the Court in divorce cases.,,
•,Appoint Trustees of religious congregations.,,,,,
,,,FY 2012,FY 2013,FY 2013,FY 2014
,,Expenditure Categories,Actual,Adopted,Amended,Adopted
Salaries,,,"367,991","351,210","351,210","364,570"
Benefits,,,"122,097","177,644","177,644","112,348"
Other Operating Expenses,,,"46,779","58,074","58,074","58,074"
Internal Service Charges,,,"17,572","37,300","37,300","19,997"
,,Net Budget,"554,440","624,228","624,228","554,989"
,,Total Budget,"554,440","624,228","624,228","554,989"
,,,FY 2012,FY 2013,FY 2013,FY 2014
,,Funding Sources,Actual,Adopted,Amended,Adopted
100 General Fund,,,"554,440","624,228","624,228","554,989"
,,Total Funding,"554,440","624,228","624,228","554,989"
Strategic Goals,,,,,,
"* To hear and decide promptly matters brought before the court, without bias or prejudice, remaining faithful to the law, and not","* To hear and decide promptly matters brought before the court, without bias or prejudice, remaining faithful to the law, and not","* To hear and decide promptly matters brought before the court, without bias or prejudice, remaining faithful to the law, and not","* To hear and decide promptly matters brought before the court, without bias or prejudice, remaining faithful to the law, and not","* To hear and decide promptly matters brought before the court, without bias or prejudice, remaining faithful to the law, and not","* To hear and decide promptly matters brought before the court, without bias or prejudice, remaining faithful to the law, and not",
"be swayed by partisan interests, public clamor or fear of criticism.","be swayed by partisan interests, public clamor or fear of criticism.","be swayed by partisan interests, public clamor or fear of criticism.",,,,
"* To require order, decorum, and civility in proceedings before the court.","* To require order, decorum, and civility in proceedings before the court.","* To require order, decorum, and civility in proceedings before the court.",,,,
"* To require staff, court officials, and others subject to the curt's control to refrain from bias or prejudice and employ courtesy","* To require staff, court officials, and others subject to the curt's control to refrain from bias or prejudice and employ courtesy","* To require staff, court officials, and others subject to the curt's control to refrain from bias or prejudice and employ courtesy","* To require staff, court officials, and others subject to the curt's control to refrain from bias or prejudice and employ courtesy","* To require staff, court officials, and others subject to the curt's control to refrain from bias or prejudice and employ courtesy","* To require staff, court officials, and others subject to the curt's control to refrain from bias or prejudice and employ courtesy",
and decorum in the performance of their duties.,and decorum in the performance of their duties.,,,,,
* To exercise the power of appointment impartially and on the basis of merit.,* To exercise the power of appointment impartially and on the basis of merit.,* To exercise the power of appointment impartially and on the basis of merit.,,,,
Outcomes and Accomplishments,,,,,,
* Successful move into the new Judicial Center offices.,* Successful move into the new Judicial Center offices.,,,,,
Fiscal Year 2014,,7 - 4,,,,Judicial
,City of Portsmouth,City of Portsmouth,,,
Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
,Judicial,,,,
,Circuit Court Clerk,Circuit Court Clerk,,,
Business Unit Mission Statement,,,,,
"To provide excellent services to the general public in an accurate, courteous , timely, and professional manner, in accordance","To provide excellent services to the general public in an accurate, courteous , timely, and professional manner, in accordance","To provide excellent services to the general public in an accurate, courteous , timely, and professional manner, in accordance","To provide excellent services to the general public in an accurate, courteous , timely, and professional manner, in accordance","To provide excellent services to the general public in an accurate, courteous , timely, and professional manner, in accordance",
with the laws and Constitution of the Commonwealth of Virginia.,with the laws and Constitution of the Commonwealth of Virginia.,,,,
Description of Services Provided,,,,,
The Clerk of Circuit Court is a constitutional officer elected for a term of eight years. This office is responsible for assisting the,The Clerk of Circuit Court is a constitutional officer elected for a term of eight years. This office is responsible for assisting the,The Clerk of Circuit Court is a constitutional officer elected for a term of eight years. This office is responsible for assisting the,The Clerk of Circuit Court is a constitutional officer elected for a term of eight years. This office is responsible for assisting the,The Clerk of Circuit Court is a constitutional officer elected for a term of eight years. This office is responsible for assisting the,
four Circuit Court Judges as well as maintaining and preserving all court documents. All pleadings and orders relating to civil,four Circuit Court Judges as well as maintaining and preserving all court documents. All pleadings and orders relating to civil,four Circuit Court Judges as well as maintaining and preserving all court documents. All pleadings and orders relating to civil,four Circuit Court Judges as well as maintaining and preserving all court documents. All pleadings and orders relating to civil,four Circuit Court Judges as well as maintaining and preserving all court documents. All pleadings and orders relating to civil,
"claims, criminal cases, and appeals are filed with the Clerk of Circuit Court. Land records, judgments, gun permits, UCC","claims, criminal cases, and appeals are filed with the Clerk of Circuit Court. Land records, judgments, gun permits, UCC","claims, criminal cases, and appeals are filed with the Clerk of Circuit Court. Land records, judgments, gun permits, UCC","claims, criminal cases, and appeals are filed with the Clerk of Circuit Court. Land records, judgments, gun permits, UCC","claims, criminal cases, and appeals are filed with the Clerk of Circuit Court. Land records, judgments, gun permits, UCC",
"financial statements, fictitious names, bonds, marriage licenses, military discharges, registration of ministers, oaths of office,","financial statements, fictitious names, bonds, marriage licenses, military discharges, registration of ministers, oaths of office,","financial statements, fictitious names, bonds, marriage licenses, military discharges, registration of ministers, oaths of office,","financial statements, fictitious names, bonds, marriage licenses, military discharges, registration of ministers, oaths of office,","financial statements, fictitious names, bonds, marriage licenses, military discharges, registration of ministers, oaths of office,",
"notaries, elections and referenda are recorded in this office. The Clerk of Circuit Court is responsible for processing all probate","notaries, elections and referenda are recorded in this office. The Clerk of Circuit Court is responsible for processing all probate","notaries, elections and referenda are recorded in this office. The Clerk of Circuit Court is responsible for processing all probate","notaries, elections and referenda are recorded in this office. The Clerk of Circuit Court is responsible for processing all probate","notaries, elections and referenda are recorded in this office. The Clerk of Circuit Court is responsible for processing all probate",
and estate records as well as issues relating to the appointment of guardians and conservators.,and estate records as well as issues relating to the appointment of guardians and conservators.,and estate records as well as issues relating to the appointment of guardians and conservators.,,,
,,FY 2012,FY 2013,FY 2013,FY 2014
Expenditure Categories,,Actual,Adopted,Amended,Adopted
Salaries,,"853,044","832,372","832,372","895,517"
Allowances,,"36,463","37,000","37,000","39,282"
Benefits,,"371,094","382,480","382,480","363,805"
Other Operating Expenses,,"110,139","140,074","140,074","206,474"
Internal Service Charges,,"47,421","69,596","69,596","60,287"
,Net Budget,"1,418,160","1,461,522","1,461,522","1,565,365"
,Total Budget,"1,418,160","1,461,522","1,461,522","1,565,365"
,,FY 2012,FY 2013,FY 2013,FY 2014
Funding Sources,,Actual,Adopted,Amended,Adopted
100 General Fund,,"1,418,160","1,461,522","1,461,522","1,565,365"
,Total Funding,"1,418,160","1,461,522","1,461,522","1,565,365"
Strategic Goals,,,,,
• To preserve the historical records.,,,,,
• To eliminate paper files for court cases.,,,,,
• To provide remote access to case files for Officers of the Court (OCRA).,• To provide remote access to case files for Officers of the Court (OCRA).,,,,
Outcomes and Accomplishments,,,,,
• Improving the storage of records by converting documents to digital format.,• Improving the storage of records by converting documents to digital format.,,,,
• Maintaining historical documents in acid free preservation boxes.,• Maintaining historical documents in acid free preservation boxes.,,,,
• Improving customer service by installing a user friendly computer system.,• Improving customer service by installing a user friendly computer system.,,,,
• Informing the community of probate process by conducting workshops.,• Informing the community of probate process by conducting workshops.,,,,
• Providing notary service to the general public at no cost.,,,,,
• Providing assistance with Restoration of Rights Workshop for the public.,• Providing assistance with Restoration of Rights Workshop for the public.,,,,
Fiscal Year 2014,7 - 5,,,,Judicial
,City of Portsmouth,City of Portsmouth,,,
Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
,Judicial,,,,
,Magistrate,,,,
Business Unit Mission Statement,,,,,
The Office of the Magistrate traces its development through centuries of English and American history in the Commonwealth of,The Office of the Magistrate traces its development through centuries of English and American history in the Commonwealth of,The Office of the Magistrate traces its development through centuries of English and American history in the Commonwealth of,The Office of the Magistrate traces its development through centuries of English and American history in the Commonwealth of,The Office of the Magistrate traces its development through centuries of English and American history in the Commonwealth of,
Virginia. The magistrates are part of the Judicial System and act as a buffer between law enforcement and society. Magistrates,Virginia. The magistrates are part of the Judicial System and act as a buffer between law enforcement and society. Magistrates,Virginia. The magistrates are part of the Judicial System and act as a buffer between law enforcement and society. Magistrates,Virginia. The magistrates are part of the Judicial System and act as a buffer between law enforcement and society. Magistrates,Virginia. The magistrates are part of the Judicial System and act as a buffer between law enforcement and society. Magistrates,
"are independent judicial officers of the Commonwealth of Virginia whose function is to provide an independent, unbiased review","are independent judicial officers of the Commonwealth of Virginia whose function is to provide an independent, unbiased review","are independent judicial officers of the Commonwealth of Virginia whose function is to provide an independent, unbiased review","are independent judicial officers of the Commonwealth of Virginia whose function is to provide an independent, unbiased review","are independent judicial officers of the Commonwealth of Virginia whose function is to provide an independent, unbiased review",
"of complaints brought to the office by police officers, sheriff's deputies, and civilians. They are specially trained to determine","of complaints brought to the office by police officers, sheriff's deputies, and civilians. They are specially trained to determine","of complaints brought to the office by police officers, sheriff's deputies, and civilians. They are specially trained to determine","of complaints brought to the office by police officers, sheriff's deputies, and civilians. They are specially trained to determine","of complaints brought to the office by police officers, sheriff's deputies, and civilians. They are specially trained to determine",
"probable cause, issue warrants, temporary detention orders, subpoenas, arrest warrants, summonses, set bail, and commit","probable cause, issue warrants, temporary detention orders, subpoenas, arrest warrants, summonses, set bail, and commit","probable cause, issue warrants, temporary detention orders, subpoenas, arrest warrants, summonses, set bail, and commit","probable cause, issue warrants, temporary detention orders, subpoenas, arrest warrants, summonses, set bail, and commit","probable cause, issue warrants, temporary detention orders, subpoenas, arrest warrants, summonses, set bail, and commit",
persons to jail.,,,,,
Description of Services Provided,,,,,
"The primary goal for the Office of the Magistrate is to provide courteous, efficient, unbiased professional services to","The primary goal for the Office of the Magistrate is to provide courteous, efficient, unbiased professional services to","The primary goal for the Office of the Magistrate is to provide courteous, efficient, unbiased professional services to","The primary goal for the Office of the Magistrate is to provide courteous, efficient, unbiased professional services to","The primary goal for the Office of the Magistrate is to provide courteous, efficient, unbiased professional services to",
"law-enforcement officers, mental health professionals, medical doctors and citizens. The Magistrate's Office is open seven days","law-enforcement officers, mental health professionals, medical doctors and citizens. The Magistrate's Office is open seven days","law-enforcement officers, mental health professionals, medical doctors and citizens. The Magistrate's Office is open seven days","law-enforcement officers, mental health professionals, medical doctors and citizens. The Magistrate's Office is open seven days","law-enforcement officers, mental health professionals, medical doctors and citizens. The Magistrate's Office is open seven days",
"a week, twenty-four hours a day. Daily functions include: the issuance of warrants of arrest; search warrants; summonses;","a week, twenty-four hours a day. Daily functions include: the issuance of warrants of arrest; search warrants; summonses;","a week, twenty-four hours a day. Daily functions include: the issuance of warrants of arrest; search warrants; summonses;","a week, twenty-four hours a day. Daily functions include: the issuance of warrants of arrest; search warrants; summonses;","a week, twenty-four hours a day. Daily functions include: the issuance of warrants of arrest; search warrants; summonses;",
subpoenas; bail bond; civil and criminal temporary detention orders; medical temporary detention orders; and emergency,subpoenas; bail bond; civil and criminal temporary detention orders; medical temporary detention orders; and emergency,subpoenas; bail bond; civil and criminal temporary detention orders; medical temporary detention orders; and emergency,subpoenas; bail bond; civil and criminal temporary detention orders; medical temporary detention orders; and emergency,subpoenas; bail bond; civil and criminal temporary detention orders; medical temporary detention orders; and emergency,
protective orders.,,,,,
"When a person is arrested in this jurisdiction, they are either admitted to bail or committed to jail. The Magistrate's Office takes","When a person is arrested in this jurisdiction, they are either admitted to bail or committed to jail. The Magistrate's Office takes","When a person is arrested in this jurisdiction, they are either admitted to bail or committed to jail. The Magistrate's Office takes","When a person is arrested in this jurisdiction, they are either admitted to bail or committed to jail. The Magistrate's Office takes","When a person is arrested in this jurisdiction, they are either admitted to bail or committed to jail. The Magistrate's Office takes",
guilty pleas and prepayments of traffic infractions and Class 4 misdemeanors.The Magistrate's Office serves the Portsmouth City,guilty pleas and prepayments of traffic infractions and Class 4 misdemeanors.The Magistrate's Office serves the Portsmouth City,guilty pleas and prepayments of traffic infractions and Class 4 misdemeanors.The Magistrate's Office serves the Portsmouth City,guilty pleas and prepayments of traffic infractions and Class 4 misdemeanors.The Magistrate's Office serves the Portsmouth City,guilty pleas and prepayments of traffic infractions and Class 4 misdemeanors.The Magistrate's Office serves the Portsmouth City,
"Jail and the Hampton Roads Regional Jail, which houses inmates for the Hampton Roads area.","Jail and the Hampton Roads Regional Jail, which houses inmates for the Hampton Roads area.","Jail and the Hampton Roads Regional Jail, which houses inmates for the Hampton Roads area.",,,
,,FY 2012,FY 2013,FY 2013,FY 2014
Expenditure Categories,,Actual,Adopted,Amended,Adopted
Other Operating Expenses,,"3,163","5,239","5,239","5,239"
Internal Service Charges,,"4,898","4,888","4,888","6,504"
,Net Budget,"8,061","10,127","10,127","11,743"
,Total Budget,"8,061","10,127","10,127","11,743"
,,FY 2012,FY 2013,FY 2013,FY 2014
Funding Sources,,Actual,Adopted,Amended,Adopted
100 General Fund,,"8,061","10,127","10,127","11,743"
,Total Funding,"8,061","10,127","10,127","11,743"
Fiscal Year 2014,7 - 6,,,,Judicial
,City of Portsmouth,City of Portsmouth,,,
Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
,Judicial,,,,
General District Court,General District Court,General District Court,,,
Business Unit Mission Statement,,,,,
"The Portsmouth General District Court has primary responsibility for hearing criminal, traffic and civil cases within the Third","The Portsmouth General District Court has primary responsibility for hearing criminal, traffic and civil cases within the Third","The Portsmouth General District Court has primary responsibility for hearing criminal, traffic and civil cases within the Third","The Portsmouth General District Court has primary responsibility for hearing criminal, traffic and civil cases within the Third","The Portsmouth General District Court has primary responsibility for hearing criminal, traffic and civil cases within the Third",
Judicial District of Virginia. The General District Court does not conduct jury trials. A judge hears all cases in this court. Fines,Judicial District of Virginia. The General District Court does not conduct jury trials. A judge hears all cases in this court. Fines,Judicial District of Virginia. The General District Court does not conduct jury trials. A judge hears all cases in this court. Fines,Judicial District of Virginia. The General District Court does not conduct jury trials. A judge hears all cases in this court. Fines,Judicial District of Virginia. The General District Court does not conduct jury trials. A judge hears all cases in this court. Fines,
collected for violations of City ordinances are paid to the City Treasurer. All fines collected for violation of State law are paid to,collected for violations of City ordinances are paid to the City Treasurer. All fines collected for violation of State law are paid to,collected for violations of City ordinances are paid to the City Treasurer. All fines collected for violation of State law are paid to,collected for violations of City ordinances are paid to the City Treasurer. All fines collected for violation of State law are paid to,collected for violations of City ordinances are paid to the City Treasurer. All fines collected for violation of State law are paid to,
the State Treasury. Court costs are set by the State Legislature. The court cannot suspend or waive costs.,the State Treasury. Court costs are set by the State Legislature. The court cannot suspend or waive costs.,the State Treasury. Court costs are set by the State Legislature. The court cannot suspend or waive costs.,the State Treasury. Court costs are set by the State Legislature. The court cannot suspend or waive costs.,,
Description of Services Provided,,,,,
"CIVIL CASES: The General District Court decides civil suits involving amounts of money up to $15,000. A suit is begun by filing","CIVIL CASES: The General District Court decides civil suits involving amounts of money up to $15,000. A suit is begun by filing","CIVIL CASES: The General District Court decides civil suits involving amounts of money up to $15,000. A suit is begun by filing","CIVIL CASES: The General District Court decides civil suits involving amounts of money up to $15,000. A suit is begun by filing","CIVIL CASES: The General District Court decides civil suits involving amounts of money up to $15,000. A suit is begun by filing",
a civil warrant or motion for judgement with the clerk of the court and paying a fee. Small claims are those civil suits involving,a civil warrant or motion for judgement with the clerk of the court and paying a fee. Small claims are those civil suits involving,a civil warrant or motion for judgement with the clerk of the court and paying a fee. Small claims are those civil suits involving,a civil warrant or motion for judgement with the clerk of the court and paying a fee. Small claims are those civil suits involving,a civil warrant or motion for judgement with the clerk of the court and paying a fee. Small claims are those civil suits involving,
