Cmp,Fac Name,Seg From,Pm Los,Type Seg,Seg To,latitude,longitude
F1310500,CHESAPEAKE EXPWY,HANBURY RD,A-C,E,MT PLEASANT RD,36.6961416249997,-76.2246171123688
F1310470,CHESAPEAKE EXPWY,HILLCREST PKWY,A-C,E,BATTLEFIELD BLVD (S OF GREAT BRIDGE),36.6727714782038,-76.2308610253766
F1310470,CHESAPEAKE EXPWY,HILLCREST PKWY,A-C,E,BATTLEFIELD BLVD (S OF GREAT BRIDGE),36.6591898811737,-76.2316917547175
F1310450,CHESAPEAKE EXPWY,BATTLEFIELD BLVD (NEAR INDIAN CREEK),A-C,E,HILLCREST PKWY,36.6545559705142,-76.2297786137286
F1310450,CHESAPEAKE EXPWY,BATTLEFIELD BLVD (NEAR INDIAN CREEK),A-C,E,HILLCREST PKWY,36.6475026425312,-76.2245589150432
F1310450,CHESAPEAKE EXPWY,BATTLEFIELD BLVD (NEAR INDIAN CREEK),A-C,E,HILLCREST PKWY,36.6351897959795,-76.2200286215569
F1310450,CHESAPEAKE EXPWY,BATTLEFIELD BLVD (NEAR INDIAN CREEK),A-C,E,HILLCREST PKWY,36.6504028122564,-76.2270145491091
F1310450,CHESAPEAKE EXPWY,BATTLEFIELD BLVD (NEAR INDIAN CREEK),A-C,E,HILLCREST PKWY,36.6224161114767,-76.216220406826
F1310450,CHESAPEAKE EXPWY,BATTLEFIELD BLVD (NEAR INDIAN CREEK),A-C,E,HILLCREST PKWY,36.6179453491358,-76.2140343082042
F1310430,CHESAPEAKE EXPWY,GALLBUSH RD,A-C,E,BATTLEFIELD BLVD (NEAR INDIAN CREEK),36.5953476126583,-76.2063723904626
F1310580,ROUTE 13/58/460,SUFFOLK CL,A-C,E,I-664,36.7832012629319,-76.4248757642733
F1310580,ROUTE 13/58/460,SUFFOLK CL,A-C,E,I-664,36.7790639293343,-76.4323580283801
F1310580,ROUTE 13/58/460,SUFFOLK CL,A-C,E,I-664,36.7759427485566,-76.4415253839447
F1310580,ROUTE 13/58/460,SUFFOLK CL,A-C,E,I-664,36.771780034142,-76.454780940712
F1240300,M L K FREEWAY,LONDON BLVD,A-C,E,WESTERN FREEWAY/MIDTOWN TUNNEL,36.844004521742,-76.3281711935287
F1240300,M L K FREEWAY,LONDON BLVD,A-C,E,WESTERN FREEWAY/MIDTOWN TUNNEL,36.8393108892365,-76.3276318028653
F1240280,M L K FREEWAY,HIGH ST,A-C,E,LONDON BLVD,36.8370304670243,-76.3266120134099
F1240280,M L K FREEWAY,HIGH ST,A-C,E,LONDON BLVD,36.8355071171129,-76.3258765874097
F1240420,WESTERN FWY,WEST NORFOLK RD,A-C,E,MLK FREEWAY/MIDTOWN TUNNEL,36.852497068462,-76.329945998241
F1240310,M L K FREEWAY,LONDON BLVD,A-C,E,WESTERN FREEWAY/MIDTOWN TUNNEL,36.8496603130194,-76.3298372065174
F1240310,M L K FREEWAY,LONDON BLVD,A-C,E,WESTERN FREEWAY/MIDTOWN TUNNEL,36.8464259025757,-76.3307419594587
F1240310,M L K FREEWAY,LONDON BLVD,A-C,E,WESTERN FREEWAY/MIDTOWN TUNNEL,36.8475862450624,-76.3306280351485
F1240430,WESTERN FWY,WEST NORFOLK RD,D,E,MLK FREEWAY/MIDTOWN TUNNEL,36.8558946034924,-76.3334213828435
F1310630,SE EXPWY,CENTERVILLE TNPK,#N/A,F,VA BEACH CL,36.7471253015421,-76.1677195735728
F1310610,SE EXPWY,BATTLEFIELD BLVD,#N/A,F,CENTERVILLE TURNPIKE,36.740418586297,-76.1936790214379
F1310610,SE EXPWY,BATTLEFIELD BLVD,#N/A,F,CENTERVILLE TURNPIKE,36.7353379179105,-76.2166042886592
F1310630,SE EXPWY,CENTERVILLE TNPK,#N/A,F,VA BEACH CL,36.7532785572506,-76.145339993668
F1340350,SE EXPWY,INDIAN RIVER RD,#N/A,F,PRINCESS ANNE RD,36.7622327262477,-76.1048383396848
F1340350,SE EXPWY,INDIAN RIVER RD,#N/A,F,PRINCESS ANNE RD,36.7587656517298,-76.1253399325998
F1340330,SE EXPWY,WCL VA BEACH,#N/A,F,INDIAN RIVER RD,36.7562472831605,-76.1379569884467
F1340370,SE EXPWY,PRINCESS ANNE RD,#N/A,F,DAM NECK RD,36.7750626266915,-76.0404624179112
F1340370,SE EXPWY,PRINCESS ANNE RD,#N/A,F,DAM NECK RD,36.77152752996,-76.0526923832373
F1340370,SE EXPWY,PRINCESS ANNE RD,#N/A,F,DAM NECK RD,36.7692304872918,-76.0646398652198
F1340370,SE EXPWY,PRINCESS ANNE RD,#N/A,F,DAM NECK RD,36.7678728207684,-76.0719563513132
F1340350,SE EXPWY,INDIAN RIVER RD,#N/A,F,PRINCESS ANNE RD,36.7655728979761,-76.0857368127346
F1340390,SE EXPWY,DAM NECK RD,#N/A,F,OCEANA RD,36.7913251117859,-76.0147713022355
F1340370,SE EXPWY,PRINCESS ANNE RD,#N/A,F,DAM NECK RD,36.7812026771939,-76.0336059733054
F1340400,SE EXPWY,OCEANA RD,#N/A,F,I-264,36.807504474617,-76.0005982684823
F1340400,SE EXPWY,OCEANA RD,#N/A,F,I-264,36.8441359275877,-76.0023751452335
F1340400,SE EXPWY,OCEANA RD,#N/A,F,I-264,36.8307994928812,-76.005582957682
F1220180,I-64,GRANBY ST,E,E,I-564/LITTLE CREEK RD,36.9161512651876,-76.269342209119
F1220210,I-64,I-564/LITTLE CREEK RD,A-C,E,TIDEWATER DR,36.9101826483517,-76.2627177202791
F1220240,I-64,TIDEWATER DR,D,E,CHESAPEAKE BLVD,36.9034876495118,-76.2549360436238
F1220240,I-64,TIDEWATER DR,D,E,CHESAPEAKE BLVD,36.9019032420265,-76.2464289616197
F1220270,I-64,CHESAPEAKE BLVD,E,E,NORVIEW AVE,36.8962059949568,-76.2364528581753
F1220300,I-64,NORVIEW AVE,E,E,MILITARY HWY,36.8898791242076,-76.2325815907275
F1220300,I-64,NORVIEW AVE,E,E,MILITARY HWY,36.8859783117918,-76.2284371108863
F1220300,I-64,NORVIEW AVE,E,E,MILITARY HWY,36.8820379508243,-76.2211744750619
F1220300,I-64,NORVIEW AVE,E,E,MILITARY HWY,36.8800873767241,-76.2148109365153
F1220330,I-64,MILITARY HWY,D,E,NORTHAMPTON BLVD,36.8767881751875,-76.2060338442133
F1220360,I-64,NORTHAMPTON BLVD,F,E,I-264,36.872734799328,-76.1988212491042
F1220360,I-64,NORTHAMPTON BLVD,F,E,I-264,36.8632518533288,-76.1977297357502
F1220360,I-64,NORTHAMPTON BLVD,F,E,I-264,36.8522784163007,-76.1982155169324
F1220360,I-64,NORTHAMPTON BLVD,F,E,I-264,36.8476479908106,-76.1984436146484
F1220150,I-64,4TH VIEW AVE,D,E,BAY AVE,36.9552869123851,-76.2641083904585
F1220150,I-64,4TH VIEW AVE,D,E,BAY AVE,36.949847406511,-76.2654360565981
F1220140,I-64,4TH VIEW AVE,D,E,BAY AVE,36.9453341025384,-76.2689329772446
F1220150,I-64,4TH VIEW AVE,D,E,BAY AVE,36.9450703071575,-76.2663154334897
F1220590,I-564,ADMIRAL TAUSSIG BLVD,E,E,FUTURE INTERMODAL CONNECTOR,36.9394304454317,-76.3042765705202
X0000000,,,,,,36.9344661195263,-76.3094252783362
X0000000,,,,,,36.9339345849962,-76.3209003083133
X0000000,,,,,,36.933395326187,-76.331856097093
X0000000,,,,,,36.932975667956,-76.3402072180987
X0000000,,,,,,36.9318739558591,-76.3508727255768
X0000000,,,,,,36.9304376264118,-76.3646386083342
X0000000,,,,,,36.928485257082,-76.3839737371966
X0000000,,,,,,36.9268692008078,-76.4002134878777
X0000000,,,,,,36.9268524361127,-76.4041767314702
X0000000,,,,,,36.9290149150776,-76.3642237973068
X0000000,,,,,,36.927074467124,-76.3839232083745
X0000000,,,,,,36.9254496367488,-76.4044048861599
X0000000,,,,,,36.9330480670096,-76.3083030072836
X0000000,,,,,,36.9324865944235,-76.3204277687014
X0000000,,,,,,36.9319634149354,-76.3310393411563
X0000000,,,,,,36.9315438160117,-76.3393903058122
X0000000,,,,,,36.9304407173502,-76.3500745553018
F1220610,I-564,FUTURE INTERMODAL CONNECTOR,E,E,INTERNATIONAL TERMINAL BLVD,36.9284144831375,-76.2909430726036
F1220190,I-64,GRANBY ST,D,E,I-564/LITTLE CREEK RD,36.9209599655456,-76.2690665473767
F1220620,I-564,INTERNATIONAL TERMINAL BLVD,A-C,E,I-64,36.9198377452828,-76.2741809422125
F1220160,I-64,BAY AVE,E,E,GRANBY ST,36.919622780074,-76.2717130417496
F1220620,I-564,INTERNATIONAL TERMINAL BLVD,A-C,E,I-64,36.9186648076536,-76.2715937583432
F1220190,I-64,GRANBY ST,D,E,I-564/LITTLE CREEK RD,36.9187218680093,-76.2668401301285
F1220630,I-564,INTERNATIONAL TERMINAL BLVD,F,E,I-64,36.9174841847551,-76.272090581508
F1220180,I-64,GRANBY ST,E,E,I-564/LITTLE CREEK RD,36.9168675927191,-76.2704288690196
F1220220,I-64,I-564/LITTLE CREEK RD,A-C,E,TIDEWATER DR,36.9130925248807,-76.2607451290709
F1220200,I-64 HOV,I-564/LITTLE CREEK RD,A-C,E,TIDEWATER DR,36.9117593776871,-76.2618788220618
F1220230,I-64 HOV,TIDEWATER DR,A-C,E,CHESAPEAKE BLVD,36.9054810983263,-76.2547613247956
F1220250,I-64,TIDEWATER DR,A-C,E,CHESAPEAKE BLVD,36.9049213319632,-76.2411966812728
F1220250,I-64,TIDEWATER DR,A-C,E,CHESAPEAKE BLVD,36.9057507241129,-76.2478325159065
F1220230,I-64 HOV,TIDEWATER DR,A-C,E,CHESAPEAKE BLVD,36.9031810875025,-76.2411832864221
F1220230,I-64 HOV,TIDEWATER DR,A-C,E,CHESAPEAKE BLVD,36.9036656957074,-76.2477997550522
F1220280,I-64,CHESAPEAKE BLVD,A-C,E,NORVIEW AVE,36.9039002985261,-76.237674569032
F1220280,I-64,CHESAPEAKE BLVD,A-C,E,NORVIEW AVE,36.8974441572181,-76.2323140108322
F1220260,I-64 HOV,CHESAPEAKE BLVD,A-C,E,NORVIEW AVE,36.8977904109048,-76.2358476551715
F1220260,I-64 HOV,CHESAPEAKE BLVD,A-C,E,NORVIEW AVE,36.8919684629002,-76.2317474221946
F1220310,I-64,NORVIEW AVE,D,E,MILITARY HWY,36.8881338188058,-76.2251456561835
F1220290,I-64 HOV,NORVIEW AVE,A-C,E,MILITARY HWY,36.8879856436417,-76.227408307666
F1220310,I-64,NORVIEW AVE,D,E,MILITARY HWY,36.8846694216286,-76.2186190242639
F1220290,I-64 HOV,NORVIEW AVE,A-C,E,MILITARY HWY,36.883383838377,-76.2197042805852
F1220290,I-64 HOV,NORVIEW AVE,A-C,E,MILITARY HWY,36.8821923132395,-76.2158483019095
F1220290,I-64 HOV,NORVIEW AVE,A-C,E,MILITARY HWY,36.8818465863773,-76.2147946431698
F1220320,I-64 HOV,MILITARY HWY,A-C,E,NORTHAMPTON BLVD,36.8810410206418,-76.2111557153231
F1220340,I-64,MILITARY HWY,D,E,NORTHAMPTON BLVD,36.8813735221261,-76.2072976138743
F1220320,I-64 HOV,MILITARY HWY,A-C,E,NORTHAMPTON BLVD,36.8788324316723,-76.2041582948659
F1220320,I-64 HOV,MILITARY HWY,A-C,E,NORTHAMPTON BLVD,36.8765820141182,-76.1992467533642
F1220340,I-64,MILITARY HWY,D,E,NORTHAMPTON BLVD,36.8775381306135,-76.1975155651871
F1220320,I-64 HOV,MILITARY HWY,A-C,E,NORTHAMPTON BLVD,36.875879315564,-76.1984621438972
F1220320,I-64 HOV,MILITARY HWY,A-C,E,NORTHAMPTON BLVD,36.8753052712328,-76.1979342659661
F1220350,I-64 HOV,NORTHAMPTON BLVD,A-C,E,I-264,36.8746458960691,-76.197383832603
F1220350,I-64 HOV,NORTHAMPTON BLVD,A-C,E,I-264,36.8728822103791,-76.19641873811
F1240360,WESTERN FWY,TOWN POINT RD,A-C,E,CEDAR LN,36.8728059175072,-76.3806539072821
F1240360,WESTERN FWY,TOWN POINT RD,A-C,E,CEDAR LN,36.8718568826123,-76.390686299329
F1240360,WESTERN FWY,TOWN POINT RD,A-C,E,CEDAR LN,36.8706830427129,-76.3986717627072
F1240360,WESTERN FWY,TOWN POINT RD,A-C,E,CEDAR LN,36.8703001731672,-76.4001489661223
F1240340,WESTERN FWY,SUFFOLK CL,A-C,E,TOWN POINT RD,36.8698426147747,-76.4026326390334
F1240340,WESTERN FWY,SUFFOLK CL,A-C,E,TOWN POINT RD,36.8687884617762,-76.4111806458179
F1240340,WESTERN FWY,SUFFOLK CL,A-C,E,TOWN POINT RD,36.8678857907379,-76.4186702352446
F1240400,WESTERN FWY,APM BLVD,A-C,E,WEST NORFOLK RD,36.866620931213,-76.3566576499086
F1240420,WESTERN FWY,WEST NORFOLK RD,A-C,E,MLK FREEWAY/MIDTOWN TUNNEL,36.8644162806243,-76.3518328846527
F1220350,I-64 HOV,NORTHAMPTON BLVD,A-C,E,I-264,36.8643562510353,-76.1954753442669
F1220370,I-64,NORTHAMPTON BLVD,D,E,I-264,36.8655716794847,-76.1944172481533
F1220350,I-64 HOV,NORTHAMPTON BLVD,A-C,E,I-264,36.856295177897,-76.1958780078848
F1240420,WESTERN FWY,WEST NORFOLK RD,A-C,E,MLK FREEWAY/MIDTOWN TUNNEL,36.8603181663429,-76.3489418846637
F1240420,WESTERN FWY,WEST NORFOLK RD,A-C,E,MLK FREEWAY/MIDTOWN TUNNEL,36.8550833611702,-76.3416428702887
F1220490,I-264,BALLENTINE BLVD,A-C,E,MILITARY HWY,36.8464638653272,-76.2485624511173
F1220470,I-264,BRAMBLETON AVE,A-C,E,BALLENTINE BLVD,36.8462482865857,-76.2538107075047
F1220480,I-264,BALLENTINE BLVD,F,E,MILITARY HWY,36.8447842872422,-76.247259318046
F1220480,I-264,BALLENTINE BLVD,F,E,MILITARY HWY,36.8445458431776,-76.2513203799395
F1220470,I-264,BRAMBLETON AVE,A-C,E,BALLENTINE BLVD,36.8461230906695,-76.2596717506841
F1220460,I-264,BRAMBLETON AVE,D,E,BALLENTINE BLVD,36.8443645168183,-76.25966342613
F1220470,I-264,BRAMBLETON AVE,A-C,E,BALLENTINE BLVD,36.8457163548606,-76.2665776956047
F1220450,I-264,WATERSIDE/CITY HALL/TIDEWATER,A-C,E,BRAMBLETON AVE,36.845455174876,-76.2697787622652
F1220450,I-264,WATERSIDE/CITY HALL/TIDEWATER,A-C,E,BRAMBLETON AVE,36.8453464399325,-76.2709551394929
F1220440,I-264,WATERSIDE/CITY HALL/TIDEWATER,A-C,E,BRAMBLETON AVE,36.8439589642259,-76.2678334153756
F1220450,I-264,WATERSIDE/CITY HALL/TIDEWATER,A-C,E,BRAMBLETON AVE,36.8452158743695,-76.2744335314603
F1310410,I-664,PUGHSVILLE RD,A-C,E,SUFFOLK CL,36.8503014633216,-76.4312864522461
F1310400,I-664,PUGHSVILLE RD,A-C,E,SUFFOLK CL,36.8504869968123,-76.4340655677916
F1220490,I-264,BALLENTINE BLVD,A-C,E,MILITARY HWY,36.8453715526519,-76.2394316842652
F1220440,I-264,WATERSIDE/CITY HALL/TIDEWATER,A-C,E,BRAMBLETON AVE,36.8437422193574,-76.2722962954052
F1220480,I-264,BALLENTINE BLVD,F,E,MILITARY HWY,36.8422627468578,-76.2118171588644
F1220480,I-264,BALLENTINE BLVD,F,E,MILITARY HWY,36.8437186311177,-76.2396750541672
F1220490,I-264,BALLENTINE BLVD,A-C,E,MILITARY HWY,36.8435323773203,-76.2222956440033
F1220480,I-264,BALLENTINE BLVD,F,E,MILITARY HWY,36.8414899723219,-76.2198189465893
F1220480,I-264,BALLENTINE BLVD,F,E,MILITARY HWY,36.8417446203446,-76.2305629196817
F1220420,I-264/BERKLEY BRIDGE,I-464,A-C,E,WATERSIDE/CITY HALL/TIDEWATER,36.8425402059149,-76.2828172000153
F1310390,I-664,PORTSMOUTH BLVD,D,E,PUGHSVILLE RD,36.847295751676,-76.4324011279415
F1310380,I-664,PORTSMOUTH BLVD,E,E,PUGHSVILLE RD,36.8469756275188,-76.4352546765247
F1220420,I-264/BERKLEY BRIDGE,I-464,A-C,E,WATERSIDE/CITY HALL/TIDEWATER,36.8385875505723,-76.2857970728346
F1220430,I-264/BERKLEY BRIDGE,I-464,E,E,WATERSIDE/CITY HALL/TIDEWATER,36.8387824030993,-76.2877407256873
F1220410,I-264/DOWNTOWN TUNNEL,PORTSMOUTH CL,F,E,I-464,36.8355354708327,-76.2891290553567
F1220410,I-264/DOWNTOWN TUNNEL,PORTSMOUTH CL,F,E,I-464,36.835284355854,-76.2900185817671
F1220560,I-464,SOUTH MAIN ST,A-C,E,I-264,36.8347121939119,-76.2866697003992
F1220560,I-464,SOUTH MAIN ST,A-C,E,I-264,36.8333524475337,-76.286587712216
F1220410,I-264/DOWNTOWN TUNNEL,PORTSMOUTH CL,F,E,I-464,36.8343787723866,-76.2928236150111
F1220400,I-264/DOWNTOWN TUNNEL,PORTSMOUTH CL,F,E,I-464,36.8326357857063,-76.2917946460468
F1240270,I-264/DOWNTOWN TUNNEL,EFFINGHAM ST,F,E,NORFOLK CL,36.8327009569556,-76.298022287398
F1240260,I-264/DOWNTOWN TUNNEL,EFFINGHAM ST,F,E,NORFOLK CL,36.8311520579487,-76.2962167503082
F1220560,I-464,SOUTH MAIN ST,A-C,E,I-264,36.8297851201891,-76.2855509101631
