Name: “Table 1 of 1 on page 15 of 19”,Name: “Table 1 of 1 on page 15 of 19”,Name: “Table 1 of 1 on page 15 of 19”,Name: “Table 1 of 1 on page 15 of 19”,Name: “Table 1 of 1 on page 15 of 19”,Name: “Table 1 of 1 on page 15 of 19”
"year at the Department of Social Services. Generally, there are an estimated sixteen (16) local employers and an average 40","year at the Department of Social Services. Generally, there are an estimated sixteen (16) local employers and an average 40","year at the Department of Social Services. Generally, there are an estimated sixteen (16) local employers and an average 40","year at the Department of Social Services. Generally, there are an estimated sixteen (16) local employers and an average 40","year at the Department of Social Services. Generally, there are an estimated sixteen (16) local employers and an average 40",
"TANF (Temporary Assistance for Needy Families), FSET (Food Stamp Employment and Training) and members of the general","TANF (Temporary Assistance for Needy Families), FSET (Food Stamp Employment and Training) and members of the general","TANF (Temporary Assistance for Needy Families), FSET (Food Stamp Employment and Training) and members of the general","TANF (Temporary Assistance for Needy Families), FSET (Food Stamp Employment and Training) and members of the general","TANF (Temporary Assistance for Needy Families), FSET (Food Stamp Employment and Training) and members of the general",
public who attend this event.,,,,,
,FY 2010,FY 2011,FY 2011,FY 2012,FY 2013
Expenditure Categories,Actual,Adopted,Amended,Adopted,Planned
Salaries,"7,543,160","8,309,338",-,"7,599,216","7,599,216"
Allowances,"15,391","19,421",-,"33,461","33,461"
Benefits,"3,063,662","3,893,734",-,"3,838,220","3,838,220"
Other Operating Expenses,"10,181,623","16,212,381",-,"16,314,589","16,314,589"
Internal Service Charges,"618,805","649,153",-,"724,910","680,007"
Net Budget,"21,422,641","29,084,027",-,"28,510,396","28,465,493"
Capital Outlay,"6,081","85,405",-,"68,322","68,322"
Total Budget,"21,428,722","29,169,432",-,"28,578,718","28,533,815"
Total Permanent Positions,248,245,245,248,248
,FY 2010,FY 2011,FY 2011,FY 2012,FY 2013
Funding Sources,Actual,Adopted,Amended,Adopted,Planned
410 Social Services Fund,"21,428,722","29,169,432",-,"28,578,718","28,533,815"
Total Funding,"21,428,722","29,169,432",-,"28,578,718","28,533,815"
Fiscal Year 2012,15,,,,Public Health
