Name: “Table 1 of 1 on page 220 of 231”,Name: “Table 1 of 1 on page 220 of 231”,Name: “Table 1 of 1 on page 220 of 231”,Name: “Table 1 of 1 on page 220 of 231”,Name: “Table 1 of 1 on page 220 of 231”,Name: “Table 1 of 1 on page 220 of 231”,Name: “Table 1 of 1 on page 220 of 231”,Name: “Table 1 of 1 on page 220 of 231”,Name: “Table 1 of 1 on page 220 of 231”,Name: “Table 1 of 1 on page 220 of 231”,Name: “Table 1 of 1 on page 220 of 231”,Name: “Table 1 of 1 on page 220 of 231”,Name: “Table 1 of 1 on page 220 of 231”,Name: “Table 1 of 1 on page 220 of 231”
Station and construction began on these two projects.,Station and construction began on these two projects.,Station and construction began on these two projects.,Station and construction began on these two projects.,Station and construction began on these two projects.,Station and construction began on these two projects.,Station and construction began on these two projects.,They were substantially complete in the fall of 2008.,They were substantially complete in the fall of 2008.,They were substantially complete in the fall of 2008.,They were substantially complete in the fall of 2008.,They were substantially complete in the fall of 2008.,They were substantially complete in the fall of 2008.,They were substantially complete in the fall of 2008.
,,,Total Capital Expenditures Per Household,Total Capital Expenditures Per Household,Total Capital Expenditures Per Household,Total Capital Expenditures Per Household,Total Capital Expenditures Per Household,Total Capital Expenditures Per Household,Total Capital Expenditures Per Household,Total Capital Expenditures Per Household,,,
,,,Expenditures in,Expenditures in,Expenditures,Expenditures,,Expenditures,Expenditures,Expenditures,Expenditures,Expenditures,
Year,Year,,Current Dollars,Current Dollars,per Household,per Household,in 2001 Dollars,in 2001 Dollars,in 2001 Dollars,in 2001 Dollars,per Household,per Household,
2001,2001,,"$1,567,339","$1,567,339",$364,$364,,"$1,567,339","$1,567,339","$1,567,339",,$364,
2002,2002,,"$1,282,450","$1,282,450",$297,$297,,"$1,262,254","$1,262,254","$1,262,254",,$292,
2003,2003,,"$1,021,949","$1,021,949",$234,$234,,"$982,281","$982,281","$982,281",,$225,
2004,2004,,"$987,539","$987,539",$224,$224,,"$931,508","$931,508","$931,508",,$211,
2005,2005,,"$2,457,918","$2,457,918",$551,$551,,"$2,244,395","$2,244,395","$2,244,395",,$503,
2006,2006,,"$2,544,998","$2,544,998",$559,$559,,"$2,247,495","$2,247,495","$2,247,495",,$494,
2007,2007,,"$8,476,933","$8,476,933","$1,829","$1,829",,"$7,303,418","$7,303,418","$7,303,418","$1,576","$1,576",
2008,2008,,"$14,078,149","$14,078,149","$3,003","$3,003","$11,651,511","$11,651,511","$11,651,511","$11,651,511","$2,485","$2,485",
2009,2009,,"$7,085,050","$7,085,050","$1,496","$1,496",,"$5,857,948","$5,857,948","$5,857,948","$1,237","$1,237",
2010,2010,,"$838,069","$838,069",$176,$176,,"$674,702","$674,702","$674,702",,$142,
% CHANGE,% CHANGE,,-46.5%,-46.5%,-51.6%,-51.6%,,-57.0%,-57.0%,-57.0%,,-61.0%,
Source:,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,,,
,,,Total Capital Expenditures Per Household in 2001 dollars,Total Capital Expenditures Per Household in 2001 dollars,Total Capital Expenditures Per Household in 2001 dollars,Total Capital Expenditures Per Household in 2001 dollars,Total Capital Expenditures Per Household in 2001 dollars,Total Capital Expenditures Per Household in 2001 dollars,Total Capital Expenditures Per Household in 2001 dollars,Total Capital Expenditures Per Household in 2001 dollars,Total Capital Expenditures Per Household in 2001 dollars,,
"$2,500","$2,500",,,,,,,,,,,,
"$2,000","$2,000",,,,,,,,,,,,
"$1,500","$1,500",,,,,,,,,,,,
"$1,000","$1,000",,,,,,,,,,,,
$500,$500,,,,,,,,,,,,
,$0,,,,,,,,,,,,
,,2001,2002,2003,2004,2005,2006,2007,,2008,2009,2010,
,,,,,,A-18,,,,,,,
