Name: “Table 1 of 1 on page 223 of 231”,Name: “Table 1 of 1 on page 223 of 231”,Name: “Table 1 of 1 on page 223 of 231”,Name: “Table 1 of 1 on page 223 of 231”,Name: “Table 1 of 1 on page 223 of 231”,Name: “Table 1 of 1 on page 223 of 231”,Name: “Table 1 of 1 on page 223 of 231”,Name: “Table 1 of 1 on page 223 of 231”,Name: “Table 1 of 1 on page 223 of 231”,Name: “Table 1 of 1 on page 223 of 231”,Name: “Table 1 of 1 on page 223 of 231”
7.0%,,,,,,,,,,
6.0%,,,,,,,,,,
5.0%,,,,,,,,,,
4.0%,,,,,,,,,,
3.0%,,,,,,,,,,
2.0%,,,,,,,,,,
1.0%,,,,,,,,,,
0.0%,,,,,,,,,,
2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,
,,,,A-21,,,,,,
