Name: “Table 1 of 1 on page 215 of 231”,Name: “Table 1 of 1 on page 215 of 231”,Name: “Table 1 of 1 on page 215 of 231”,Name: “Table 1 of 1 on page 215 of 231”,Name: “Table 1 of 1 on page 215 of 231”,Name: “Table 1 of 1 on page 215 of 231”,Name: “Table 1 of 1 on page 215 of 231”,Name: “Table 1 of 1 on page 215 of 231”,Name: “Table 1 of 1 on page 215 of 231”,Name: “Table 1 of 1 on page 215 of 231”,Name: “Table 1 of 1 on page 215 of 231”,Name: “Table 1 of 1 on page 215 of 231”
75.3%.,This increase is mainly due to the restructuring of local consumer taxes.,This increase is mainly due to the restructuring of local consumer taxes.,This increase is mainly due to the restructuring of local consumer taxes.,This increase is mainly due to the restructuring of local consumer taxes.,This increase is mainly due to the restructuring of local consumer taxes.,This increase is mainly due to the restructuring of local consumer taxes.,This increase is mainly due to the restructuring of local consumer taxes.,This increase is mainly due to the restructuring of local consumer taxes.,This increase is mainly due to the restructuring of local consumer taxes.,A new 5% communication,A new 5% communication
"and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite","and sales and use tax imposed by the state was paid by customers of landline and wireless phones, satellite"
and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead,and radio services and other communication services and is now included in local sales tax revenue instead
"of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends","of Consumer Utility Tax revenue. This particular source of revenue, like personal property tax revenue, tends"
to follow general economic conditions.,to follow general economic conditions.,to follow general economic conditions.,to follow general economic conditions.,to follow general economic conditions.,to follow general economic conditions.,,,,,,
,,,Local Sales Tax Revenue Per Household,Local Sales Tax Revenue Per Household,Local Sales Tax Revenue Per Household,Local Sales Tax Revenue Per Household,Local Sales Tax Revenue Per Household,Local Sales Tax Revenue Per Household,Local Sales Tax Revenue Per Household,,
,,,,Revenue in,Revenue in,Revenue,Revenue,,Revenue,,Revenue
,,,,Current,Current,,Per,,in 2001,,Per
,,Year,,Dollars,Dollars,Household,Household,,Dollars,,Household
,,2001,,"$375,179","$375,179",,$87,"$375,179","$375,179",,$87
,,2002,,"$395,630","$395,630",,$91,"$389,400","$389,400",,$90
,,2003,,"$407,006","$407,006",,$93,"$391,207","$391,207",,$90
,,2004,,"$435,253","$435,253",,$99,"$410,557","$410,557",,$93
,,2005,,"$446,435","$446,435",,$100,"$407,652","$407,652",,$91
,,2006,,"$458,238","$458,238",,$101,"$404,671","$404,671",,$89
,,2007,,"$653,112","$653,112",,$141,"$562,698","$562,698",,$121
,,2008,,"$962,735","$962,735",,$205,"$796,789","$796,789",,$170
,,2009,,"$929,900","$929,900",,$196,"$768,845","$768,845",,$162
,,2010,,"$902,127","$902,127",,$190,"$726,273","$726,273",,$153
,% CHANGE,% CHANGE,,140.5%,140.5%,117.7%,117.7%,,93.6%,,75.3%
,Source:,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.
,,Local Sales Tax Revenue Per Household in 2001 Dollars,Local Sales Tax Revenue Per Household in 2001 Dollars,Local Sales Tax Revenue Per Household in 2001 Dollars,Local Sales Tax Revenue Per Household in 2001 Dollars,Local Sales Tax Revenue Per Household in 2001 Dollars,Local Sales Tax Revenue Per Household in 2001 Dollars,Local Sales Tax Revenue Per Household in 2001 Dollars,Local Sales Tax Revenue Per Household in 2001 Dollars,Local Sales Tax Revenue Per Household in 2001 Dollars,Local Sales Tax Revenue Per Household in 2001 Dollars
,$180,,,,,,,,,,
,$160,,,,,,,,,,
,$140,,,,,,,,,,
,$120,,,,,,,,,,
,$100,,,,,,,,,,
,$80,,,,,,,,,,
,$60,,,,,,,,,,
,$40,,,,,,,,,,
,$20,,,,,,,,,,
,$0,,,,,,,,,,
,,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
,,,,,,,A-13,,,,
