"identified by the State Auditor of Public Accounts is $1,923,430.","identified by the State Auditor of Public Accounts is $1,923,430.","identified by the State Auditor of Public Accounts is $1,923,430.","identified by the State Auditor of Public Accounts is $1,923,430.","identified by the State Auditor of Public Accounts is $1,923,430.","identified by the State Auditor of Public Accounts is $1,923,430.","identified by the State Auditor of Public Accounts is $1,923,430.",,,,
,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,
,,Revenue in,Revenue in,,Revenue,Revenue,Revenue,Revenue,,Revenue
,,Current,Current,,Per,,in 2001,in 2001,,Per
Year,,Dollars,Dollars,Household,Household,Household,Dollars,Dollars,Household,Household
2001,,"$1,495,673","$1,495,673",,$347,,"$1,495,673","$1,495,673",,$347
2002,,"$1,271,261","$1,271,261",,$294,,"$1,251,241","$1,251,241",,$289
2003,,"$1,367,354","$1,367,354",,$313,,"$1,314,278","$1,314,278",,$301
2004,,"$1,538,520","$1,538,520",,$349,,"$1,451,227","$1,451,227",,$329
2005,,"$1,682,524","$1,682,524",,$377,,"$1,536,360","$1,536,360",,$344
2006,,"$1,888,246","$1,888,246",,$415,,"$1,667,515","$1,667,515",,$366
2007,,"$2,210,975","$2,210,975",,$477,,"$1,904,896","$1,904,896",,$411
2008,,"$2,581,520","$2,581,520",,$551,,"$2,136,546","$2,136,546",,$456
2009,,"$2,335,554","$2,335,554",,$493,,"$1,931,046","$1,931,046",,$408
2010,,"$2,251,205","$2,251,205",,$473,,"$1,812,371","$1,812,371",,$381
% CHANGE,% CHANGE,50.5%,50.5%,,36.3%,36.3%,21.2%,21.2%,,9.7%
Source:,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,
Personal Property Tax Revenue Per Household in 2001 Dollars,Personal Property Tax Revenue Per Household in 2001 Dollars,Personal Property Tax Revenue Per Household in 2001 Dollars,Personal Property Tax Revenue Per Household in 2001 Dollars,Personal Property Tax Revenue Per Household in 2001 Dollars,Personal Property Tax Revenue Per Household in 2001 Dollars,Personal Property Tax Revenue Per Household in 2001 Dollars,Personal Property Tax Revenue Per Household in 2001 Dollars,Personal Property Tax Revenue Per Household in 2001 Dollars,Personal Property Tax Revenue Per Household in 2001 Dollars,Personal Property Tax Revenue Per Household in 2001 Dollars
$500,,,,,,,,,,
$450,,,,,,,,,,
$400,,,,,,,,,,
$350,,,,,,,,,,
$300,,,,,,,,,,
$250,,,,,,,,,,
$200,,,,,,,,,,
$150,,,,,,,,,,
$100,,,,,,,,,,
$50,,,,,,,,,,
$0,,,,,,,,,,
,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
,,,,,A-12,,,,,
