Name: “Table 1 of 1 on page 166 of 231”,Name: “Table 1 of 1 on page 166 of 231”,Name: “Table 1 of 1 on page 166 of 231”,Name: “Table 1 of 1 on page 166 of 231”,Name: “Table 1 of 1 on page 166 of 231”,Name: “Table 1 of 1 on page 166 of 231”,Name: “Table 1 of 1 on page 166 of 231”,Name: “Table 1 of 1 on page 166 of 231”,Name: “Table 1 of 1 on page 166 of 231”,Name: “Table 1 of 1 on page 166 of 231”,Name: “Table 1 of 1 on page 166 of 231”,Name: “Table 1 of 1 on page 166 of 231”,Name: “Table 1 of 1 on page 166 of 231”,Name: “Table 1 of 1 on page 166 of 231”,Name: “Table 1 of 1 on page 166 of 231”
"It is estimated that 40 units will bring an additional $6,039 in revenue for FY 2012.","It is estimated that 40 units will bring an additional $6,039 in revenue for FY 2012.","It is estimated that 40 units will bring an additional $6,039 in revenue for FY 2012.","It is estimated that 40 units will bring an additional $6,039 in revenue for FY 2012.","It is estimated that 40 units will bring an additional $6,039 in revenue for FY 2012.","It is estimated that 40 units will bring an additional $6,039 in revenue for FY 2012.","It is estimated that 40 units will bring an additional $6,039 in revenue for FY 2012.","It is estimated that 40 units will bring an additional $6,039 in revenue for FY 2012.","It is estimated that 40 units will bring an additional $6,039 in revenue for FY 2012.",,,,,,
,,,,,,FY 2011,,FY 2012,,,FY 2012,FY 2012,FY 2012,FY 2012
,,,,,,Adopted,,Adopted,FY 2012,FY 2012,Adopted,Adopted,,Total
,,,Number of,Number of,Bi-Monthly,Bi-Monthly,Bi-Monthly,Bi-Monthly,Adopted,Adopted,,Fees,Adopted,Adopted
,,,,Units,,Fees,,Fees,Revenue,Revenue,,Waived,Revenue,Revenue
Plans:,,,,,,,,,,,,,,
Plan A = 35 gallon container/cart,,,,"1,744",,$23.00,,$23.00,$,"241,201",$,"(5,244)",$,"235,957"
Plan B = 65 gallon container/cart,,,,"1,794",,38.00,,38.00,,"414,537",,"(2,793)",,"411,744"
Plan C = (2) 65 gallon container/carts,,,,70,,70.00,,70.00,,"29,400",,(420),,"28,980"
Plan D = 35 gallon container/cart (bi-weekly pickup,Plan D = 35 gallon container/cart (bi-weekly pickup,Plan D = 35 gallon container/cart (bi-weekly pickup,,500,,14.00,,14.00,,"42,000",,"(4,221)",,"37,779"
"Plan E = no container/cart (private lanes, townhome","Plan E = no container/cart (private lanes, townhome","Plan E = no container/cart (private lanes, townhome",,142,,8.00,,8.00,,"6,816",,(276),,"6,540"
,,,,"4,250",,,,,$,"733,954",$,"(12,954)",$,"721,000"
Bag Fees:,The fee for the green bags will remain at 5 bags for $8.75 per package ($1.75 per bag).,The fee for the green bags will remain at 5 bags for $8.75 per package ($1.75 per bag).,The fee for the green bags will remain at 5 bags for $8.75 per package ($1.75 per bag).,The fee for the green bags will remain at 5 bags for $8.75 per package ($1.75 per bag).,The fee for the green bags will remain at 5 bags for $8.75 per package ($1.75 per bag).,The fee for the green bags will remain at 5 bags for $8.75 per package ($1.75 per bag).,The fee for the green bags will remain at 5 bags for $8.75 per package ($1.75 per bag).,The fee for the green bags will remain at 5 bags for $8.75 per package ($1.75 per bag).,The fee for the green bags will remain at 5 bags for $8.75 per package ($1.75 per bag).,This fee has been the same,This fee has been the same,This fee has been the same,This fee has been the same,This fee has been the same
for the previous 7 fiscal years.,,,,,,,,,,,,,,
Landscaping Debris Charges:,The City provides curbside pickup service for woody waste at a fee of $30 per pickup.,The City provides curbside pickup service for woody waste at a fee of $30 per pickup.,The City provides curbside pickup service for woody waste at a fee of $30 per pickup.,The City provides curbside pickup service for woody waste at a fee of $30 per pickup.,The City provides curbside pickup service for woody waste at a fee of $30 per pickup.,The City provides curbside pickup service for woody waste at a fee of $30 per pickup.,The City provides curbside pickup service for woody waste at a fee of $30 per pickup.,The City provides curbside pickup service for woody waste at a fee of $30 per pickup.,The City provides curbside pickup service for woody waste at a fee of $30 per pickup.,The City provides curbside pickup service for woody waste at a fee of $30 per pickup.,The City provides curbside pickup service for woody waste at a fee of $30 per pickup.,The City provides curbside pickup service for woody waste at a fee of $30 per pickup.,The fee is,The fee is
intended to cover a small portion of the labor cost incurred in picking up landscaping debris.,intended to cover a small portion of the labor cost incurred in picking up landscaping debris.,intended to cover a small portion of the labor cost incurred in picking up landscaping debris.,intended to cover a small portion of the labor cost incurred in picking up landscaping debris.,intended to cover a small portion of the labor cost incurred in picking up landscaping debris.,intended to cover a small portion of the labor cost incurred in picking up landscaping debris.,intended to cover a small portion of the labor cost incurred in picking up landscaping debris.,intended to cover a small portion of the labor cost incurred in picking up landscaping debris.,intended to cover a small portion of the labor cost incurred in picking up landscaping debris.,The City is estimated to pay VPPSA,The City is estimated to pay VPPSA,The City is estimated to pay VPPSA,The City is estimated to pay VPPSA,The City is estimated to pay VPPSA,The City is estimated to pay VPPSA
"$43,715 to operate the composting/disposal facility in FY 2012. Residents may also take their landscaping debris to the VPPSA","$43,715 to operate the composting/disposal facility in FY 2012. Residents may also take their landscaping debris to the VPPSA","$43,715 to operate the composting/disposal facility in FY 2012. Residents may also take their landscaping debris to the VPPSA","$43,715 to operate the composting/disposal facility in FY 2012. Residents may also take their landscaping debris to the VPPSA","$43,715 to operate the composting/disposal facility in FY 2012. Residents may also take their landscaping debris to the VPPSA","$43,715 to operate the composting/disposal facility in FY 2012. Residents may also take their landscaping debris to the VPPSA","$43,715 to operate the composting/disposal facility in FY 2012. Residents may also take their landscaping debris to the VPPSA","$43,715 to operate the composting/disposal facility in FY 2012. Residents may also take their landscaping debris to the VPPSA","$43,715 to operate the composting/disposal facility in FY 2012. Residents may also take their landscaping debris to the VPPSA","$43,715 to operate the composting/disposal facility in FY 2012. Residents may also take their landscaping debris to the VPPSA","$43,715 to operate the composting/disposal facility in FY 2012. Residents may also take their landscaping debris to the VPPSA","$43,715 to operate the composting/disposal facility in FY 2012. Residents may also take their landscaping debris to the VPPSA","$43,715 to operate the composting/disposal facility in FY 2012. Residents may also take their landscaping debris to the VPPSA","$43,715 to operate the composting/disposal facility in FY 2012. Residents may also take their landscaping debris to the VPPSA","$43,715 to operate the composting/disposal facility in FY 2012. Residents may also take their landscaping debris to the VPPSA"
regional composting facility located at the York County Landfill at no charge to the resident.,regional composting facility located at the York County Landfill at no charge to the resident.,regional composting facility located at the York County Landfill at no charge to the resident.,regional composting facility located at the York County Landfill at no charge to the resident.,regional composting facility located at the York County Landfill at no charge to the resident.,regional composting facility located at the York County Landfill at no charge to the resident.,regional composting facility located at the York County Landfill at no charge to the resident.,regional composting facility located at the York County Landfill at no charge to the resident.,regional composting facility located at the York County Landfill at no charge to the resident.,,,,,,
Bulky Item Charge:,In FY 2012 the adopted fee is free for the first pickup only and $30 per subsequent pickup. The fee is,In FY 2012 the adopted fee is free for the first pickup only and $30 per subsequent pickup. The fee is,In FY 2012 the adopted fee is free for the first pickup only and $30 per subsequent pickup. The fee is,In FY 2012 the adopted fee is free for the first pickup only and $30 per subsequent pickup. The fee is,In FY 2012 the adopted fee is free for the first pickup only and $30 per subsequent pickup. The fee is,In FY 2012 the adopted fee is free for the first pickup only and $30 per subsequent pickup. The fee is,In FY 2012 the adopted fee is free for the first pickup only and $30 per subsequent pickup. The fee is,In FY 2012 the adopted fee is free for the first pickup only and $30 per subsequent pickup. The fee is,In FY 2012 the adopted fee is free for the first pickup only and $30 per subsequent pickup. The fee is,In FY 2012 the adopted fee is free for the first pickup only and $30 per subsequent pickup. The fee is,In FY 2012 the adopted fee is free for the first pickup only and $30 per subsequent pickup. The fee is,In FY 2012 the adopted fee is free for the first pickup only and $30 per subsequent pickup. The fee is,In FY 2012 the adopted fee is free for the first pickup only and $30 per subsequent pickup. The fee is,In FY 2012 the adopted fee is free for the first pickup only and $30 per subsequent pickup. The fee is
"intended to limit the number of bulky item pickups in a year, not to cover the cost of the operation.","intended to limit the number of bulky item pickups in a year, not to cover the cost of the operation.","intended to limit the number of bulky item pickups in a year, not to cover the cost of the operation.","intended to limit the number of bulky item pickups in a year, not to cover the cost of the operation.","intended to limit the number of bulky item pickups in a year, not to cover the cost of the operation.","intended to limit the number of bulky item pickups in a year, not to cover the cost of the operation.","intended to limit the number of bulky item pickups in a year, not to cover the cost of the operation.","intended to limit the number of bulky item pickups in a year, not to cover the cost of the operation.","intended to limit the number of bulky item pickups in a year, not to cover the cost of the operation.","intended to limit the number of bulky item pickups in a year, not to cover the cost of the operation.",In 2011 the City implemented a,In 2011 the City implemented a,In 2011 the City implemented a,In 2011 the City implemented a,In 2011 the City implemented a
free drop off service twice a month for residents to dispose of unwanted items instead of payng for a household pickup.,free drop off service twice a month for residents to dispose of unwanted items instead of payng for a household pickup.,free drop off service twice a month for residents to dispose of unwanted items instead of payng for a household pickup.,free drop off service twice a month for residents to dispose of unwanted items instead of payng for a household pickup.,free drop off service twice a month for residents to dispose of unwanted items instead of payng for a household pickup.,free drop off service twice a month for residents to dispose of unwanted items instead of payng for a household pickup.,free drop off service twice a month for residents to dispose of unwanted items instead of payng for a household pickup.,free drop off service twice a month for residents to dispose of unwanted items instead of payng for a household pickup.,free drop off service twice a month for residents to dispose of unwanted items instead of payng for a household pickup.,free drop off service twice a month for residents to dispose of unwanted items instead of payng for a household pickup.,free drop off service twice a month for residents to dispose of unwanted items instead of payng for a household pickup.,free drop off service twice a month for residents to dispose of unwanted items instead of payng for a household pickup.,free drop off service twice a month for residents to dispose of unwanted items instead of payng for a household pickup.,,
Use of Unrestricted Net Assets:,"In FY 2012, there is a usage of $48,000 to cover depreciation and the new temporary","In FY 2012, there is a usage of $48,000 to cover depreciation and the new temporary","In FY 2012, there is a usage of $48,000 to cover depreciation and the new temporary","In FY 2012, there is a usage of $48,000 to cover depreciation and the new temporary","In FY 2012, there is a usage of $48,000 to cover depreciation and the new temporary","In FY 2012, there is a usage of $48,000 to cover depreciation and the new temporary","In FY 2012, there is a usage of $48,000 to cover depreciation and the new temporary","In FY 2012, there is a usage of $48,000 to cover depreciation and the new temporary","In FY 2012, there is a usage of $48,000 to cover depreciation and the new temporary","In FY 2012, there is a usage of $48,000 to cover depreciation and the new temporary","In FY 2012, there is a usage of $48,000 to cover depreciation and the new temporary","In FY 2012, there is a usage of $48,000 to cover depreciation and the new temporary","In FY 2012, there is a usage of $48,000 to cover depreciation and the new temporary","In FY 2012, there is a usage of $48,000 to cover depreciation and the new temporary"
convience site program.,,,,,,,,,,,,,,
,,,,,130,130,,,,,,,,
