Name: “Table 1 of 1 on page 17 of 78”,Name: “Table 1 of 1 on page 17 of 78”,Name: “Table 1 of 1 on page 17 of 78”,Name: “Table 1 of 1 on page 17 of 78”,Name: “Table 1 of 1 on page 17 of 78”,Name: “Table 1 of 1 on page 17 of 78”,Name: “Table 1 of 1 on page 17 of 78”,Name: “Table 1 of 1 on page 17 of 78”,Name: “Table 1 of 1 on page 17 of 78”,Name: “Table 1 of 1 on page 17 of 78”,Name: “Table 1 of 1 on page 17 of 78”,Name: “Table 1 of 1 on page 17 of 78”
"operated for personal, non-commercial use, to the extent State General Fund resources allow. Vehicle owners are","operated for personal, non-commercial use, to the extent State General Fund resources allow. Vehicle owners are","operated for personal, non-commercial use, to the extent State General Fund resources allow. Vehicle owners are","operated for personal, non-commercial use, to the extent State General Fund resources allow. Vehicle owners are","operated for personal, non-commercial use, to the extent State General Fund resources allow. Vehicle owners are","operated for personal, non-commercial use, to the extent State General Fund resources allow. Vehicle owners are","operated for personal, non-commercial use, to the extent State General Fund resources allow. Vehicle owners are","operated for personal, non-commercial use, to the extent State General Fund resources allow. Vehicle owners are","operated for personal, non-commercial use, to the extent State General Fund resources allow. Vehicle owners are","operated for personal, non-commercial use, to the extent State General Fund resources allow. Vehicle owners are","operated for personal, non-commercial use, to the extent State General Fund resources allow. Vehicle owners are","operated for personal, non-commercial use, to the extent State General Fund resources allow. Vehicle owners are"
responsible for any amount not covered by PPTRA. About 78% of motor vehicles in the City are PPTRA-eligible. In,responsible for any amount not covered by PPTRA. About 78% of motor vehicles in the City are PPTRA-eligible. In,responsible for any amount not covered by PPTRA. About 78% of motor vehicles in the City are PPTRA-eligible. In,responsible for any amount not covered by PPTRA. About 78% of motor vehicles in the City are PPTRA-eligible. In,responsible for any amount not covered by PPTRA. About 78% of motor vehicles in the City are PPTRA-eligible. In,responsible for any amount not covered by PPTRA. About 78% of motor vehicles in the City are PPTRA-eligible. In,responsible for any amount not covered by PPTRA. About 78% of motor vehicles in the City are PPTRA-eligible. In,responsible for any amount not covered by PPTRA. About 78% of motor vehicles in the City are PPTRA-eligible. In,responsible for any amount not covered by PPTRA. About 78% of motor vehicles in the City are PPTRA-eligible. In,responsible for any amount not covered by PPTRA. About 78% of motor vehicles in the City are PPTRA-eligible. In,responsible for any amount not covered by PPTRA. About 78% of motor vehicles in the City are PPTRA-eligible. In,responsible for any amount not covered by PPTRA. About 78% of motor vehicles in the City are PPTRA-eligible. In
"FY98, refunds were sent directly to the taxpayer. Since FY99, revenue from current and delinquent personal property","FY98, refunds were sent directly to the taxpayer. Since FY99, revenue from current and delinquent personal property","FY98, refunds were sent directly to the taxpayer. Since FY99, revenue from current and delinquent personal property","FY98, refunds were sent directly to the taxpayer. Since FY99, revenue from current and delinquent personal property","FY98, refunds were sent directly to the taxpayer. Since FY99, revenue from current and delinquent personal property","FY98, refunds were sent directly to the taxpayer. Since FY99, revenue from current and delinquent personal property","FY98, refunds were sent directly to the taxpayer. Since FY99, revenue from current and delinquent personal property","FY98, refunds were sent directly to the taxpayer. Since FY99, revenue from current and delinquent personal property","FY98, refunds were sent directly to the taxpayer. Since FY99, revenue from current and delinquent personal property","FY98, refunds were sent directly to the taxpayer. Since FY99, revenue from current and delinquent personal property","FY98, refunds were sent directly to the taxpayer. Since FY99, revenue from current and delinquent personal property","FY98, refunds were sent directly to the taxpayer. Since FY99, revenue from current and delinquent personal property"
"taxes have been split between payments by individual taxpayers listed under General Property Taxes, and inter-","taxes have been split between payments by individual taxpayers listed under General Property Taxes, and inter-","taxes have been split between payments by individual taxpayers listed under General Property Taxes, and inter-","taxes have been split between payments by individual taxpayers listed under General Property Taxes, and inter-","taxes have been split between payments by individual taxpayers listed under General Property Taxes, and inter-","taxes have been split between payments by individual taxpayers listed under General Property Taxes, and inter-","taxes have been split between payments by individual taxpayers listed under General Property Taxes, and inter-","taxes have been split between payments by individual taxpayers listed under General Property Taxes, and inter-","taxes have been split between payments by individual taxpayers listed under General Property Taxes, and inter-","taxes have been split between payments by individual taxpayers listed under General Property Taxes, and inter-","taxes have been split between payments by individual taxpayers listed under General Property Taxes, and inter-","taxes have been split between payments by individual taxpayers listed under General Property Taxes, and inter-"
"governmental revenue (PPTRA) listed under Non-categorical Aid from the Commonwealth. In FY99, the","governmental revenue (PPTRA) listed under Non-categorical Aid from the Commonwealth. In FY99, the","governmental revenue (PPTRA) listed under Non-categorical Aid from the Commonwealth. In FY99, the","governmental revenue (PPTRA) listed under Non-categorical Aid from the Commonwealth. In FY99, the","governmental revenue (PPTRA) listed under Non-categorical Aid from the Commonwealth. In FY99, the","governmental revenue (PPTRA) listed under Non-categorical Aid from the Commonwealth. In FY99, the","governmental revenue (PPTRA) listed under Non-categorical Aid from the Commonwealth. In FY99, the","governmental revenue (PPTRA) listed under Non-categorical Aid from the Commonwealth. In FY99, the","governmental revenue (PPTRA) listed under Non-categorical Aid from the Commonwealth. In FY99, the","governmental revenue (PPTRA) listed under Non-categorical Aid from the Commonwealth. In FY99, the","governmental revenue (PPTRA) listed under Non-categorical Aid from the Commonwealth. In FY99, the",
"Commonwealth reimbursed the City for 27.5% of the tax due, based on billings and receipts from taxpayers. This","Commonwealth reimbursed the City for 27.5% of the tax due, based on billings and receipts from taxpayers. This","Commonwealth reimbursed the City for 27.5% of the tax due, based on billings and receipts from taxpayers. This","Commonwealth reimbursed the City for 27.5% of the tax due, based on billings and receipts from taxpayers. This","Commonwealth reimbursed the City for 27.5% of the tax due, based on billings and receipts from taxpayers. This","Commonwealth reimbursed the City for 27.5% of the tax due, based on billings and receipts from taxpayers. This","Commonwealth reimbursed the City for 27.5% of the tax due, based on billings and receipts from taxpayers. This","Commonwealth reimbursed the City for 27.5% of the tax due, based on billings and receipts from taxpayers. This","Commonwealth reimbursed the City for 27.5% of the tax due, based on billings and receipts from taxpayers. This","Commonwealth reimbursed the City for 27.5% of the tax due, based on billings and receipts from taxpayers. This","Commonwealth reimbursed the City for 27.5% of the tax due, based on billings and receipts from taxpayers. This","Commonwealth reimbursed the City for 27.5% of the tax due, based on billings and receipts from taxpayers. This"
amount increased to 47.5% in FY00 and 70% in FY01. It is capped at the FY05 local total allocation for FY06 and,amount increased to 47.5% in FY00 and 70% in FY01. It is capped at the FY05 local total allocation for FY06 and,amount increased to 47.5% in FY00 and 70% in FY01. It is capped at the FY05 local total allocation for FY06 and,amount increased to 47.5% in FY00 and 70% in FY01. It is capped at the FY05 local total allocation for FY06 and,amount increased to 47.5% in FY00 and 70% in FY01. It is capped at the FY05 local total allocation for FY06 and,amount increased to 47.5% in FY00 and 70% in FY01. It is capped at the FY05 local total allocation for FY06 and,amount increased to 47.5% in FY00 and 70% in FY01. It is capped at the FY05 local total allocation for FY06 and,amount increased to 47.5% in FY00 and 70% in FY01. It is capped at the FY05 local total allocation for FY06 and,amount increased to 47.5% in FY00 and 70% in FY01. It is capped at the FY05 local total allocation for FY06 and,amount increased to 47.5% in FY00 and 70% in FY01. It is capped at the FY05 local total allocation for FY06 and,amount increased to 47.5% in FY00 and 70% in FY01. It is capped at the FY05 local total allocation for FY06 and,amount increased to 47.5% in FY00 and 70% in FY01. It is capped at the FY05 local total allocation for FY06 and
"thereafter, for the City as a whole at $28,590,001, so individual taxpayers will receive a decreasing benefit over time","thereafter, for the City as a whole at $28,590,001, so individual taxpayers will receive a decreasing benefit over time","thereafter, for the City as a whole at $28,590,001, so individual taxpayers will receive a decreasing benefit over time","thereafter, for the City as a whole at $28,590,001, so individual taxpayers will receive a decreasing benefit over time","thereafter, for the City as a whole at $28,590,001, so individual taxpayers will receive a decreasing benefit over time","thereafter, for the City as a whole at $28,590,001, so individual taxpayers will receive a decreasing benefit over time","thereafter, for the City as a whole at $28,590,001, so individual taxpayers will receive a decreasing benefit over time","thereafter, for the City as a whole at $28,590,001, so individual taxpayers will receive a decreasing benefit over time","thereafter, for the City as a whole at $28,590,001, so individual taxpayers will receive a decreasing benefit over time","thereafter, for the City as a whole at $28,590,001, so individual taxpayers will receive a decreasing benefit over time","thereafter, for the City as a whole at $28,590,001, so individual taxpayers will receive a decreasing benefit over time","thereafter, for the City as a whole at $28,590,001, so individual taxpayers will receive a decreasing benefit over time"
as the number and value of vehicles increases.,as the number and value of vehicles increases.,as the number and value of vehicles increases.,as the number and value of vehicles increases.,as the number and value of vehicles increases.,,,,,,,
,,,,GENERAL FUND PERSONAL PROPERTY TAX REVENUES,GENERAL FUND PERSONAL PROPERTY TAX REVENUES,GENERAL FUND PERSONAL PROPERTY TAX REVENUES,GENERAL FUND PERSONAL PROPERTY TAX REVENUES,GENERAL FUND PERSONAL PROPERTY TAX REVENUES,GENERAL FUND PERSONAL PROPERTY TAX REVENUES,,
,,,,,,,,,,,Millions
15%,,,,,,,,,,,$80
,,9.7%,,,,,,,,,$70
10%,,,8.7%,,,,,,,,
,,,,,,,,,,6.6%,$60
,,,,,,,,5.2%,,,
5%,4.1%,,,3.7%,,,,,,,$50
,,,,,0.6%,,,,,,$40
,,,,,,,-0.1%,,,,$30
,,,,,,,,,-1.2%,,$20
-5%,,,,,,,,,,,
,,,,,,,,,,,$10
-10%,,,,,,-8.6%,,,,,$0
,2004,2005,2006,2007,2008,2009,2010,2011,Budget,Forecast,
,,,,,,,,,2012,2013,
,,,,,FISCAL YEAR,FISCAL YEAR,,,,,
,,,,Change,,,Total Revenue,,,,
CHESAPEAKE GENERAL FUND PERSONAL PROPERTY TAX REVENUES INCLUDING PPTRA & NET OF REFUNDS,CHESAPEAKE GENERAL FUND PERSONAL PROPERTY TAX REVENUES INCLUDING PPTRA & NET OF REFUNDS,CHESAPEAKE GENERAL FUND PERSONAL PROPERTY TAX REVENUES INCLUDING PPTRA & NET OF REFUNDS,CHESAPEAKE GENERAL FUND PERSONAL PROPERTY TAX REVENUES INCLUDING PPTRA & NET OF REFUNDS,CHESAPEAKE GENERAL FUND PERSONAL PROPERTY TAX REVENUES INCLUDING PPTRA & NET OF REFUNDS,CHESAPEAKE GENERAL FUND PERSONAL PROPERTY TAX REVENUES INCLUDING PPTRA & NET OF REFUNDS,CHESAPEAKE GENERAL FUND PERSONAL PROPERTY TAX REVENUES INCLUDING PPTRA & NET OF REFUNDS,CHESAPEAKE GENERAL FUND PERSONAL PROPERTY TAX REVENUES INCLUDING PPTRA & NET OF REFUNDS,CHESAPEAKE GENERAL FUND PERSONAL PROPERTY TAX REVENUES INCLUDING PPTRA & NET OF REFUNDS,CHESAPEAKE GENERAL FUND PERSONAL PROPERTY TAX REVENUES INCLUDING PPTRA & NET OF REFUNDS,CHESAPEAKE GENERAL FUND PERSONAL PROPERTY TAX REVENUES INCLUDING PPTRA & NET OF REFUNDS,CHESAPEAKE GENERAL FUND PERSONAL PROPERTY TAX REVENUES INCLUDING PPTRA & NET OF REFUNDS
,Fiscal Year,Fiscal Year,,Current,Delinquent,Delinquent,Total Revenue,Total Revenue,Change,Change,
,,2004,,"$43,571,191","$15,506,875","$15,506,875","$59,078,065","$59,078,065",4.1%,4.1%,
,,2005,,"$48,930,009","$15,873,646","$15,873,646","$64,803,655","$64,803,655",9.7%,9.7%,
,,2006,,"$56,798,646","$13,624,510","$13,624,510","$70,423,156","$70,423,156",8.7%,8.7%,
,,2007,,"$60,475,435","$12,588,269","$12,588,269","$73,063,703","$73,063,703",3.7%,3.7%,
,,2008,,"$62,508,840","$11,027,109","$11,027,109","$73,535,949","$73,535,949",0.6%,0.6%,
,,2009,,"$57,317,660","$9,927,167","$9,927,167","$67,244,827","$67,244,827",-8.6%,-8.6%,
,,2010,,"$59,003,602","$8,202,242","$8,202,242","$67,205,845","$67,205,845",-0.1%,-0.1%,
,,2011,,"$60,513,995","$10,169,371","$10,169,371","$70,683,367","$70,683,367",5.2%,5.2%,
,Budget 2012,Budget 2012,,"$61,525,951","$8,321,300","$8,321,300","$69,847,251","$69,847,251",-1.2%,-1.2%,
,Forecast 2013,Forecast 2013,,"$64,894,001","$9,569,495","$9,569,495","$74,463,496","$74,463,496",6.6%,6.6%,
FY 2012-13 Operating Budget,FY 2012-13 Operating Budget,FY 2012-13 Operating Budget,,,50,50,,,"As Amended June 12, 2012","As Amended June 12, 2012","As Amended June 12, 2012"
