Name: “Table 1 of 1 on page 6 of 78”,Name: “Table 1 of 1 on page 6 of 78”,Name: “Table 1 of 1 on page 6 of 78”,Name: “Table 1 of 1 on page 6 of 78”,Name: “Table 1 of 1 on page 6 of 78”,Name: “Table 1 of 1 on page 6 of 78”,Name: “Table 1 of 1 on page 6 of 78”,Name: “Table 1 of 1 on page 6 of 78”,Name: “Table 1 of 1 on page 6 of 78”
,(Bureau of Labor Statistics & Virginia Employment Commission),(Bureau of Labor Statistics & Virginia Employment Commission),(Bureau of Labor Statistics & Virginia Employment Commission),(Bureau of Labor Statistics & Virginia Employment Commission),(Bureau of Labor Statistics & Virginia Employment Commission),(Bureau of Labor Statistics & Virginia Employment Commission),,
8%,,,,,,,,
7%,,,,,,,,
6%,,,,,,,,
5%,,,,,,,,
4%,,,,,,,,
3%,,,,,,,,
2%,,,,,,,,
1%,,,,,,,,
0%,,,,,,,,
-1%,,,,,,,,
-2%,,,,,,,,
-3%,,,,,,,,
2003,2004,2005,2006,2007,2008,2009,2010,2011
,,EMPLOYMENT GROWTH,EMPLOYMENT GROWTH,EMPLOYMENT GROWTH,,UNEMPLOYMENT,,
,EMPLOYMENT AND UNEMPLOYMENT AMONG CHESAPEAKE RESIDENTS,EMPLOYMENT AND UNEMPLOYMENT AMONG CHESAPEAKE RESIDENTS,EMPLOYMENT AND UNEMPLOYMENT AMONG CHESAPEAKE RESIDENTS,EMPLOYMENT AND UNEMPLOYMENT AMONG CHESAPEAKE RESIDENTS,EMPLOYMENT AND UNEMPLOYMENT AMONG CHESAPEAKE RESIDENTS,EMPLOYMENT AND UNEMPLOYMENT AMONG CHESAPEAKE RESIDENTS,,
Calendar Year,Labor Force,Employed,,Change,Unemployed,Unemployed,Unemployment,
2003,"106,494","102,402","102,402",2.36%,,"4,092",3.84%,
2004,"109,364","105,385","105,385",2.91%,,"3,979",3.64%,
2005,"112,386","108,388","108,388",2.85%,,"3,998",3.56%,
2006,"114,347","110,665","110,665",2.10%,,"3,682",3.22%,
2007,"113,782","110,329","110,329",-0.30%,,"3,453",3.03%,
2008,"115,950","111,433","111,433",1.00%,,"4,517",3.90%,
2009,"117,314","109,673","109,673",-1.58%,,"7,641",6.51%,
2010,"118,778","110,654","110,654",-0.70%,,"8,124",6.84%,
2011,"119,508","111,771","111,771",1.91%,,"7,737",6.47%,
FY2012-13 Operating Budget,FY2012-13 Operating Budget,,,39,,,"As Amended June 12, 2012","As Amended June 12, 2012"
