Name: “Table 1 of 1 on page 19 of 78”,Name: “Table 1 of 1 on page 19 of 78”,Name: “Table 1 of 1 on page 19 of 78”,Name: “Table 1 of 1 on page 19 of 78”,Name: “Table 1 of 1 on page 19 of 78”,Name: “Table 1 of 1 on page 19 of 78”,Name: “Table 1 of 1 on page 19 of 78”,Name: “Table 1 of 1 on page 19 of 78”,Name: “Table 1 of 1 on page 19 of 78”,Name: “Table 1 of 1 on page 19 of 78”,Name: “Table 1 of 1 on page 19 of 78”
6%,,,,,,,5.3%,,,$10.5
4%,,2.7%,,,,,,,,
2%,,,,,0.9%,,,0.2%,,$10.0
0%,,,,,,,,,,
-2%,,,,,,,,,-0.3%,$9.5
-4%,,,,,,,,,,$9.0
-6%,,,,,,,,,,
,,,-6.2%,,,,,,,-5.3%
-8%,,,,,,,,,,$8.5
,,,,-6.8%,,,,,,
,2004,2005,2006,2007,2008,2009,2010,2011,Budget,Forecast
,,,,,,,,,2012,2013
,,,,,FISCAL YEAR,FISCAL YEAR,,,,
,,,,Change,,,Revenue,,,
,,CHESAPEAKE PUBLIC SERVICE CORPORATION TAX REVENUES,CHESAPEAKE PUBLIC SERVICE CORPORATION TAX REVENUES,CHESAPEAKE PUBLIC SERVICE CORPORATION TAX REVENUES,CHESAPEAKE PUBLIC SERVICE CORPORATION TAX REVENUES,CHESAPEAKE PUBLIC SERVICE CORPORATION TAX REVENUES,CHESAPEAKE PUBLIC SERVICE CORPORATION TAX REVENUES,CHESAPEAKE PUBLIC SERVICE CORPORATION TAX REVENUES,,
,,,Fiscal Year,Fiscal Year,Revenue,Revenue,Change,Change,,
,,,2004,2004,"$10,681,324","$10,681,324",9.2%,9.2%,,
,,,2005,2005,"$10,966,326","$10,966,326",2.7%,2.7%,,
,,,2006,2006,"$10,289,317","$10,289,317",-6.2%,-6.2%,,
,,,2007,2007,"$9,590,941","$9,590,941",-6.8%,-6.8%,,
,,,2008,2008,"$9,674,413","$9,674,413",0.9%,0.9%,,
,,,2009,2009,"$10,231,355","$10,231,355",5.8%,5.8%,,
,,,2010,2010,"$10,769,523","$10,769,523",5.3%,5.3%,,
,,,2011,2011,"$10,791,086","$10,791,086",0.2%,0.2%,,
,,,Budget 2012,Budget 2012,"$10,759,950","$10,759,950",-0.3%,-0.3%,,
,,,Forecast 2013,Forecast 2013,"$10,190,000","$10,190,000",-5.3%,-5.3%,,
FY 2012-13 Operating Budget,FY 2012-13 Operating Budget,,,,52,,,,"As Amended June 12, 2012","As Amended June 12, 2012"
