Name: “Table 1 of 1 on page 35 of 78”,Name: “Table 1 of 1 on page 35 of 78”,Name: “Table 1 of 1 on page 35 of 78”,Name: “Table 1 of 1 on page 35 of 78”,Name: “Table 1 of 1 on page 35 of 78”,Name: “Table 1 of 1 on page 35 of 78”,Name: “Table 1 of 1 on page 35 of 78”,Name: “Table 1 of 1 on page 35 of 78”,Name: “Table 1 of 1 on page 35 of 78”,Name: “Table 1 of 1 on page 35 of 78”,Name: “Table 1 of 1 on page 35 of 78”
"formerly reported in Funds 100 (General), 540 (Northwest River Park) and 541 ( Recreation Enterprise). Effective 2013,","formerly reported in Funds 100 (General), 540 (Northwest River Park) and 541 ( Recreation Enterprise). Effective 2013,","formerly reported in Funds 100 (General), 540 (Northwest River Park) and 541 ( Recreation Enterprise). Effective 2013,","formerly reported in Funds 100 (General), 540 (Northwest River Park) and 541 ( Recreation Enterprise). Effective 2013,","formerly reported in Funds 100 (General), 540 (Northwest River Park) and 541 ( Recreation Enterprise). Effective 2013,","formerly reported in Funds 100 (General), 540 (Northwest River Park) and 541 ( Recreation Enterprise). Effective 2013,","formerly reported in Funds 100 (General), 540 (Northwest River Park) and 541 ( Recreation Enterprise). Effective 2013,","formerly reported in Funds 100 (General), 540 (Northwest River Park) and 541 ( Recreation Enterprise). Effective 2013,","formerly reported in Funds 100 (General), 540 (Northwest River Park) and 541 ( Recreation Enterprise). Effective 2013,","formerly reported in Funds 100 (General), 540 (Northwest River Park) and 541 ( Recreation Enterprise). Effective 2013,","formerly reported in Funds 100 (General), 540 (Northwest River Park) and 541 ( Recreation Enterprise). Effective 2013,"
some revenues and expenditures are moved back into the General Fund to accommodate changes in accounting rules,some revenues and expenditures are moved back into the General Fund to accommodate changes in accounting rules,some revenues and expenditures are moved back into the General Fund to accommodate changes in accounting rules,some revenues and expenditures are moved back into the General Fund to accommodate changes in accounting rules,some revenues and expenditures are moved back into the General Fund to accommodate changes in accounting rules,some revenues and expenditures are moved back into the General Fund to accommodate changes in accounting rules,some revenues and expenditures are moved back into the General Fund to accommodate changes in accounting rules,some revenues and expenditures are moved back into the General Fund to accommodate changes in accounting rules,some revenues and expenditures are moved back into the General Fund to accommodate changes in accounting rules,some revenues and expenditures are moved back into the General Fund to accommodate changes in accounting rules,some revenues and expenditures are moved back into the General Fund to accommodate changes in accounting rules
used to prepared the City's annual financial report (CAFR). In order to make the revenues reported in this document,used to prepared the City's annual financial report (CAFR). In order to make the revenues reported in this document,used to prepared the City's annual financial report (CAFR). In order to make the revenues reported in this document,used to prepared the City's annual financial report (CAFR). In order to make the revenues reported in this document,used to prepared the City's annual financial report (CAFR). In order to make the revenues reported in this document,used to prepared the City's annual financial report (CAFR). In order to make the revenues reported in this document,used to prepared the City's annual financial report (CAFR). In order to make the revenues reported in this document,used to prepared the City's annual financial report (CAFR). In order to make the revenues reported in this document,used to prepared the City's annual financial report (CAFR). In order to make the revenues reported in this document,used to prepared the City's annual financial report (CAFR). In order to make the revenues reported in this document,used to prepared the City's annual financial report (CAFR). In order to make the revenues reported in this document
"comparable from year to year, the entire history of these revenues is shifted back to the respective General Fund","comparable from year to year, the entire history of these revenues is shifted back to the respective General Fund","comparable from year to year, the entire history of these revenues is shifted back to the respective General Fund","comparable from year to year, the entire history of these revenues is shifted back to the respective General Fund","comparable from year to year, the entire history of these revenues is shifted back to the respective General Fund","comparable from year to year, the entire history of these revenues is shifted back to the respective General Fund","comparable from year to year, the entire history of these revenues is shifted back to the respective General Fund","comparable from year to year, the entire history of these revenues is shifted back to the respective General Fund","comparable from year to year, the entire history of these revenues is shifted back to the respective General Fund","comparable from year to year, the entire history of these revenues is shifted back to the respective General Fund","comparable from year to year, the entire history of these revenues is shifted back to the respective General Fund"
categories.,,,,,,,,,,
,,,,PARKS & RECREATION FUNDS,PARKS & RECREATION FUNDS,PARKS & RECREATION FUNDS,PARKS & RECREATION FUNDS,,,
,,(Reflecting net redesignation of revenues among funds as of FY 2013),(Reflecting net redesignation of revenues among funds as of FY 2013),(Reflecting net redesignation of revenues among funds as of FY 2013),(Reflecting net redesignation of revenues among funds as of FY 2013),(Reflecting net redesignation of revenues among funds as of FY 2013),(Reflecting net redesignation of revenues among funds as of FY 2013),(Reflecting net redesignation of revenues among funds as of FY 2013),(Reflecting net redesignation of revenues among funds as of FY 2013),Millions
35%,,,,,,33.0%,,,,$1.6
30%,,,,,,,,,,$1.4
25%,,,,,,,,,,$1.2
20%,,,,,,,,,,
,,14.5%,,,,,,,,$1.0
15%,,,,,,,,11.7%,,
,,,,,,,,,,$0.8
10%,,,7.1%,,,,,,,6.2%
,,,,,,,4.0%,,,$0.6
5%,,,,2.1%,,,,,,
0%,,,,,,,,,,$0.4
-5%,-2.2%,,,,-0.8%,,,,,$0.2
-10%,,,,,,,,,-5.8%,$0.0
,2004,2005,2006,2007,2008,2009,2010,2011,Budget,Forecast
,,,,,,,,,2012,2013
,,,,Change,,,Revenue,,,
,,,CHESAPEAKE PARKS & RECREATION FUND - 213 REVENUES,CHESAPEAKE PARKS & RECREATION FUND - 213 REVENUES,CHESAPEAKE PARKS & RECREATION FUND - 213 REVENUES,CHESAPEAKE PARKS & RECREATION FUND - 213 REVENUES,CHESAPEAKE PARKS & RECREATION FUND - 213 REVENUES,CHESAPEAKE PARKS & RECREATION FUND - 213 REVENUES,,
,,,Fiscal Year,Fiscal Year,Revenue,Revenue,Change,Change,,
,,,,2004,"$758,699","$758,699",-2.2%,-2.2%,,
,,,,2005,"$868,896","$868,896",14.5%,14.5%,,
,,,,2006,"$930,206","$930,206",7.1%,7.1%,,
,,,,2007,"$949,493","$949,493",2.1%,2.1%,,
,,,,2008,"$941,987","$941,987",-0.8%,-0.8%,,
,,,,2009,"$1,252,525","$1,252,525",33.0%,33.0%,,
,,,,2010,"$1,302,208","$1,302,208",4.0%,4.0%,,
,,,,2011,"$1,454,981","$1,454,981",11.7%,11.7%,,
,,,Budget 2012,Budget 2012,"$1,370,620","$1,370,620",-5.8%,-5.8%,,
,,,Forecast 2013,Forecast 2013,"$1,455,490","$1,455,490",6.2%,6.2%,,
FY 2012-13 Operating Budget,FY 2012-13 Operating Budget,FY 2012-13 Operating Budget,,,68,,,,"As Amended June 12, 2012","As Amended June 12, 2012"
