Name: “Table 1 of 1 on page 30 of 78”,Name: “Table 1 of 1 on page 30 of 78”,Name: “Table 1 of 1 on page 30 of 78”,Name: “Table 1 of 1 on page 30 of 78”,Name: “Table 1 of 1 on page 30 of 78”,Name: “Table 1 of 1 on page 30 of 78”,Name: “Table 1 of 1 on page 30 of 78”,Name: “Table 1 of 1 on page 30 of 78”,Name: “Table 1 of 1 on page 30 of 78”,Name: “Table 1 of 1 on page 30 of 78”,Name: “Table 1 of 1 on page 30 of 78”
"permits, fines and cost recovery in connection with the Chesapeake Hazardous Environmental Action Team, and Fire","permits, fines and cost recovery in connection with the Chesapeake Hazardous Environmental Action Team, and Fire","permits, fines and cost recovery in connection with the Chesapeake Hazardous Environmental Action Team, and Fire","permits, fines and cost recovery in connection with the Chesapeake Hazardous Environmental Action Team, and Fire","permits, fines and cost recovery in connection with the Chesapeake Hazardous Environmental Action Team, and Fire","permits, fines and cost recovery in connection with the Chesapeake Hazardous Environmental Action Team, and Fire","permits, fines and cost recovery in connection with the Chesapeake Hazardous Environmental Action Team, and Fire","permits, fines and cost recovery in connection with the Chesapeake Hazardous Environmental Action Team, and Fire","permits, fines and cost recovery in connection with the Chesapeake Hazardous Environmental Action Team, and Fire","permits, fines and cost recovery in connection with the Chesapeake Hazardous Environmental Action Team, and Fire","permits, fines and cost recovery in connection with the Chesapeake Hazardous Environmental Action Team, and Fire"
Department inspections and permits.,Department inspections and permits.,Department inspections and permits.,,,,,,,,
Community Services Fund - 205,Community Services Fund - 205,,,,,,,,,
The Community Services Fund accounts for revenues and expenditures from the City and the Virginia Department of,The Community Services Fund accounts for revenues and expenditures from the City and the Virginia Department of,The Community Services Fund accounts for revenues and expenditures from the City and the Virginia Department of,The Community Services Fund accounts for revenues and expenditures from the City and the Virginia Department of,The Community Services Fund accounts for revenues and expenditures from the City and the Virginia Department of,The Community Services Fund accounts for revenues and expenditures from the City and the Virginia Department of,The Community Services Fund accounts for revenues and expenditures from the City and the Virginia Department of,The Community Services Fund accounts for revenues and expenditures from the City and the Virginia Department of,The Community Services Fund accounts for revenues and expenditures from the City and the Virginia Department of,The Community Services Fund accounts for revenues and expenditures from the City and the Virginia Department of,The Community Services Fund accounts for revenues and expenditures from the City and the Virginia Department of
"Behavioral Health and Developmental Services to operate the Mental Health, Intellectual Disability and Substance Abuse","Behavioral Health and Developmental Services to operate the Mental Health, Intellectual Disability and Substance Abuse","Behavioral Health and Developmental Services to operate the Mental Health, Intellectual Disability and Substance Abuse","Behavioral Health and Developmental Services to operate the Mental Health, Intellectual Disability and Substance Abuse","Behavioral Health and Developmental Services to operate the Mental Health, Intellectual Disability and Substance Abuse","Behavioral Health and Developmental Services to operate the Mental Health, Intellectual Disability and Substance Abuse","Behavioral Health and Developmental Services to operate the Mental Health, Intellectual Disability and Substance Abuse","Behavioral Health and Developmental Services to operate the Mental Health, Intellectual Disability and Substance Abuse","Behavioral Health and Developmental Services to operate the Mental Health, Intellectual Disability and Substance Abuse","Behavioral Health and Developmental Services to operate the Mental Health, Intellectual Disability and Substance Abuse","Behavioral Health and Developmental Services to operate the Mental Health, Intellectual Disability and Substance Abuse"
Programs. Revenues in this fund come primarily from State and federal sources. The revenues also include Charges for,Programs. Revenues in this fund come primarily from State and federal sources. The revenues also include Charges for,Programs. Revenues in this fund come primarily from State and federal sources. The revenues also include Charges for,Programs. Revenues in this fund come primarily from State and federal sources. The revenues also include Charges for,Programs. Revenues in this fund come primarily from State and federal sources. The revenues also include Charges for,Programs. Revenues in this fund come primarily from State and federal sources. The revenues also include Charges for,Programs. Revenues in this fund come primarily from State and federal sources. The revenues also include Charges for,Programs. Revenues in this fund come primarily from State and federal sources. The revenues also include Charges for,Programs. Revenues in this fund come primarily from State and federal sources. The revenues also include Charges for,Programs. Revenues in this fund come primarily from State and federal sources. The revenues also include Charges for,Programs. Revenues in this fund come primarily from State and federal sources. The revenues also include Charges for
Services provided by Community Services. New services paid for by third parties account for the increase in revenues for,Services provided by Community Services. New services paid for by third parties account for the increase in revenues for,Services provided by Community Services. New services paid for by third parties account for the increase in revenues for,Services provided by Community Services. New services paid for by third parties account for the increase in revenues for,Services provided by Community Services. New services paid for by third parties account for the increase in revenues for,Services provided by Community Services. New services paid for by third parties account for the increase in revenues for,Services provided by Community Services. New services paid for by third parties account for the increase in revenues for,Services provided by Community Services. New services paid for by third parties account for the increase in revenues for,Services provided by Community Services. New services paid for by third parties account for the increase in revenues for,Services provided by Community Services. New services paid for by third parties account for the increase in revenues for,Services provided by Community Services. New services paid for by third parties account for the increase in revenues for
FY 2013.,,,,,,,,,,
,,,COMMUNITY SERVICES FUND,COMMUNITY SERVICES FUND,COMMUNITY SERVICES FUND,COMMUNITY SERVICES FUND,,,,Millions
20%,,,,,,,,,17.6%,$16
,,,,16.4%,,,,,,
,,15.4%,,,,,,,,$14
15%,,,,,,,,,,
,,,,,,,,,,$12
10%,,,8.4%,,,,,,,$10
,5.5%,,,,,,,,,$8
,,,,,,4.7%,,,,
3.6%,,,,,,,,,,
5%,,,,,,,,,,
,,,,,,,,,,$6
,,,,,,,1.4%,1.2%,,
,,,,,,,,,,$4
0%,,,,,,,,,,
,,,,,,,,,,$2
-5%,,,,,-3.5%,,,,,$0
2004,2005,2006,2007,2008,2009,2010,2011,Budget,Forecast,
,,,,,,,,2012,2013,
,,,Change,,,Revenue,,,,
,CHESAPEAKE COMMUNITY SERVICES FUND - 205 REVENUES,CHESAPEAKE COMMUNITY SERVICES FUND - 205 REVENUES,CHESAPEAKE COMMUNITY SERVICES FUND - 205 REVENUES,CHESAPEAKE COMMUNITY SERVICES FUND - 205 REVENUES,CHESAPEAKE COMMUNITY SERVICES FUND - 205 REVENUES,CHESAPEAKE COMMUNITY SERVICES FUND - 205 REVENUES,CHESAPEAKE COMMUNITY SERVICES FUND - 205 REVENUES,,,
,,Fiscal Year,Fiscal Year,Revenue,Revenue,Change,Change,,,
,,,2004,"$7,819,026","$7,819,026",3.6%,3.6%,,,
,,,2005,"$8,251,986","$8,251,986",5.5%,5.5%,,,
,,,2006,"$9,526,751","$9,526,751",15.4%,15.4%,,,
,,,2007,"$10,323,080","$10,323,080",8.4%,8.4%,,,
,,,2008,"$12,019,294","$12,019,294",16.4%,16.4%,,,
,,,2009,"$11,598,200","$11,598,200",-3.5%,-3.5%,,,
,,,2010,"$12,140,648","$12,140,648",4.7%,4.7%,,,
,,,2011,"$12,313,023","$12,313,023",1.4%,1.4%,,,
,,Budget 2012,Budget 2012,"$12,460,410","$12,460,410",1.2%,1.2%,,,
,,Forecast 2013,Forecast 2013,"$14,651,201","$14,651,201",17.6%,17.6%,,,
FY 2012-13 Operating Budget,,,,63,,,,"As Amended June 12, 2012","As Amended June 12, 2012","As Amended June 12, 2012"
