Name: “Table 1 of 1 on page 15 of 77”,Name: “Table 1 of 1 on page 15 of 77”,Name: “Table 1 of 1 on page 15 of 77”,Name: “Table 1 of 1 on page 15 of 77”,Name: “Table 1 of 1 on page 15 of 77”,Name: “Table 1 of 1 on page 15 of 77”,Name: “Table 1 of 1 on page 15 of 77”,Name: “Table 1 of 1 on page 15 of 77”,Name: “Table 1 of 1 on page 15 of 77”,Name: “Table 1 of 1 on page 15 of 77”,Name: “Table 1 of 1 on page 15 of 77”
2402140 TEXTBOOK PAYMENTS,2402140 TEXTBOOK PAYMENTS,$,"100,364",$,"124,673",$,"125,532",$,859,0.7%
2402150 SCHOOL FOOD,2402150 SCHOOL FOOD,$,-,$,"8,040",$,"7,208",$,(832),-10.3%
2402160 SOL TEACHER TRAINING,2402160 SOL TEACHER TRAINING,$,"57,731",$,-,$,,$,-,0.0%
2402170 VOCATIONAL EDUCATION SOQ,2402170 VOCATIONAL EDUCATION SOQ,$,"60,628",$,"66,658",$,"66,631",$,(27),0.0%
2402180 VOCATIONAL ED I ADULT ED,2402180 VOCATIONAL ED I ADULT ED,$,-,$,"1,348",$,"1,348",$,-,0.0%
2402210 SOCIAL SECURITY INSTRUCTION,2402210 SOCIAL SECURITY INSTRUCTION,$,"247,116",$,"287,184",$,"289,883",$,"2,699",0.9%
2402220 SOCIAL SECURITY NON INSTRUCTION,2402220 SOCIAL SECURITY NON INSTRUCTION,$,"12,530",$,-,$,-,$,-,0.0%
2402230 TEACHER RETIREMENT INSTRUCTION,2402230 TEACHER RETIREMENT INSTRUCTION,$,"118,509",$,"164,859",$,"168,266",$,"3,407",2.1%
2402240 TEACHER RETIREMENT NONINSTRUCTiot,2402240 TEACHER RETIREMENT NONINSTRUCTiot,$,"13,981",$,-,$,-,$,-,0 .0%
2402270 HARPER RETIREMENT,2402270 HARPER RETIREMENT,$,-,$,-,$,-,$,-,0 .0%
2402280 EARLY READING INTERVENTION,2402280 EARLY READING INTERVENTION,$,"6,363",$,"6,569",$,"11,496",$,"4,927",75.0%
2402330 LOTTERY,2402330 LOTTERY,$,"160,069",$,"334,481",$,"373,516",$,"39,035",11 .7%
2402340 RETIREE HEALTH CARE CREDIT,2402340 RETIREE HEALTH CARE CREDIT,$,,$,-,$,-,$,-,0.0%
2402350 PRIOR YEAR LOTTERY,2402350 PRIOR YEAR LOTTERY,$,-,$,-,$,-,$,-,0.0%
2402370 ADDITIONAL LOTTERY,2402370 ADDITIONAL LOTTERY,$,"52,639",$,-,$,-,$,-,0.0%
2402410 GROUP LIFE INSTRUCTION,2402410 GROUP LIFE INSTRUCTION,$,"8,759",$,46,$,,$,(46),0.0%
2402460 HOMEBOUND,2402460 HOMEBOUND,$,"2,554",$,"4,231",$,"2,070",$,"(2,161)",-51.1 %
2402470 HEALTH INCENTIVE FUND,2402470 HEALTH INCENTIVE FUND,$,618,$,-,$,-,$,-,0.0%
2402480 SPECIAL ED REGIONAL PROGRAM,2402480 SPECIAL ED REGIONAL PROGRAM,$,"39,104",$,"44,405",$,"42,423",$,"(1 ,982)",-4.5%
2402490 SPECIAL ED INSERVICE GRANT,2402490 SPECIAL ED INSERVICE GRANT,$,,$,-,$,-,$,-,0 .0%
l.'{Ol.SIO CAREER & TECHNICAL EDUCATION,l.'{Ol.SIO CAREER & TECHNICAL EDUCATION,$,-,$,-,$,"21,584",$,"21,584",
2402520 VOCATIONAL ED EQUIPMENT,2402520 VOCATIONAL ED EQUIPMENT,$,"1,402",$,-,$,-,$,-,0 .0%
2402530 VOCATIONAL ED CATIOCUPATIONAL,2402530 VOCATIONAL ED CATIOCUPATIONAL,$,"9,088",$,"16,446",$,-,$,"(16,446)",-100.0%
2402560 GROUP LIFE NON INSTRUCTION,2402560 GROUP LIFE NON INSTRUCTION,$,550,$,-,$,-,$,,0 .0%
2402570 SOL TEACHING MATERIALS,2402570 SOL TEACHING MATERIALS,$,"16,386",$,-,$,-,$,-,0.0%
2402580 COMPENSATION SUPPLEMENTS,2402580 COMPENSATION SUPPLEMENTS,$,"126,172",$,-,$,"63,299",$,"63,299",0.0%
2402590 FOSTER CARE-SP.ED.B35,2402590 FOSTER CARE-SP.ED.B35,$,-,$,-,$,-,$,-,0.0%
2402640 SOL STAFF DEVELOPMENT,2402640 SOL STAFF DEVELOPMENT,$,-,$,-,$,-,$,-,0.0%
2402650 AT RISK SOQ,2402650 AT RISK SOQ,$,"3,563",$,"3,101",$,"3,156",$,55,1.8%
2402660 MAINTENANCE RESERVE,2402660 MAINTENANCE RESERVE,$,"24,579",$,-,$,-,$,-,0.0%
2402670 ADDITIONAL TEACHERS,2402670 ADDITIONAL TEACHERS,$,"46,795",$,-,$,-,$,-,0.0%
2402720 ALTERNATIVE ED PAYMENTS,2402720 ALTERNATIVE ED PAYMENTS,$,,$,,$,-,$,-,0.0%
2402740 SOL REMEDIATION,2402740 SOL REMEDIATION,$,"7,904",$,"8,090",$,"8,090",$,-,0.0%
2402750 PRIMARY CLASS SIZE,2402750 PRIMARY CLASS SIZE,$,,$,-,$,-,$,-,0.0%
2402760 SOL TECHNOLOGY,2402760 SOL TECHNOLOGY,$,-,$,-,$,-,$,,0.0%
2402810 AT RISK 4 YEAR OLDS,2402810 AT RISK 4 YEAR OLDS,$,-,$,"7,242",$,"7,242",$,-,0 .0%
2402901,TEACHER MENTOR PROGRAM,$,"1,133",$,,$,-,$,-,0.0%
2402990 ENGLISH AS 2ND LANGUAGE I OTHER,2402990 ENGLISH AS 2ND LANGUAGE I OTHER,$,(27),$,-,$,-,$,,0.0%
2403040 ALTERNATIVE ED PILOT PROGRAM,2403040 ALTERNATIVE ED PILOT PROGRAM,$,-,$,-,$,-,$,-,0.0%
2403060 SCHOOL CONSTRUCTION,2403060 SCHOOL CONSTRUCTION,$,,$,"135,807",$,"135,596",$,(211),-0.2%
2403080 STATE SALES TAX,2403080 STATE SALES TAX,$,"1,225,988",$,"1,493,324",$,"1,563,808",$,"70,484",4 .7%
2404000 OTHER STATE FUNDS,2404000 OTHER STATE FUNDS,$,,$,-,$,-,$,-,0 .0%
2404050 SOL ALGEBRA READINESS,2404050 SOL ALGEBRA READINESS,$,"16,469",$,"16,876",$,"10,125",$,"(6,751)",-40.0%
2404100 TECHNOLOGY RESOURCE ASSISTANTS,2404100 TECHNOLOGY RESOURCE ASSISTANTS,$,"17,124",$,"17,436",$,-,$,"(17,436)",-100.0%
2404620 SCHOOL REPORT CARD,2404620 SCHOOL REPORT CARD,$,985,$,-,$,-,$,-,0.0%
4104050 VSPA FUNDING FOR TECHNOLOGY,4104050 VSPA FUNDING FOR TECHNOLOGY,$,"41,683",$,"154,000",$,"154,000",$,-,0.0%
4104051 ADMINISTRATIVE SYSTEM TECHNOLOGY,4104051 ADMINISTRATIVE SYSTEM TECHNOLOGY,$,-,$,,$,-,$,-,0.0%
,TOTAL STATE FUNDS,$,"7,743,415",$,"8,884,646",$,"9,234,875",$,"350,229",3 .9%
,remove School Construction,,,$,"135,807",$,"135,596",,,0.0%
,remove 50% of Lottery funds,,,$,"167,241",$,"186,758",,,0.0%
,,revised total,revised total,$,"8,581,599",$,"8,912,521",$,"330,923",3 .9%
611612003,3:59PM,Budget Revenue 2003 2004 FINAL.xls,Budget Revenue 2003 2004 FINAL.xls,,,,,,,
