Name: “Table 1 of 1 on page 116 of 166”,Name: “Table 1 of 1 on page 116 of 166”,Name: “Table 1 of 1 on page 116 of 166”,Name: “Table 1 of 1 on page 116 of 166”,Name: “Table 1 of 1 on page 116 of 166”,Name: “Table 1 of 1 on page 116 of 166”,Name: “Table 1 of 1 on page 116 of 166”,Name: “Table 1 of 1 on page 116 of 166”,Name: “Table 1 of 1 on page 116 of 166”,Name: “Table 1 of 1 on page 116 of 166”,Name: “Table 1 of 1 on page 116 of 166”,Name: “Table 1 of 1 on page 116 of 166”,Name: “Table 1 of 1 on page 116 of 166”
,The remaining projects are fairly self-explanatory.,The remaining projects are fairly self-explanatory.,The remaining projects are fairly self-explanatory.,,,,,,,,,
NOTE,Three projects are programmed for FY 2012 - using debt pprroocceeeeddss.,Three projects are programmed for FY 2012 - using debt pprroocceeeeddss.,Three projects are programmed for FY 2012 - using debt pprroocceeeeddss.,Three projects are programmed for FY 2012 - using debt pprroocceeeeddss.,"Fire Station ##44,","originally built in the late 11997700ss,","originally built in the late 11997700ss,","originally built in the late 11997700ss,","originally built in the late 11997700ss,",is programmed to be replaced on site,is programmed to be replaced on site,is programmed to be replaced on site
,"with a modern building built to existing standards. Improved ingress/egress for the equipment, bunking arrangements designed for coed staff, upgrades to interior","with a modern building built to existing standards. Improved ingress/egress for the equipment, bunking arrangements designed for coed staff, upgrades to interior","with a modern building built to existing standards. Improved ingress/egress for the equipment, bunking arrangements designed for coed staff, upgrades to interior","with a modern building built to existing standards. Improved ingress/egress for the equipment, bunking arrangements designed for coed staff, upgrades to interior","with a modern building built to existing standards. Improved ingress/egress for the equipment, bunking arrangements designed for coed staff, upgrades to interior","with a modern building built to existing standards. Improved ingress/egress for the equipment, bunking arrangements designed for coed staff, upgrades to interior","with a modern building built to existing standards. Improved ingress/egress for the equipment, bunking arrangements designed for coed staff, upgrades to interior","with a modern building built to existing standards. Improved ingress/egress for the equipment, bunking arrangements designed for coed staff, upgrades to interior","with a modern building built to existing standards. Improved ingress/egress for the equipment, bunking arrangements designed for coed staff, upgrades to interior","with a modern building built to existing standards. Improved ingress/egress for the equipment, bunking arrangements designed for coed staff, upgrades to interior","with a modern building built to existing standards. Improved ingress/egress for the equipment, bunking arrangements designed for coed staff, upgrades to interior","with a modern building built to existing standards. Improved ingress/egress for the equipment, bunking arrangements designed for coed staff, upgrades to interior"
,space and HVAC/roof work.,Building C at the Government Center was also built in the late 1970s and is also proposed to be replaced on site.,Building C at the Government Center was also built in the late 1970s and is also proposed to be replaced on site.,Building C at the Government Center was also built in the late 1970s and is also proposed to be replaced on site.,Building C at the Government Center was also built in the late 1970s and is also proposed to be replaced on site.,Building C at the Government Center was also built in the late 1970s and is also proposed to be replaced on site.,Building C at the Government Center was also built in the late 1970s and is also proposed to be replaced on site.,Building C at the Government Center was also built in the late 1970s and is also proposed to be replaced on site.,Building C at the Government Center was also built in the late 1970s and is also proposed to be replaced on site.,Building C at the Government Center was also built in the late 1970s and is also proposed to be replaced on site.,Building C at the Government Center was also built in the late 1970s and is also proposed to be replaced on site.,The Mid-County Park
,"upgrade would replace Kidsburg, the rest room, concession, and office spaces at the park and fencing in the fields.","upgrade would replace Kidsburg, the rest room, concession, and office spaces at the park and fencing in the fields.","upgrade would replace Kidsburg, the rest room, concession, and office spaces at the park and fencing in the fields.","upgrade would replace Kidsburg, the rest room, concession, and office spaces at the park and fencing in the fields.","upgrade would replace Kidsburg, the rest room, concession, and office spaces at the park and fencing in the fields.","upgrade would replace Kidsburg, the rest room, concession, and office spaces at the park and fencing in the fields.","upgrade would replace Kidsburg, the rest room, concession, and office spaces at the park and fencing in the fields.","upgrade would replace Kidsburg, the rest room, concession, and office spaces at the park and fencing in the fields.","upgrade would replace Kidsburg, the rest room, concession, and office spaces at the park and fencing in the fields.",,,
,,Rebuild Fire Station #4,Rebuild Fire Station #4,,,,"$3,300,000","$3,300,000",,,,
,,Building C Replacement,Building C Replacement,Building C Replacement,,,"2,300,000","2,300,000",,,,
,,Mid County Park Upgrade,Mid County Park Upgrade,Mid County Park Upgrade,,,"1,400,000","1,400,000",,,,
,,,,,,,"$7,000,000","$7,000,000",,,,
,Debt proceeds of $7 million are programmed in FY 2011 under Capital Projects for Greenspace/PDR projects.,Debt proceeds of $7 million are programmed in FY 2011 under Capital Projects for Greenspace/PDR projects.,Debt proceeds of $7 million are programmed in FY 2011 under Capital Projects for Greenspace/PDR projects.,Debt proceeds of $7 million are programmed in FY 2011 under Capital Projects for Greenspace/PDR projects.,Debt proceeds of $7 million are programmed in FY 2011 under Capital Projects for Greenspace/PDR projects.,Debt proceeds of $7 million are programmed in FY 2011 under Capital Projects for Greenspace/PDR projects.,Debt proceeds of $7 million are programmed in FY 2011 under Capital Projects for Greenspace/PDR projects.,Debt proceeds of $7 million are programmed in FY 2011 under Capital Projects for Greenspace/PDR projects.,This borrowing was approved by voters in a bond,This borrowing was approved by voters in a bond,This borrowing was approved by voters in a bond,This borrowing was approved by voters in a bond
,referendum.,"If the Greenspace and PDR bond issue is delayed until FY 2012 because existing account balances are sufficient to fund the program until that time,","If the Greenspace and PDR bond issue is delayed until FY 2012 because existing account balances are sufficient to fund the program until that time,","If the Greenspace and PDR bond issue is delayed until FY 2012 because existing account balances are sufficient to fund the program until that time,","If the Greenspace and PDR bond issue is delayed until FY 2012 because existing account balances are sufficient to fund the program until that time,","If the Greenspace and PDR bond issue is delayed until FY 2012 because existing account balances are sufficient to fund the program until that time,","If the Greenspace and PDR bond issue is delayed until FY 2012 because existing account balances are sufficient to fund the program until that time,","If the Greenspace and PDR bond issue is delayed until FY 2012 because existing account balances are sufficient to fund the program until that time,","If the Greenspace and PDR bond issue is delayed until FY 2012 because existing account balances are sufficient to fund the program until that time,","If the Greenspace and PDR bond issue is delayed until FY 2012 because existing account balances are sufficient to fund the program until that time,","If the Greenspace and PDR bond issue is delayed until FY 2012 because existing account balances are sufficient to fund the program until that time,","If the Greenspace and PDR bond issue is delayed until FY 2012 because existing account balances are sufficient to fund the program until that time,"
,"the three projects above, programmed for FY 2012, might be done in FY 2011.","the three projects above, programmed for FY 2012, might be done in FY 2011.","the three projects above, programmed for FY 2012, might be done in FY 2011.","the three projects above, programmed for FY 2012, might be done in FY 2011.","the three projects above, programmed for FY 2012, might be done in FY 2011.",,,,,,,
FUNDING ASSUMPTIONS:,FUNDING ASSUMPTIONS:,,,,,,,,,,,
,,,FY 2010,FY 2011,,FY 2012,FY 2013,FY 2013,,FY 2014,FY 2015,
,Reallocate existing capital balances,Reallocate existing capital balances,"$778,500",$,$,,$,,$,,$,
,Possible Debt Financing,,,,,"7,000,000",,,,,,
,County General Fund/Other Sources,County General Fund/Other Sources,,"896,254",,"954,000","1,116,128","1,116,128",,"1,010,000","1,674,200",
,,,"$778,500","$896,254","$7,954,000","$7,954,000","$1,116,128","$1,116,128","$1,010,000","$1,010,000","$1,674,200",
,,,,,Page D-9,Page D-9,,,,,,
