2010 recommendation represents a 0.4% reduction from FY 2009 despite a 4.1% decline in local,2010 recommendation represents a 0.4% reduction from FY 2009 despite a 4.1% decline in local,2010 recommendation represents a 0.4% reduction from FY 2009 despite a 4.1% decline in local,2010 recommendation represents a 0.4% reduction from FY 2009 despite a 4.1% decline in local,2010 recommendation represents a 0.4% reduction from FY 2009 despite a 4.1% decline in local,2010 recommendation represents a 0.4% reduction from FY 2009 despite a 4.1% decline in local,2010 recommendation represents a 0.4% reduction from FY 2009 despite a 4.1% decline in local,2010 recommendation represents a 0.4% reduction from FY 2009 despite a 4.1% decline in local,2010 recommendation represents a 0.4% reduction from FY 2009 despite a 4.1% decline in local,
revenues.,,,,,,,,,
The reduction in funding for the Salaries and Fringes for the five James City County School Board,The reduction in funding for the Salaries and Fringes for the five James City County School Board,The reduction in funding for the Salaries and Fringes for the five James City County School Board,The reduction in funding for the Salaries and Fringes for the five James City County School Board,The reduction in funding for the Salaries and Fringes for the five James City County School Board,The reduction in funding for the Salaries and Fringes for the five James City County School Board,The reduction in funding for the Salaries and Fringes for the five James City County School Board,The reduction in funding for the Salaries and Fringes for the five James City County School Board,The reduction in funding for the Salaries and Fringes for the five James City County School Board,
"members is a “housekeeping” correction only, a better budget estimate.","members is a “housekeeping” correction only, a better budget estimate.","members is a “housekeeping” correction only, a better budget estimate.","members is a “housekeeping” correction only, a better budget estimate.","members is a “housekeeping” correction only, a better budget estimate.","members is a “housekeeping” correction only, a better budget estimate.",,,,
"The impacts of the debt service contributions are shown in Section F of this budget, page F-7.","The impacts of the debt service contributions are shown in Section F of this budget, page F-7.","The impacts of the debt service contributions are shown in Section F of this budget, page F-7.","The impacts of the debt service contributions are shown in Section F of this budget, page F-7.","The impacts of the debt service contributions are shown in Section F of this budget, page F-7.","The impacts of the debt service contributions are shown in Section F of this budget, page F-7.","The impacts of the debt service contributions are shown in Section F of this budget, page F-7.","The impacts of the debt service contributions are shown in Section F of this budget, page F-7.",The,
increases shown here are necessary to cover the costs of both borrowing for the two new schools and,increases shown here are necessary to cover the costs of both borrowing for the two new schools and,increases shown here are necessary to cover the costs of both borrowing for the two new schools and,increases shown here are necessary to cover the costs of both borrowing for the two new schools and,increases shown here are necessary to cover the costs of both borrowing for the two new schools and,increases shown here are necessary to cover the costs of both borrowing for the two new schools and,increases shown here are necessary to cover the costs of both borrowing for the two new schools and,increases shown here are necessary to cover the costs of both borrowing for the two new schools and,increases shown here are necessary to cover the costs of both borrowing for the two new schools and,
reserving funds to offset expected operating increases to open the two new schools in FY 2011.,reserving funds to offset expected operating increases to open the two new schools in FY 2011.,reserving funds to offset expected operating increases to open the two new schools in FY 2011.,reserving funds to offset expected operating increases to open the two new schools in FY 2011.,reserving funds to offset expected operating increases to open the two new schools in FY 2011.,reserving funds to offset expected operating increases to open the two new schools in FY 2011.,reserving funds to offset expected operating increases to open the two new schools in FY 2011.,reserving funds to offset expected operating increases to open the two new schools in FY 2011.,The,
additional costs expected in FY 2011 will be offset by the savings realized when James Blair Middle,additional costs expected in FY 2011 will be offset by the savings realized when James Blair Middle,additional costs expected in FY 2011 will be offset by the savings realized when James Blair Middle,additional costs expected in FY 2011 will be offset by the savings realized when James Blair Middle,additional costs expected in FY 2011 will be offset by the savings realized when James Blair Middle,additional costs expected in FY 2011 will be offset by the savings realized when James Blair Middle,additional costs expected in FY 2011 will be offset by the savings realized when James Blair Middle,additional costs expected in FY 2011 will be offset by the savings realized when James Blair Middle,additional costs expected in FY 2011 will be offset by the savings realized when James Blair Middle,
School closes when the new middle school opens.,School closes when the new middle school opens.,School closes when the new middle school opens.,School closes when the new middle school opens.,School closes when the new middle school opens.,,,,,
,,,,Page C-51,,,,,
