Name: “Table 1 of 1 on page 43 of 62”,Name: “Table 1 of 1 on page 43 of 62”,Name: “Table 1 of 1 on page 43 of 62”,Name: “Table 1 of 1 on page 43 of 62”,Name: “Table 1 of 1 on page 43 of 62”,Name: “Table 1 of 1 on page 43 of 62”,Name: “Table 1 of 1 on page 43 of 62”,Name: “Table 1 of 1 on page 43 of 62”,Name: “Table 1 of 1 on page 43 of 62”,Name: “Table 1 of 1 on page 43 of 62”,Name: “Table 1 of 1 on page 43 of 62”
"constitutional and other offices serving the Norfolk community, including the Norfolk Electoral Board, Sheriff, City","constitutional and other offices serving the Norfolk community, including the Norfolk Electoral Board, Sheriff, City","constitutional and other offices serving the Norfolk community, including the Norfolk Electoral Board, Sheriff, City","constitutional and other offices serving the Norfolk community, including the Norfolk Electoral Board, Sheriff, City","constitutional and other offices serving the Norfolk community, including the Norfolk Electoral Board, Sheriff, City","constitutional and other offices serving the Norfolk community, including the Norfolk Electoral Board, Sheriff, City","constitutional and other offices serving the Norfolk community, including the Norfolk Electoral Board, Sheriff, City","constitutional and other offices serving the Norfolk community, including the Norfolk Electoral Board, Sheriff, City","constitutional and other offices serving the Norfolk community, including the Norfolk Electoral Board, Sheriff, City","constitutional and other offices serving the Norfolk community, including the Norfolk Electoral Board, Sheriff, City","constitutional and other offices serving the Norfolk community, including the Norfolk Electoral Board, Sheriff, City"
"Treasurer, Commissioner of the Revenue, Clerk of the Circuit Court, and Commonwealth’s Attorney.","Treasurer, Commissioner of the Revenue, Clerk of the Circuit Court, and Commonwealth’s Attorney.","Treasurer, Commissioner of the Revenue, Clerk of the Circuit Court, and Commonwealth’s Attorney.","Treasurer, Commissioner of the Revenue, Clerk of the Circuit Court, and Commonwealth’s Attorney.","Treasurer, Commissioner of the Revenue, Clerk of the Circuit Court, and Commonwealth’s Attorney.","Treasurer, Commissioner of the Revenue, Clerk of the Circuit Court, and Commonwealth’s Attorney.","Treasurer, Commissioner of the Revenue, Clerk of the Circuit Court, and Commonwealth’s Attorney.","Treasurer, Commissioner of the Revenue, Clerk of the Circuit Court, and Commonwealth’s Attorney.","Treasurer, Commissioner of the Revenue, Clerk of the Circuit Court, and Commonwealth’s Attorney.",The shared,The shared
expenses revenue category makes up about 2.5 percent ($20.8 million) of General Fund revenues. The 7.7 percent,expenses revenue category makes up about 2.5 percent ($20.8 million) of General Fund revenues. The 7.7 percent,expenses revenue category makes up about 2.5 percent ($20.8 million) of General Fund revenues. The 7.7 percent,expenses revenue category makes up about 2.5 percent ($20.8 million) of General Fund revenues. The 7.7 percent,expenses revenue category makes up about 2.5 percent ($20.8 million) of General Fund revenues. The 7.7 percent,expenses revenue category makes up about 2.5 percent ($20.8 million) of General Fund revenues. The 7.7 percent,expenses revenue category makes up about 2.5 percent ($20.8 million) of General Fund revenues. The 7.7 percent,expenses revenue category makes up about 2.5 percent ($20.8 million) of General Fund revenues. The 7.7 percent,expenses revenue category makes up about 2.5 percent ($20.8 million) of General Fund revenues. The 7.7 percent,expenses revenue category makes up about 2.5 percent ($20.8 million) of General Fund revenues. The 7.7 percent,expenses revenue category makes up about 2.5 percent ($20.8 million) of General Fund revenues. The 7.7 percent
(or $1.5 million) increase in FY 2014 reflects the restoration of Constitutional Officers’ portion of the flexible,(or $1.5 million) increase in FY 2014 reflects the restoration of Constitutional Officers’ portion of the flexible,(or $1.5 million) increase in FY 2014 reflects the restoration of Constitutional Officers’ portion of the flexible,(or $1.5 million) increase in FY 2014 reflects the restoration of Constitutional Officers’ portion of the flexible,(or $1.5 million) increase in FY 2014 reflects the restoration of Constitutional Officers’ portion of the flexible,(or $1.5 million) increase in FY 2014 reflects the restoration of Constitutional Officers’ portion of the flexible,(or $1.5 million) increase in FY 2014 reflects the restoration of Constitutional Officers’ portion of the flexible,(or $1.5 million) increase in FY 2014 reflects the restoration of Constitutional Officers’ portion of the flexible,(or $1.5 million) increase in FY 2014 reflects the restoration of Constitutional Officers’ portion of the flexible,(or $1.5 million) increase in FY 2014 reflects the restoration of Constitutional Officers’ portion of the flexible,(or $1.5 million) increase in FY 2014 reflects the restoration of Constitutional Officers’ portion of the flexible
reduction in aid to localities.,reduction in aid to localities.,reduction in aid to localities.,reduction in aid to localities.,,,,,,,
S TATE C ATEGORICAL A ID,S TATE C ATEGORICAL A ID,S TATE C ATEGORICAL A ID,S TATE C ATEGORICAL A ID,S TATE C ATEGORICAL A ID,S TATE C ATEGORICAL A ID,,,,,
Categorical aid from the Commonwealth consists mainly,Categorical aid from the Commonwealth consists mainly,Categorical aid from the Commonwealth consists mainly,Categorical aid from the Commonwealth consists mainly,Categorical aid from the Commonwealth consists mainly,Categorical aid from the Commonwealth consists mainly,Categorical aid from the Commonwealth consists mainly,Categorical aid from the Commonwealth consists mainly,Categorical aid from the Commonwealth consists mainly,,
"of revenues for education, public assistance grants and","of revenues for education, public assistance grants and","of revenues for education, public assistance grants and","of revenues for education, public assistance grants and","of revenues for education, public assistance grants and","of revenues for education, public assistance grants and","of revenues for education, public assistance grants and","of revenues for education, public assistance grants and","of revenues for education, public assistance grants and",,
social,service,"programs,","programs,",,Virginia,Department,Department,of,,
Transportation (VDOT) funding for street maintenance,Transportation (VDOT) funding for street maintenance,Transportation (VDOT) funding for street maintenance,Transportation (VDOT) funding for street maintenance,Transportation (VDOT) funding for street maintenance,Transportation (VDOT) funding for street maintenance,Transportation (VDOT) funding for street maintenance,Transportation (VDOT) funding for street maintenance,Transportation (VDOT) funding for street maintenance,,
and,port,"funding,",and,local,adult,correctional,correctional,facility.,,
Categorical Aid constitutes about 29.2 percent ($239.1,Categorical Aid constitutes about 29.2 percent ($239.1,Categorical Aid constitutes about 29.2 percent ($239.1,Categorical Aid constitutes about 29.2 percent ($239.1,Categorical Aid constitutes about 29.2 percent ($239.1,Categorical Aid constitutes about 29.2 percent ($239.1,Categorical Aid constitutes about 29.2 percent ($239.1,Categorical Aid constitutes about 29.2 percent ($239.1,Categorical Aid constitutes about 29.2 percent ($239.1,,
million),of,General,Fund,"revenues,","revenues,",with,the,majority,,
($180.3 million) earmarked for education. Categorical Aid,($180.3 million) earmarked for education. Categorical Aid,($180.3 million) earmarked for education. Categorical Aid,($180.3 million) earmarked for education. Categorical Aid,($180.3 million) earmarked for education. Categorical Aid,($180.3 million) earmarked for education. Categorical Aid,($180.3 million) earmarked for education. Categorical Aid,($180.3 million) earmarked for education. Categorical Aid,($180.3 million) earmarked for education. Categorical Aid,,
increased by about $1.2 million (or 0.5 percent) from the,increased by about $1.2 million (or 0.5 percent) from the,increased by about $1.2 million (or 0.5 percent) from the,increased by about $1.2 million (or 0.5 percent) from the,increased by about $1.2 million (or 0.5 percent) from the,increased by about $1.2 million (or 0.5 percent) from the,increased by about $1.2 million (or 0.5 percent) from the,increased by about $1.2 million (or 0.5 percent) from the,increased by about $1.2 million (or 0.5 percent) from the,,
FY 2013 budget.,FY 2013 budget.,The majority of the increase was due to,The majority of the increase was due to,The majority of the increase was due to,The majority of the increase was due to,The majority of the increase was due to,The majority of the increase was due to,The majority of the increase was due to,,
state,funding,for,"education,","education,",road,"maintenance,","maintenance,",and,,
restoration of the portion of the flexible reduction in aid,restoration of the portion of the flexible reduction in aid,restoration of the portion of the flexible reduction in aid,restoration of the portion of the flexible reduction in aid,restoration of the portion of the flexible reduction in aid,restoration of the portion of the flexible reduction in aid,restoration of the portion of the flexible reduction in aid,restoration of the portion of the flexible reduction in aid,restoration of the portion of the flexible reduction in aid,,
to localities that had been passed on to jail per diems.,to localities that had been passed on to jail per diems.,to localities that had been passed on to jail per diems.,to localities that had been passed on to jail per diems.,to localities that had been passed on to jail per diems.,to localities that had been passed on to jail per diems.,to localities that had been passed on to jail per diems.,to localities that had been passed on to jail per diems.,,,
Categorical aid for education includes the state sales and use tax and state school funds. State sales and use tax for,Categorical aid for education includes the state sales and use tax and state school funds. State sales and use tax for,Categorical aid for education includes the state sales and use tax and state school funds. State sales and use tax for,Categorical aid for education includes the state sales and use tax and state school funds. State sales and use tax for,Categorical aid for education includes the state sales and use tax and state school funds. State sales and use tax for,Categorical aid for education includes the state sales and use tax and state school funds. State sales and use tax for,Categorical aid for education includes the state sales and use tax and state school funds. State sales and use tax for,Categorical aid for education includes the state sales and use tax and state school funds. State sales and use tax for,Categorical aid for education includes the state sales and use tax and state school funds. State sales and use tax for,Categorical aid for education includes the state sales and use tax and state school funds. State sales and use tax for,Categorical aid for education includes the state sales and use tax and state school funds. State sales and use tax for
"schools is the revenue from the city’s proportionate share of the one percent of the state sales and use tax,","schools is the revenue from the city’s proportionate share of the one percent of the state sales and use tax,","schools is the revenue from the city’s proportionate share of the one percent of the state sales and use tax,","schools is the revenue from the city’s proportionate share of the one percent of the state sales and use tax,","schools is the revenue from the city’s proportionate share of the one percent of the state sales and use tax,","schools is the revenue from the city’s proportionate share of the one percent of the state sales and use tax,","schools is the revenue from the city’s proportionate share of the one percent of the state sales and use tax,","schools is the revenue from the city’s proportionate share of the one percent of the state sales and use tax,","schools is the revenue from the city’s proportionate share of the one percent of the state sales and use tax,","schools is the revenue from the city’s proportionate share of the one percent of the state sales and use tax,","schools is the revenue from the city’s proportionate share of the one percent of the state sales and use tax,"
designated for education purposes.,designated for education purposes.,designated for education purposes.,designated for education purposes.,designated for education purposes.,designated for education purposes.,"Beginning July 1, 2012, the city’s share of the state sales and use tax will be","Beginning July 1, 2012, the city’s share of the state sales and use tax will be","Beginning July 1, 2012, the city’s share of the state sales and use tax will be","Beginning July 1, 2012, the city’s share of the state sales and use tax will be","Beginning July 1, 2012, the city’s share of the state sales and use tax will be"
based on the population estimate provided by the Weldon Cooper Center for Public Service at the University of,based on the population estimate provided by the Weldon Cooper Center for Public Service at the University of,based on the population estimate provided by the Weldon Cooper Center for Public Service at the University of,based on the population estimate provided by the Weldon Cooper Center for Public Service at the University of,based on the population estimate provided by the Weldon Cooper Center for Public Service at the University of,based on the population estimate provided by the Weldon Cooper Center for Public Service at the University of,based on the population estimate provided by the Weldon Cooper Center for Public Service at the University of,based on the population estimate provided by the Weldon Cooper Center for Public Service at the University of,based on the population estimate provided by the Weldon Cooper Center for Public Service at the University of,based on the population estimate provided by the Weldon Cooper Center for Public Service at the University of,based on the population estimate provided by the Weldon Cooper Center for Public Service at the University of
Virginia.,"Additionally in FY 2005, half of the one-half cent sales and use tax increase approved by the General","Additionally in FY 2005, half of the one-half cent sales and use tax increase approved by the General","Additionally in FY 2005, half of the one-half cent sales and use tax increase approved by the General","Additionally in FY 2005, half of the one-half cent sales and use tax increase approved by the General","Additionally in FY 2005, half of the one-half cent sales and use tax increase approved by the General","Additionally in FY 2005, half of the one-half cent sales and use tax increase approved by the General","Additionally in FY 2005, half of the one-half cent sales and use tax increase approved by the General","Additionally in FY 2005, half of the one-half cent sales and use tax increase approved by the General","Additionally in FY 2005, half of the one-half cent sales and use tax increase approved by the General","Additionally in FY 2005, half of the one-half cent sales and use tax increase approved by the General"
Assembly was earmarked for local school systems and real estate tax relief.,Assembly was earmarked for local school systems and real estate tax relief.,Assembly was earmarked for local school systems and real estate tax relief.,Assembly was earmarked for local school systems and real estate tax relief.,Assembly was earmarked for local school systems and real estate tax relief.,Assembly was earmarked for local school systems and real estate tax relief.,Assembly was earmarked for local school systems and real estate tax relief.,Assembly was earmarked for local school systems and real estate tax relief.,Assembly was earmarked for local school systems and real estate tax relief.,This amounts to an additional one-,This amounts to an additional one-
quarter percent on the sales tax dedicated to schools.,quarter percent on the sales tax dedicated to schools.,quarter percent on the sales tax dedicated to schools.,quarter percent on the sales tax dedicated to schools.,quarter percent on the sales tax dedicated to schools.,quarter percent on the sales tax dedicated to schools.,quarter percent on the sales tax dedicated to schools.,quarter percent on the sales tax dedicated to schools.,Half of that quarter percent is distributed in the same,Half of that quarter percent is distributed in the same,Half of that quarter percent is distributed in the same
manner as the one percent return discussed above.,manner as the one percent return discussed above.,manner as the one percent return discussed above.,manner as the one percent return discussed above.,manner as the one percent return discussed above.,manner as the one percent return discussed above.,manner as the one percent return discussed above.,manner as the one percent return discussed above.,The other half of the quarter percent goes to support the,The other half of the quarter percent goes to support the,The other half of the quarter percent goes to support the
Standards of Quality (SOQ) which is included in state school funds.,Standards of Quality (SOQ) which is included in state school funds.,Standards of Quality (SOQ) which is included in state school funds.,Standards of Quality (SOQ) which is included in state school funds.,Standards of Quality (SOQ) which is included in state school funds.,Standards of Quality (SOQ) which is included in state school funds.,Standards of Quality (SOQ) which is included in state school funds.,Standards of Quality (SOQ) which is included in state school funds.,Standards of Quality (SOQ) which is included in state school funds.,State school funds reflect schools operational,State school funds reflect schools operational
costs. The rate of reimbursements is based on the SOQ formula. Reimbursement rates vary by program and area of,costs. The rate of reimbursements is based on the SOQ formula. Reimbursement rates vary by program and area of,costs. The rate of reimbursements is based on the SOQ formula. Reimbursement rates vary by program and area of,costs. The rate of reimbursements is based on the SOQ formula. Reimbursement rates vary by program and area of,costs. The rate of reimbursements is based on the SOQ formula. Reimbursement rates vary by program and area of,costs. The rate of reimbursements is based on the SOQ formula. Reimbursement rates vary by program and area of,costs. The rate of reimbursements is based on the SOQ formula. Reimbursement rates vary by program and area of,costs. The rate of reimbursements is based on the SOQ formula. Reimbursement rates vary by program and area of,costs. The rate of reimbursements is based on the SOQ formula. Reimbursement rates vary by program and area of,costs. The rate of reimbursements is based on the SOQ formula. Reimbursement rates vary by program and area of,costs. The rate of reimbursements is based on the SOQ formula. Reimbursement rates vary by program and area of
emphasis.,emphasis.,Changes in enrollment figures affect this revenue source.,Changes in enrollment figures affect this revenue source.,Changes in enrollment figures affect this revenue source.,Changes in enrollment figures affect this revenue source.,Changes in enrollment figures affect this revenue source.,Changes in enrollment figures affect this revenue source.,Changes in enrollment figures affect this revenue source.,Localities are required to match the State,Localities are required to match the State
"contribution based on a composite index. Currently, Norfolk funds more than its required share of local effort.","contribution based on a composite index. Currently, Norfolk funds more than its required share of local effort.","contribution based on a composite index. Currently, Norfolk funds more than its required share of local effort.","contribution based on a composite index. Currently, Norfolk funds more than its required share of local effort.","contribution based on a composite index. Currently, Norfolk funds more than its required share of local effort.","contribution based on a composite index. Currently, Norfolk funds more than its required share of local effort.","contribution based on a composite index. Currently, Norfolk funds more than its required share of local effort.","contribution based on a composite index. Currently, Norfolk funds more than its required share of local effort.","contribution based on a composite index. Currently, Norfolk funds more than its required share of local effort.","contribution based on a composite index. Currently, Norfolk funds more than its required share of local effort.",
Categorical aid also includes the state reimbursements for the cost of operating the Department of Human,Categorical aid also includes the state reimbursements for the cost of operating the Department of Human,Categorical aid also includes the state reimbursements for the cost of operating the Department of Human,Categorical aid also includes the state reimbursements for the cost of operating the Department of Human,Categorical aid also includes the state reimbursements for the cost of operating the Department of Human,Categorical aid also includes the state reimbursements for the cost of operating the Department of Human,Categorical aid also includes the state reimbursements for the cost of operating the Department of Human,Categorical aid also includes the state reimbursements for the cost of operating the Department of Human,Categorical aid also includes the state reimbursements for the cost of operating the Department of Human,Categorical aid also includes the state reimbursements for the cost of operating the Department of Human,Categorical aid also includes the state reimbursements for the cost of operating the Department of Human
Services (DHS).,Services (DHS).,"Reimbursable costs include the cost of personnel, fringe benefits, non-personal services, rent for","Reimbursable costs include the cost of personnel, fringe benefits, non-personal services, rent for","Reimbursable costs include the cost of personnel, fringe benefits, non-personal services, rent for","Reimbursable costs include the cost of personnel, fringe benefits, non-personal services, rent for","Reimbursable costs include the cost of personnel, fringe benefits, non-personal services, rent for","Reimbursable costs include the cost of personnel, fringe benefits, non-personal services, rent for","Reimbursable costs include the cost of personnel, fringe benefits, non-personal services, rent for","Reimbursable costs include the cost of personnel, fringe benefits, non-personal services, rent for","Reimbursable costs include the cost of personnel, fringe benefits, non-personal services, rent for"
,,,,,,,,,Major Revenue Sources,43
