Name: “Table 1 of 1 on page 62 of 62”,Name: “Table 1 of 1 on page 62 of 62”,Name: “Table 1 of 1 on page 62 of 62”,Name: “Table 1 of 1 on page 62 of 62”,Name: “Table 1 of 1 on page 62 of 62”,Name: “Table 1 of 1 on page 62 of 62”,Name: “Table 1 of 1 on page 62 of 62”,Name: “Table 1 of 1 on page 62 of 62”,Name: “Table 1 of 1 on page 62 of 62”,Name: “Table 1 of 1 on page 62 of 62”
2028,"4,840,000","1,287,175","6,127,175","2,790,000",-,"2,790,000","47,556,981","12,787,007","60,343,988"
2029,"5,100,000","1,032,375","6,132,375","2,790,000",-,"2,790,000","38,610,000","10,544,991","49,154,991"
2030,"5,195,000","763,850","5,958,850","2,365,000",-,"2,365,000","33,585,000","8,839,401","42,424,401"
2031,"5,480,000","485,000","5,965,000","1,940,000",-,"1,940,000","34,015,000","7,274,077","41,289,077"
2032,"945,000","190,825","1,135,825","1,565,000",-,"1,565,000","15,395,000","5,672,251","21,067,251"
2033,"990,000","146,425","1,136,425","1,065,000",-,"1,065,000","24,080,000","4,738,183","28,818,183"
2034,"1,035,000","99,900","1,134,900","832,500",-,"832,500","12,677,500","3,969,794","16,647,294"
2035,"1,090,000","51,250","1,141,250","300,000",-,"300,000","12,680,000","3,389,456","16,069,456"
2036,-,-,-,-,-,-,"11,800,000","2,785,675","14,585,675"
2037,-,-,-,-,-,-,"10,890,000","2,243,537","13,133,537"
2038,-,-,-,-,-,-,"11,370,000","1,714,279","13,084,279"
2039,-,-,-,-,-,-,"9,765,000","1,252,081","11,017,081"
2040,-,-,-,-,-,-,"6,435,000","876,600","7,311,600"
2041,-,-,-,-,-,-,"6,690,000","577,875","7,267,875"
2042,,,,,-,-,"4,190,000","322,500","4,512,500"
2043,,,,,-,-,"4,355,000","108,875","4,463,875"
2044,-,-,-,-,-,-,-,-,-
,"82,255,000","48,261,138","130,516,138","53,300,000",-,"53,300,000","1,275,480,431","590,770,626","1,866,251,057"
"(1) Existing Debt Service as of June 30, 2013. Excludes any future issuances.","(1) Existing Debt Service as of June 30, 2013. Excludes any future issuances.","(1) Existing Debt Service as of June 30, 2013. Excludes any future issuances.","(1) Existing Debt Service as of June 30, 2013. Excludes any future issuances.","(1) Existing Debt Service as of June 30, 2013. Excludes any future issuances.","(1) Existing Debt Service as of June 30, 2013. Excludes any future issuances.","(1) Existing Debt Service as of June 30, 2013. Excludes any future issuances.",,,
"(2) Figures exclude debt service due on $75,305,000 General Obligation Bond Anticipation Notes, Series 2011A and 2011B, to","(2) Figures exclude debt service due on $75,305,000 General Obligation Bond Anticipation Notes, Series 2011A and 2011B, to","(2) Figures exclude debt service due on $75,305,000 General Obligation Bond Anticipation Notes, Series 2011A and 2011B, to","(2) Figures exclude debt service due on $75,305,000 General Obligation Bond Anticipation Notes, Series 2011A and 2011B, to","(2) Figures exclude debt service due on $75,305,000 General Obligation Bond Anticipation Notes, Series 2011A and 2011B, to","(2) Figures exclude debt service due on $75,305,000 General Obligation Bond Anticipation Notes, Series 2011A and 2011B, to","(2) Figures exclude debt service due on $75,305,000 General Obligation Bond Anticipation Notes, Series 2011A and 2011B, to","(2) Figures exclude debt service due on $75,305,000 General Obligation Bond Anticipation Notes, Series 2011A and 2011B, to","(2) Figures exclude debt service due on $75,305,000 General Obligation Bond Anticipation Notes, Series 2011A and 2011B, to","(2) Figures exclude debt service due on $75,305,000 General Obligation Bond Anticipation Notes, Series 2011A and 2011B, to"
"better match the useful life of the assets financed by refinancing the principal over a longer period prior to the January 1, 2014.","better match the useful life of the assets financed by refinancing the principal over a longer period prior to the January 1, 2014.","better match the useful life of the assets financed by refinancing the principal over a longer period prior to the January 1, 2014.","better match the useful life of the assets financed by refinancing the principal over a longer period prior to the January 1, 2014.","better match the useful life of the assets financed by refinancing the principal over a longer period prior to the January 1, 2014.","better match the useful life of the assets financed by refinancing the principal over a longer period prior to the January 1, 2014.","better match the useful life of the assets financed by refinancing the principal over a longer period prior to the January 1, 2014.","better match the useful life of the assets financed by refinancing the principal over a longer period prior to the January 1, 2014.","better match the useful life of the assets financed by refinancing the principal over a longer period prior to the January 1, 2014.","better match the useful life of the assets financed by refinancing the principal over a longer period prior to the January 1, 2014."
"(3) General Obligation bonds have been used to finance Water, Wastewater, Parking, Storm Water, Maritime, and Towing and","(3) General Obligation bonds have been used to finance Water, Wastewater, Parking, Storm Water, Maritime, and Towing and","(3) General Obligation bonds have been used to finance Water, Wastewater, Parking, Storm Water, Maritime, and Towing and","(3) General Obligation bonds have been used to finance Water, Wastewater, Parking, Storm Water, Maritime, and Towing and","(3) General Obligation bonds have been used to finance Water, Wastewater, Parking, Storm Water, Maritime, and Towing and","(3) General Obligation bonds have been used to finance Water, Wastewater, Parking, Storm Water, Maritime, and Towing and","(3) General Obligation bonds have been used to finance Water, Wastewater, Parking, Storm Water, Maritime, and Towing and","(3) General Obligation bonds have been used to finance Water, Wastewater, Parking, Storm Water, Maritime, and Towing and","(3) General Obligation bonds have been used to finance Water, Wastewater, Parking, Storm Water, Maritime, and Towing and","(3) General Obligation bonds have been used to finance Water, Wastewater, Parking, Storm Water, Maritime, and Towing and"
Recovery projects.,Recovery projects.,The bonded debt associated with those projects is self-supported by their respective funds.,The bonded debt associated with those projects is self-supported by their respective funds.,The bonded debt associated with those projects is self-supported by their respective funds.,The bonded debt associated with those projects is self-supported by their respective funds.,The bonded debt associated with those projects is self-supported by their respective funds.,The bonded debt associated with those projects is self-supported by their respective funds.,The bonded debt associated with those projects is self-supported by their respective funds.,The Debt
Service portion of the General Fund budget finances only the General Capital projects and not its self-supporting funds.,Service portion of the General Fund budget finances only the General Capital projects and not its self-supporting funds.,Service portion of the General Fund budget finances only the General Capital projects and not its self-supporting funds.,Service portion of the General Fund budget finances only the General Capital projects and not its self-supporting funds.,Service portion of the General Fund budget finances only the General Capital projects and not its self-supporting funds.,Service portion of the General Fund budget finances only the General Capital projects and not its self-supporting funds.,Service portion of the General Fund budget finances only the General Capital projects and not its self-supporting funds.,Service portion of the General Fund budget finances only the General Capital projects and not its self-supporting funds.,Service portion of the General Fund budget finances only the General Capital projects and not its self-supporting funds.,Service portion of the General Fund budget finances only the General Capital projects and not its self-supporting funds.
62,Yearly Maturity of Long-Term Debt,Yearly Maturity of Long-Term Debt,Yearly Maturity of Long-Term Debt,,,,,,
