Name: “Table 1 of 1 on page 67 of 121”,Name: “Table 1 of 1 on page 67 of 121”,Name: “Table 1 of 1 on page 67 of 121”,Name: “Table 1 of 1 on page 67 of 121”,Name: “Table 1 of 1 on page 67 of 121”,Name: “Table 1 of 1 on page 67 of 121”,Name: “Table 1 of 1 on page 67 of 121”,Name: “Table 1 of 1 on page 67 of 121”,Name: “Table 1 of 1 on page 67 of 121”,Name: “Table 1 of 1 on page 67 of 121”,Name: “Table 1 of 1 on page 67 of 121”
Implementation activities associated with the redesign of the Buckroe Park include extending First Street to Point Comfort,Implementation activities associated with the redesign of the Buckroe Park include extending First Street to Point Comfort,Implementation activities associated with the redesign of the Buckroe Park include extending First Street to Point Comfort,Implementation activities associated with the redesign of the Buckroe Park include extending First Street to Point Comfort,Implementation activities associated with the redesign of the Buckroe Park include extending First Street to Point Comfort,Implementation activities associated with the redesign of the Buckroe Park include extending First Street to Point Comfort,Implementation activities associated with the redesign of the Buckroe Park include extending First Street to Point Comfort,Implementation activities associated with the redesign of the Buckroe Park include extending First Street to Point Comfort,,,
Avenue; constructing a new entry to create a formal address and gateway to the park at the end of Pembroke Avenue;,Avenue; constructing a new entry to create a formal address and gateway to the park at the end of Pembroke Avenue;,Avenue; constructing a new entry to create a formal address and gateway to the park at the end of Pembroke Avenue;,Avenue; constructing a new entry to create a formal address and gateway to the park at the end of Pembroke Avenue;,Avenue; constructing a new entry to create a formal address and gateway to the park at the end of Pembroke Avenue;,Avenue; constructing a new entry to create a formal address and gateway to the park at the end of Pembroke Avenue;,Avenue; constructing a new entry to create a formal address and gateway to the park at the end of Pembroke Avenue;,Avenue; constructing a new entry to create a formal address and gateway to the park at the end of Pembroke Avenue;,,,
"redesigning the parking areas; and relocating the playground, shade structures, restrooms and concessions to be more","redesigning the parking areas; and relocating the playground, shade structures, restrooms and concessions to be more","redesigning the parking areas; and relocating the playground, shade structures, restrooms and concessions to be more","redesigning the parking areas; and relocating the playground, shade structures, restrooms and concessions to be more","redesigning the parking areas; and relocating the playground, shade structures, restrooms and concessions to be more","redesigning the parking areas; and relocating the playground, shade structures, restrooms and concessions to be more","redesigning the parking areas; and relocating the playground, shade structures, restrooms and concessions to be more","redesigning the parking areas; and relocating the playground, shade structures, restrooms and concessions to be more",,,
"accessible to the parking areas, park users and the beach.","accessible to the parking areas, park users and the beach.","accessible to the parking areas, park users and the beach.",,,,,,,,
,Expenditures,,Amount,,FY 2010,,FY 2011,FY 2012,FY 2013,FY 2014
Preliminary Designs/Plans,,,,$0,,$0,$0,$0,$0,$0
Engineering/Architectural Services,Engineering/Architectural Services,,,0,,0,0,0,0,0
Land/Right-of-Way/Acquisition,Land/Right-of-Way/Acquisition,,,0,,0,0,0,0,0
Demolition/Grade/Site Preparation,Demolition/Grade/Site Preparation,,,0,,0,0,0,0,0
Building/Utility/Construction,,,,0,,0,0,0,0,0
Equipment/Machinery/Furniture,Equipment/Machinery/Furniture,,,0,,0,0,0,0,0
Other Costs,,,"1,000,000","1,000,000","1,000,000","1,000,000",0,0,0,0
,,Grand Total,"$1,000,000","$1,000,000",,,,,,
,Revenues,,Amount,,FY 2010,,FY 2011,FY 2012,FY 2013,FY 2014
Congestion Mitigation Air Quality (CMAQ) Funds,Congestion Mitigation Air Quality (CMAQ) Funds,,,$0,,$0,$0,$0,$0,$0
General Fund Operating Revenues,General Fund Operating Revenues,,,0,,0,0,0,0,0
General Fund Balance Transfer,General Fund Balance Transfer,,,0,,0,0,0,0,0
General Obligation Bond Interest,General Obligation Bond Interest,,,0,,0,0,0,0,0
General Obligation Bond Proceeds~City,General Obligation Bond Proceeds~City,,"1,000,000","1,000,000","1,000,000","1,000,000",0,0,0,0
General Obligation Bond Proceeds~School,General Obligation Bond Proceeds~School,,,0,,0,0,0,0,0
Stormwater Funds,,,,0,,0,0,0,0,0
Urban Construction Funds,,,,0,,0,0,0,0,0
Urban Development Action Grant (UDAG) Funds,Urban Development Action Grant (UDAG) Funds,,,0,,0,0,0,0,0
Urban Maintenance Contributions,Urban Maintenance Contributions,,,0,,0,0,0,0,0
,,Grand Total,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0,$0,$0
Project Status:,,,,,,,,Impact on Operating Budget:,Impact on Operating Budget:,
There is no status to report at this time.,There is no status to report at this time.,,,,,,,This project would require maintenance of the property,This project would require maintenance of the property,
,,,,,,,,until such time it is redeveloped.,,
,,,"City of Hampton, VA ~ FY 2010-2014 Capital Improvement Plan","City of Hampton, VA ~ FY 2010-2014 Capital Improvement Plan","City of Hampton, VA ~ FY 2010-2014 Capital Improvement Plan","City of Hampton, VA ~ FY 2010-2014 Capital Improvement Plan","City of Hampton, VA ~ FY 2010-2014 Capital Improvement Plan",,,
