Name: “Table 1 of 1 on page 93 of 121”,Name: “Table 1 of 1 on page 93 of 121”,Name: “Table 1 of 1 on page 93 of 121”,Name: “Table 1 of 1 on page 93 of 121”,Name: “Table 1 of 1 on page 93 of 121”,Name: “Table 1 of 1 on page 93 of 121”,Name: “Table 1 of 1 on page 93 of 121”,Name: “Table 1 of 1 on page 93 of 121”,Name: “Table 1 of 1 on page 93 of 121”,Name: “Table 1 of 1 on page 93 of 121”,Name: “Table 1 of 1 on page 93 of 121”,Name: “Table 1 of 1 on page 93 of 121”,Name: “Table 1 of 1 on page 93 of 121”,Name: “Table 1 of 1 on page 93 of 121”,Name: “Table 1 of 1 on page 93 of 121”,Name: “Table 1 of 1 on page 93 of 121”,Name: “Table 1 of 1 on page 93 of 121”,Name: “Table 1 of 1 on page 93 of 121”,Name: “Table 1 of 1 on page 93 of 121”
Land/Right-of-Way/Acquisition,Land/Right-of-Way/Acquisition,Land/Right-of-Way/Acquisition,Land/Right-of-Way/Acquisition,,,,,0,,,,0,,,0,0,0,0
Demolition/Grade/Site Preparation,Demolition/Grade/Site Preparation,Demolition/Grade/Site Preparation,Demolition/Grade/Site Preparation,,,,,0,,,,0,,,0,0,0,0
Building/Utility/Construction,Building/Utility/Construction,Building/Utility/Construction,Building/Utility/Construction,,,,,"3,778,970",,,,0,,,0,"3,778,970",0,0
Equipment/Machinery/Furniture,Equipment/Machinery/Furniture,Equipment/Machinery/Furniture,Equipment/Machinery/Furniture,,,,,0,,,,0,,,0,0,0,0
Other Costs,,,,,,,,"500,000",,,,0,,,0,"500,000",0,0
,,,,,Grand Total,Grand Total,,"$4,572,970",,,,,,,,,,
,,Revenues,Revenues,,,,,Amount,,FY 2010,FY 2010,,FY 2011,FY 2011,,FY 2012,FY 2013,FY 2014
Congestion Mitigation Air Quality (CMAQ) Funds,Congestion Mitigation Air Quality (CMAQ) Funds,Congestion Mitigation Air Quality (CMAQ) Funds,Congestion Mitigation Air Quality (CMAQ) Funds,Congestion Mitigation Air Quality (CMAQ) Funds,Congestion Mitigation Air Quality (CMAQ) Funds,,,$0,,,,$0,,,$0,$0,$0,$0
General Fund Operating Revenues,General Fund Operating Revenues,General Fund Operating Revenues,General Fund Operating Revenues,,,,,0,,,,0,,,0,0,0,0
General Fund Balance Transfer,General Fund Balance Transfer,General Fund Balance Transfer,General Fund Balance Transfer,,,,,0,,,,0,,,0,0,0,0
General Obligation Bond Proceeds~City,General Obligation Bond Proceeds~City,General Obligation Bond Proceeds~City,General Obligation Bond Proceeds~City,General Obligation Bond Proceeds~City,,,,"4,572,970",,,,0,,,0,"4,572,970",0,0
General Obligation Bond Proceeds~School,General Obligation Bond Proceeds~School,General Obligation Bond Proceeds~School,General Obligation Bond Proceeds~School,General Obligation Bond Proceeds~School,,,,0,,,,0,,,0,0,0,0
Stormwater Funds,Stormwater Funds,,,,,,,0,,,,0,,,0,0,0,0
Urban Construction Funds,Urban Construction Funds,Urban Construction Funds,,,,,,0,,,,0,,,0,0,0,0
Urban Development Action Grant (UDAG) Funds,Urban Development Action Grant (UDAG) Funds,Urban Development Action Grant (UDAG) Funds,Urban Development Action Grant (UDAG) Funds,Urban Development Action Grant (UDAG) Funds,Urban Development Action Grant (UDAG) Funds,,,0,,,,0,,,0,0,0,0
Urban Maintenance Contributions,Urban Maintenance Contributions,Urban Maintenance Contributions,Urban Maintenance Contributions,,,,,0,,,,0,,,0,0,0,0
,,,,,Grand Total,Grand Total,,"$4,572,970",,,,$0,,,$0,"$4,572,970",$0,$0
Project Status:,,,,,,,,,,,,,,,,Impact on Operating Budget:,Impact on Operating Budget:,
"Final site planning for the Fire Station and Communications Tower is on-going and to the extent possible, the needs for the","Final site planning for the Fire Station and Communications Tower is on-going and to the extent possible, the needs for the","Final site planning for the Fire Station and Communications Tower is on-going and to the extent possible, the needs for the","Final site planning for the Fire Station and Communications Tower is on-going and to the extent possible, the needs for the","Final site planning for the Fire Station and Communications Tower is on-going and to the extent possible, the needs for the","Final site planning for the Fire Station and Communications Tower is on-going and to the extent possible, the needs for the","Final site planning for the Fire Station and Communications Tower is on-going and to the extent possible, the needs for the","Final site planning for the Fire Station and Communications Tower is on-going and to the extent possible, the needs for the","Final site planning for the Fire Station and Communications Tower is on-going and to the extent possible, the needs for the","Final site planning for the Fire Station and Communications Tower is on-going and to the extent possible, the needs for the","Final site planning for the Fire Station and Communications Tower is on-going and to the extent possible, the needs for the","Final site planning for the Fire Station and Communications Tower is on-going and to the extent possible, the needs for the","Final site planning for the Fire Station and Communications Tower is on-going and to the extent possible, the needs for the","Final site planning for the Fire Station and Communications Tower is on-going and to the extent possible, the needs for the","Final site planning for the Fire Station and Communications Tower is on-going and to the extent possible, the needs for the","Final site planning for the Fire Station and Communications Tower is on-going and to the extent possible, the needs for the",There is no impact on the operating budget.,There is no impact on the operating budget.,
new,EOC/911/311,Center,have,been,accommodated,on,site.,Construction,of,both,the,Fire,Station,project,and,,,
"Communications Tower should begin in the next 6 months. Architectural and engineering design work on the 18,000 square","Communications Tower should begin in the next 6 months. Architectural and engineering design work on the 18,000 square","Communications Tower should begin in the next 6 months. Architectural and engineering design work on the 18,000 square","Communications Tower should begin in the next 6 months. Architectural and engineering design work on the 18,000 square","Communications Tower should begin in the next 6 months. Architectural and engineering design work on the 18,000 square","Communications Tower should begin in the next 6 months. Architectural and engineering design work on the 18,000 square","Communications Tower should begin in the next 6 months. Architectural and engineering design work on the 18,000 square","Communications Tower should begin in the next 6 months. Architectural and engineering design work on the 18,000 square","Communications Tower should begin in the next 6 months. Architectural and engineering design work on the 18,000 square","Communications Tower should begin in the next 6 months. Architectural and engineering design work on the 18,000 square","Communications Tower should begin in the next 6 months. Architectural and engineering design work on the 18,000 square","Communications Tower should begin in the next 6 months. Architectural and engineering design work on the 18,000 square","Communications Tower should begin in the next 6 months. Architectural and engineering design work on the 18,000 square","Communications Tower should begin in the next 6 months. Architectural and engineering design work on the 18,000 square","Communications Tower should begin in the next 6 months. Architectural and engineering design work on the 18,000 square","Communications Tower should begin in the next 6 months. Architectural and engineering design work on the 18,000 square",,,
foot EOC/911/311 Facility will commence when funding is allocated.,foot EOC/911/311 Facility will commence when funding is allocated.,foot EOC/911/311 Facility will commence when funding is allocated.,foot EOC/911/311 Facility will commence when funding is allocated.,foot EOC/911/311 Facility will commence when funding is allocated.,foot EOC/911/311 Facility will commence when funding is allocated.,foot EOC/911/311 Facility will commence when funding is allocated.,foot EOC/911/311 Facility will commence when funding is allocated.,,,,,,,,,,,
,,,,,,,"City of Hampton, VA ~ FY 2010-2014 Capital Improvement Plan","City of Hampton, VA ~ FY 2010-2014 Capital Improvement Plan","City of Hampton, VA ~ FY 2010-2014 Capital Improvement Plan","City of Hampton, VA ~ FY 2010-2014 Capital Improvement Plan","City of Hampton, VA ~ FY 2010-2014 Capital Improvement Plan","City of Hampton, VA ~ FY 2010-2014 Capital Improvement Plan","City of Hampton, VA ~ FY 2010-2014 Capital Improvement Plan","City of Hampton, VA ~ FY 2010-2014 Capital Improvement Plan","City of Hampton, VA ~ FY 2010-2014 Capital Improvement Plan",,,
