,City of Portsmouth,
,Fiscal Year 2014 Adopted Budget,
"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural",
,Business Center Index,
Organizational Chart,,11 - 2
Business Center Summary,,11 - 3
Museums,,11 - 4
Public Library,,11 - 5
Law Library Fund,,11 - 6
Golf Services Fund,,11 - 7
"Parks, Recreation and Leisure Services - Administration","Parks, Recreation and Leisure Services - Administration",11 - 8
"Parks, Recreation and Leisure Services - Parks","Parks, Recreation and Leisure Services - Parks",11 - 9
"Parks, Recreation and Leisure Services - Recreation","Parks, Recreation and Leisure Services - Recreation",11 - 10
Recreation Fund,,11 - 11
Fiscal Year 2014,11 - 1,"Parks, Recreation, and Cultural"
,City of Portsmouth,
,Fiscal Year 2014 Adopted Budget,
"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural",
Business Center Organizational Chart,Business Center Organizational Chart,
Total Permanent Positions,,
Positions =,124,
,Museums,
,Positions =,25
,Public Library,
,Positions =,29
,Golf Services Fund,
,Positions =,17
,"Parks, Recreation and Leisure Services - Administration","Parks, Recreation and Leisure Services - Administration"
,Positions =,53
,Recreation Fund,
,Positions =,-
Fiscal Year 2014,11 - 2,"Parks, Recreation, and Cultural"
,City of Portsmouth,City of Portsmouth,,,
Museums,,"1,853,599","1,774,178","1,774,178","1,764,811"
"Parks, Recreation and Leisure Services - Administration",,"3,597,911","4,042,235","4,042,235","4,069,853"
"Parks, Recreation and Leisure Services - Parks",,"1,573,874","1,953,354","1,953,354","2,096,514"
"Parks, Recreation and Leisure Services - Recreation",,"253,316","359,460","359,460","359,460"
Public Library,,"2,095,724","2,284,466","2,284,466","2,209,126"
Recreation Fund,,"657,495","600,000","600,000","640,437"
,Total Budget,"12,277,060","13,615,550","13,615,550","13,794,815"
,,FY 2012,FY 2013,FY 2013,FY 2014
Funding Sources,,Actual,Adopted,Amended,Adopted
100 General Fund,,"9,374,424","10,413,693","10,413,693","10,499,764"
405 Public Law Library Fund,,"26,411","31,026","31,026","31,026"
440 Recreation Fund,,"657,495","600,000","600,000","640,437"
720 Golf Fund,,"2,218,730","2,570,831","2,570,831","2,623,588"
,Total Funding,"12,277,060","13,615,550","13,615,550","13,794,815"
Fiscal Year 2014,11 - 3,,,"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural"
,City of Portsmouth,City of Portsmouth,,,
Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural","Parks, Recreation, and Cultural",,,
,Museums,,,,
Business Unit Mission Statement,,,,,
"To provide the citizens of Portsmouth, Hampton Roads, the Commonwealth of Virginia, and beyond, high quality educational and","To provide the citizens of Portsmouth, Hampton Roads, the Commonwealth of Virginia, and beyond, high quality educational and","To provide the citizens of Portsmouth, Hampton Roads, the Commonwealth of Virginia, and beyond, high quality educational and","To provide the citizens of Portsmouth, Hampton Roads, the Commonwealth of Virginia, and beyond, high quality educational and","To provide the citizens of Portsmouth, Hampton Roads, the Commonwealth of Virginia, and beyond, high quality educational and",
"cultural experiences in the arts, humanities, and the sciences.","cultural experiences in the arts, humanities, and the sciences.",,,,
Description of Services Provided,,,,,
The Department of Museums provides high quality educational and cultural experiences in the arts and humanities through,The Department of Museums provides high quality educational and cultural experiences in the arts and humanities through,The Department of Museums provides high quality educational and cultural experiences in the arts and humanities through,The Department of Museums provides high quality educational and cultural experiences in the arts and humanities through,The Department of Museums provides high quality educational and cultural experiences in the arts and humanities through,
"exhibitions, programs, events and the collections. The Department:","exhibitions, programs, events and the collections. The Department:",,,,
"* manages four museums: Children’s Museum of Virginia, Portsmouth Art and Cultural Center,","* manages four museums: Children’s Museum of Virginia, Portsmouth Art and Cultural Center,","* manages four museums: Children’s Museum of Virginia, Portsmouth Art and Cultural Center,",,,
Portsmouth Naval Shipyard Museum and the Lightship PORTSMOUTH Museum.,Portsmouth Naval Shipyard Museum and the Lightship PORTSMOUTH Museum.,Portsmouth Naval Shipyard Museum and the Lightship PORTSMOUTH Museum.,,,
* works collaboratively with the Portsmouth Public Schools to operate the Beazley Planetarium,* works collaboratively with the Portsmouth Public Schools to operate the Beazley Planetarium,* works collaboratively with the Portsmouth Public Schools to operate the Beazley Planetarium,,,
and provides planetarium programming and focused based programs for Portsmouth Public,and provides planetarium programming and focused based programs for Portsmouth Public,and provides planetarium programming and focused based programs for Portsmouth Public,,,
School students grades K-6. Programming is also provided for other regional schools and the general,School students grades K-6. Programming is also provided for other regional schools and the general,School students grades K-6. Programming is also provided for other regional schools and the general,,,
public.,,,,,
* oversees the preservation and restoration of the city’s monuments.,* oversees the preservation and restoration of the city’s monuments.,,,,
* operates three museum shops which help support museum operations.,* operates three museum shops which help support museum operations.,,,,
,,FY 2012,FY 2013,FY 2013,FY 2014
Expenditure Categories,,Actual,Adopted,Amended,Adopted
Salaries,,"1,090,387","1,097,160","1,097,160","1,081,326"
Benefits,,"353,964","355,004","355,004","338,030"
Other Operating Expenses,,"319,946","246,174","246,174","246,174"
Internal Service Charges,,"89,302","75,840","75,840","99,281"
,Net Budget,"1,853,599","1,774,178","1,774,178","1,764,811"
,Total Budget,"1,853,599","1,774,178","1,774,178","1,764,811"
,,FY 2012,FY 2013,FY 2013,FY 2014
Funding Sources,,Actual,Adopted,Amended,Adopted
100 General Fund,,"1,853,599","1,774,178","1,774,178","1,764,811"
,Total Funding,"1,853,599","1,774,178","1,774,178","1,764,811"
Strategic Goals,,,,,
"* To provide environmentally correct, properly documented and informative presentation of all collections-permanent and","* To provide environmentally correct, properly documented and informative presentation of all collections-permanent and","* To provide environmentally correct, properly documented and informative presentation of all collections-permanent and","* To provide environmentally correct, properly documented and informative presentation of all collections-permanent and","* To provide environmentally correct, properly documented and informative presentation of all collections-permanent and",
loaned-in accordance with the American Alliance of Museums’ standards.,loaned-in accordance with the American Alliance of Museums’ standards.,,,,
"* To engage the visitors in learning by presenting educational and cultural programs that enriches their knowledge of the arts,","* To engage the visitors in learning by presenting educational and cultural programs that enriches their knowledge of the arts,","* To engage the visitors in learning by presenting educational and cultural programs that enriches their knowledge of the arts,","* To engage the visitors in learning by presenting educational and cultural programs that enriches their knowledge of the arts,","* To engage the visitors in learning by presenting educational and cultural programs that enriches their knowledge of the arts,",
science and history.,,,,,
"* To create and offer quality permanent and changing exhibitions, which support the educational and cultural mission of the","* To create and offer quality permanent and changing exhibitions, which support the educational and cultural mission of the","* To create and offer quality permanent and changing exhibitions, which support the educational and cultural mission of the","* To create and offer quality permanent and changing exhibitions, which support the educational and cultural mission of the","* To create and offer quality permanent and changing exhibitions, which support the educational and cultural mission of the",
Department of Museums.,,,,,
"* To provide a friendly, safe and appealing environment that will create an informative and memorable experience for the visitors","* To provide a friendly, safe and appealing environment that will create an informative and memorable experience for the visitors","* To provide a friendly, safe and appealing environment that will create an informative and memorable experience for the visitors","* To provide a friendly, safe and appealing environment that will create an informative and memorable experience for the visitors","* To provide a friendly, safe and appealing environment that will create an informative and memorable experience for the visitors",
to the Portsmouth Museums.,,,,,
* To position the Portsmouth Museums as a destination of choice.,* To position the Portsmouth Museums as a destination of choice.,,,,
"* To provide appropriate measures to ensure the safety and security of the people, collections, and facilities. To provide an","* To provide appropriate measures to ensure the safety and security of the people, collections, and facilities. To provide an","* To provide appropriate measures to ensure the safety and security of the people, collections, and facilities. To provide an","* To provide appropriate measures to ensure the safety and security of the people, collections, and facilities. To provide an","* To provide appropriate measures to ensure the safety and security of the people, collections, and facilities. To provide an",
effective program for the care and long-term maintenance of the sites.,effective program for the care and long-term maintenance of the sites.,,,,
* To be good stewards of the museums resources and committed to public accountability and transparency.,* To be good stewards of the museums resources and committed to public accountability and transparency.,* To be good stewards of the museums resources and committed to public accountability and transparency.,* To be good stewards of the museums resources and committed to public accountability and transparency.,,
Outcomes and Accomplishments,,,,,
* The Portsmouth Naval Shipyard Museum received a grant from the Institute of Museum & Library Services for the Purchase of,* The Portsmouth Naval Shipyard Museum received a grant from the Institute of Museum & Library Services for the Purchase of,* The Portsmouth Naval Shipyard Museum received a grant from the Institute of Museum & Library Services for the Purchase of,* The Portsmouth Naval Shipyard Museum received a grant from the Institute of Museum & Library Services for the Purchase of,* The Portsmouth Naval Shipyard Museum received a grant from the Institute of Museum & Library Services for the Purchase of,
customized shelving for a portion of their collection,,,,,
* The Beazley Planetarium re-opened in October 2011 after an upgrade to its systems which was generously made possible by,* The Beazley Planetarium re-opened in October 2011 after an upgrade to its systems which was generously made possible by,* The Beazley Planetarium re-opened in October 2011 after an upgrade to its systems which was generously made possible by,* The Beazley Planetarium re-opened in October 2011 after an upgrade to its systems which was generously made possible by,* The Beazley Planetarium re-opened in October 2011 after an upgrade to its systems which was generously made possible by,
the Beazley Foundation.,,,,,
"* After re-opening the Children's Museum in May 2011, memberships increased 500%.","* After re-opening the Children's Museum in May 2011, memberships increased 500%.","* After re-opening the Children's Museum in May 2011, memberships increased 500%.",,,
Fiscal Year 2014,11 - 4,,,"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural"
,City of Portsmouth,City of Portsmouth,,,
Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural","Parks, Recreation, and Cultural",,,
,Public Library,Public Library,,,
Business Unit Mission Statement,,,,,
"To offer access to a comprehensive collection of materials, in a safe and appealing environment, to encourage social, economic,","To offer access to a comprehensive collection of materials, in a safe and appealing environment, to encourage social, economic,","To offer access to a comprehensive collection of materials, in a safe and appealing environment, to encourage social, economic,","To offer access to a comprehensive collection of materials, in a safe and appealing environment, to encourage social, economic,","To offer access to a comprehensive collection of materials, in a safe and appealing environment, to encourage social, economic,",
"cultural, and intellectual growth and through the careful use of resources and a knowledgeable staff, the Library will contribute to","cultural, and intellectual growth and through the careful use of resources and a knowledgeable staff, the Library will contribute to","cultural, and intellectual growth and through the careful use of resources and a knowledgeable staff, the Library will contribute to","cultural, and intellectual growth and through the careful use of resources and a knowledgeable staff, the Library will contribute to","cultural, and intellectual growth and through the careful use of resources and a knowledgeable staff, the Library will contribute to",
the overall quality of life and meet the ever-changing needs of the citizens of Portsmouth. The Portsmouth Public Library will,the overall quality of life and meet the ever-changing needs of the citizens of Portsmouth. The Portsmouth Public Library will,the overall quality of life and meet the ever-changing needs of the citizens of Portsmouth. The Portsmouth Public Library will,the overall quality of life and meet the ever-changing needs of the citizens of Portsmouth. The Portsmouth Public Library will,the overall quality of life and meet the ever-changing needs of the citizens of Portsmouth. The Portsmouth Public Library will,
accomplish this by encouraging an atmosphere of lifelong learning through traditional library services and emerging,accomplish this by encouraging an atmosphere of lifelong learning through traditional library services and emerging,accomplish this by encouraging an atmosphere of lifelong learning through traditional library services and emerging,accomplish this by encouraging an atmosphere of lifelong learning through traditional library services and emerging,accomplish this by encouraging an atmosphere of lifelong learning through traditional library services and emerging,
"technologies, and will continue to be a relevant part of our community.","technologies, and will continue to be a relevant part of our community.",,,,
Description of Services Provided,,,,,
"Portsmouth Public Library has a knowledgeable, well-trained, courteous and highly qualified staff to serve and assist patrons in","Portsmouth Public Library has a knowledgeable, well-trained, courteous and highly qualified staff to serve and assist patrons in","Portsmouth Public Library has a knowledgeable, well-trained, courteous and highly qualified staff to serve and assist patrons in","Portsmouth Public Library has a knowledgeable, well-trained, courteous and highly qualified staff to serve and assist patrons in","Portsmouth Public Library has a knowledgeable, well-trained, courteous and highly qualified staff to serve and assist patrons in",
the use of library resources and technology. The Library provides the following core services that meet the needs and desires of,the use of library resources and technology. The Library provides the following core services that meet the needs and desires of,the use of library resources and technology. The Library provides the following core services that meet the needs and desires of,the use of library resources and technology. The Library provides the following core services that meet the needs and desires of,the use of library resources and technology. The Library provides the following core services that meet the needs and desires of,
our citizens: access to media; basic literacy; commons area & leisure services; community referral & government information;,our citizens: access to media; basic literacy; commons area & leisure services; community referral & government information;,our citizens: access to media; basic literacy; commons area & leisure services; community referral & government information;,our citizens: access to media; basic literacy; commons area & leisure services; community referral & government information;,our citizens: access to media; basic literacy; commons area & leisure services; community referral & government information;,
early literacy; local history & genealogy; and the law library.,early literacy; local history & genealogy; and the law library.,,,,
"Serving our community with access to media in a variety of formats including print, audio, video, and electronic. The Library","Serving our community with access to media in a variety of formats including print, audio, video, and electronic. The Library","Serving our community with access to media in a variety of formats including print, audio, video, and electronic. The Library","Serving our community with access to media in a variety of formats including print, audio, video, and electronic. The Library","Serving our community with access to media in a variety of formats including print, audio, video, and electronic. The Library",
"houses a comprehensive collection of materials, downloadable eBooks, free programming for all ages, in addition to computer","houses a comprehensive collection of materials, downloadable eBooks, free programming for all ages, in addition to computer","houses a comprehensive collection of materials, downloadable eBooks, free programming for all ages, in addition to computer","houses a comprehensive collection of materials, downloadable eBooks, free programming for all ages, in addition to computer","houses a comprehensive collection of materials, downloadable eBooks, free programming for all ages, in addition to computer",
and Internet access.,,,,,
,,FY 2012,FY 2013,FY 2013,FY 2014
Expenditure Categories,,Actual,Adopted,Amended,Adopted
Salaries,,"1,129,143","1,246,105","1,246,105","1,236,174"
Benefits,,"457,100","499,910","499,910","480,902"
Other Operating Expenses,,"329,329","367,256","367,256","367,256"
Internal Service Charges,,"180,152","171,195","171,195","124,794"
,Net Budget,"2,095,724","2,284,466","2,284,466","2,209,126"
,Total Budget,"2,095,724","2,284,466","2,284,466","2,209,126"
,,FY 2012,FY 2013,FY 2013,FY 2014
Funding Sources,,Actual,Adopted,Amended,Adopted
100 General Fund,,"2,095,724","2,284,466","2,284,466","2,209,126"
,Total Funding,"2,095,724","2,284,466","2,284,466","2,209,126"
Strategic Goals,,,,,
* Provide library facilities that meet or exceed the information needs and desires or our citizens.,* Provide library facilities that meet or exceed the information needs and desires or our citizens.,* Provide library facilities that meet or exceed the information needs and desires or our citizens.,,,
* Explore and implement new technologies that follow Bold New Directions in providing information to the citizens of Portsmouth.,* Explore and implement new technologies that follow Bold New Directions in providing information to the citizens of Portsmouth.,* Explore and implement new technologies that follow Bold New Directions in providing information to the citizens of Portsmouth.,* Explore and implement new technologies that follow Bold New Directions in providing information to the citizens of Portsmouth.,* Explore and implement new technologies that follow Bold New Directions in providing information to the citizens of Portsmouth.,
"* Provide a current, balanced, and culturally diverse collection of materials and information in various formats, periodically","* Provide a current, balanced, and culturally diverse collection of materials and information in various formats, periodically","* Provide a current, balanced, and culturally diverse collection of materials and information in various formats, periodically","* Provide a current, balanced, and culturally diverse collection of materials and information in various formats, periodically","* Provide a current, balanced, and culturally diverse collection of materials and information in various formats, periodically",
surveying patrons about their wants and needs.,,,,,
* Offer a level of customer service that meets or exceeds the Library's Customer Service Policy.,* Offer a level of customer service that meets or exceeds the Library's Customer Service Policy.,* Offer a level of customer service that meets or exceeds the Library's Customer Service Policy.,,,
"* Provide programs to challenge the minds and imaginations of young people and adults and inspire them to develop the skills,","* Provide programs to challenge the minds and imaginations of young people and adults and inspire them to develop the skills,","* Provide programs to challenge the minds and imaginations of young people and adults and inspire them to develop the skills,","* Provide programs to challenge the minds and imaginations of young people and adults and inspire them to develop the skills,","* Provide programs to challenge the minds and imaginations of young people and adults and inspire them to develop the skills,",
"passions, and interests that will help them succeed in school and the world of work.","passions, and interests that will help them succeed in school and the world of work.","passions, and interests that will help them succeed in school and the world of work.",,,
Outcomes and Accomplishments,,,,,
* Re-opened the newly renovated and refurbished Main Library in June 2012 after it had been destroyed by intentional fire.,* Re-opened the newly renovated and refurbished Main Library in June 2012 after it had been destroyed by intentional fire.,* Re-opened the newly renovated and refurbished Main Library in June 2012 after it had been destroyed by intentional fire.,* Re-opened the newly renovated and refurbished Main Library in June 2012 after it had been destroyed by intentional fire.,* Re-opened the newly renovated and refurbished Main Library in June 2012 after it had been destroyed by intentional fire.,
"* Hosted theVLA Conference for the second consecutive year, enjoying higher participation from the previous year with over 500","* Hosted theVLA Conference for the second consecutive year, enjoying higher participation from the previous year with over 500","* Hosted theVLA Conference for the second consecutive year, enjoying higher participation from the previous year with over 500","* Hosted theVLA Conference for the second consecutive year, enjoying higher participation from the previous year with over 500","* Hosted theVLA Conference for the second consecutive year, enjoying higher participation from the previous year with over 500",
library professionals and para-professionals in attendance.,library professionals and para-professionals in attendance.,,,,
"* Installed RFID (Radio Frequency IDentification) technology at the Main Library, completing the Library's goal of bringing","* Installed RFID (Radio Frequency IDentification) technology at the Main Library, completing the Library's goal of bringing","* Installed RFID (Radio Frequency IDentification) technology at the Main Library, completing the Library's goal of bringing","* Installed RFID (Radio Frequency IDentification) technology at the Main Library, completing the Library's goal of bringing","* Installed RFID (Radio Frequency IDentification) technology at the Main Library, completing the Library's goal of bringing",
improved service delivery in the circulation of materials and the collecton of fines and fees.,improved service delivery in the circulation of materials and the collecton of fines and fees.,improved service delivery in the circulation of materials and the collecton of fines and fees.,,,
Fiscal Year 2014,11 - 5,,,"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural"
,City of Portsmouth,,,,
Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural","Parks, Recreation, and Cultural",,,
,Law Library Fund,,,,
Business Unit Mission Statement,,,,,
"To ensure that current and accurate legal resources are accessible to the general public, local business owners, members of the","To ensure that current and accurate legal resources are accessible to the general public, local business owners, members of the","To ensure that current and accurate legal resources are accessible to the general public, local business owners, members of the","To ensure that current and accurate legal resources are accessible to the general public, local business owners, members of the","To ensure that current and accurate legal resources are accessible to the general public, local business owners, members of the",
"legal profession and the courts, for the research and practice of law.","legal profession and the courts, for the research and practice of law.",,,,
Description of Services Provided,,,,,
"The Law Library maintains the City, State and Federal Code publications, along with specialized state resources which assist","The Law Library maintains the City, State and Federal Code publications, along with specialized state resources which assist","The Law Library maintains the City, State and Federal Code publications, along with specialized state resources which assist","The Law Library maintains the City, State and Federal Code publications, along with specialized state resources which assist","The Law Library maintains the City, State and Federal Code publications, along with specialized state resources which assist",
patrons with individual research of legal matters. The Law Library offers Westlaw Patron Access Online Services and Nolo,patrons with individual research of legal matters. The Law Library offers Westlaw Patron Access Online Services and Nolo,patrons with individual research of legal matters. The Law Library offers Westlaw Patron Access Online Services and Nolo,patrons with individual research of legal matters. The Law Library offers Westlaw Patron Access Online Services and Nolo,patrons with individual research of legal matters. The Law Library offers Westlaw Patron Access Online Services and Nolo,
self-help publications.,,,,,
,,FY 2012,FY 2013,FY 2013,FY 2014
Expenditure Categories,,Actual,Adopted,Amended,Adopted
Other Operating Expenses,,"26,411","31,026","31,026","31,026"
,Net Budget,"26,411","31,026","31,026","31,026"
,Total Budget,"26,411","31,026","31,026","31,026"
,,FY 2012,FY 2013,FY 2013,FY 2014
Funding Sources,,Actual,Adopted,Amended,Adopted
405 Public Law Library Fund,,"26,411","31,026","31,026","31,026"
,Total Funding,"26,411","31,026","31,026","31,026"
Strategic Goals,,,,,
* To provide more access to these specialized resources to the patrons who need them.,* To provide more access to these specialized resources to the patrons who need them.,,,,
Outcomes and Accomplishments,,,,,
"The law library has been relocated within the renovated part of Main Library, providing better access throughout operating hours.","The law library has been relocated within the renovated part of Main Library, providing better access throughout operating hours.","The law library has been relocated within the renovated part of Main Library, providing better access throughout operating hours.","The law library has been relocated within the renovated part of Main Library, providing better access throughout operating hours.","The law library has been relocated within the renovated part of Main Library, providing better access throughout operating hours.",
Fiscal Year 2014,11 - 6,,,"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural"
,City of Portsmouth,City of Portsmouth,,,
,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
,"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural",,,
,Golf Services Fund,Golf Services Fund,,,
Business Unit Mission Statement,,,,,
"For all citizens and golf course patrons, the City is committed to providing excellent golf facilities and a comprehensive,","For all citizens and golf course patrons, the City is committed to providing excellent golf facilities and a comprehensive,","For all citizens and golf course patrons, the City is committed to providing excellent golf facilities and a comprehensive,","For all citizens and golf course patrons, the City is committed to providing excellent golf facilities and a comprehensive,","For all citizens and golf course patrons, the City is committed to providing excellent golf facilities and a comprehensive,",
"coordinated golf program. This includes course access, instruction, education, and competition. The mission will be","coordinated golf program. This includes course access, instruction, education, and competition. The mission will be","coordinated golf program. This includes course access, instruction, education, and competition. The mission will be","coordinated golf program. This includes course access, instruction, education, and competition. The mission will be",,
accomplished within the established economic guidelines and City of Portsmouth constraints.,accomplished within the established economic guidelines and City of Portsmouth constraints.,accomplished within the established economic guidelines and City of Portsmouth constraints.,,,
Description of Services Provided,,,,,
"The Golf Fund provides overall policy management of the golf course, tournament bookings, interpretation of golf rules for","The Golf Fund provides overall policy management of the golf course, tournament bookings, interpretation of golf rules for","The Golf Fund provides overall policy management of the golf course, tournament bookings, interpretation of golf rules for","The Golf Fund provides overall policy management of the golf course, tournament bookings, interpretation of golf rules for","The Golf Fund provides overall policy management of the golf course, tournament bookings, interpretation of golf rules for",
"tournament players, monitoring of the food service contracts for all course operations, oversight of the maintenance, upkeep and","tournament players, monitoring of the food service contracts for all course operations, oversight of the maintenance, upkeep and","tournament players, monitoring of the food service contracts for all course operations, oversight of the maintenance, upkeep and","tournament players, monitoring of the food service contracts for all course operations, oversight of the maintenance, upkeep and","tournament players, monitoring of the food service contracts for all course operations, oversight of the maintenance, upkeep and",
"improvements to both The Links at City Park and Bide-A-Wee Golf Course, and assures proper revenue collection and","improvements to both The Links at City Park and Bide-A-Wee Golf Course, and assures proper revenue collection and","improvements to both The Links at City Park and Bide-A-Wee Golf Course, and assures proper revenue collection and","improvements to both The Links at City Park and Bide-A-Wee Golf Course, and assures proper revenue collection and","improvements to both The Links at City Park and Bide-A-Wee Golf Course, and assures proper revenue collection and",
accountability.,,,,,
,,FY 2012,FY 2013,FY 2013,FY 2014
,Expenditure Categories,Actual,Adopted,Amended,Adopted
Salaries,,"567,825","634,692","634,692","637,948"
Benefits,,"309,904","245,128","245,128","283,383"
Other Operating Expenses,,"837,265","943,953","943,953","943,953"
Internal Service Charges,,"76,525","74,441","74,441","77,341"
Debt Service,,"281,642","672,617","672,617","680,963"
Capital Outlay,,"145,569",-,-,-
,Net Budget,"2,218,730","2,570,831","2,570,831","2,623,588"
,Total Budget,"2,218,730","2,570,831","2,570,831","2,623,588"
,,FY 2012,FY 2013,FY 2013,FY 2014
,Funding Sources,Actual,Adopted,Amended,Adopted
720 Golf Fund,,"2,218,730","2,570,831","2,570,831","2,623,588"
,Total Funding,"2,218,730","2,570,831","2,570,831","2,623,588"
Strategic Goals,,,,,
*,Maintain the condition of the golf course at a 4 1/2 Star rating within the constraints of the approved budget.,Maintain the condition of the golf course at a 4 1/2 Star rating within the constraints of the approved budget.,Maintain the condition of the golf course at a 4 1/2 Star rating within the constraints of the approved budget.,,
*,Maintain an up-to-date e-mail list of local golfers to better communicate golf tournaments and specials.,Maintain an up-to-date e-mail list of local golfers to better communicate golf tournaments and specials.,Maintain an up-to-date e-mail list of local golfers to better communicate golf tournaments and specials.,,
*,Increase the number of rounds played by increasing the number of golf tournaments booked at our courses.,Increase the number of rounds played by increasing the number of golf tournaments booked at our courses.,Increase the number of rounds played by increasing the number of golf tournaments booked at our courses.,,
*,"Improve advertisement to the public about the availability of the Pavilion for weddings, parties, etc.","Improve advertisement to the public about the availability of the Pavilion for weddings, parties, etc.","Improve advertisement to the public about the availability of the Pavilion for weddings, parties, etc.",,
Outcomes and Accomplishments,,,,,
* Jr. Golf program with over 250 youth learning the basics of golf and golf etiquette,* Jr. Golf program with over 250 youth learning the basics of golf and golf etiquette,* Jr. Golf program with over 250 youth learning the basics of golf and golf etiquette,,,
* Hosted over 140 golf outing including the Bon Secours Maryview Foundation tournament that raised over,* Hosted over 140 golf outing including the Bon Secours Maryview Foundation tournament that raised over,* Hosted over 140 golf outing including the Bon Secours Maryview Foundation tournament that raised over,* Hosted over 140 golf outing including the Bon Secours Maryview Foundation tournament that raised over,,
,"$50,000 for the Foundation.",,,,
* Hosted the oldest continuously run tournament in the U.S. - the 85th Annual Portsmouth City Amateur - rated,* Hosted the oldest continuously run tournament in the U.S. - the 85th Annual Portsmouth City Amateur - rated,* Hosted the oldest continuously run tournament in the U.S. - the 85th Annual Portsmouth City Amateur - rated,* Hosted the oldest continuously run tournament in the U.S. - the 85th Annual Portsmouth City Amateur - rated,,
,the best tournament in the state.,,,,
