,,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,,,,,,,,,,,,,,,,,
,,,,,,,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,,,,,,,,,,,,,,,,,,,,,
,,,,,,Capital,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,,,,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,,,,,,10 Year
,,,,CIP,,Budget,,,,,,,,,,,CIP TOTAL,CIP TOTAL,,,,,,,,,,,Horizon TOTAL,Horizon TOTAL,,CIP
,Department / Agency,,,2006-07,,2006-07,,2007-08,,2008-09,,2009-10,,2010-11,,2011-12,,FY 08-12',,2012-13',,2013-14',,2014-15',2015-16',2015-16',2016-17',2016-17',,FY 13-17',,TOTAL
A,Space Needs,,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
7 Phase II - Courts/Clerk Bldg,7 Phase II - Courts/Clerk Bldg,,,"250,000",,"250,000",,"23,627,000",,,,,,,,,,"23,627,000",,-,,,,,,,,,,-,,"23,627,000"
,Phase IV - Health & Human Svc. Bldg,Phase IV - Health & Human Svc. Bldg,Phase IV - Health & Human Svc. Bldg,,,,,,,,,"200,000",,"7,282,000",,,,"7,482,000",,,,,,,,,,,,-,,"7,482,000"
,Phase IB - Cnty Admin. Addtn.,Phase IB - Cnty Admin. Addtn.,,,,,,,,,,,,,,,,-,,,,"3,250,000",,,,,,,,"3,250,000",,"3,250,000"
,Technology Server Room,,,"206,492",,"206,492",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Animal Shelter Expansion,,,,,,,,,"445,000",,,,,,-,,"445,000",,,,,,,,,,,,-,,"445,000"
1 PW Bldg Expansion/Engineer Dept,1 PW Bldg Expansion/Engineer Dept,1 PW Bldg Expansion/Engineer Dept,1 PW Bldg Expansion/Engineer Dept,,,,,,,,,,,"25,000",,"827,000",,"852,000",,,,,,,,,,,,-,,"852,000"
4 E911 Center Renovation,4 E911 Center Renovation,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
5 Community Center - T/W,5 Community Center - T/W,,,,,,,"150,000",,"300,000",,"300,000",,"300,000",,"300,000",,"1,350,000",,,,,,,,,,,,,,"1,350,000"
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
2 Central Hill Emer. Svcs.,2 Central Hill Emer. Svcs.,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,
,New Fire Station - Land/Design,New Fire Station - Land/Design,,"125,000",,"125,000",,,,,,,,,,"4,121,000",,"4,121,000",,,,,,,,,,,,-,,"4,121,000"
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
3 Smithfield Fire/EMS Station,3 Smithfield Fire/EMS Station,3 Smithfield Fire/EMS Station,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,
#,Construction Administration,Construction Administration,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Master Plan/Construction,,,,,,,"4,508,000",,,,,,,,,,"4,508,000",,,,,,,,,,,,-,,"4,508,000"
,Construction,,,,,,,,,-,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
6 Town of Windsor - Fire Station,6 Town of Windsor - Fire Station,6 Town of Windsor - Fire Station,,,,,,,,,,,,,,,,-,,"350,000",,,,,,,,,,"350,000",,"350,000"
,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"581,492",$,"581,492",$,"28,285,000",$,"745,000",$,"500,000",$,"7,607,000",$,"5,248,000",$,"42,385,000",$,"350,000",$,"3,250,000",$,-,$,-,$,-,$,"3,600,000",$,"45,985,000"
Revenue Sources:,Revenue Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Revenues,,$,"125,000",$,"125,000",$,"150,000",$,"745,000",$,"300,000",$,"300,000",$,"300,000",$,"1,795,000",$,"350,000",$,-,$,-,$,-,$,-,$,"350,000",$,"2,145,000"
,Fund Balance/Reserves,,,"206,492",,"206,492",,-,,-,,-,,"25,000",,-,,"25,000",,-,,,,,,,,-,,-,,"25,000"
,Bonded / Note Indebtedness,,,"250,000",,"250,000",,"28,035,000",,-,,"200,000",,"7,282,000",,"4,948,000",,"40,465,000",,-,,"3,250,000",,-,,-,,-,,"3,250,000",,"43,715,000"
,Grants / Donations / Other,,,-,,-,,"100,000",,-,,-,,-,,-,,"100,000",,-,,-,,-,,-,,-,,-,,"100,000"
,,TOTAL:,$,"581,492",$,"581,492",$,"28,285,000",$,"745,000",$,"500,000",$,"7,607,000",$,"5,248,000",$,"42,385,000",$,"350,000",$,"3,250,000",$,-,$,-,$,-,$,"3,600,000",$,"45,985,000"
NOTE 1:,Expansion of Public Works Building for additional staff in Engineering Department,Expansion of Public Works Building for additional staff in Engineering Department,Expansion of Public Works Building for additional staff in Engineering Department,Expansion of Public Works Building for additional staff in Engineering Department,Expansion of Public Works Building for additional staff in Engineering Department,Expansion of Public Works Building for additional staff in Engineering Department,Expansion of Public Works Building for additional staff in Engineering Department,Expansion of Public Works Building for additional staff in Engineering Department,Expansion of Public Works Building for additional staff in Engineering Department,,,,,,,,,,,,,,,,,,,,,,,
NOTE 2:,Anticipated $1.4M need to include purchase of an ambulance and engine.,Anticipated $1.4M need to include purchase of an ambulance and engine.,Anticipated $1.4M need to include purchase of an ambulance and engine.,Anticipated $1.4M need to include purchase of an ambulance and engine.,Anticipated $1.4M need to include purchase of an ambulance and engine.,Anticipated $1.4M need to include purchase of an ambulance and engine.,Anticipated $1.4M need to include purchase of an ambulance and engine.,,,,,,,,,,,,,,,,,,,,,,,,,
NOTE 3:,"Per MOU dated 7/5/06, a new fire station will be constructed in Smithfield.","Per MOU dated 7/5/06, a new fire station will be constructed in Smithfield.","Per MOU dated 7/5/06, a new fire station will be constructed in Smithfield.","Per MOU dated 7/5/06, a new fire station will be constructed in Smithfield.","Per MOU dated 7/5/06, a new fire station will be constructed in Smithfield.","Per MOU dated 7/5/06, a new fire station will be constructed in Smithfield.","Per MOU dated 7/5/06, a new fire station will be constructed in Smithfield.",T/S will acquire and/or donate land and County will pay for building.,T/S will acquire and/or donate land and County will pay for building.,T/S will acquire and/or donate land and County will pay for building.,T/S will acquire and/or donate land and County will pay for building.,T/S will acquire and/or donate land and County will pay for building.,T/S will acquire and/or donate land and County will pay for building.,T/S will acquire and/or donate land and County will pay for building.,T/S will acquire and/or donate land and County will pay for building.,,,,,,,,,,,,,,,,,
,Construction Administration costs have not been budgeted or funded as of 11/15/06.,Construction Administration costs have not been budgeted or funded as of 11/15/06.,Construction Administration costs have not been budgeted or funded as of 11/15/06.,Construction Administration costs have not been budgeted or funded as of 11/15/06.,Construction Administration costs have not been budgeted or funded as of 11/15/06.,Construction Administration costs have not been budgeted or funded as of 11/15/06.,Construction Administration costs have not been budgeted or funded as of 11/15/06.,Construction Administration costs have not been budgeted or funded as of 11/15/06.,"Cost estimates based on 17,000 sq. ft. @ $185/sq. ft.Town of Smithfield to provide $100,000 for design/master plan.","Cost estimates based on 17,000 sq. ft. @ $185/sq. ft.Town of Smithfield to provide $100,000 for design/master plan.","Cost estimates based on 17,000 sq. ft. @ $185/sq. ft.Town of Smithfield to provide $100,000 for design/master plan.","Cost estimates based on 17,000 sq. ft. @ $185/sq. ft.Town of Smithfield to provide $100,000 for design/master plan.","Cost estimates based on 17,000 sq. ft. @ $185/sq. ft.Town of Smithfield to provide $100,000 for design/master plan.","Cost estimates based on 17,000 sq. ft. @ $185/sq. ft.Town of Smithfield to provide $100,000 for design/master plan.","Cost estimates based on 17,000 sq. ft. @ $185/sq. ft.Town of Smithfield to provide $100,000 for design/master plan.","Cost estimates based on 17,000 sq. ft. @ $185/sq. ft.Town of Smithfield to provide $100,000 for design/master plan.","Cost estimates based on 17,000 sq. ft. @ $185/sq. ft.Town of Smithfield to provide $100,000 for design/master plan.","Cost estimates based on 17,000 sq. ft. @ $185/sq. ft.Town of Smithfield to provide $100,000 for design/master plan.","Cost estimates based on 17,000 sq. ft. @ $185/sq. ft.Town of Smithfield to provide $100,000 for design/master plan.","Cost estimates based on 17,000 sq. ft. @ $185/sq. ft.Town of Smithfield to provide $100,000 for design/master plan.","Cost estimates based on 17,000 sq. ft. @ $185/sq. ft.Town of Smithfield to provide $100,000 for design/master plan.",,,,,,,,,,,
NOTE 4:,Equipment needs will be addressed through operating budget.,Equipment needs will be addressed through operating budget.,Equipment needs will be addressed through operating budget.,Equipment needs will be addressed through operating budget.,Equipment needs will be addressed through operating budget.,Equipment needs will be addressed through operating budget.,Equipment needs will be addressed through operating budget.,,,,,,,,,,,,,,,,,,,,,,,,,
NOTE 5:,Reserve established for accumulation of funds for a community center in the Town of Windsor.,Reserve established for accumulation of funds for a community center in the Town of Windsor.,Reserve established for accumulation of funds for a community center in the Town of Windsor.,Reserve established for accumulation of funds for a community center in the Town of Windsor.,Reserve established for accumulation of funds for a community center in the Town of Windsor.,Reserve established for accumulation of funds for a community center in the Town of Windsor.,Reserve established for accumulation of funds for a community center in the Town of Windsor.,Reserve established for accumulation of funds for a community center in the Town of Windsor.,Reserve established for accumulation of funds for a community center in the Town of Windsor.,,,,,,,,,,,,,,,,,,,,,,,
NOTE 6:,"REQUEST FROM TOWN OF WINDSOR to accommodate ladder truck, as needed due to commercial growth.","REQUEST FROM TOWN OF WINDSOR to accommodate ladder truck, as needed due to commercial growth.","REQUEST FROM TOWN OF WINDSOR to accommodate ladder truck, as needed due to commercial growth.","REQUEST FROM TOWN OF WINDSOR to accommodate ladder truck, as needed due to commercial growth.","REQUEST FROM TOWN OF WINDSOR to accommodate ladder truck, as needed due to commercial growth.","REQUEST FROM TOWN OF WINDSOR to accommodate ladder truck, as needed due to commercial growth.","REQUEST FROM TOWN OF WINDSOR to accommodate ladder truck, as needed due to commercial growth.","REQUEST FROM TOWN OF WINDSOR to accommodate ladder truck, as needed due to commercial growth.","REQUEST FROM TOWN OF WINDSOR to accommodate ladder truck, as needed due to commercial growth.","REQUEST FROM TOWN OF WINDSOR to accommodate ladder truck, as needed due to commercial growth.","REQUEST FROM TOWN OF WINDSOR to accommodate ladder truck, as needed due to commercial growth.","REQUEST FROM TOWN OF WINDSOR to accommodate ladder truck, as needed due to commercial growth.",,,,,,,,,,,,,,,,,,,,
NOTE 7:,Includes estimated costs to renovate existing clerks and courts building.,Includes estimated costs to renovate existing clerks and courts building.,Includes estimated costs to renovate existing clerks and courts building.,Includes estimated costs to renovate existing clerks and courts building.,Includes estimated costs to renovate existing clerks and courts building.,Includes estimated costs to renovate existing clerks and courts building.,Includes estimated costs to renovate existing clerks and courts building.,,,,,,,,,,,,,,,,,,,,,,,,,
PREVIOUS NOTE ON SMITHFIELD STATION:,PREVIOUS NOTE ON SMITHFIELD STATION:,PREVIOUS NOTE ON SMITHFIELD STATION:,PREVIOUS NOTE ON SMITHFIELD STATION:,PREVIOUS NOTE ON SMITHFIELD STATION:,"FY 07-08 $200,000 for Smthfld new building constr. to be provided by T/S &/or donations.","FY 07-08 $200,000 for Smthfld new building constr. to be provided by T/S &/or donations.","FY 07-08 $200,000 for Smthfld new building constr. to be provided by T/S &/or donations.","FY 07-08 $200,000 for Smthfld new building constr. to be provided by T/S &/or donations.","FY 07-08 $200,000 for Smthfld new building constr. to be provided by T/S &/or donations.","FY 07-08 $200,000 for Smthfld new building constr. to be provided by T/S &/or donations.","FY 07-08 $200,000 for Smthfld new building constr. to be provided by T/S &/or donations.","FY 07-08 $200,000 for Smthfld new building constr. to be provided by T/S &/or donations.","FY 07-08 $200,000 for Smthfld new building constr. to be provided by T/S &/or donations.","FY 07-08 $200,000 for Smthfld new building constr. to be provided by T/S &/or donations.","FY 07-08 $200,000 for Smthfld new building constr. to be provided by T/S &/or donations.",T/S proposes to provide land and handle design/eng costs directly.,T/S proposes to provide land and handle design/eng costs directly.,T/S proposes to provide land and handle design/eng costs directly.,T/S proposes to provide land and handle design/eng costs directly.,T/S proposes to provide land and handle design/eng costs directly.,T/S proposes to provide land and handle design/eng costs directly.,,,,,,,,,,,
,"CIP Subcommittee recommends a written agreement between all parties before appropriation stipulating fixed funding of 50% of cost not to exceed $800,000, central","CIP Subcommittee recommends a written agreement between all parties before appropriation stipulating fixed funding of 50% of cost not to exceed $800,000, central","CIP Subcommittee recommends a written agreement between all parties before appropriation stipulating fixed funding of 50% of cost not to exceed $800,000, central","CIP Subcommittee recommends a written agreement between all parties before appropriation stipulating fixed funding of 50% of cost not to exceed $800,000, central","CIP Subcommittee recommends a written agreement between all parties before appropriation stipulating fixed funding of 50% of cost not to exceed $800,000, central","CIP Subcommittee recommends a written agreement between all parties before appropriation stipulating fixed funding of 50% of cost not to exceed $800,000, central","CIP Subcommittee recommends a written agreement between all parties before appropriation stipulating fixed funding of 50% of cost not to exceed $800,000, central","CIP Subcommittee recommends a written agreement between all parties before appropriation stipulating fixed funding of 50% of cost not to exceed $800,000, central","CIP Subcommittee recommends a written agreement between all parties before appropriation stipulating fixed funding of 50% of cost not to exceed $800,000, central","CIP Subcommittee recommends a written agreement between all parties before appropriation stipulating fixed funding of 50% of cost not to exceed $800,000, central","CIP Subcommittee recommends a written agreement between all parties before appropriation stipulating fixed funding of 50% of cost not to exceed $800,000, central","CIP Subcommittee recommends a written agreement between all parties before appropriation stipulating fixed funding of 50% of cost not to exceed $800,000, central","CIP Subcommittee recommends a written agreement between all parties before appropriation stipulating fixed funding of 50% of cost not to exceed $800,000, central","CIP Subcommittee recommends a written agreement between all parties before appropriation stipulating fixed funding of 50% of cost not to exceed $800,000, central","CIP Subcommittee recommends a written agreement between all parties before appropriation stipulating fixed funding of 50% of cost not to exceed $800,000, central","CIP Subcommittee recommends a written agreement between all parties before appropriation stipulating fixed funding of 50% of cost not to exceed $800,000, central","CIP Subcommittee recommends a written agreement between all parties before appropriation stipulating fixed funding of 50% of cost not to exceed $800,000, central","CIP Subcommittee recommends a written agreement between all parties before appropriation stipulating fixed funding of 50% of cost not to exceed $800,000, central",,,,,,,,,,,,,,
,"dispatch participation, and documentation of % ownership and maintenance cost % between the County and the Town.","dispatch participation, and documentation of % ownership and maintenance cost % between the County and the Town.","dispatch participation, and documentation of % ownership and maintenance cost % between the County and the Town.","dispatch participation, and documentation of % ownership and maintenance cost % between the County and the Town.","dispatch participation, and documentation of % ownership and maintenance cost % between the County and the Town.","dispatch participation, and documentation of % ownership and maintenance cost % between the County and the Town.","dispatch participation, and documentation of % ownership and maintenance cost % between the County and the Town.","dispatch participation, and documentation of % ownership and maintenance cost % between the County and the Town.","dispatch participation, and documentation of % ownership and maintenance cost % between the County and the Town.","dispatch participation, and documentation of % ownership and maintenance cost % between the County and the Town.","dispatch participation, and documentation of % ownership and maintenance cost % between the County and the Town.","dispatch participation, and documentation of % ownership and maintenance cost % between the County and the Town.",,,,,,,,,,,,,,,,,,,,
,4/23/2007,9:58 AM,,,,,,,,,,,,BOS Adopted FY08,BOS Adopted FY08,BOS Adopted FY08,,,,,,,,,,,,,,,,
,,,,,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,,,,,,,,,,,,,,,,,,,,,
,,,,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,,,,,,,,,,,,,,,,,,,
,,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,,,,,,,,,,,,,,,,
,,,,,,,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,,,,,,,,,,,,,,,,,,,,,
