Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,1 CDBG BT Estates-Construction,1 CDBG BT Estates-Construction,,"100,000",,"100,000",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,CDBG Programs Reserve,CDBG Programs Reserve,,"50,000",,"50,000",,"50,000",,"50,000",,"50,000",,"50,000",,"50,000",,"250,000",,"50,000",,"50,000",,"50,000",,"50,000",,"50,000",,"250,000",,"500,000"
,CDBG BT Estates - Road Constr,CDBG BT Estates - Road Constr,,,,,,"100,000",,,,,,,,,,"100,000",,,,,,,,,,,,-,,"100,000"
,2 Pinewood Heights Relocation,2 Pinewood Heights Relocation,,,,,,"250,000",,"250,000",,"250,000",,,,,,"750,000",,,,,,,,,,,,-,,"750,000"
,3 Transportation Plan,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,3 Route 58 Master Plan,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,3 Route 460 Master Plan,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,4 Rt. 17 Revitalization,,,"100,000",,"100,000",,-,,"250,000",,"250,000",,"250,000",,,,"750,000",,,,,,,,,,,,-,,"750,000"
,4 Carrsville Streetscape,,,"100,000",,"100,000",,-,,"250,000",,"250,000",,"250,000",,,,"750,000",,,,,,,,,,,,,,"750,000"
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"350,000",$,"350,000",$,"400,000",$,"800,000","$ 800,000","$ 800,000",$,"550,000",$,"50,000",$,"2,600,000",$,"50,000",$,"50,000",$,"50,000",$,"50,000",$,"50,000",$,"250,000",$,"2,850,000"
Revenue Sources:,Revenue Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Revenues,,$,"150,000",$,"150,000",$,"150,000",$,"550,000","$ 550,000","$ 550,000",$,"550,000",$,"50,000",$,"1,850,000",$,"50,000",$,"50,000",$,"50,000",$,"50,000",$,"50,000",$,"250,000",$,"2,100,000"
,Fund Balance/Reserves,Fund Balance/Reserves,,,,,,"250,000",,"250,000",,"250,000",,,,,,"750,000",,-,,,,,,,,-,,-,,"750,000"
,Bonded / Note Indebtedness,Bonded / Note Indebtedness,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Grants / Donations / Other,Grants / Donations / Other,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"150,000",$,"150,000",$,"400,000",$,"800,000","$ 800,000","$ 800,000",$,"550,000",$,"50,000",$,"2,600,000",$,"50,000",$,"50,000",$,"50,000",$,"50,000",$,"50,000",$,"250,000",$,"2,850,000"
NOTE 1:,This will serve as the County's match to the CDBG-Booker T Estates Grant.,This will serve as the County's match to the CDBG-Booker T Estates Grant.,This will serve as the County's match to the CDBG-Booker T Estates Grant.,This will serve as the County's match to the CDBG-Booker T Estates Grant.,This will serve as the County's match to the CDBG-Booker T Estates Grant.,This will serve as the County's match to the CDBG-Booker T Estates Grant.,This will serve as the County's match to the CDBG-Booker T Estates Grant.,This will serve as the County's match to the CDBG-Booker T Estates Grant.,Also includes funding for public utility infrastructure.,Also includes funding for public utility infrastructure.,Also includes funding for public utility infrastructure.,Also includes funding for public utility infrastructure.,Also includes funding for public utility infrastructure.,Also includes funding for public utility infrastructure.,Also includes funding for public utility infrastructure.,,,,,,,,,,,,,,,,,
NOTE 2:,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,Relocation assistance for Pinewood Heights in accordance with CDBG grant applied for by Town of Smithfield (Phase I).,A MOU is being developed.,A MOU is being developed.,A MOU is being developed.,A MOU is being developed.,,,,,,,,,,,,,,
NOTE 3:,Request to be directed to operating budget.,Request to be directed to operating budget.,Request to be directed to operating budget.,Request to be directed to operating budget.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTE 4:,Projects moved from Economic Development,Projects moved from Economic Development,Projects moved from Economic Development,Projects moved from Economic Development,Projects moved from Economic Development,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/23/2007,9:58 AM,,,,,,,,,,,,,,BOS Adopted FY08,BOS Adopted FY08,BOS Adopted FY08,,,,,,,,,,,,,,
