Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”,Name: “Table 1 of 1 on page 4 of 14”
,County Wide:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,-
1,New Fire Station-,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Central Hill Emer. Svcs.,Central Hill Emer. Svcs.,$,-,$,-,,,,,,,,,,,,,,,,,,,,,,,,,,
,Carrollton Fire:,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Ambulance-addition,,,"40,000",,"40,000",,"42,500",,,,-,,-,,,,"42,500",,,,,,,,,,,,-,,"42,500"
,Ambulance-replacement,Ambulance-replacement,,,,,,,,,,,,,,,,-,,"100,000",,,,,,,,,,"100,000",,"100,000"
,Engine Truck-replacement,Engine Truck-replacement,,,,,,,,,,"90,000",,"210,000",,,,"300,000",,,,,,,,,,,,-,,"300,000"
,Tanker/Trailer -replacement,Tanker/Trailer -replacement,,,,,,"185,000",,,,,,,,,,"185,000",,,,,,,,,,,,-,,"185,000"
,Brush Truck - Replacement,Brush Truck - Replacement,,,,,,,,"100,000",,,,,,,,"100,000",,,,,,,,,,,,-,,"100,000"
,Quint - replacement,,,,,,,,,,,,,,,,,-,,,,,,"275,000",,"325,000",,"300,000",,"900,000",,"900,000"
,Carrsville Fire:,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Ladder Truck-2 payments,Ladder Truck-2 payments,,"375,000",,"375,000",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Engine Truck-replacement,Engine Truck-replacement,,,,,,,,,,,,,,"300,000",,"300,000",,,,,,,,,,,,-,,"300,000"
,First Response Vehicle,First Response Vehicle,,,,,,,,,,,,,,"100,000",,"100,000",,,,,,,,,,,,-,,"100,000"
,Tanker -replacement,,,,,,,,,,,,,,,,,-,,"300,000",,,,,,,,,,"300,000",,"300,000"
,Upgrade SCBA Equipment,Upgrade SCBA Equipment,,,,,,,,,,"75,000",,-,,,,"75,000",,,,,,,,,,,,-,,"75,000"
,Station Remodel/Update,Station Remodel/Update,,,,,,,,,,,,,,,,,,,,"450,000",,,,,,,,"450,000",,"450,000"
,Rushmere Fire:,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Upgrade SCBA Equipment,Upgrade SCBA Equipment,,,,,,"35,000",,,,,,,,,,"35,000",,,,,,,,,,,,-,,"35,000"
,Brush Truck-replacement,Brush Truck-replacement,,"80,000",,"80,000",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Building Addition-Design/Cnstr,Building Addition-Design/Cnstr,,,,,,"150,000",,"200,000",,,,,,,,"350,000",,,,,,,,,,,,-,,"350,000"
,Engine Replacement,,,,,,,"60,000",,"130,000",,"85,000",,,,,,"275,000",,,,,,,,-,,,,-,,"275,000"
,SCBA Equipment Replacement,SCBA Equipment Replacement,,,,,,,,,,,,,,,,-,,"50,000",,,,,,,,,,"50,000",,"50,000"
,Smithfield Fire:,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Engine Truck-replacement,Engine Truck-replacement,,,,,,,,,,"275,000",,,,,,"275,000",,,,,,,,,,,,-,,"275,000"
,Engine Truck-addition-2 payments,Engine Truck-addition-2 payments,Engine Truck-addition-2 payments,,,,,,,,,,,,,"150,000",,"150,000",,"150,000",,,,,,,,,,"150,000",,"300,000"
1,Building Acqu./ Desgn/Constr.,Building Acqu./ Desgn/Constr.,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Crash Truck-refurbish,Crash Truck-refurbish,,,,,,"50,000",,,,,,,,,,"50,000",,,,,,,,,,,,-,,"50,000"
,Quint - addition,,,,,,,,,,,,,,,,,,,,,,,"275,000",,"325,000",,"300,000",,"900,000",,"900,000"
,Air Compressor-replacement,Air Compressor-replacement,,,,,,,,,,,,"50,000",,,,"50,000",,,,,,,,,,,,-,,"50,000"
,Windsor Fire:,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Quint (Ladder/Pumper),Quint (Ladder/Pumper),,,,,,,,"100,000",,"90,000",,"310,000",,,,"500,000",,,,,,,,,,,,-,,"500,000"
,Isle of Wight Rescue:,Isle of Wight Rescue:,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Ambulance-replacement,Ambulance-replacement,,"40,000",,"40,000",,"42,500",,"85,000",,,,,,"100,000",,"227,500",,,,-,,"100,000",,,,,,"100,000",,"327,500"
,Windsor Rescue:,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Monitor/Defib - replacement,Monitor/Defib - replacement,,,,,,,,,,,,,,,,,,"50,000",,"50,000",,,,,,,,"100,000",,"100,000"
,Ambulance-replacement,Ambulance-replacement,,,,,,"85,000",,,,,,"100,000",,,,"185,000",,,,"100,000",,,,,,,,"100,000",,"285,000"
,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"535,000",$,"535,000","$ 650,000","$ 650,000",$,"615,000",$,"615,000",$,"670,000",$,"650,000",$,"3,200,000",$,"650,000",$,"600,000",$,"650,000",$,"650,000",$,"600,000",$,"3,150,000",$,"6,350,000"
Revenue Sources:,Revenue Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Revenues,,$,"535,000",$,"535,000","$ 150,000","$ 150,000",$,"115,000",$,"115,000",$,"170,000",$,"150,000",$,"700,000",$,"150,000",$,"100,000",$,"150,000",$,"150,000",$,"100,000",$,"650,000",$,"1,350,000"
,Fund Balance/Reserves,,,,,-,,"500,000",,"500,000",,"500,000",,"500,000",,"500,000",,"2,500,000",,"500,000",,"500,000",,"500,000",,"500,000",,"500,000",,"2,500,000",,"5,000,000"
,Bonded / Note Indebtedness,Bonded / Note Indebtedness,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Grants / Donations / Other,Grants / Donations / Other,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"535,000",$,"535,000","$ 650,000","$ 650,000",$,"615,000",$,"615,000",$,"670,000",$,"650,000",$,"3,200,000",$,"650,000",$,"600,000",$,"650,000",$,"650,000",$,"600,000",$,"3,150,000",$,"6,350,000"
NOTE 1:,Moved to Space Needs,Moved to Space Needs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
**Above amounts represent County portion only.**,**Above amounts represent County portion only.**,**Above amounts represent County portion only.**,**Above amounts represent County portion only.**,**Above amounts represent County portion only.**,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/23/2007,9:58 AM,,,,,,,,,,,,,,BOS Adopted FY08,BOS Adopted FY08,,,,,,,,,,,,,,,
