Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”,Name: “Table 1 of 1 on page 7 of 14”
,Backhoe-Replacement,,,"80,000",,"80,000",,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"4,485,230",$,"4,485,230",$,"5,215,000",$,"3,350,000",$,"350,000",$,"100,000",$,"100,000",$,"9,115,000",$,-,$,-,$,-,$,-,$,-,$,-,$,"9,115,000"
Revenue Sources:,Revenue Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Revenues,,$,"795,000",$,"795,000",$,"465,000",$,"350,000",$,"350,000",$,"100,000",$,"100,000",$,"1,365,000",$,-,$,-,$,-,$,-,$,-,$,-,$,"1,365,000"
,Fund Balance/Reserves,,,-,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,Bonded / Note Indebtedness,Bonded / Note Indebtedness,,"3,690,230",,"3,690,230",,"4,750,000",,"3,000,000",,,,,,,,"7,750,000",,-,,-,,-,,-,,-,,-,,"7,750,000"
,Grants / Donations / Other,Grants / Donations / Other,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"4,485,230",$,"4,485,230",$,"5,215,000",$,"3,350,000",$,"350,000",$,"100,000",$,"100,000",$,"9,115,000",$,-,$,-,$,-,$,-,$,-,$,-,$,"9,115,000"
NOTE 1:,Project included to support economic development opportunities.,Project included to support economic development opportunities.,Project included to support economic development opportunities.,Project included to support economic development opportunities.,Project included to support economic development opportunities.,Project included to support economic development opportunities.,Project included to support economic development opportunities.,,,,,,,,,,,,,,,,,,,,,,,,,
NOTE 2:,"Funds will be used to research, develop, and construct a strategy for long term water sources.","Funds will be used to research, develop, and construct a strategy for long term water sources.","Funds will be used to research, develop, and construct a strategy for long term water sources.","Funds will be used to research, develop, and construct a strategy for long term water sources.","Funds will be used to research, develop, and construct a strategy for long term water sources.","Funds will be used to research, develop, and construct a strategy for long term water sources.","Funds will be used to research, develop, and construct a strategy for long term water sources.","Funds will be used to research, develop, and construct a strategy for long term water sources.","Funds will be used to research, develop, and construct a strategy for long term water sources.","Funds will be used to research, develop, and construct a strategy for long term water sources.",,,,,,,,,,,,,,,,,,,,,,
NOTE 3:,Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),Funds will be provided by a federal grant secured by Congressman Forbes through the House Appropriations Committee. (FY05-06 only),,,,,,,,,,,,,,,,
NOTE 4:,Funds not used in a fiscal year will accumulate to a reserve for future use.,Funds not used in a fiscal year will accumulate to a reserve for future use.,Funds not used in a fiscal year will accumulate to a reserve for future use.,Funds not used in a fiscal year will accumulate to a reserve for future use.,Funds not used in a fiscal year will accumulate to a reserve for future use.,Funds not used in a fiscal year will accumulate to a reserve for future use.,Funds not used in a fiscal year will accumulate to a reserve for future use.,Funds not used in a fiscal year will accumulate to a reserve for future use.,,,,,,,,,,,,,,,,,,,,,,,,
NOTE 5:,Request directed to operating budget.,Request directed to operating budget.,Request directed to operating budget.,Request directed to operating budget.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/23/2007,9:58 AM,,,,,,,,,,,,,,BOS Adopted FY08,BOS Adopted FY08,,,,,,,,,,,,,,,
