Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”,Name: “Table 1 of 1 on page 8 of 14”
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Refuse Truck-fleet addition,Refuse Truck-fleet addition,,,,,,,,"130,000",,,,,,,,"130,000",,,,,,,,,,,,-,,"130,000"
,Refuse Truck - fleet additon,Refuse Truck - fleet additon,,"125,000",,"125,000",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Health Dept. HVAC replacement,Health Dept. HVAC replacement,,"60,000",,"60,000",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Dump Truck-replacement,Dump Truck-replacement,,,,,,,,,,,,"65,000",,,,"65,000",,,,,,,,,,,,-,,"65,000"
,Refuse Truck-replacement,Refuse Truck-replacement,,,,,,,,,,,,"135,000",,,,"135,000",,,,,,,,,,,,-,,"135,000"
,Bobcat-replacement,,,,,,,,,,,,,"40,000",,,,"40,000",,,,,,,,,,,,-,,"40,000"
,Rushmere VFD-roof replacement,Rushmere VFD-roof replacement,,,,,,,,,,,,"35,000",,,,"35,000",,,,,,,,,,,,-,,"35,000"
,IOW Rescue-roof replacement,IOW Rescue-roof replacement,,,,,,,,,,,,"35,000",,,,"35,000",,,,,,,,,,,,-,,"35,000"
,Museum-roof replacement,Museum-roof replacement,,,,,,,,,,,,"40,000",,,,"40,000",,,,,,,,,,,,-,,"40,000"
A,Cooling Tower Replacement-Court,Cooling Tower Replacement-Court,,,,,,,,,,,,,,-,,-,,,,,,,,,,,,-,,-
,Carrsville Compactor-replacement,Carrsville Compactor-replacement,,,,,,,,,,,,,,"35,000",,"35,000",,,,,,,,,,,,-,,"35,000"
,Windsor VFD-roof replacement,Windsor VFD-roof replacement,,,,,,,,,,,,,,"35,000",,"35,000",,,,,,,,,,,,-,,"35,000"
,Refuse Truck - fleet additon,Refuse Truck - fleet additon,,,,,,,,,,,,,,"130,000",,"130,000",,,,,,,,,,,,-,,"130,000"
,Carroll Bridge Compactor-replacement,Carroll Bridge Compactor-replacement,Carroll Bridge Compactor-replacement,,,,,,,,,,,,,,,-,,,,,,"40,000",,,,,,"40,000",,"40,000"
,Refuse Truck - replacement,Refuse Truck - replacement,,,,,,,,,,,,,,,,-,,,,,,"140,000",,,,,,"140,000",,"140,000"
,Orbit Compactor- acquisition,Orbit Compactor- acquisition,,"71,500",,"71,500",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Orbit Convenience Center -construction,Orbit Convenience Center -construction,Orbit Convenience Center -construction,"70,000",,"70,000",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Refuse Containers,,,,,,,"30,000",,,,,,,,,,"30,000",,,,,,,,,,,,-,,"30,000"
,"Mill Swamp Convenience Center-Acq/Co9n0s,t000","Mill Swamp Convenience Center-Acq/Co9n0s,t000","Mill Swamp Convenience Center-Acq/Co9n0s,t000","Mill Swamp Convenience Center-Acq/Co9n0s,t000",,"90,000",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Satellite Fuel Station-Prison Farm,Satellite Fuel Station-Prison Farm,,,,,,,,"100,000",,,,,,,,"100,000",,,,,,,,,,,,-,,"100,000"
,Old Jail Bldg Restoration,Old Jail Bldg Restoration,,"165,000",,"165,000",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Convenience Centers,,,,,,,,,,,,,"250,000",,,,"250,000",,,,,,,,,,,,-,,"250,000"
,Camp Washington Cleanup,Camp Washington Cleanup,,"50,000",,"50,000",,"50,000",,"50,000",,"50,000",,"50,000",,,,"200,000",,,,,,,,,,,,-,,"200,000"
,Roof Replacement - Social Svcs,Roof Replacement - Social Svcs,,-,,-,,-,,-,,-,,-,,"100,000",,"100,000",,-,,-,,-,,-,,-,,-,,"100,000"
,,TOTAL:,$,"631,500",$,"631,500",$,"80,000","$ 280,000","$ 280,000",$,"50,000","$ 650,000","$ 650,000",$,"300,000",$,"1,360,000",$,-,$,-,"$ 180,000","$ 180,000",$,-,$,-,$,"180,000","$ 1,540,000","$ 1,540,000"
Revenue Sources:,Revenue Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Revenues,,$,"631,500",$,"631,500",$,"80,000",$,"280,000",$,"50,000",$,"650,000",$,"300,000",$,"1,360,000",$,-,$,-,$,"180,000",$,-,$,-,$,"180,000",$,"1,540,000"
,Fund Balance/Reserves,,,,,,,,,,,,,,,,,-,,-,,,,,,,,,,-,,-
,Bonded / Note Indebtedness,Bonded / Note Indebtedness,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Grants / Donations / Other,Grants / Donations / Other,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"631,500",$,"631,500",$,"80,000","$ 280,000","$ 280,000",$,"50,000","$ 650,000","$ 650,000",$,"300,000",$,"1,360,000",$,-,$,-,"$ 180,000","$ 180,000",$,-,$,-,$,"180,000","$ 1,540,000","$ 1,540,000"
NOTE A:,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,Replacement of cooling tower in courts building will be addressed with renovation of existing building once the new courts building is constructed.,,,,,,,,,,,,,,
,4/23/2007,9:58 AM,,,,,,,,,,,,BOS Adopted FY08,BOS Adopted FY08,BOS Adopted FY08,BOS Adopted FY08,BOS Adopted FY08,,,,,,,,,,,,,,
