Name: “Table 1 of 1 on page 29 of 151”,Name: “Table 1 of 1 on page 29 of 151”,Name: “Table 1 of 1 on page 29 of 151”,Name: “Table 1 of 1 on page 29 of 151”,Name: “Table 1 of 1 on page 29 of 151”,Name: “Table 1 of 1 on page 29 of 151”,Name: “Table 1 of 1 on page 29 of 151”,Name: “Table 1 of 1 on page 29 of 151”,Name: “Table 1 of 1 on page 29 of 151”,Name: “Table 1 of 1 on page 29 of 151”,Name: “Table 1 of 1 on page 29 of 151”,Name: “Table 1 of 1 on page 29 of 151”,Name: “Table 1 of 1 on page 29 of 151”
TOTAL,$,"27,692,471",$,"30,000,181",$,"31,455,053",$,"33,168,110",$,"36,605,000",10%,100%
OTHER LOCAL TAXES:,,,,,,,,,,,,
LOCAL SALES AND USE TAX,$,"1,751,861",$,"1,709,088",$,"1,842,461",,"1,750,000",,"1,895,000",8%,31%
COMMUNICATIONS SALES TAX,,-,,-,,-,,-,,"1,228,500",N/A,20%
CONSUMER UTILITY,,"780,268",,"790,142",,"925,539",,"860,000",,"765,000",-11%,13%
CONSUMPTION TAX,,"137,246",,"148,889",,"155,644",,"155,000",,"165,000",6%,3%
BUSINESS LICENSE,,"336,129",,"418,242",,"467,618",,"445,000",,"520,000",17%,9%
LODGING TAX,,"39,855",,"47,861",,"26,313",,"28,000",,"32,000",14%,1%
MEALS TAX,,-,,"69,800",,"198,814",,"170,000",,"228,000",34%,4%
CELLULAR COMMUNICATIONS TAX,,"285,861",,"322,339",,"338,756",,"341,000",,-,-100%,0%
MOTOR VEHICLE LICENSES,,"449,974",,"458,662",,"470,928",,"465,000",,"514,000",11%,8%
CABLE FRANCHISE TAX,,"72,211",,"86,253",,"99,783",,"110,000",,"120,000",9%,2%
TAXES ON RECORDATION/WILLS,,"374,518",,"661,363",,"867,450",,"650,000",,"650,000",0%,11%
TOTAL,$,"4,227,923",$,"4,712,639",$,"5,393,306",$,"4,974,000",$,"6,117,500",23%,100%
"PERMITS, PRIVILEGE FEES AND",,,,,,,,,,,,
REGULATORY LICENSES:,,,,,,,,,,,,
ANIMAL LICENSES,$,"10,866",$,"10,701",$,"10,790",,"13,000",,"13,000",-2%,1%
ZONING AND SUBDIVISION FEES,,"122,364",,"102,367",,"171,126",,"160,000",,"170,000",6%,13%
BUILDING AND RELATED PERMITS,,"301,932",,"365,452",,"503,052",,"500,000",,"500,000",0%,39%
CASH PROFFERS,,"255,500",,"737,974",,"875,747",,"500,000",,"500,000",0%,39%
CONCEALED WEAPONS PERMITS,,"5,818",,"4,921",,"4,888",,"5,000",,"5,000",0%,0%
TRANSFER FEES,,"1,282",,"1,434",,"1,675",,"1,500",,"1,500",0%,0%
MISC PERMITS/FEES,,-,,-,,-,,"80,000",,"80,000",0%,6%
TOTAL,$,"697,762",$,"1,222,849",$,"1,567,278",$,"1,259,500",$,"1,269,500",1%,100%
CHARGES FOR SERVICES:,,,,,,,,,,,,
CHARGES FOR CW ATTORNEY,$,"1,370",$,"1,296",$,"1,355",,"1,200",,"1,200",0%,0%
JURORS,,"6,453",,"4,724",,"3,010",,"4,500",,"4,500",0%,0%
SHERIFF'S FEES,,"2,204",,"2,204",,"2,204",,"2,200",,"2,200",0%,0%
CHARGES FOR OTHER PROTECTION,,501,,563,,"1,300",,"2,500",,"2,500",0%,0%
CHARGES FOR WASTE REMOVAL,,"3,998",,"4,620",,"4,320",,"4,000",,"4,000",0%,0%
CHARGES FOR PLANNING/COM DEV,,743,,"1,543",,"2,314",,"1,500",,"1,500",0%,0%
CHARGES FOR PARKS & REC.,,"136,939",,"162,908",,"135,208",,"265,505",,"185,150",-30%,19%
EMS FEES,,-,,-,,"315,868",,"500,000",,"675,000",35%,70%
COURT COSTS,,"45,524",,"49,461",,"57,676",,"50,000",,"91,000",82%,9%
TOTAL,$,"197,732",$,"227,319",$,"523,255",$,"831,405",$,"967,050",16%,100%
,,"A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence",,,,,
