Name: “Table 1 of 1 on page 133 of 151”,Name: “Table 1 of 1 on page 133 of 151”,Name: “Table 1 of 1 on page 133 of 151”,Name: “Table 1 of 1 on page 133 of 151”,Name: “Table 1 of 1 on page 133 of 151”,Name: “Table 1 of 1 on page 133 of 151”,Name: “Table 1 of 1 on page 133 of 151”,Name: “Table 1 of 1 on page 133 of 151”,Name: “Table 1 of 1 on page 133 of 151”,Name: “Table 1 of 1 on page 133 of 151”,Name: “Table 1 of 1 on page 133 of 151”,Name: “Table 1 of 1 on page 133 of 151”,Name: “Table 1 of 1 on page 133 of 151”,Name: “Table 1 of 1 on page 133 of 151”,Name: “Table 1 of 1 on page 133 of 151”,Name: “Table 1 of 1 on page 133 of 151”,Name: “Table 1 of 1 on page 133 of 151”,Name: “Table 1 of 1 on page 133 of 151”,Name: “Table 1 of 1 on page 133 of 151”
560010,Office Supplies,Office Supplies,,-,,-,,-,,-,,200,,200,,200,N/A,0%
560050,Custodial Supplies,Custodial Supplies,,-,,-,,-,,-,,300,,300,,300,N/A,0%
560110,Uniforms,,,-,,-,,-,,-,,300,,200,,200,N/A,0%
580100,Equipment,,,-,,-,,-,,-,,-,,"3,000",,"3,000",N/A,2%
N/A,Pro Shop Expense,Pro Shop Expense,,-,,-,,-,,-,,-,,-,,-,N/A,0%
N/A,Concessions Supplies,Concessions Supplies,,-,,-,,-,,-,,-,,-,,-,N/A,0%
N/A,Insurance,,,-,,-,,-,,-,,-,,-,,-,N/A,0%
,TOTAL,,$,-,$,-,$,-,$,-,$,"102,426",$,"125,500",$,"125,500",N/A,100%
,,,,,,FY 2005,FY 2006,FY 2006,,FY 2007,,FY 2007,,FY 2008,,FY 2008,,
Fund Balance:,Fund Balance:,,,,,,,,,,,,,,,,,
,,,,,,Actual,Actual,Actual,,Budget,,Expected,,Requested,,Adopted,,
Beginning Fund Balance:,Beginning Fund Balance:,Beginning Fund Balance:,,,$,-,$,-,$,-,$,-,$,-,$,-,,
Net Income / (Loss):,Net Income / (Loss):,Net Income / (Loss):,,,,-,,-,,-,,-,,-,,-,,
Ending Fund Balance:,Ending Fund Balance:,Ending Fund Balance:,,,$,-,$,-,$,-,$,-,$,-,$,-,,
Personnel Summary,Personnel Summary,Personnel Summary,,,,,,,,FY 2007,,,,FY 2008,,,,
Grade,Job Class / Position,Job Class / Position,,,,,FTE,,,Budget,,FTE,,Budget,,,,
,Skating Rink Manager,Skating Rink Manager,,,,,,-,$,-,,1.0,$,"49,474",,,,
,Total,,,,,,,-,$,-,,1.0,$,"49,474",,,,
554200 City of Franklin - lease on land @ $1,554200 City of Franklin - lease on land @ $1,554200 City of Franklin - lease on land @ $1,554200 City of Franklin - lease on land @ $1,,,,,,,,,,,,,,,
,,,,,"A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence",,,,,,,
