Name: “Table 1 of 1 on page 41 of 151”,Name: “Table 1 of 1 on page 41 of 151”,Name: “Table 1 of 1 on page 41 of 151”,Name: “Table 1 of 1 on page 41 of 151”,Name: “Table 1 of 1 on page 41 of 151”,Name: “Table 1 of 1 on page 41 of 151”,Name: “Table 1 of 1 on page 41 of 151”,Name: “Table 1 of 1 on page 41 of 151”,Name: “Table 1 of 1 on page 41 of 151”,Name: “Table 1 of 1 on page 41 of 151”,Name: “Table 1 of 1 on page 41 of 151”,Name: “Table 1 of 1 on page 41 of 151”,Name: “Table 1 of 1 on page 41 of 151”,Name: “Table 1 of 1 on page 41 of 151”,Name: “Table 1 of 1 on page 41 of 151”,Name: “Table 1 of 1 on page 41 of 151”,Name: “Table 1 of 1 on page 41 of 151”,Name: “Table 1 of 1 on page 41 of 151”,Name: “Table 1 of 1 on page 41 of 151”,Name: “Table 1 of 1 on page 41 of 151”,Name: “Table 1 of 1 on page 41 of 151”
558060,B,Operating Expenses,,"2,363",,"2,361",,"2,500",,"3,494",,"4,900",,"15,200",,"9,800",,"8,700",78%,2%
558100,,Dues & Subscriptions,,"1,532",,"1,298",,950,,"1,201",,"1,300",,"1,300",,"1,500",,"1,500",15%,0%
560010,,Office Supplies,,"9,777",,"10,593",,"10,000",,"15,965",,"6,300",,"8,300",,"7,000",,"7,000",11%,1%
560080,,"Motor, Fuel, Lube & Repairs",,244,,377,,"1,000",,95,,"1,000",,"1,000",,"1,000",,"1,000",0%,0%
580100,,Equipment,,"3,833",,"1,668",,"1,143",,"1,143",,-,,-,,-,,-,N/A,0%
,,TOTAL,$,"289,840",$,"380,460",$,"362,842",$,"436,411",$,"463,203",$,"500,430",$,"514,195",$,"523,938",13%,100%
Personnel Summary,Personnel Summary,Personnel Summary,,,,,,,,FY 2007,,,,FY 2008,,,,,,
Grade,,Job Class / Position,,,,,,FTE,,Budget,,FTE,,Budget,,,,,,
N/A,,Commissioner of Revenue,,,,,,1.0,$,"72,793",,1.0,$,"70,879",,,,,,
45,,Deputy Commissioner of Revenue,Deputy Commissioner of Revenue,,,,,1.0,,"26,345",,1.0,,"40,929",,,,,,
43,,Deputy Clerk III,,,,,,1.0,,"31,553",,1.0,,"32,817",,,,,,
42,,Deputy Clerk II,,,,,,1.0,,"29,164",,2.0,,"58,127",,,,,,
40,,Deputy Clerk I,,,,,,3.0,,"74,622",,2.0,,"72,405",,,,,,
47,,Real Estate Assessor,,,,,,1.0,,"60,456",,1.0,,"48,090",,,,,,
43,,Real Estate Clerk,,,,,,1.0,,"31,322",,1.0,,"33,281",,,,,,
,,Total,,,,,,9.0,$,"326,255",,9.0,$,"356,528",,,,,,
Compensation Board provides partial funding for Commissioner of Revenue and 6 positions.,Compensation Board provides partial funding for Commissioner of Revenue and 6 positions.,Compensation Board provides partial funding for Commissioner of Revenue and 6 positions.,Compensation Board provides partial funding for Commissioner of Revenue and 6 positions.,Compensation Board provides partial funding for Commissioner of Revenue and 6 positions.,Compensation Board provides partial funding for Commissioner of Revenue and 6 positions.,Compensation Board provides partial funding for Commissioner of Revenue and 6 positions.,Compensation Board provides partial funding for Commissioner of Revenue and 6 positions.,Compensation Board provides partial funding for Commissioner of Revenue and 6 positions.,Compensation Board provides partial funding for Commissioner of Revenue and 6 positions.,Compensation Board provides partial funding for Commissioner of Revenue and 6 positions.,Compensation Board provides partial funding for Commissioner of Revenue and 6 positions.,,,,,,,,,
NOTE A:,NOTE A:,"Includes CAMRA annual maintenance contract @ $3,500 and $624 annual maintenance for Xerox printer.","Includes CAMRA annual maintenance contract @ $3,500 and $624 annual maintenance for Xerox printer.","Includes CAMRA annual maintenance contract @ $3,500 and $624 annual maintenance for Xerox printer.","Includes CAMRA annual maintenance contract @ $3,500 and $624 annual maintenance for Xerox printer.","Includes CAMRA annual maintenance contract @ $3,500 and $624 annual maintenance for Xerox printer.","Includes CAMRA annual maintenance contract @ $3,500 and $624 annual maintenance for Xerox printer.","Includes CAMRA annual maintenance contract @ $3,500 and $624 annual maintenance for Xerox printer.","Includes CAMRA annual maintenance contract @ $3,500 and $624 annual maintenance for Xerox printer.","Includes CAMRA annual maintenance contract @ $3,500 and $624 annual maintenance for Xerox printer.","Includes CAMRA annual maintenance contract @ $3,500 and $624 annual maintenance for Xerox printer.","Includes CAMRA annual maintenance contract @ $3,500 and $624 annual maintenance for Xerox printer.","Includes CAMRA annual maintenance contract @ $3,500 and $624 annual maintenance for Xerox printer.","Includes CAMRA annual maintenance contract @ $3,500 and $624 annual maintenance for Xerox printer.",,,,,,
NOTE B:,NOTE B:,"Includes $2,400 for ADP service, $1,000 for vessel valuation and $4,600 for NADA valuation services","Includes $2,400 for ADP service, $1,000 for vessel valuation and $4,600 for NADA valuation services","Includes $2,400 for ADP service, $1,000 for vessel valuation and $4,600 for NADA valuation services","Includes $2,400 for ADP service, $1,000 for vessel valuation and $4,600 for NADA valuation services","Includes $2,400 for ADP service, $1,000 for vessel valuation and $4,600 for NADA valuation services","Includes $2,400 for ADP service, $1,000 for vessel valuation and $4,600 for NADA valuation services","Includes $2,400 for ADP service, $1,000 for vessel valuation and $4,600 for NADA valuation services","Includes $2,400 for ADP service, $1,000 for vessel valuation and $4,600 for NADA valuation services","Includes $2,400 for ADP service, $1,000 for vessel valuation and $4,600 for NADA valuation services","Includes $2,400 for ADP service, $1,000 for vessel valuation and $4,600 for NADA valuation services","Includes $2,400 for ADP service, $1,000 for vessel valuation and $4,600 for NADA valuation services","Includes $2,400 for ADP service, $1,000 for vessel valuation and $4,600 for NADA valuation services","Includes $2,400 for ADP service, $1,000 for vessel valuation and $4,600 for NADA valuation services",,,,,,
,,,,,"A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence",,,,,,,,
