Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”,Name: “Table 1 of 1 on page 112 of 151”
,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
1 Reserve for E.D. Projects,1 Reserve for E.D. Projects,,"250,000",,"250,000",,"250,000",,"250,000",,"250,000",,"250,000",,"250,000",,"1,250,000",,"250,000",,"250,000",,"250,000",,"250,000",,"250,000",,"1,250,000",,"2,500,000"
,PACE-Reserve,,"750,000",,"750,000",,"500,000",,"750,000",,"750,000",,"750,000",,"750,000",,"3,500,000",,"750,000",,"750,000",,"750,000",,"750,000",,"750,000",,"3,750,000",,"7,250,000"
,460 Distribtn Ind. Pk-Land Acqus,,"2,000,000",,"2,000,000",,"2,000,000",,"2,000,000",,"2,000,000",,"2,000,000",,,,"8,000,000",,,,,,,,,,,,-,,"8,000,000"
,460 Distribtn Ind. Pk-Construction,,,,,,,,,,,,,,"2,000,000",,"2,000,000",,"2,000,000",,"2,000,000",,"2,000,000",,"2,000,000",,,,"8,000,000",,"10,000,000"
2 Land Acqustn-NDSD Park,2 Land Acqustn-NDSD Park,,"250,000",,"250,000",,-,,-,,-,,,,,,-,,,,,,,,,,,,-,,-
3 Rt. 17 Revitalization,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
3 Carrsville Streetscape,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,-
2 NDSD Park - Land Acquisition,2 NDSD Park - Land Acquisition,,"500,000",,"500,000",,"750,000",,"750,000",,"750,000",,"500,000",,,,"2,750,000",,,,,,,,,,,,,,"2,750,000"
2 NDSD Park - Park Development,2 NDSD Park - Park Development,,-,,-,,-,,-,,-,,-,,"500,000",,"500,000",,"500,000",,"500,000",,"500,000",,"500,000",,-,,"2,000,000",,"2,500,000"
,TOTAL:,$,"3,750,000",$,"3,750,000",$,"3,500,000",$,"3,750,000",$,"3,750,000",$,"3,500,000",$,"3,500,000",$,"18,000,000",$,"3,500,000",$,"3,500,000",$,"3,500,000",$,"3,500,000","$ 1,000,000","$ 1,000,000",$,"15,000,000","$ 33,000,000","$ 33,000,000"
Revenue Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Revenues,$,"1,000,000",$,"1,000,000",$,"750,000",$,"1,000,000",$,"1,000,000",$,"1,000,000",$,"1,000,000",$,"4,750,000",$,"1,000,000",$,"1,000,000",$,"1,000,000",$,"1,000,000","$ 1,000,000","$ 1,000,000",$,"5,000,000",$,"9,750,000"
,Fund Balance /Reserves,,"2,750,000",,"2,750,000",,"2,750,000",,"2,750,000",,"2,750,000",,"2,500,000",,"2,500,000",,"13,250,000",,"2,500,000",,"2,500,000",,"2,500,000",,"2,500,000",,-,,"10,000,000",,"23,250,000"
,Bonded / Note Indebtedness,,,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,-,,-
,Grants / Donations / Other,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,TOTAL:,$,"3,750,000",$,"3,750,000",$,"3,500,000",$,"3,750,000",$,"3,750,000",$,"3,500,000",$,"3,500,000",$,"18,000,000",$,"3,500,000",$,"3,500,000",$,"3,500,000",$,"3,500,000","$ 1,000,000","$ 1,000,000",$,"15,000,000","$ 33,000,000","$ 33,000,000"
NOTE 1:,Reserves to be used for various E. D. Capital initiatives encountered.,Reserves to be used for various E. D. Capital initiatives encountered.,Reserves to be used for various E. D. Capital initiatives encountered.,Reserves to be used for various E. D. Capital initiatives encountered.,Reserves to be used for various E. D. Capital initiatives encountered.,Reserves to be used for various E. D. Capital initiatives encountered.,Reserves to be used for various E. D. Capital initiatives encountered.,,,,,,,,,,,,,,,,,,,,,,,,
NOTE 2:,Land acquisition for campus site.,Land acquisition for campus site.,"FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition",,,,,,,,,,,,,,,,,,
,"Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center",,,,,,,,,,,,,,
NOTE 3:,Moved projects to Administration,Moved projects to Administration,Moved projects to Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
