Name: “Table 1 of 1 on page 38 of 151”,Name: “Table 1 of 1 on page 38 of 151”,Name: “Table 1 of 1 on page 38 of 151”,Name: “Table 1 of 1 on page 38 of 151”,Name: “Table 1 of 1 on page 38 of 151”,Name: “Table 1 of 1 on page 38 of 151”,Name: “Table 1 of 1 on page 38 of 151”,Name: “Table 1 of 1 on page 38 of 151”,Name: “Table 1 of 1 on page 38 of 151”,Name: “Table 1 of 1 on page 38 of 151”,Name: “Table 1 of 1 on page 38 of 151”,Name: “Table 1 of 1 on page 38 of 151”,Name: “Table 1 of 1 on page 38 of 151”,Name: “Table 1 of 1 on page 38 of 151”,Name: “Table 1 of 1 on page 38 of 151”,Name: “Table 1 of 1 on page 38 of 151”,Name: “Table 1 of 1 on page 38 of 151”,Name: “Table 1 of 1 on page 38 of 151”,Name: “Table 1 of 1 on page 38 of 151”,Name: “Table 1 of 1 on page 38 of 151”
,Boards and Commissions.,Boards and Commissions.,,,,,,,,,,,,,,,,,
*,Direct and manage litigation on behalf of the County. Represent the Board and County in various administrative,Direct and manage litigation on behalf of the County. Represent the Board and County in various administrative,Direct and manage litigation on behalf of the County. Represent the Board and County in various administrative,Direct and manage litigation on behalf of the County. Represent the Board and County in various administrative,Direct and manage litigation on behalf of the County. Represent the Board and County in various administrative,Direct and manage litigation on behalf of the County. Represent the Board and County in various administrative,Direct and manage litigation on behalf of the County. Represent the Board and County in various administrative,Direct and manage litigation on behalf of the County. Represent the Board and County in various administrative,Direct and manage litigation on behalf of the County. Represent the Board and County in various administrative,Direct and manage litigation on behalf of the County. Represent the Board and County in various administrative,Direct and manage litigation on behalf of the County. Represent the Board and County in various administrative,Direct and manage litigation on behalf of the County. Represent the Board and County in various administrative,Direct and manage litigation on behalf of the County. Represent the Board and County in various administrative,Direct and manage litigation on behalf of the County. Represent the Board and County in various administrative,Direct and manage litigation on behalf of the County. Represent the Board and County in various administrative,Direct and manage litigation on behalf of the County. Represent the Board and County in various administrative,Direct and manage litigation on behalf of the County. Represent the Board and County in various administrative,,
,proceedings.,,,,,,,,,,,,,,,,,,
*,"Revise and update the County ordinances on a timely basis, including supervision of supplementation and recodification","Revise and update the County ordinances on a timely basis, including supervision of supplementation and recodification","Revise and update the County ordinances on a timely basis, including supervision of supplementation and recodification","Revise and update the County ordinances on a timely basis, including supervision of supplementation and recodification","Revise and update the County ordinances on a timely basis, including supervision of supplementation and recodification","Revise and update the County ordinances on a timely basis, including supervision of supplementation and recodification","Revise and update the County ordinances on a timely basis, including supervision of supplementation and recodification","Revise and update the County ordinances on a timely basis, including supervision of supplementation and recodification","Revise and update the County ordinances on a timely basis, including supervision of supplementation and recodification","Revise and update the County ordinances on a timely basis, including supervision of supplementation and recodification","Revise and update the County ordinances on a timely basis, including supervision of supplementation and recodification","Revise and update the County ordinances on a timely basis, including supervision of supplementation and recodification","Revise and update the County ordinances on a timely basis, including supervision of supplementation and recodification","Revise and update the County ordinances on a timely basis, including supervision of supplementation and recodification","Revise and update the County ordinances on a timely basis, including supervision of supplementation and recodification","Revise and update the County ordinances on a timely basis, including supervision of supplementation and recodification","Revise and update the County ordinances on a timely basis, including supervision of supplementation and recodification","Revise and update the County ordinances on a timely basis, including supervision of supplementation and recodification",
,when necessary.,,,,,,,,,,,,,,,,,,
*,"Maintain professional training and knowledge of continuously changing statutory, administrative and case law.","Maintain professional training and knowledge of continuously changing statutory, administrative and case law.","Maintain professional training and knowledge of continuously changing statutory, administrative and case law.","Maintain professional training and knowledge of continuously changing statutory, administrative and case law.","Maintain professional training and knowledge of continuously changing statutory, administrative and case law.","Maintain professional training and knowledge of continuously changing statutory, administrative and case law.","Maintain professional training and knowledge of continuously changing statutory, administrative and case law.","Maintain professional training and knowledge of continuously changing statutory, administrative and case law.","Maintain professional training and knowledge of continuously changing statutory, administrative and case law.","Maintain professional training and knowledge of continuously changing statutory, administrative and case law.","Maintain professional training and knowledge of continuously changing statutory, administrative and case law.","Maintain professional training and knowledge of continuously changing statutory, administrative and case law.","Maintain professional training and knowledge of continuously changing statutory, administrative and case law.","Maintain professional training and knowledge of continuously changing statutory, administrative and case law.","Maintain professional training and knowledge of continuously changing statutory, administrative and case law.","Maintain professional training and knowledge of continuously changing statutory, administrative and case law.","Maintain professional training and knowledge of continuously changing statutory, administrative and case law.",,
*,"Review and approve contracts, change orders and agreements entered into by the County.","Review and approve contracts, change orders and agreements entered into by the County.","Review and approve contracts, change orders and agreements entered into by the County.","Review and approve contracts, change orders and agreements entered into by the County.","Review and approve contracts, change orders and agreements entered into by the County.","Review and approve contracts, change orders and agreements entered into by the County.","Review and approve contracts, change orders and agreements entered into by the County.","Review and approve contracts, change orders and agreements entered into by the County.","Review and approve contracts, change orders and agreements entered into by the County.","Review and approve contracts, change orders and agreements entered into by the County.","Review and approve contracts, change orders and agreements entered into by the County.","Review and approve contracts, change orders and agreements entered into by the County.","Review and approve contracts, change orders and agreements entered into by the County.",,,,,,
Object,Description,,FY 2004,,FY 2005,FY 2006,FY 2006,,FY 2006,,FY 2007,,FY 2007,FY 2008,FY 2008,,FY 2008,%,%
Org #,11122100,,Actual,,Actual,,Budget,,Actual,,Budget,Expected,Expected,Requested,Requested,,Adopted,Change,Total
511000,Salaries & Wages,$,"180,206",$,"202,123",$,"213,039",$,"204,344",$,"215,467",$,"250,392",$,"238,256",$,"230,500",7%,59%
519000,Other Compensation,,"5,000",,"5,000",,"5,000",,"6,000",,"6,000",,"1,375",,-,,-,-100%,0%
521000,Fica/Medicare,,-,,-,,-,,-,,"16,483",,"20,203",,"18,227",,"17,633",7%,4%
522100,VRS - Retirement,,-,,-,,-,,-,,"22,236",,"22,236",,"25,803",,"12,016",-46%,3%
523000,Hospital/Medical Plan,,-,,-,,-,,-,,"13,544",,"13,544",,"13,544",,"6,321",-53%,2%
523100,Dental Insurance,,-,,-,,-,,-,,"1,066",,"1,066",,"1,066",,459,-57%,0%
524000,Group Life Insurance,,-,,-,,-,,-,,"2,629",,"2,629",,"2,629",,"2,638",0%,1%
528100,Deferred Comp Plan,,-,,-,,-,,-,,900,,900,,900,,840,-7%,0%
529000,Fringe Benefits,,-,,"43,649",,-,,"49,048",,-,,-,,-,,-,N/A,0%
531700,Professional Services,,"20,696",,"12,870",,"10,000",,"20,338",,"20,000",,"127,940",,"50,000",,"50,000",150%,13%
552100,Postage,,602,,582,,800,,491,,680,,680,,"1,080",,"1,080",59%,0%
552300,Telephone,,761,,542,,"1,000",,712,,"1,400",,"1,400",,"1,400",,"1,400",0%,0%
554100,Equipment Rental,,"3,025",,"2,351",,-,,-,,"2,300",,"6,860",,"4,156",,"4,156",81%,1%
555010,Travel & Training,,"5,970",,"10,672",,"9,000",,"12,565",,"12,000",,"25,695",,"28,800",,"28,800",140%,7%
558100,Dues & Subscriptions,,"8,475",,"12,381",,"11,000",,"21,160",,"16,000",,"23,200",,"37,100",,"33,400",109%,8%
560010,Office Supplies,,"3,606",,"2,844",,"4,000",,"3,644",,"4,000",,"2,992",,"4,500",,"4,500",13%,1%
580100,Equipment,,"4,963",,"3,164",,"2,300",,"4,859",,-,,"1,008",,"3,065",,-,N/A,0%
,TOTAL,$,"233,303",$,"296,179",$,"256,139",$,"323,161",$,"334,705",$,"502,120",$,"430,526",$,"393,743",18%,100%
Personnel Summary,Personnel Summary,,,,,,,,FY 2007,,,,FY 2008,,,,,,
Grade,Job Class / Position,,,,,,FTE,,Budget,,FTE,,Budget,,,,,,
N/A,County Attorney,,,,,,1.0,$,"110,000",,1.0,$,"120,000",,,,,,
49,Assistant County Attorney,,,,,,1.0,,"71,375",,1.0,,"78,000",,,,,,
43,Executive Administrative Assistant,Executive Administrative Assistant,,,,,1.0,,"34,092",,1.0,,"32,500",,,,,,
,Total,,,,,,3.0,$,"215,467",,3.0,$,"230,500",,,,,,
,,,,"A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence",,,,,,,,
