Name: “Table 1 of 1 on page 21 of 77”,Name: “Table 1 of 1 on page 21 of 77”,Name: “Table 1 of 1 on page 21 of 77”,Name: “Table 1 of 1 on page 21 of 77”,Name: “Table 1 of 1 on page 21 of 77”,Name: “Table 1 of 1 on page 21 of 77”,Name: “Table 1 of 1 on page 21 of 77”,Name: “Table 1 of 1 on page 21 of 77”,Name: “Table 1 of 1 on page 21 of 77”,Name: “Table 1 of 1 on page 21 of 77”
parking spaces relative to demand as well as with enforcement activity. Overload fines vary with the volume of,parking spaces relative to demand as well as with enforcement activity. Overload fines vary with the volume of,parking spaces relative to demand as well as with enforcement activity. Overload fines vary with the volume of,parking spaces relative to demand as well as with enforcement activity. Overload fines vary with the volume of,parking spaces relative to demand as well as with enforcement activity. Overload fines vary with the volume of,parking spaces relative to demand as well as with enforcement activity. Overload fines vary with the volume of,parking spaces relative to demand as well as with enforcement activity. Overload fines vary with the volume of,parking spaces relative to demand as well as with enforcement activity. Overload fines vary with the volume of,parking spaces relative to demand as well as with enforcement activity. Overload fines vary with the volume of,parking spaces relative to demand as well as with enforcement activity. Overload fines vary with the volume of
commercial traffic and condition of bridges.,commercial traffic and condition of bridges.,commercial traffic and condition of bridges.,commercial traffic and condition of bridges.,,,,,,
,,,,FINES & FORFEITURES,FINES & FORFEITURES,,,,Millions
40%,,,,,,,,,$4.0
30%,,,,,,,,,$3.5
20%,,,,,,,,,$3.0
10%,,,,,,,,,$2.5
0%,,,,,,,,,$2.0
-10%,,,,,,,,,$1.5
-20%,,,,,,,,,$1.0
-30%,,,,,,,,,$0.5
-40%,,,,,,,,,$0.0
,2004,2005,2006,2007,2008,2009,2010,Budget,Forecast
,,,,,,,,2011,2012
,,,,Change,,Total Revenue,Total Revenue,,
,,CHESAPEAKE GENERAL FUND FINE AND FORFEITURE REVENUES,CHESAPEAKE GENERAL FUND FINE AND FORFEITURE REVENUES,CHESAPEAKE GENERAL FUND FINE AND FORFEITURE REVENUES,CHESAPEAKE GENERAL FUND FINE AND FORFEITURE REVENUES,CHESAPEAKE GENERAL FUND FINE AND FORFEITURE REVENUES,CHESAPEAKE GENERAL FUND FINE AND FORFEITURE REVENUES,CHESAPEAKE GENERAL FUND FINE AND FORFEITURE REVENUES,
Fiscal Year,Court Fines,Court Fines,Parking Fines,Parking Fines,Overload Fines,Total Revenue,Total Revenue,Change,
2004,"$2,258,592","$2,258,592","$102,231","$102,231","$80,149",,"$2,440,971",1.0%,
2005,"$2,715,920","$2,715,920","$115,354","$115,354","$98,227",,"$2,929,501",20.0%,
2006,"$2,742,323","$2,742,323","$98,519","$98,519","$746,860",,"$3,587,702",22.5%,
2007,"$2,638,017","$2,638,017","$128,344","$128,344","$518,297",,"$3,284,658",-8.4%,
2008,"$2,743,026","$2,743,026","$73,044","$73,044","$755,068",,"$3,571,138",8.7%,
2009,"$1,935,643","$1,935,643","$63,097","$63,097","$336,519",,"$2,335,259",-34.6%,
2010,"$1,832,019","$1,832,019","$74,243","$74,243","$121,916",,"$2,028,178",-13.1%,
Budget 2011,"$1,539,000","$1,539,000","$63,000","$63,000","$150,000",,"$1,752,000",-13.6%,
Forecast 2012,"$2,020,000","$2,020,000","$61,000","$61,000","$150,000",,"$2,231,000",27.3%,
,CHESAPEAKE CIRCUIT & GENERAL DISTRICT COURTS CASELOAD TRENDS,CHESAPEAKE CIRCUIT & GENERAL DISTRICT COURTS CASELOAD TRENDS,CHESAPEAKE CIRCUIT & GENERAL DISTRICT COURTS CASELOAD TRENDS,CHESAPEAKE CIRCUIT & GENERAL DISTRICT COURTS CASELOAD TRENDS,CHESAPEAKE CIRCUIT & GENERAL DISTRICT COURTS CASELOAD TRENDS,CHESAPEAKE CIRCUIT & GENERAL DISTRICT COURTS CASELOAD TRENDS,CHESAPEAKE CIRCUIT & GENERAL DISTRICT COURTS CASELOAD TRENDS,CHESAPEAKE CIRCUIT & GENERAL DISTRICT COURTS CASELOAD TRENDS,
,,"Source: Virginia Supreme Court, State of The Judiciary 2009 , Page B-6","Source: Virginia Supreme Court, State of The Judiciary 2009 , Page B-6","Source: Virginia Supreme Court, State of The Judiciary 2009 , Page B-6","Source: Virginia Supreme Court, State of The Judiciary 2009 , Page B-6","Source: Virginia Supreme Court, State of The Judiciary 2009 , Page B-6","Source: Virginia Supreme Court, State of The Judiciary 2009 , Page B-6","Source: Virginia Supreme Court, State of The Judiciary 2009 , Page B-6",
,Fiscal Year,Fiscal Year,Circuit,Circuit,General District,,Total,Change,
,2004,2004,,"8,694","111,870",,"120,564",8.1%,
,2005,2005,,"9,056","113,169",,"122,225",1.4%,
,2006,2006,,"9,841","105,717",,"115,558",-5.5%,
,2007,2007,,"10,258","112,976",,"123,234",6.6%,
,2008,2008,,"10,025","97,367",,"107,392",-12.9%,
,2009,2009,,"9,188","89,367",,"98,555",-8.2%,
FY 2011-12 Operating Budget,FY 2011-12 Operating Budget,FY 2011-12 Operating Budget,,,55,,,,"Revised June 14, 2011"
