through judicial proceedings. There is no limit at the present time on the property tax rates that may be established,through judicial proceedings. There is no limit at the present time on the property tax rates that may be established,through judicial proceedings. There is no limit at the present time on the property tax rates that may be established,through judicial proceedings. There is no limit at the present time on the property tax rates that may be established,through judicial proceedings. There is no limit at the present time on the property tax rates that may be established,through judicial proceedings. There is no limit at the present time on the property tax rates that may be established,through judicial proceedings. There is no limit at the present time on the property tax rates that may be established,through judicial proceedings. There is no limit at the present time on the property tax rates that may be established,through judicial proceedings. There is no limit at the present time on the property tax rates that may be established
by the City.,,,,,,,,
,GENERAL FUND PENALTIES & INTEREST ON DELINQUENT PROPERTY TAXES,GENERAL FUND PENALTIES & INTEREST ON DELINQUENT PROPERTY TAXES,GENERAL FUND PENALTIES & INTEREST ON DELINQUENT PROPERTY TAXES,GENERAL FUND PENALTIES & INTEREST ON DELINQUENT PROPERTY TAXES,GENERAL FUND PENALTIES & INTEREST ON DELINQUENT PROPERTY TAXES,GENERAL FUND PENALTIES & INTEREST ON DELINQUENT PROPERTY TAXES,GENERAL FUND PENALTIES & INTEREST ON DELINQUENT PROPERTY TAXES,
,,,,,,,,Millions
20%,,,,,,,,$3.5
15%,,,,,,,,$3.0
,,,,,,,,$2.5
10%,,,,,,,,
,,,,,,,,$2.0
5%,,,,,,,,
,,,,,,,,$1.5
0%,,,,,,,,
,,,,,,,,$1.0
-5%,,,,,,,,$0.5
-10%,,,,,,,,$0.0
2004,2005,2006,2007,2008,2009,2010,Budget,Forecast
,,,,FISCAL YEAR,,,2011,2012
,,,Change,,Total Revenue,Total Revenue,,
CHESAPEAKE GENERAL FUND PENALTY &INTEREST REVENUES ON DELINQUENT PROPERTY TAXES,CHESAPEAKE GENERAL FUND PENALTY &INTEREST REVENUES ON DELINQUENT PROPERTY TAXES,CHESAPEAKE GENERAL FUND PENALTY &INTEREST REVENUES ON DELINQUENT PROPERTY TAXES,CHESAPEAKE GENERAL FUND PENALTY &INTEREST REVENUES ON DELINQUENT PROPERTY TAXES,CHESAPEAKE GENERAL FUND PENALTY &INTEREST REVENUES ON DELINQUENT PROPERTY TAXES,CHESAPEAKE GENERAL FUND PENALTY &INTEREST REVENUES ON DELINQUENT PROPERTY TAXES,CHESAPEAKE GENERAL FUND PENALTY &INTEREST REVENUES ON DELINQUENT PROPERTY TAXES,CHESAPEAKE GENERAL FUND PENALTY &INTEREST REVENUES ON DELINQUENT PROPERTY TAXES,CHESAPEAKE GENERAL FUND PENALTY &INTEREST REVENUES ON DELINQUENT PROPERTY TAXES
Fiscal Year,Fiscal Year,Penalties,Penalties,Interest,Total Revenue,Total Revenue,Change,
,2004,"$1,797,484","$1,797,484","$635,072","$2,432,555","$2,432,555",1.6%,
,2005,"$1,978,807","$1,978,807","$650,847","$2,629,654","$2,629,654",8.1%,
,2006,"$1,994,156","$1,994,156","$664,879","$2,659,035","$2,659,035",1.1%,
,2007,"$1,939,690","$1,939,690","$1,097,956","$3,037,646","$3,037,646",14.2%,
,2008,"$1,772,632","$1,772,632","$996,807","$2,769,439","$2,769,439",-8.8%,
,2009,"$1,648,869","$1,648,869","$970,375","$2,619,244","$2,619,244",-5.4%,
,2010,"$1,486,106","$1,486,106","$944,255","$2,430,361","$2,430,361",-7.2%,
Budget 2011,Budget 2011,"$1,366,000","$1,366,000","$908,000","$2,274,000","$2,274,000",-6.4%,
Forecast 2012,Forecast 2012,"$1,356,950","$1,356,950","$872,100","$2,229,050","$2,229,050",-2.0%,
FY 2011-12 Operating Budget,FY 2011-12 Operating Budget,,,51,,,,"Revised June 14, 2011"
