Name: “Table 1 of 1 on page 67 of 124”,Name: “Table 1 of 1 on page 67 of 124”,Name: “Table 1 of 1 on page 67 of 124”,Name: “Table 1 of 1 on page 67 of 124”,Name: “Table 1 of 1 on page 67 of 124”,Name: “Table 1 of 1 on page 67 of 124”,Name: “Table 1 of 1 on page 67 of 124”,Name: “Table 1 of 1 on page 67 of 124”,Name: “Table 1 of 1 on page 67 of 124”,Name: “Table 1 of 1 on page 67 of 124”
Land/Right-of-Way/Acquisition,Land/Right-of-Way/Acquisition,,,0,0,0,0,0,0
Demolition/Grade/Site Preparation,Demolition/Grade/Site Preparation,,,0,0,0,0,0,0
Building/Utility/Construction,Building/Utility/Construction,,,0,0,0,0,0,0
Equipment/Machinery/Furniture,Equipment/Machinery/Furniture,,"200,000","200,000","100,000","100,000",0,0,0
Other Costs,,,,0,0,0,0,0,0
,,Grand Total,"$200,000","$200,000",,,,,
,Revenues,,Amount,,FY 2011,FY 2012,FY 2013,FY 2014,FY 2015
Congestion Mitigation Air Quality (CMAQ) Funds,Congestion Mitigation Air Quality (CMAQ) Funds,,,$0,$0,$0,$0,$0,$0
Economic Development Fund,Economic Development Fund,,,0,0,0,0,0,0
General Fund Operating Revenues,General Fund Operating Revenues,,"200,000","200,000","100,000","100,000",0,0,0
General Fund Balance Transfer,General Fund Balance Transfer,,,0,0,0,0,0,0
General Obligation Bond Proceeds~City,General Obligation Bond Proceeds~City,,,0,0,0,0,0,0
General Obligation Bond Proceeds~School,General Obligation Bond Proceeds~School,,,0,0,0,0,0,0
Highway Safety Improvement Program (HSIP) Funds,Highway Safety Improvement Program (HSIP) Funds,,,0,0,0,0,0,0
Stormwater Funds,,,,0,0,0,0,0,0
Urban Development Action Grant (UDAG) Funds,Urban Development Action Grant (UDAG) Funds,,,0,0,0,0,0,0
Urban Maintenance Contributions,Urban Maintenance Contributions,,,0,0,0,0,0,0
,,Grand Total,"$200,000","$200,000","$100,000","$100,000",$0,$0,$0
"Project Status: A total of 19 facilities are on the list to be pre-wired, with surveys completed for nine. Two facilities","Project Status: A total of 19 facilities are on the list to be pre-wired, with surveys completed for nine. Two facilities","Project Status: A total of 19 facilities are on the list to be pre-wired, with surveys completed for nine. Two facilities","Project Status: A total of 19 facilities are on the list to be pre-wired, with surveys completed for nine. Two facilities","Project Status: A total of 19 facilities are on the list to be pre-wired, with surveys completed for nine. Two facilities","Project Status: A total of 19 facilities are on the list to be pre-wired, with surveys completed for nine. Two facilities",,Impact on Operating Budget:,Impact on Operating Budget:,
have been completely pre-wired and another two have pre-wired for limited generator capacity. Electrical design work,have been completely pre-wired and another two have pre-wired for limited generator capacity. Electrical design work,have been completely pre-wired and another two have pre-wired for limited generator capacity. Electrical design work,have been completely pre-wired and another two have pre-wired for limited generator capacity. Electrical design work,have been completely pre-wired and another two have pre-wired for limited generator capacity. Electrical design work,have been completely pre-wired and another two have pre-wired for limited generator capacity. Electrical design work,have been completely pre-wired and another two have pre-wired for limited generator capacity. Electrical design work,There is currently no impact on the operating budget.,There is currently no impact on the operating budget.,
has been completed for two more facilities and electrical drawings are being developed for three facilities. Due to limited,has been completed for two more facilities and electrical drawings are being developed for three facilities. Due to limited,has been completed for two more facilities and electrical drawings are being developed for three facilities. Due to limited,has been completed for two more facilities and electrical drawings are being developed for three facilities. Due to limited,has been completed for two more facilities and electrical drawings are being developed for three facilities. Due to limited,has been completed for two more facilities and electrical drawings are being developed for three facilities. Due to limited,has been completed for two more facilities and electrical drawings are being developed for three facilities. Due to limited,"Should future events warrant, the City will incur the cost of","Should future events warrant, the City will incur the cost of","Should future events warrant, the City will incur the cost of"
,,,,,,,purchasing or renting generator equipment and fuel.,purchasing or renting generator equipment and fuel.,
"funding, pre-wiring for the remaining 10 facilities have not been addressed.","funding, pre-wiring for the remaining 10 facilities have not been addressed.","funding, pre-wiring for the remaining 10 facilities have not been addressed.","funding, pre-wiring for the remaining 10 facilities have not been addressed.",,,,,,
