Name: “Table 1 of 1 on page 114 of 171”,Name: “Table 1 of 1 on page 114 of 171”,Name: “Table 1 of 1 on page 114 of 171”,Name: “Table 1 of 1 on page 114 of 171”,Name: “Table 1 of 1 on page 114 of 171”,Name: “Table 1 of 1 on page 114 of 171”,Name: “Table 1 of 1 on page 114 of 171”,Name: “Table 1 of 1 on page 114 of 171”,Name: “Table 1 of 1 on page 114 of 171”,Name: “Table 1 of 1 on page 114 of 171”,Name: “Table 1 of 1 on page 114 of 171”,Name: “Table 1 of 1 on page 114 of 171”,Name: “Table 1 of 1 on page 114 of 171”,Name: “Table 1 of 1 on page 114 of 171”
"should include all costs relating to design, acquisition, construction, project management, equipment,","should include all costs relating to design, acquisition, construction, project management, equipment,","should include all costs relating to design, acquisition, construction, project management, equipment,","should include all costs relating to design, acquisition, construction, project management, equipment,","should include all costs relating to design, acquisition, construction, project management, equipment,","should include all costs relating to design, acquisition, construction, project management, equipment,","should include all costs relating to design, acquisition, construction, project management, equipment,","should include all costs relating to design, acquisition, construction, project management, equipment,","should include all costs relating to design, acquisition, construction, project management, equipment,","should include all costs relating to design, acquisition, construction, project management, equipment,","should include all costs relating to design, acquisition, construction, project management, equipment,","should include all costs relating to design, acquisition, construction, project management, equipment,","should include all costs relating to design, acquisition, construction, project management, equipment,","should include all costs relating to design, acquisition, construction, project management, equipment,"
"legal expenses, mitigation of damages, title costs and other land related costs, etc., when such information","legal expenses, mitigation of damages, title costs and other land related costs, etc., when such information","legal expenses, mitigation of damages, title costs and other land related costs, etc., when such information","legal expenses, mitigation of damages, title costs and other land related costs, etc., when such information","legal expenses, mitigation of damages, title costs and other land related costs, etc., when such information","legal expenses, mitigation of damages, title costs and other land related costs, etc., when such information","legal expenses, mitigation of damages, title costs and other land related costs, etc., when such information","legal expenses, mitigation of damages, title costs and other land related costs, etc., when such information","legal expenses, mitigation of damages, title costs and other land related costs, etc., when such information","legal expenses, mitigation of damages, title costs and other land related costs, etc., when such information","legal expenses, mitigation of damages, title costs and other land related costs, etc., when such information","legal expenses, mitigation of damages, title costs and other land related costs, etc., when such information","legal expenses, mitigation of damages, title costs and other land related costs, etc., when such information","legal expenses, mitigation of damages, title costs and other land related costs, etc., when such information"
is available. Each year the CIP may be adjusted as the complete project costs become more firmly known.,is available. Each year the CIP may be adjusted as the complete project costs become more firmly known.,is available. Each year the CIP may be adjusted as the complete project costs become more firmly known.,is available. Each year the CIP may be adjusted as the complete project costs become more firmly known.,is available. Each year the CIP may be adjusted as the complete project costs become more firmly known.,is available. Each year the CIP may be adjusted as the complete project costs become more firmly known.,is available. Each year the CIP may be adjusted as the complete project costs become more firmly known.,is available. Each year the CIP may be adjusted as the complete project costs become more firmly known.,is available. Each year the CIP may be adjusted as the complete project costs become more firmly known.,is available. Each year the CIP may be adjusted as the complete project costs become more firmly known.,is available. Each year the CIP may be adjusted as the complete project costs become more firmly known.,is available. Each year the CIP may be adjusted as the complete project costs become more firmly known.,is available. Each year the CIP may be adjusted as the complete project costs become more firmly known.,is available. Each year the CIP may be adjusted as the complete project costs become more firmly known.
FUNDING DECISIONS.,FUNDING DECISIONS.,FUNDING DECISIONS.,FUNDING DECISIONS.,FUNDING DECISIONS.,Funding recommendations by staff to the Board are made based on a variety,Funding recommendations by staff to the Board are made based on a variety,Funding recommendations by staff to the Board are made based on a variety,Funding recommendations by staff to the Board are made based on a variety,Funding recommendations by staff to the Board are made based on a variety,Funding recommendations by staff to the Board are made based on a variety,Funding recommendations by staff to the Board are made based on a variety,Funding recommendations by staff to the Board are made based on a variety,Funding recommendations by staff to the Board are made based on a variety
of information.,of information.,"The total amount of money available, the level of developer contributions or other private","The total amount of money available, the level of developer contributions or other private","The total amount of money available, the level of developer contributions or other private","The total amount of money available, the level of developer contributions or other private","The total amount of money available, the level of developer contributions or other private","The total amount of money available, the level of developer contributions or other private","The total amount of money available, the level of developer contributions or other private","The total amount of money available, the level of developer contributions or other private","The total amount of money available, the level of developer contributions or other private","The total amount of money available, the level of developer contributions or other private","The total amount of money available, the level of developer contributions or other private","The total amount of money available, the level of developer contributions or other private"
"funding sources, the availability of grants or Federal and State funds, and the availability of previously","funding sources, the availability of grants or Federal and State funds, and the availability of previously","funding sources, the availability of grants or Federal and State funds, and the availability of previously","funding sources, the availability of grants or Federal and State funds, and the availability of previously","funding sources, the availability of grants or Federal and State funds, and the availability of previously","funding sources, the availability of grants or Federal and State funds, and the availability of previously","funding sources, the availability of grants or Federal and State funds, and the availability of previously","funding sources, the availability of grants or Federal and State funds, and the availability of previously","funding sources, the availability of grants or Federal and State funds, and the availability of previously","funding sources, the availability of grants or Federal and State funds, and the availability of previously","funding sources, the availability of grants or Federal and State funds, and the availability of previously","funding sources, the availability of grants or Federal and State funds, and the availability of previously","funding sources, the availability of grants or Federal and State funds, and the availability of previously","funding sources, the availability of grants or Federal and State funds, and the availability of previously"
appropriated and unobligated funds are all factors that are considered in recommending a funding level.,appropriated and unobligated funds are all factors that are considered in recommending a funding level.,appropriated and unobligated funds are all factors that are considered in recommending a funding level.,appropriated and unobligated funds are all factors that are considered in recommending a funding level.,appropriated and unobligated funds are all factors that are considered in recommending a funding level.,appropriated and unobligated funds are all factors that are considered in recommending a funding level.,appropriated and unobligated funds are all factors that are considered in recommending a funding level.,appropriated and unobligated funds are all factors that are considered in recommending a funding level.,appropriated and unobligated funds are all factors that are considered in recommending a funding level.,appropriated and unobligated funds are all factors that are considered in recommending a funding level.,appropriated and unobligated funds are all factors that are considered in recommending a funding level.,appropriated and unobligated funds are all factors that are considered in recommending a funding level.,appropriated and unobligated funds are all factors that are considered in recommending a funding level.,appropriated and unobligated funds are all factors that are considered in recommending a funding level.
"Consistency with either the Strategic Management and Comprehensive Plans, as well as the Planning","Consistency with either the Strategic Management and Comprehensive Plans, as well as the Planning","Consistency with either the Strategic Management and Comprehensive Plans, as well as the Planning","Consistency with either the Strategic Management and Comprehensive Plans, as well as the Planning","Consistency with either the Strategic Management and Comprehensive Plans, as well as the Planning","Consistency with either the Strategic Management and Comprehensive Plans, as well as the Planning","Consistency with either the Strategic Management and Comprehensive Plans, as well as the Planning","Consistency with either the Strategic Management and Comprehensive Plans, as well as the Planning","Consistency with either the Strategic Management and Comprehensive Plans, as well as the Planning","Consistency with either the Strategic Management and Comprehensive Plans, as well as the Planning","Consistency with either the Strategic Management and Comprehensive Plans, as well as the Planning","Consistency with either the Strategic Management and Comprehensive Plans, as well as the Planning","Consistency with either the Strategic Management and Comprehensive Plans, as well as the Planning","Consistency with either the Strategic Management and Comprehensive Plans, as well as the Planning"
"Commission's priorities, are also considered in the funding recommendation.","Commission's priorities, are also considered in the funding recommendation.","Commission's priorities, are also considered in the funding recommendation.","Commission's priorities, are also considered in the funding recommendation.","Commission's priorities, are also considered in the funding recommendation.","Commission's priorities, are also considered in the funding recommendation.","Commission's priorities, are also considered in the funding recommendation.","Commission's priorities, are also considered in the funding recommendation.","Commission's priorities, are also considered in the funding recommendation.","Commission's priorities, are also considered in the funding recommendation.","Commission's priorities, are also considered in the funding recommendation.",,,
DEBT FINANCING.,DEBT FINANCING.,DEBT FINANCING.,DEBT FINANCING.,Debt financing is an option that the Board of Supervisors may also consider as a,Debt financing is an option that the Board of Supervisors may also consider as a,Debt financing is an option that the Board of Supervisors may also consider as a,Debt financing is an option that the Board of Supervisors may also consider as a,Debt financing is an option that the Board of Supervisors may also consider as a,Debt financing is an option that the Board of Supervisors may also consider as a,Debt financing is an option that the Board of Supervisors may also consider as a,Debt financing is an option that the Board of Supervisors may also consider as a,Debt financing is an option that the Board of Supervisors may also consider as a,Debt financing is an option that the Board of Supervisors may also consider as a
financing option.,financing option.,,There are essentially only two options for debt financing.,There are essentially only two options for debt financing.,There are essentially only two options for debt financing.,There are essentially only two options for debt financing.,There are essentially only two options for debt financing.,There are essentially only two options for debt financing.,There are essentially only two options for debt financing.,There are essentially only two options for debt financing.,The first is some form of,The first is some form of,The first is some form of
"owner financing or lease purchase, an installment sale, or any other financing instrument that must be","owner financing or lease purchase, an installment sale, or any other financing instrument that must be","owner financing or lease purchase, an installment sale, or any other financing instrument that must be","owner financing or lease purchase, an installment sale, or any other financing instrument that must be","owner financing or lease purchase, an installment sale, or any other financing instrument that must be","owner financing or lease purchase, an installment sale, or any other financing instrument that must be","owner financing or lease purchase, an installment sale, or any other financing instrument that must be","owner financing or lease purchase, an installment sale, or any other financing instrument that must be","owner financing or lease purchase, an installment sale, or any other financing instrument that must be","owner financing or lease purchase, an installment sale, or any other financing instrument that must be","owner financing or lease purchase, an installment sale, or any other financing instrument that must be","owner financing or lease purchase, an installment sale, or any other financing instrument that must be","owner financing or lease purchase, an installment sale, or any other financing instrument that must be","owner financing or lease purchase, an installment sale, or any other financing instrument that must be"
reviewed and funds appropriated each year.,reviewed and funds appropriated each year.,reviewed and funds appropriated each year.,reviewed and funds appropriated each year.,reviewed and funds appropriated each year.,reviewed and funds appropriated each year.,reviewed and funds appropriated each year.,The second type of debt financing is known as general,The second type of debt financing is known as general,The second type of debt financing is known as general,The second type of debt financing is known as general,The second type of debt financing is known as general,The second type of debt financing is known as general,The second type of debt financing is known as general
"obligation financing, where future Boards of Supervisors are required to set the tax rates at a level to pay","obligation financing, where future Boards of Supervisors are required to set the tax rates at a level to pay","obligation financing, where future Boards of Supervisors are required to set the tax rates at a level to pay","obligation financing, where future Boards of Supervisors are required to set the tax rates at a level to pay","obligation financing, where future Boards of Supervisors are required to set the tax rates at a level to pay","obligation financing, where future Boards of Supervisors are required to set the tax rates at a level to pay","obligation financing, where future Boards of Supervisors are required to set the tax rates at a level to pay","obligation financing, where future Boards of Supervisors are required to set the tax rates at a level to pay","obligation financing, where future Boards of Supervisors are required to set the tax rates at a level to pay","obligation financing, where future Boards of Supervisors are required to set the tax rates at a level to pay","obligation financing, where future Boards of Supervisors are required to set the tax rates at a level to pay","obligation financing, where future Boards of Supervisors are required to set the tax rates at a level to pay","obligation financing, where future Boards of Supervisors are required to set the tax rates at a level to pay","obligation financing, where future Boards of Supervisors are required to set the tax rates at a level to pay"
off the debt.,off the debt.,"Except for specific exceptions, such as schools, general obligation debt can only be issued","Except for specific exceptions, such as schools, general obligation debt can only be issued","Except for specific exceptions, such as schools, general obligation debt can only be issued","Except for specific exceptions, such as schools, general obligation debt can only be issued","Except for specific exceptions, such as schools, general obligation debt can only be issued","Except for specific exceptions, such as schools, general obligation debt can only be issued","Except for specific exceptions, such as schools, general obligation debt can only be issued","Except for specific exceptions, such as schools, general obligation debt can only be issued","Except for specific exceptions, such as schools, general obligation debt can only be issued","Except for specific exceptions, such as schools, general obligation debt can only be issued","Except for specific exceptions, such as schools, general obligation debt can only be issued","Except for specific exceptions, such as schools, general obligation debt can only be issued"
after a successful voter referendum authorizes the borrowing.,after a successful voter referendum authorizes the borrowing.,after a successful voter referendum authorizes the borrowing.,after a successful voter referendum authorizes the borrowing.,after a successful voter referendum authorizes the borrowing.,after a successful voter referendum authorizes the borrowing.,after a successful voter referendum authorizes the borrowing.,after a successful voter referendum authorizes the borrowing.,after a successful voter referendum authorizes the borrowing.,after a successful voter referendum authorizes the borrowing.,Debt financing payments are then paid,Debt financing payments are then paid,Debt financing payments are then paid,Debt financing payments are then paid
mostly from General Fund contributions.,mostly from General Fund contributions.,mostly from General Fund contributions.,mostly from General Fund contributions.,mostly from General Fund contributions.,mostly from General Fund contributions.,mostly from General Fund contributions.,Past trends have been to “stair step” increasing contributions,Past trends have been to “stair step” increasing contributions,Past trends have been to “stair step” increasing contributions,Past trends have been to “stair step” increasing contributions,Past trends have been to “stair step” increasing contributions,Past trends have been to “stair step” increasing contributions,Past trends have been to “stair step” increasing contributions
from the operating budget.,from the operating budget.,from the operating budget.,from the operating budget.,from the operating budget.,The change from annual reassessments to reassessments every other year puts,The change from annual reassessments to reassessments every other year puts,The change from annual reassessments to reassessments every other year puts,The change from annual reassessments to reassessments every other year puts,The change from annual reassessments to reassessments every other year puts,The change from annual reassessments to reassessments every other year puts,The change from annual reassessments to reassessments every other year puts,The change from annual reassessments to reassessments every other year puts,The change from annual reassessments to reassessments every other year puts
most of the funding pressure on the first year of the two-year budget process.,most of the funding pressure on the first year of the two-year budget process.,most of the funding pressure on the first year of the two-year budget process.,most of the funding pressure on the first year of the two-year budget process.,most of the funding pressure on the first year of the two-year budget process.,most of the funding pressure on the first year of the two-year budget process.,most of the funding pressure on the first year of the two-year budget process.,most of the funding pressure on the first year of the two-year budget process.,most of the funding pressure on the first year of the two-year budget process.,most of the funding pressure on the first year of the two-year budget process.,most of the funding pressure on the first year of the two-year budget process.,For a further discussion of,For a further discussion of,For a further discussion of
"debt financing, please see page F-11.","debt financing, please see page F-11.","debt financing, please see page F-11.","debt financing, please see page F-11.","debt financing, please see page F-11.","debt financing, please see page F-11.","debt financing, please see page F-11.",,,,,,,
SEPARATE,SEPARATE,CAPITAL,CAPITAL,CAPITAL,IMPROVEMENT,IMPROVEMENT,IMPROVEMENT,PROGRAMS.,PROGRAMS.,Some,agencies,and/or,regional
organizations adopt their own Capital Improvement Programs.,organizations adopt their own Capital Improvement Programs.,organizations adopt their own Capital Improvement Programs.,organizations adopt their own Capital Improvement Programs.,organizations adopt their own Capital Improvement Programs.,organizations adopt their own Capital Improvement Programs.,organizations adopt their own Capital Improvement Programs.,organizations adopt their own Capital Improvement Programs.,organizations adopt their own Capital Improvement Programs.,organizations adopt their own Capital Improvement Programs.,These include the Virginia Peninsula,These include the Virginia Peninsula,These include the Virginia Peninsula,These include the Virginia Peninsula
"Regional Jail, the Middle Peninsula Juvenile Detention Commission, the Community Action Agency, the","Regional Jail, the Middle Peninsula Juvenile Detention Commission, the Community Action Agency, the","Regional Jail, the Middle Peninsula Juvenile Detention Commission, the Community Action Agency, the","Regional Jail, the Middle Peninsula Juvenile Detention Commission, the Community Action Agency, the","Regional Jail, the Middle Peninsula Juvenile Detention Commission, the Community Action Agency, the","Regional Jail, the Middle Peninsula Juvenile Detention Commission, the Community Action Agency, the","Regional Jail, the Middle Peninsula Juvenile Detention Commission, the Community Action Agency, the","Regional Jail, the Middle Peninsula Juvenile Detention Commission, the Community Action Agency, the","Regional Jail, the Middle Peninsula Juvenile Detention Commission, the Community Action Agency, the","Regional Jail, the Middle Peninsula Juvenile Detention Commission, the Community Action Agency, the","Regional Jail, the Middle Peninsula Juvenile Detention Commission, the Community Action Agency, the","Regional Jail, the Middle Peninsula Juvenile Detention Commission, the Community Action Agency, the","Regional Jail, the Middle Peninsula Juvenile Detention Commission, the Community Action Agency, the","Regional Jail, the Middle Peninsula Juvenile Detention Commission, the Community Action Agency, the"
"Group Home Commission, and the James City Service Authority.","Group Home Commission, and the James City Service Authority.","Group Home Commission, and the James City Service Authority.","Group Home Commission, and the James City Service Authority.","Group Home Commission, and the James City Service Authority.","Group Home Commission, and the James City Service Authority.","Group Home Commission, and the James City Service Authority.","Group Home Commission, and the James City Service Authority.","Group Home Commission, and the James City Service Authority.","Group Home Commission, and the James City Service Authority.",The County's CIP includes items for,The County's CIP includes items for,The County's CIP includes items for,The County's CIP includes items for
regional,"groups, such as the Williamsburg Regional Library or the Williamsburg-James City County","groups, such as the Williamsburg Regional Library or the Williamsburg-James City County","groups, such as the Williamsburg Regional Library or the Williamsburg-James City County","groups, such as the Williamsburg Regional Library or the Williamsburg-James City County","groups, such as the Williamsburg Regional Library or the Williamsburg-James City County","groups, such as the Williamsburg Regional Library or the Williamsburg-James City County","groups, such as the Williamsburg Regional Library or the Williamsburg-James City County","groups, such as the Williamsburg Regional Library or the Williamsburg-James City County","groups, such as the Williamsburg Regional Library or the Williamsburg-James City County","groups, such as the Williamsburg Regional Library or the Williamsburg-James City County","groups, such as the Williamsburg Regional Library or the Williamsburg-James City County","groups, such as the Williamsburg Regional Library or the Williamsburg-James City County","groups, such as the Williamsburg Regional Library or the Williamsburg-James City County"
"Public Schools, where the County is the major funding source.","Public Schools, where the County is the major funding source.","Public Schools, where the County is the major funding source.","Public Schools, where the County is the major funding source.","Public Schools, where the County is the major funding source.","Public Schools, where the County is the major funding source.","Public Schools, where the County is the major funding source.","Public Schools, where the County is the major funding source.","Public Schools, where the County is the major funding source.","Public Schools, where the County is the major funding source.",,,,
SUMMARY.,SUMMARY.,The Capital Improvement Program represents the mutual efforts of County departments,The Capital Improvement Program represents the mutual efforts of County departments,The Capital Improvement Program represents the mutual efforts of County departments,The Capital Improvement Program represents the mutual efforts of County departments,The Capital Improvement Program represents the mutual efforts of County departments,The Capital Improvement Program represents the mutual efforts of County departments,The Capital Improvement Program represents the mutual efforts of County departments,The Capital Improvement Program represents the mutual efforts of County departments,The Capital Improvement Program represents the mutual efforts of County departments,The Capital Improvement Program represents the mutual efforts of County departments,The Capital Improvement Program represents the mutual efforts of County departments,The Capital Improvement Program represents the mutual efforts of County departments
"and agencies to meet the infrastructure needs of County residents, businesses, and visitors.","and agencies to meet the infrastructure needs of County residents, businesses, and visitors.","and agencies to meet the infrastructure needs of County residents, businesses, and visitors.","and agencies to meet the infrastructure needs of County residents, businesses, and visitors.","and agencies to meet the infrastructure needs of County residents, businesses, and visitors.","and agencies to meet the infrastructure needs of County residents, businesses, and visitors.","and agencies to meet the infrastructure needs of County residents, businesses, and visitors.","and agencies to meet the infrastructure needs of County residents, businesses, and visitors.","and agencies to meet the infrastructure needs of County residents, businesses, and visitors.","and agencies to meet the infrastructure needs of County residents, businesses, and visitors.","and agencies to meet the infrastructure needs of County residents, businesses, and visitors.","and agencies to meet the infrastructure needs of County residents, businesses, and visitors.",It usually,It usually
cannot fully fund all the Capital Budget requests and the projects are closely scrutinized and prioritized to,cannot fully fund all the Capital Budget requests and the projects are closely scrutinized and prioritized to,cannot fully fund all the Capital Budget requests and the projects are closely scrutinized and prioritized to,cannot fully fund all the Capital Budget requests and the projects are closely scrutinized and prioritized to,cannot fully fund all the Capital Budget requests and the projects are closely scrutinized and prioritized to,cannot fully fund all the Capital Budget requests and the projects are closely scrutinized and prioritized to,cannot fully fund all the Capital Budget requests and the projects are closely scrutinized and prioritized to,cannot fully fund all the Capital Budget requests and the projects are closely scrutinized and prioritized to,cannot fully fund all the Capital Budget requests and the projects are closely scrutinized and prioritized to,cannot fully fund all the Capital Budget requests and the projects are closely scrutinized and prioritized to,cannot fully fund all the Capital Budget requests and the projects are closely scrutinized and prioritized to,cannot fully fund all the Capital Budget requests and the projects are closely scrutinized and prioritized to,cannot fully fund all the Capital Budget requests and the projects are closely scrutinized and prioritized to,cannot fully fund all the Capital Budget requests and the projects are closely scrutinized and prioritized to
provide for the maximum benefit.,provide for the maximum benefit.,provide for the maximum benefit.,provide for the maximum benefit.,provide for the maximum benefit.,provide for the maximum benefit.,"Citizen input, the County's adopted Comprehensive and Strategic","Citizen input, the County's adopted Comprehensive and Strategic","Citizen input, the County's adopted Comprehensive and Strategic","Citizen input, the County's adopted Comprehensive and Strategic","Citizen input, the County's adopted Comprehensive and Strategic","Citizen input, the County's adopted Comprehensive and Strategic","Citizen input, the County's adopted Comprehensive and Strategic","Citizen input, the County's adopted Comprehensive and Strategic"
"Management Plans, the recommendations of the County's Planning Commission, and the total funding","Management Plans, the recommendations of the County's Planning Commission, and the total funding","Management Plans, the recommendations of the County's Planning Commission, and the total funding","Management Plans, the recommendations of the County's Planning Commission, and the total funding","Management Plans, the recommendations of the County's Planning Commission, and the total funding","Management Plans, the recommendations of the County's Planning Commission, and the total funding","Management Plans, the recommendations of the County's Planning Commission, and the total funding","Management Plans, the recommendations of the County's Planning Commission, and the total funding","Management Plans, the recommendations of the County's Planning Commission, and the total funding","Management Plans, the recommendations of the County's Planning Commission, and the total funding","Management Plans, the recommendations of the County's Planning Commission, and the total funding","Management Plans, the recommendations of the County's Planning Commission, and the total funding","Management Plans, the recommendations of the County's Planning Commission, and the total funding","Management Plans, the recommendations of the County's Planning Commission, and the total funding"
available,all,play,a,role,in,allocating,limited,resources.,The,FY2014-FY2018,Capital,Improvement,Improvement
Program is very lean compared to previous years as capital investments compete with ongoing operations,Program is very lean compared to previous years as capital investments compete with ongoing operations,Program is very lean compared to previous years as capital investments compete with ongoing operations,Program is very lean compared to previous years as capital investments compete with ongoing operations,Program is very lean compared to previous years as capital investments compete with ongoing operations,Program is very lean compared to previous years as capital investments compete with ongoing operations,Program is very lean compared to previous years as capital investments compete with ongoing operations,Program is very lean compared to previous years as capital investments compete with ongoing operations,Program is very lean compared to previous years as capital investments compete with ongoing operations,Program is very lean compared to previous years as capital investments compete with ongoing operations,Program is very lean compared to previous years as capital investments compete with ongoing operations,Program is very lean compared to previous years as capital investments compete with ongoing operations,Program is very lean compared to previous years as capital investments compete with ongoing operations,Program is very lean compared to previous years as capital investments compete with ongoing operations
for adequate funding.,for adequate funding.,for adequate funding.,for adequate funding.,,,,,,,,,,
,,,,,,,,Page D-2,,,,,
