,"related training per officer, including 20 hours of state mandated categories","related training per officer, including 20 hours of state mandated categories","related training per officer, including 20 hours of state mandated categories","related training per officer, including 20 hours of state mandated categories","related training per officer, including 20 hours of state mandated categories","related training per officer, including 20 hours of state mandated categories","related training per officer, including 20 hours of state mandated categories"
12.,"Educate citizens about crime prevention and provide resources for citizens, civic groups, schools,","Educate citizens about crime prevention and provide resources for citizens, civic groups, schools,","Educate citizens about crime prevention and provide resources for citizens, civic groups, schools,","Educate citizens about crime prevention and provide resources for citizens, civic groups, schools,","Educate citizens about crime prevention and provide resources for citizens, civic groups, schools,","Educate citizens about crime prevention and provide resources for citizens, civic groups, schools,","Educate citizens about crime prevention and provide resources for citizens, civic groups, schools,"
,businesses and neighborhood organizations to reduce crime and fear of crime in the community,businesses and neighborhood organizations to reduce crime and fear of crime in the community,businesses and neighborhood organizations to reduce crime and fear of crime in the community,businesses and neighborhood organizations to reduce crime and fear of crime in the community,businesses and neighborhood organizations to reduce crime and fear of crime in the community,businesses and neighborhood organizations to reduce crime and fear of crime in the community,businesses and neighborhood organizations to reduce crime and fear of crime in the community
BUDGET SUMMARY,BUDGET SUMMARY,,,,,,
,,,FY 13,,FY 14,,FY 14
,,,Adopted,,Plan,,Adopted
,Personnel,$,"7,738,205",$,"7,923,290",$,"8,058,882"
,Operating,,"859,400",,"857,800",,"850,910"
,Capital,,"342,025",,"425,500",,"430,600"
,Other,,-,,-,,"(18,502)"
,Total,$,"8,939,630",$,"9,206,590",$,"9,321,890"
PERSONNEL,,,,,,,
,Full-time Personnel,,98,,99,,99
,,,Page C-15,Page C-15,,,
