Name: “Table 1 of 1 on page 51 of 171”,Name: “Table 1 of 1 on page 51 of 171”,Name: “Table 1 of 1 on page 51 of 171”,Name: “Table 1 of 1 on page 51 of 171”,Name: “Table 1 of 1 on page 51 of 171”,Name: “Table 1 of 1 on page 51 of 171”,Name: “Table 1 of 1 on page 51 of 171”,Name: “Table 1 of 1 on page 51 of 171”,Name: “Table 1 of 1 on page 51 of 171”,Name: “Table 1 of 1 on page 51 of 171”,Name: “Table 1 of 1 on page 51 of 171”,Name: “Table 1 of 1 on page 51 of 171”,Name: “Table 1 of 1 on page 51 of 171”,Name: “Table 1 of 1 on page 51 of 171”,Name: “Table 1 of 1 on page 51 of 171”
Building Permits,Building Permits,Building Permits,Building Permits,,,"800,000",,,"830,000",,"850,000",,"855,000","855,000"
Planning and Zoning Fees,Planning and Zoning Fees,Planning and Zoning Fees,Planning and Zoning Fees,,,"100,000",,,"100,000",,"100,000",,"100,000","100,000"
,Dog Licenses,Dog Licenses,Dog Licenses,,,"20,000",,,"20,000",,"20,000",,"20,000","20,000"
Septic Tank Permit Fees,Septic Tank Permit Fees,Septic Tank Permit Fees,Septic Tank Permit Fees,,,"3,000",,,"5,000",,"3,000",,"5,000","5,000"
Stormwater Inspection Fees,Stormwater Inspection Fees,Stormwater Inspection Fees,Stormwater Inspection Fees,,,"60,000",,,"50,000",,"60,000",,"60,000","60,000"
Erosion Control Fees,Erosion Control Fees,Erosion Control Fees,Erosion Control Fees,,,"110,000",,,"110,000",,"110,000",,"110,000","110,000"
,,,Total,$,"7,245,000","7,245,000",$,"7,715,000","7,715,000",$,"7,413,000",$,"7,950,000","7,950,000"
BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,,,,,
This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.
Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous
calendar year's business gross receipts.,calendar year's business gross receipts.,calendar year's business gross receipts.,calendar year's business gross receipts.,calendar year's business gross receipts.,calendar year's business gross receipts.,Adjustments have been made to the budgets to more accurately,Adjustments have been made to the budgets to more accurately,Adjustments have been made to the budgets to more accurately,Adjustments have been made to the budgets to more accurately,Adjustments have been made to the budgets to more accurately,Adjustments have been made to the budgets to more accurately,Adjustments have been made to the budgets to more accurately,Adjustments have been made to the budgets to more accurately,Adjustments have been made to the budgets to more accurately
"reflect the split between current and delinquent collections. Overall, this revenue stream is expected to","reflect the split between current and delinquent collections. Overall, this revenue stream is expected to","reflect the split between current and delinquent collections. Overall, this revenue stream is expected to","reflect the split between current and delinquent collections. Overall, this revenue stream is expected to","reflect the split between current and delinquent collections. Overall, this revenue stream is expected to","reflect the split between current and delinquent collections. Overall, this revenue stream is expected to","reflect the split between current and delinquent collections. Overall, this revenue stream is expected to","reflect the split between current and delinquent collections. Overall, this revenue stream is expected to","reflect the split between current and delinquent collections. Overall, this revenue stream is expected to","reflect the split between current and delinquent collections. Overall, this revenue stream is expected to","reflect the split between current and delinquent collections. Overall, this revenue stream is expected to","reflect the split between current and delinquent collections. Overall, this revenue stream is expected to","reflect the split between current and delinquent collections. Overall, this revenue stream is expected to","reflect the split between current and delinquent collections. Overall, this revenue stream is expected to","reflect the split between current and delinquent collections. Overall, this revenue stream is expected to"
increase 3.3% over current collections.,increase 3.3% over current collections.,increase 3.3% over current collections.,increase 3.3% over current collections.,increase 3.3% over current collections.,increase 3.3% over current collections.,,,,,,,,,
Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;
there is no annual local fee.,there is no annual local fee.,there is no annual local fee.,there is no annual local fee.,,,,,,,,,,,
Utility Consumption Fee revenues are assessed and collected by the State.,Utility Consumption Fee revenues are assessed and collected by the State.,Utility Consumption Fee revenues are assessed and collected by the State.,Utility Consumption Fee revenues are assessed and collected by the State.,Utility Consumption Fee revenues are assessed and collected by the State.,Utility Consumption Fee revenues are assessed and collected by the State.,Utility Consumption Fee revenues are assessed and collected by the State.,Utility Consumption Fee revenues are assessed and collected by the State.,Utility Consumption Fee revenues are assessed and collected by the State.,Utility Consumption Fee revenues are assessed and collected by the State.,Utility Consumption Fee revenues are assessed and collected by the State.,These are paid by consumers,These are paid by consumers,These are paid by consumers,These are paid by consumers
as a part of power bills.,as a part of power bills.,as a part of power bills.,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State
assessment.,,,,,,,,,,,,,,
"Planning and Zoning Fees, Erosion Control Fees, and Building Permits are based on the volume of","Planning and Zoning Fees, Erosion Control Fees, and Building Permits are based on the volume of","Planning and Zoning Fees, Erosion Control Fees, and Building Permits are based on the volume of","Planning and Zoning Fees, Erosion Control Fees, and Building Permits are based on the volume of","Planning and Zoning Fees, Erosion Control Fees, and Building Permits are based on the volume of","Planning and Zoning Fees, Erosion Control Fees, and Building Permits are based on the volume of","Planning and Zoning Fees, Erosion Control Fees, and Building Permits are based on the volume of","Planning and Zoning Fees, Erosion Control Fees, and Building Permits are based on the volume of","Planning and Zoning Fees, Erosion Control Fees, and Building Permits are based on the volume of","Planning and Zoning Fees, Erosion Control Fees, and Building Permits are based on the volume of","Planning and Zoning Fees, Erosion Control Fees, and Building Permits are based on the volume of","Planning and Zoning Fees, Erosion Control Fees, and Building Permits are based on the volume of","Planning and Zoning Fees, Erosion Control Fees, and Building Permits are based on the volume of","Planning and Zoning Fees, Erosion Control Fees, and Building Permits are based on the volume of","Planning and Zoning Fees, Erosion Control Fees, and Building Permits are based on the volume of"
development,and,are,used,to,offset,costs,from,the,Development,Development,Management,Department,and,cost
allocations from internal service departments.,allocations from internal service departments.,allocations from internal service departments.,allocations from internal service departments.,allocations from internal service departments.,allocations from internal service departments.,allocations from internal service departments.,Building Permits revenue is expected to increase 3.0%,Building Permits revenue is expected to increase 3.0%,Building Permits revenue is expected to increase 3.0%,Building Permits revenue is expected to increase 3.0%,Building Permits revenue is expected to increase 3.0%,Building Permits revenue is expected to increase 3.0%,Building Permits revenue is expected to increase 3.0%,Building Permits revenue is expected to increase 3.0%
over expected FY2013 projections.,over expected FY2013 projections.,over expected FY2013 projections.,over expected FY2013 projections.,over expected FY2013 projections.,Planning and Zoning Fees and Erosion Control Fees are expected,Planning and Zoning Fees and Erosion Control Fees are expected,Planning and Zoning Fees and Erosion Control Fees are expected,Planning and Zoning Fees and Erosion Control Fees are expected,Planning and Zoning Fees and Erosion Control Fees are expected,Planning and Zoning Fees and Erosion Control Fees are expected,Planning and Zoning Fees and Erosion Control Fees are expected,Planning and Zoning Fees and Erosion Control Fees are expected,Planning and Zoning Fees and Erosion Control Fees are expected,Planning and Zoning Fees and Erosion Control Fees are expected
to remain level.,to remain level.,,,,,,,,,,,,,
Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Three-year,Three-year
licenses are also available.,licenses are also available.,licenses are also available.,licenses are also available.,,,,,,,,,,,
Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to
establish appropriate sites for septic tanks.,establish appropriate sites for septic tanks.,establish appropriate sites for septic tanks.,establish appropriate sites for septic tanks.,establish appropriate sites for septic tanks.,establish appropriate sites for septic tanks.,establish appropriate sites for septic tanks.,,,,,,,,
Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,The fee is,The fee is
assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,,,
,,,,,,,Page B-5,Page B-5,Page B-5,,,,,
