Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”,Name: “Table 1 of 1 on page 67 of 74”
3002,TITLE I PARAPROFESSIONAL DEV.,TITLE I PARAPROFESSIONAL DEV.,TITLE I PARAPROFESSIONAL DEV.,TITLE I PARAPROFESSIONAL DEV.,TITLE I PARAPROFESSIONAL DEV.,$,"1,858",$,"11,358",$,"6,200",$,"(5,158)",-45.4%
'foot.,TITLE I TRANSPORTATION,TITLE I TRANSPORTATION,TITLE I TRANSPORTATION,TITLE I TRANSPORTATION,,$,-,$,250,$,"1,500",$,"1,250",500.0%
3003,TITLE I WILSON TRAINING,TITLE I WILSON TRAINING,TITLE I WILSON TRAINING,TITLE I WILSON TRAINING,,$,-,$,-,$,600,$,600,100.0%
6000,TITLE I REWARD/SUPPLIES,TITLE I REWARD/SUPPLIES,TITLE I REWARD/SUPPLIES,TITLE I REWARD/SUPPLIES,,$,499,$,"5,250",$,"2,000",$,"(3 ,250)",·61.9%
8200,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,,$,-,$,-,$,-,$,-,0.0%
9000,TITLE I PARENTAL INVOLVEMENT,TITLE I PARENTAL INVOLVEMENT,TITLE I PARENTAL INVOLVEMENT,TITLE I PARENTAL INVOLVEMENT,TITLE I PARENTAL INVOLVEMENT,$,"1,547",$,786,$,"1,599",$,813,103.4%
9001,EVALUATION,EVALUATION,,,,$,-,$,-,$,750,$,750,100.0%
,,,,,TOTAL,$,"78,757",$,"96,197",$,"106,602",$,"10,405",10.8%
TITLE I,-,CHAPTER I,•,MIDDLE,1.1.31.1.611 00 .....,1.1.31.1.611 00 .....,,,,,,,,
CODE,,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,,2002/2003,,2003/2004,,2004/2005,,+INCREASE,
,,,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120,INSTRUCTIONAL SALARI ES,INSTRUCTIONAL SALARI ES,INSTRUCTIONAL SALARI ES,INSTRUCTIONAL SALARI ES,,$,"45,859",$,"47,585",$,"50,500",$,"2,915",6.1%
11 21,FY 02 CARRYOVER,FY 02 CARRYOVER,FY 02 CARRYOVER,FY 02 CARRYOVER,,$,-,$,-,$,-,$,,0.0%
1122,TITLE I AFTER SCHOOL REMEDIATim,TITLE I AFTER SCHOOL REMEDIATim,TITLE I AFTER SCHOOL REMEDIATim,TITLE I AFTER SCHOOL REMEDIATim,TITLE I AFTER SCHOOL REMEDIATim,$,"4,741",$,-,$,"6,500",$,-,0.0%
1140,AID ES SALARI ES,AID ES SALARI ES,AID ES SALARI ES,AID ES SALARI ES,,$,"14,820",$,"12,362",$,"13,104",$,742,6.0%
2100,FICA BENEFITS,FICA BENEFITS,FICA BENEFITS,,,$,"5,016",$,"4,586",$,"4,866",$,280,6.1%
2210,VRS BENEFITS,VRS BENEFITS,VRS BENEFITS,,,$,"5,661",$,"5,784",$,"8,707",$,"2,923",50.5%
2300,HEALTH BENEFITS,HEALTH BENEFITS,HEALTH BENEFITS,HEALTH BENEFITS,,$,"1,892",$,"2,740",$,"2,740",$,-,0.0%
2400,GLI BENEFITS,GLI BENEFITS,,,,$,-,$,-,$,-,$,-,0.0%
3000,TITLE I VERTICAL TEAMING/EVALUA.,TITLE I VERTICAL TEAMING/EVALUA.,TITLE I VERTICAL TEAMING/EVALUA.,TITLE I VERTICAL TEAMING/EVALUA.,TITLE I VERTICAL TEAMING/EVALUA.,$,"1,080",$,"1,500",$,"1,800",$,300,20.0%
tooO INTERNALCHARGES,tooO INTERNALCHARGES,tooO INTERNALCHARGES,tooO INTERNALCHARGES,tooO INTERNALCHARGES,,$,-,$,500,$,600,$,100,20.0%
300~ T ITLE I STAFF DEVELOPMENT,300~ T ITLE I STAFF DEVELOPMENT,300~ T ITLE I STAFF DEVELOPMENT,300~ T ITLE I STAFF DEVELOPMENT,300~ T ITLE I STAFF DEVELOPMENT,,$,229,$,"6,608",$,"6,200",$,(408),-6.2%
'#DiJ\ TITLE I TRANSPORTATION,'#DiJ\ TITLE I TRANSPORTATION,'#DiJ\ TITLE I TRANSPORTATION,'#DiJ\ TITLE I TRANSPORTATION,'#DiJ\ TITLE I TRANSPORTATION,,$,-,$,250,$,"1,500",$,"1,250",500.0%
6000 TITLE I SUPPLIES,6000 TITLE I SUPPLIES,6000 TITLE I SUPPLIES,6000 TITLE I SUPPLIES,6000 TITLE I SUPPLIES,,$,"5,092",$,"5,250",$,"2,000",$,"(3,250)",-61 .9%
,TITLE I PARENTAL INVOLVEMENT,TITLE I PARENTAL INVOLVEMENT,TITLE I PARENTAL INVOLVEMENT,TITLE I PARENTAL INVOLVEMENT,TITLE I PARENTAL INVOLVEMENT,$,-,$,786,$,-,$,(786),-100.0%
8200 EQUIPMENT ADDITIONS,8200 EQUIPMENT ADDITIONS,8200 EQUIPMENT ADDITIONS,8200 EQUIPMENT ADDITIONS,8200 EQUIPMENT ADDITIONS,,$,-,$,-,$,-,$,.,0.0%
,,,,,TOTAL,$,"84,389",$,"87,951",$,"98,517",$,"10,566",12.0%
,,,,TOTAL TITLE I,TOTAL TITLE I,$,"163,147",$,"184,148",$,"205,119",$,"20,971",11.4%
BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,BUDGET 2004-2005 FINAL 6-9-04.xls,,,,,,,,,
