Name: “Table 1 of 1 on page 140 of 166”,Name: “Table 1 of 1 on page 140 of 166”,Name: “Table 1 of 1 on page 140 of 166”,Name: “Table 1 of 1 on page 140 of 166”,Name: “Table 1 of 1 on page 140 of 166”,Name: “Table 1 of 1 on page 140 of 166”,Name: “Table 1 of 1 on page 140 of 166”,Name: “Table 1 of 1 on page 140 of 166”,Name: “Table 1 of 1 on page 140 of 166”,Name: “Table 1 of 1 on page 140 of 166”,Name: “Table 1 of 1 on page 140 of 166”,Name: “Table 1 of 1 on page 140 of 166”,Name: “Table 1 of 1 on page 140 of 166”
Other Outside Agencies,,"15,168,000","15,623,000","15,623,000",,"16,092,000","16,574,000","16,574,000","17,072,000","17,072,000",,"17,584,000"
Capital Projects,,"1,818,000",,"2,424,000",,"3,340,000",,"4,787,000",,"5,004,000",,"5,897,000"
Debt Service,,"22,825,000","21,825,000","21,825,000",,"22,825,000","23,825,000","23,825,000","24,825,000","24,825,000",,"25,825,000"
Other Spending,,"563,000",,"580,000",,"597,000",,"615,000",,"634,000",,"653,000"
,"$164,000,000","$164,000,000","$167,787,000","$167,787,000","$174,009,000","$174,009,000","$180,891,000","$180,891,000","$186,677,000","$186,677,000","$193,275,000","$193,275,000"
Necessary Reductions and/or,,,,,,,,,,,,
Additional Revenue Needed,,,$,"4,732,000",$,"6,160,000",$,"4,815,000",$,"5,414,000",$,"3,081,000"
ASSUMPTIONS,,,,,,,,,,,,
"Real Property - projected landbook drop by 4% in FY 2013 with reassessment, 3% increase in even years,","Real Property - projected landbook drop by 4% in FY 2013 with reassessment, 3% increase in even years,","Real Property - projected landbook drop by 4% in FY 2013 with reassessment, 3% increase in even years,","Real Property - projected landbook drop by 4% in FY 2013 with reassessment, 3% increase in even years,","Real Property - projected landbook drop by 4% in FY 2013 with reassessment, 3% increase in even years,","Real Property - projected landbook drop by 4% in FY 2013 with reassessment, 3% increase in even years,","Real Property - projected landbook drop by 4% in FY 2013 with reassessment, 3% increase in even years,","Real Property - projected landbook drop by 4% in FY 2013 with reassessment, 3% increase in even years,","Real Property - projected landbook drop by 4% in FY 2013 with reassessment, 3% increase in even years,","Real Property - projected landbook drop by 4% in FY 2013 with reassessment, 3% increase in even years,","Real Property - projected landbook drop by 4% in FY 2013 with reassessment, 3% increase in even years,","Real Property - projected landbook drop by 4% in FY 2013 with reassessment, 3% increase in even years,","Real Property - projected landbook drop by 4% in FY 2013 with reassessment, 3% increase in even years,"
6% in odd years.,,,,,,,,,,,,
Other revenue - 3% a year except for Revenue from the Commonwealth which is projected at 2% annually.,Other revenue - 3% a year except for Revenue from the Commonwealth which is projected at 2% annually.,Other revenue - 3% a year except for Revenue from the Commonwealth which is projected at 2% annually.,Other revenue - 3% a year except for Revenue from the Commonwealth which is projected at 2% annually.,Other revenue - 3% a year except for Revenue from the Commonwealth which is projected at 2% annually.,Other revenue - 3% a year except for Revenue from the Commonwealth which is projected at 2% annually.,Other revenue - 3% a year except for Revenue from the Commonwealth which is projected at 2% annually.,Other revenue - 3% a year except for Revenue from the Commonwealth which is projected at 2% annually.,Other revenue - 3% a year except for Revenue from the Commonwealth which is projected at 2% annually.,Other revenue - 3% a year except for Revenue from the Commonwealth which is projected at 2% annually.,Other revenue - 3% a year except for Revenue from the Commonwealth which is projected at 2% annually.,Other revenue - 3% a year except for Revenue from the Commonwealth which is projected at 2% annually.,Other revenue - 3% a year except for Revenue from the Commonwealth which is projected at 2% annually.
"Spending increases 3% a year, except for debt service and capital projects which are based on the multi-","Spending increases 3% a year, except for debt service and capital projects which are based on the multi-","Spending increases 3% a year, except for debt service and capital projects which are based on the multi-","Spending increases 3% a year, except for debt service and capital projects which are based on the multi-","Spending increases 3% a year, except for debt service and capital projects which are based on the multi-","Spending increases 3% a year, except for debt service and capital projects which are based on the multi-","Spending increases 3% a year, except for debt service and capital projects which are based on the multi-","Spending increases 3% a year, except for debt service and capital projects which are based on the multi-","Spending increases 3% a year, except for debt service and capital projects which are based on the multi-","Spending increases 3% a year, except for debt service and capital projects which are based on the multi-","Spending increases 3% a year, except for debt service and capital projects which are based on the multi-","Spending increases 3% a year, except for debt service and capital projects which are based on the multi-","Spending increases 3% a year, except for debt service and capital projects which are based on the multi-"
year funding shown in Section D for Capital and Section F for Debt Service.,year funding shown in Section D for Capital and Section F for Debt Service.,year funding shown in Section D for Capital and Section F for Debt Service.,year funding shown in Section D for Capital and Section F for Debt Service.,year funding shown in Section D for Capital and Section F for Debt Service.,year funding shown in Section D for Capital and Section F for Debt Service.,year funding shown in Section D for Capital and Section F for Debt Service.,year funding shown in Section D for Capital and Section F for Debt Service.,year funding shown in Section D for Capital and Section F for Debt Service.,,,,
,,,,Page F-12,Page F-12,Page F-12,,,,,,
