Name: “Table 1 of 1 on page 97 of 166”,Name: “Table 1 of 1 on page 97 of 166”,Name: “Table 1 of 1 on page 97 of 166”,Name: “Table 1 of 1 on page 97 of 166”,Name: “Table 1 of 1 on page 97 of 166”,Name: “Table 1 of 1 on page 97 of 166”,Name: “Table 1 of 1 on page 97 of 166”,Name: “Table 1 of 1 on page 97 of 166”,Name: “Table 1 of 1 on page 97 of 166”,Name: “Table 1 of 1 on page 97 of 166”,Name: “Table 1 of 1 on page 97 of 166”,Name: “Table 1 of 1 on page 97 of 166”,Name: “Table 1 of 1 on page 97 of 166”
BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,,,,
,,,,,,FY 11,,FY 12,FY 12,,FY 12,
,,,,,,Adopted,,Plan,Plan,,Adopted,
,,,Contingency,Contingency,$,"708,944",$,"914,638","914,638",$,"887,023",
,,Personnel Contingency,Personnel Contingency,Personnel Contingency,,"(600,000)",,"(700,000)","(700,000)",,"(600,000)",
,Economic Development Incentives,Economic Development Incentives,Economic Development Incentives,Economic Development Incentives,,"105,000",,"50,000","50,000",,"50,000",
,,Matching Funds - Grants,Matching Funds - Grants,Matching Funds - Grants,,"200,000",,"200,000","200,000",,"200,000",
,,Archaeological Studies,Archaeological Studies,Archaeological Studies,,"8,810",,,-,,-,
,Local Aid to State Government,Local Aid to State Government,Local Aid to State Government,Local Aid to State Government,,"98,248",,"98,248","98,248",,"98,200",
,Peninsula Metropolitan YMCA,Peninsula Metropolitan YMCA,Peninsula Metropolitan YMCA,Peninsula Metropolitan YMCA,,"50,000",,,-,,-,
,,,,Total,$,"571,002",$,"562,886","562,886",$,"635,223",
BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,,,
"Contingency continues to be budgeted at a much higher level than normal, in order to guard against the","Contingency continues to be budgeted at a much higher level than normal, in order to guard against the","Contingency continues to be budgeted at a much higher level than normal, in order to guard against the","Contingency continues to be budgeted at a much higher level than normal, in order to guard against the","Contingency continues to be budgeted at a much higher level than normal, in order to guard against the","Contingency continues to be budgeted at a much higher level than normal, in order to guard against the","Contingency continues to be budgeted at a much higher level than normal, in order to guard against the","Contingency continues to be budgeted at a much higher level than normal, in order to guard against the","Contingency continues to be budgeted at a much higher level than normal, in order to guard against the","Contingency continues to be budgeted at a much higher level than normal, in order to guard against the","Contingency continues to be budgeted at a much higher level than normal, in order to guard against the","Contingency continues to be budgeted at a much higher level than normal, in order to guard against the","Contingency continues to be budgeted at a much higher level than normal, in order to guard against the"
uncertainties of the present economy.,uncertainties of the present economy.,uncertainties of the present economy.,uncertainties of the present economy.,Personnel contingency is budgeted at an amount equal to FY 2011,Personnel contingency is budgeted at an amount equal to FY 2011,Personnel contingency is budgeted at an amount equal to FY 2011,Personnel contingency is budgeted at an amount equal to FY 2011,Personnel contingency is budgeted at an amount equal to FY 2011,Personnel contingency is budgeted at an amount equal to FY 2011,Personnel contingency is budgeted at an amount equal to FY 2011,Personnel contingency is budgeted at an amount equal to FY 2011,Personnel contingency is budgeted at an amount equal to FY 2011
as,turnover,has,decreased.,Economic,Development,Development,Incentives,are,funded,for,commitments,for
Enterprise Zone Grants.,Enterprise Zone Grants.,Enterprise Zone Grants.,Also included is the amount that will be returned to the State of Virginia that is,Also included is the amount that will be returned to the State of Virginia that is,Also included is the amount that will be returned to the State of Virginia that is,Also included is the amount that will be returned to the State of Virginia that is,Also included is the amount that will be returned to the State of Virginia that is,Also included is the amount that will be returned to the State of Virginia that is,Also included is the amount that will be returned to the State of Virginia that is,Also included is the amount that will be returned to the State of Virginia that is,Also included is the amount that will be returned to the State of Virginia that is,Also included is the amount that will be returned to the State of Virginia that is
not allocated specifically to a department.,not allocated specifically to a department.,not allocated specifically to a department.,not allocated specifically to a department.,not allocated specifically to a department.,,,,,,,,
,,,,,,Page C-46,,,,,,
