Name: “Table 1 of 1 on page 43 of 166”,Name: “Table 1 of 1 on page 43 of 166”,Name: “Table 1 of 1 on page 43 of 166”,Name: “Table 1 of 1 on page 43 of 166”,Name: “Table 1 of 1 on page 43 of 166”,Name: “Table 1 of 1 on page 43 of 166”,Name: “Table 1 of 1 on page 43 of 166”,Name: “Table 1 of 1 on page 43 of 166”,Name: “Table 1 of 1 on page 43 of 166”,Name: “Table 1 of 1 on page 43 of 166”,Name: “Table 1 of 1 on page 43 of 166”,Name: “Table 1 of 1 on page 43 of 166”,Name: “Table 1 of 1 on page 43 of 166”,Name: “Table 1 of 1 on page 43 of 166”,Name: “Table 1 of 1 on page 43 of 166”,Name: “Table 1 of 1 on page 43 of 166”,Name: “Table 1 of 1 on page 43 of 166”
Planning and Zoning Fees,Planning and Zoning Fees,Planning and Zoning Fees,Planning and Zoning Fees,,,"100,000",,,"100,000",,"100,000","100,000",,"100,000","100,000",
,Dog Licenses,Dog Licenses,Dog Licenses,,,"40,000",,,"35,000",,"40,000","40,000",,"35,000","35,000",
Septic Tank Permit Fees,Septic Tank Permit Fees,Septic Tank Permit Fees,Septic Tank Permit Fees,,,"2,000",,,"2,500",,,"2,000",,,"2,000",
Stormwater Inspection Fees,Stormwater Inspection Fees,Stormwater Inspection Fees,Stormwater Inspection Fees,,,"19,250",,,"30,000",,"19,250","19,250",,"20,000","20,000",
Erosion Control Fees,Erosion Control Fees,Erosion Control Fees,Erosion Control Fees,,,"100,000",,,"100,000",,"100,000","100,000",,"100,000","100,000",
,,,Total,$,"6,241,250","6,241,250",$,"6,357,500","6,357,500",$,"6,396,250","6,396,250",$,"6,377,000","6,377,000",
BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,,,,,,,
This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.,This budget provides for revenues received from various permit and privilege fees required by the County.
Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous,Business and Professional License Fees are collected in May of each year and are based on the previous
calendar year's business gross receipts.,calendar year's business gross receipts.,calendar year's business gross receipts.,calendar year's business gross receipts.,calendar year's business gross receipts.,calendar year's business gross receipts.,The FY 2012 budget is expected to remain level with FY 2011.,The FY 2012 budget is expected to remain level with FY 2011.,The FY 2012 budget is expected to remain level with FY 2011.,The FY 2012 budget is expected to remain level with FY 2011.,The FY 2012 budget is expected to remain level with FY 2011.,The FY 2012 budget is expected to remain level with FY 2011.,The FY 2012 budget is expected to remain level with FY 2011.,The FY 2012 budget is expected to remain level with FY 2011.,The FY 2012 budget is expected to remain level with FY 2011.,The FY 2012 budget is expected to remain level with FY 2011.,
Utility Consumption Fee revenues are assessed and collected by the State.,Utility Consumption Fee revenues are assessed and collected by the State.,Utility Consumption Fee revenues are assessed and collected by the State.,Utility Consumption Fee revenues are assessed and collected by the State.,Utility Consumption Fee revenues are assessed and collected by the State.,Utility Consumption Fee revenues are assessed and collected by the State.,Utility Consumption Fee revenues are assessed and collected by the State.,Utility Consumption Fee revenues are assessed and collected by the State.,Utility Consumption Fee revenues are assessed and collected by the State.,Utility Consumption Fee revenues are assessed and collected by the State.,Utility Consumption Fee revenues are assessed and collected by the State.,Utility Consumption Fee revenues are assessed and collected by the State.,These are paid by consumers,These are paid by consumers,These are paid by consumers,These are paid by consumers,These are paid by consumers
as a part of power bills.,as a part of power bills.,as a part of power bills.,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State,A portion is then forwarded to the locality and is approximately 25% of the State
assessment.,,,,,,,,,,,,,,,,
Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;,Motor Vehicle Registration Fees are based on an initial fee of $10 for vehicles registered in the County;
there is no annual local fee.,there is no annual local fee.,there is no annual local fee.,there is no annual local fee.,,,,,,,,,,,,,
Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Dog Licenses are $5.00 per year for spayed/neutered dogs and $8.00 for unaltered dogs.,Three-year,Three-year
licenses are also available.,licenses are also available.,licenses are also available.,licenses are also available.,,,,,,,,,,,,,
"Planning,","Zoning,",Erosion,Erosion,,Control,"Fees,",and,Building,Building,Permits,are,based,on,the,volume,of
development,and,are,used,to,offset,costs,from,the,Development,Development,Management,Management,Department,Department,and,cost
allocations from internal service departments.,allocations from internal service departments.,allocations from internal service departments.,allocations from internal service departments.,allocations from internal service departments.,allocations from internal service departments.,allocations from internal service departments.,,,,,,,,,,
Building Permit revenue is expected to increase slightly over expected FY 2011 projections but by 28%,Building Permit revenue is expected to increase slightly over expected FY 2011 projections but by 28%,Building Permit revenue is expected to increase slightly over expected FY 2011 projections but by 28%,Building Permit revenue is expected to increase slightly over expected FY 2011 projections but by 28%,Building Permit revenue is expected to increase slightly over expected FY 2011 projections but by 28%,Building Permit revenue is expected to increase slightly over expected FY 2011 projections but by 28%,Building Permit revenue is expected to increase slightly over expected FY 2011 projections but by 28%,Building Permit revenue is expected to increase slightly over expected FY 2011 projections but by 28%,Building Permit revenue is expected to increase slightly over expected FY 2011 projections but by 28%,Building Permit revenue is expected to increase slightly over expected FY 2011 projections but by 28%,Building Permit revenue is expected to increase slightly over expected FY 2011 projections but by 28%,Building Permit revenue is expected to increase slightly over expected FY 2011 projections but by 28%,Building Permit revenue is expected to increase slightly over expected FY 2011 projections but by 28%,Building Permit revenue is expected to increase slightly over expected FY 2011 projections but by 28%,Building Permit revenue is expected to increase slightly over expected FY 2011 projections but by 28%,Building Permit revenue is expected to increase slightly over expected FY 2011 projections but by 28%,Building Permit revenue is expected to increase slightly over expected FY 2011 projections but by 28%
over budgeted FY 2011 revenues.,over budgeted FY 2011 revenues.,over budgeted FY 2011 revenues.,over budgeted FY 2011 revenues.,over budgeted FY 2011 revenues.,,,,,,,,,,,,
Planning,and,Zoning,Fees,and,Erosion,Erosion,Control,Fees,are,expected,to,remain,level,with,FY,2011
projections.,,,,,,,,,,,,,,,,
Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to,Septic Tank Permit Fees are $100 and are used to offset inspection and soil testing costs necessary to
establish appropriate sites for septic tanks.,establish appropriate sites for septic tanks.,establish appropriate sites for septic tanks.,establish appropriate sites for septic tanks.,establish appropriate sites for septic tanks.,establish appropriate sites for septic tanks.,establish appropriate sites for septic tanks.,,,,,,,,,,
Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,Stormwater Inspection Fees offset the cost of stormwater construction inspection activities.,The fee is,The fee is
assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,assessed at $900 per BMP and $0.90 per linear foot of storm drain or channel.,,,,,
,,,,,,,Page B-5,Page B-5,,,,,,,,
