Name: “Table 1 of 1 on page 93 of 156”,Name: “Table 1 of 1 on page 93 of 156”,Name: “Table 1 of 1 on page 93 of 156”,Name: “Table 1 of 1 on page 93 of 156”,Name: “Table 1 of 1 on page 93 of 156”,Name: “Table 1 of 1 on page 93 of 156”,Name: “Table 1 of 1 on page 93 of 156”,Name: “Table 1 of 1 on page 93 of 156”,Name: “Table 1 of 1 on page 93 of 156”,Name: “Table 1 of 1 on page 93 of 156”,Name: “Table 1 of 1 on page 93 of 156”,Name: “Table 1 of 1 on page 93 of 156”,Name: “Table 1 of 1 on page 93 of 156”,Name: “Table 1 of 1 on page 93 of 156”
revenues caused by changes in economic conditions.,revenues caused by changes in economic conditions.,revenues caused by changes in economic conditions.,revenues caused by changes in economic conditions.,revenues caused by changes in economic conditions.,revenues caused by changes in economic conditions.,A negative contingency captures savings created by,A negative contingency captures savings created by,A negative contingency captures savings created by,A negative contingency captures savings created by,A negative contingency captures savings created by,A negative contingency captures savings created by,A negative contingency captures savings created by,A negative contingency captures savings created by
personnel turnover.,personnel turnover.,personnel turnover.,,,,,,,,,,,
BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,,,,,
,,,,,,FY 10,,FY 11,FY 11,,FY 12,FY 12,
,,,,,,Adopted,,Adopted,Adopted,,Plan,,
,,,Debt Service,Debt Service,$,"3,760,000",$,"3,760,000","3,760,000",$,"3,760,000","3,760,000",
,,,Contingency,Contingency,,"859,814",,"937,308","937,308",,"914,638","914,638",
,Personnel Contingency,Personnel Contingency,Personnel Contingency,Personnel Contingency,,"(700,000)",,"(600,000)","(600,000)",,"(700,000)","(700,000)",
,,VDOT Road Match,VDOT Road Match,VDOT Road Match,,"160,100",,,0,,,0,
Economic Development Incentives,Economic Development Incentives,Economic Development Incentives,Economic Development Incentives,Economic Development Incentives,,"110,000",,"105,000","105,000",,"50,000","50,000",
,Matching Funds - Grants,Matching Funds - Grants,Matching Funds - Grants,Matching Funds - Grants,,"200,000",,"200,000","200,000",,"200,000","200,000",
Housing Development Fund,Housing Development Fund,Housing Development Fund,Housing Development Fund,Housing Development Fund,,"100,000",,"200,000","200,000",,"100,000","100,000",
Local Aid to State Government,Local Aid to State Government,Local Aid to State Government,Local Aid to State Government,Local Aid to State Government,,"107,894",,"98,248","98,248",,"98,248","98,248",
Peninsula Metropolitan YMCA,Peninsula Metropolitan YMCA,Peninsula Metropolitan YMCA,Peninsula Metropolitan YMCA,Peninsula Metropolitan YMCA,,"50,000",,"50,000","50,000",,,0,
,,,,Total,$,"4,647,808",$,"4,750,556","4,750,556",$,"4,422,886","4,422,886",
BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,,,,
"Contingency is continued to be budgeted at a much higher level than normal, in order to guard against the","Contingency is continued to be budgeted at a much higher level than normal, in order to guard against the","Contingency is continued to be budgeted at a much higher level than normal, in order to guard against the","Contingency is continued to be budgeted at a much higher level than normal, in order to guard against the","Contingency is continued to be budgeted at a much higher level than normal, in order to guard against the","Contingency is continued to be budgeted at a much higher level than normal, in order to guard against the","Contingency is continued to be budgeted at a much higher level than normal, in order to guard against the","Contingency is continued to be budgeted at a much higher level than normal, in order to guard against the","Contingency is continued to be budgeted at a much higher level than normal, in order to guard against the","Contingency is continued to be budgeted at a much higher level than normal, in order to guard against the","Contingency is continued to be budgeted at a much higher level than normal, in order to guard against the","Contingency is continued to be budgeted at a much higher level than normal, in order to guard against the","Contingency is continued to be budgeted at a much higher level than normal, in order to guard against the","Contingency is continued to be budgeted at a much higher level than normal, in order to guard against the"
uncertainties,of,the,present,economy.,Personnel,contingency is,contingency is,lower,"in FY11, to account","in FY11, to account","in FY11, to account",for,any
transitional expenses associated with turnover at the County Administrator position.,transitional expenses associated with turnover at the County Administrator position.,transitional expenses associated with turnover at the County Administrator position.,transitional expenses associated with turnover at the County Administrator position.,transitional expenses associated with turnover at the County Administrator position.,transitional expenses associated with turnover at the County Administrator position.,transitional expenses associated with turnover at the County Administrator position.,transitional expenses associated with turnover at the County Administrator position.,transitional expenses associated with turnover at the County Administrator position.,transitional expenses associated with turnover at the County Administrator position.,VDOT Road Match,VDOT Road Match,VDOT Road Match,VDOT Road Match
is eliminated as the State program has also been eliminated.,is eliminated as the State program has also been eliminated.,is eliminated as the State program has also been eliminated.,is eliminated as the State program has also been eliminated.,is eliminated as the State program has also been eliminated.,is eliminated as the State program has also been eliminated.,is eliminated as the State program has also been eliminated.,Economic Development Incentives are,Economic Development Incentives are,Economic Development Incentives are,Economic Development Incentives are,Economic Development Incentives are,Economic Development Incentives are,Economic Development Incentives are
funded for commitments for Enterprise Zone Grants and funding is provided in Housing Development,funded for commitments for Enterprise Zone Grants and funding is provided in Housing Development,funded for commitments for Enterprise Zone Grants and funding is provided in Housing Development,funded for commitments for Enterprise Zone Grants and funding is provided in Housing Development,funded for commitments for Enterprise Zone Grants and funding is provided in Housing Development,funded for commitments for Enterprise Zone Grants and funding is provided in Housing Development,funded for commitments for Enterprise Zone Grants and funding is provided in Housing Development,funded for commitments for Enterprise Zone Grants and funding is provided in Housing Development,funded for commitments for Enterprise Zone Grants and funding is provided in Housing Development,funded for commitments for Enterprise Zone Grants and funding is provided in Housing Development,funded for commitments for Enterprise Zone Grants and funding is provided in Housing Development,funded for commitments for Enterprise Zone Grants and funding is provided in Housing Development,funded for commitments for Enterprise Zone Grants and funding is provided in Housing Development,funded for commitments for Enterprise Zone Grants and funding is provided in Housing Development
fund for the match for the Forest Heights proposed CDBG project.,fund for the match for the Forest Heights proposed CDBG project.,fund for the match for the Forest Heights proposed CDBG project.,fund for the match for the Forest Heights proposed CDBG project.,fund for the match for the Forest Heights proposed CDBG project.,fund for the match for the Forest Heights proposed CDBG project.,fund for the match for the Forest Heights proposed CDBG project.,fund for the match for the Forest Heights proposed CDBG project.,Also included is the amount that will,Also included is the amount that will,Also included is the amount that will,Also included is the amount that will,Also included is the amount that will,Also included is the amount that will
be returned to the State of Virginia that is not allocated specifically to a department. This decreases due,be returned to the State of Virginia that is not allocated specifically to a department. This decreases due,be returned to the State of Virginia that is not allocated specifically to a department. This decreases due,be returned to the State of Virginia that is not allocated specifically to a department. This decreases due,be returned to the State of Virginia that is not allocated specifically to a department. This decreases due,be returned to the State of Virginia that is not allocated specifically to a department. This decreases due,be returned to the State of Virginia that is not allocated specifically to a department. This decreases due,be returned to the State of Virginia that is not allocated specifically to a department. This decreases due,be returned to the State of Virginia that is not allocated specifically to a department. This decreases due,be returned to the State of Virginia that is not allocated specifically to a department. This decreases due,be returned to the State of Virginia that is not allocated specifically to a department. This decreases due,be returned to the State of Virginia that is not allocated specifically to a department. This decreases due,be returned to the State of Virginia that is not allocated specifically to a department. This decreases due,be returned to the State of Virginia that is not allocated specifically to a department. This decreases due
to the allocation of a portion of the amount to the Colonial Community Corrections program.,to the allocation of a portion of the amount to the Colonial Community Corrections program.,to the allocation of a portion of the amount to the Colonial Community Corrections program.,to the allocation of a portion of the amount to the Colonial Community Corrections program.,to the allocation of a portion of the amount to the Colonial Community Corrections program.,to the allocation of a portion of the amount to the Colonial Community Corrections program.,to the allocation of a portion of the amount to the Colonial Community Corrections program.,to the allocation of a portion of the amount to the Colonial Community Corrections program.,to the allocation of a portion of the amount to the Colonial Community Corrections program.,to the allocation of a portion of the amount to the Colonial Community Corrections program.,to the allocation of a portion of the amount to the Colonial Community Corrections program.,to the allocation of a portion of the amount to the Colonial Community Corrections program.,,
,,,,,,Page C-48,,,,,,,
