Name: “Table 1 of 1 on page 67 of 156”,Name: “Table 1 of 1 on page 67 of 156”,Name: “Table 1 of 1 on page 67 of 156”,Name: “Table 1 of 1 on page 67 of 156”,Name: “Table 1 of 1 on page 67 of 156”,Name: “Table 1 of 1 on page 67 of 156”,Name: “Table 1 of 1 on page 67 of 156”,Name: “Table 1 of 1 on page 67 of 156”,Name: “Table 1 of 1 on page 67 of 156”,Name: “Table 1 of 1 on page 67 of 156”,Name: “Table 1 of 1 on page 67 of 156”,Name: “Table 1 of 1 on page 67 of 156”,Name: “Table 1 of 1 on page 67 of 156”,Name: “Table 1 of 1 on page 67 of 156”,Name: “Table 1 of 1 on page 67 of 156”
2.,Pursue methods to reduce energy consumption in all public facilities.,Pursue methods to reduce energy consumption in all public facilities.,Pursue methods to reduce energy consumption in all public facilities.,Pursue methods to reduce energy consumption in all public facilities.,Pursue methods to reduce energy consumption in all public facilities.,Pursue methods to reduce energy consumption in all public facilities.,Pursue methods to reduce energy consumption in all public facilities.,Pursue methods to reduce energy consumption in all public facilities.,Pursue methods to reduce energy consumption in all public facilities.,,,,,
BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,,,,,
,,,,,,FY 10,,FY 11,,,FY 12,FY 12,,
,,,,,,Adopted,,Adopted,,,Plan,Plan,,
,,Personnel,Personnel,,$,"1,057,052",$,"1,011,043","1,011,043",$,"1,023,753","1,023,753",,
,,Operating,Operating,,,"1,178,551",,"1,229,489","1,229,489",,"1,460,394","1,460,394",,
,,,Capital,,,"90,850",,"131,150","131,150",,"129,300","129,300",,
,Billing of Joint Activities,Billing of Joint Activities,Billing of Joint Activities,,,"(177,581)",,"(185,365)","(185,365)",,"(185,365)","(185,365)",,
,,,Total,,$,"2,148,872",$,"2,186,317","2,186,317",$,"2,428,082","2,428,082",,
PERSONNEL,PERSONNEL,,,,,,,,,,,,,
,Full-time Personnel,Full-time Personnel,Full-time Personnel,,,18,,,17,,,17,,
,Part-time Personnel,Part-time Personnel,Part-time Personnel,,,6,,,6,,,6,,
PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,,,,,
,,,,,,FY 09,,FY 10,,,FY 11,,FY 12,
,,,,,,Actual,,Projected,Projected,Adopted,Adopted,,Plan,
% of Facilities Maintenance Job Orders,% of Facilities Maintenance Job Orders,% of Facilities Maintenance Job Orders,% of Facilities Maintenance Job Orders,% of Facilities Maintenance Job Orders,% of Facilities Maintenance Job Orders,,,,,,,,,
Completed by Date Customer Requested,Completed by Date Customer Requested,Completed by Date Customer Requested,Completed by Date Customer Requested,Completed by Date Customer Requested,Completed by Date Customer Requested,75%,75%,80%,80%,,80%,,80%,80%
BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,,,,,
This budget includes the elimination of a custodial position and the County continues to consolidate,This budget includes the elimination of a custodial position and the County continues to consolidate,This budget includes the elimination of a custodial position and the County continues to consolidate,This budget includes the elimination of a custodial position and the County continues to consolidate,This budget includes the elimination of a custodial position and the County continues to consolidate,This budget includes the elimination of a custodial position and the County continues to consolidate,This budget includes the elimination of a custodial position and the County continues to consolidate,This budget includes the elimination of a custodial position and the County continues to consolidate,This budget includes the elimination of a custodial position and the County continues to consolidate,This budget includes the elimination of a custodial position and the County continues to consolidate,This budget includes the elimination of a custodial position and the County continues to consolidate,This budget includes the elimination of a custodial position and the County continues to consolidate,This budget includes the elimination of a custodial position and the County continues to consolidate,This budget includes the elimination of a custodial position and the County continues to consolidate,This budget includes the elimination of a custodial position and the County continues to consolidate
custodial,services,with,the,School,division,where,feasible.,This,budget,provides,provides,funds,needed,for
maintaining the Norge Depot beginning in FY11 and the new Law Enforcement Center scheduled to,maintaining the Norge Depot beginning in FY11 and the new Law Enforcement Center scheduled to,maintaining the Norge Depot beginning in FY11 and the new Law Enforcement Center scheduled to,maintaining the Norge Depot beginning in FY11 and the new Law Enforcement Center scheduled to,maintaining the Norge Depot beginning in FY11 and the new Law Enforcement Center scheduled to,maintaining the Norge Depot beginning in FY11 and the new Law Enforcement Center scheduled to,maintaining the Norge Depot beginning in FY11 and the new Law Enforcement Center scheduled to,maintaining the Norge Depot beginning in FY11 and the new Law Enforcement Center scheduled to,maintaining the Norge Depot beginning in FY11 and the new Law Enforcement Center scheduled to,maintaining the Norge Depot beginning in FY11 and the new Law Enforcement Center scheduled to,maintaining the Norge Depot beginning in FY11 and the new Law Enforcement Center scheduled to,maintaining the Norge Depot beginning in FY11 and the new Law Enforcement Center scheduled to,maintaining the Norge Depot beginning in FY11 and the new Law Enforcement Center scheduled to,maintaining the Norge Depot beginning in FY11 and the new Law Enforcement Center scheduled to,maintaining the Norge Depot beginning in FY11 and the new Law Enforcement Center scheduled to
open in FY12.,open in FY12.,,,,,,,,,,,,,
,,,,,,Page C-22,Page C-22,,,,,,,
