Name: “Table 1 of 1 on page 7 of 28”,Name: “Table 1 of 1 on page 7 of 28”,Name: “Table 1 of 1 on page 7 of 28”,Name: “Table 1 of 1 on page 7 of 28”,Name: “Table 1 of 1 on page 7 of 28”,Name: “Table 1 of 1 on page 7 of 28”,Name: “Table 1 of 1 on page 7 of 28”,Name: “Table 1 of 1 on page 7 of 28”,Name: “Table 1 of 1 on page 7 of 28”,Name: “Table 1 of 1 on page 7 of 28”,Name: “Table 1 of 1 on page 7 of 28”,Name: “Table 1 of 1 on page 7 of 28”,Name: “Table 1 of 1 on page 7 of 28”,Name: “Table 1 of 1 on page 7 of 28”,Name: “Table 1 of 1 on page 7 of 28”,Name: “Table 1 of 1 on page 7 of 28”,Name: “Table 1 of 1 on page 7 of 28”
"If YES, designate which reservoirs and which intakes constitute a system.","If YES, designate which reservoirs and which intakes constitute a system.","If YES, designate which reservoirs and which intakes constitute a system.",Report the drainage area and amount of storage available for water supply from each reservoir independently.,Report the drainage area and amount of storage available for water supply from each reservoir independently.,Report the drainage area and amount of storage available for water supply from each reservoir independently.,Report the drainage area and amount of storage available for water supply from each reservoir independently.,Report the drainage area and amount of storage available for water supply from each reservoir independently.,Report the drainage area and amount of storage available for water supply from each reservoir independently.,Report the drainage area and amount of storage available for water supply from each reservoir independently.,Report the drainage area and amount of storage available for water supply from each reservoir independently.,Designed maximum daily withdrawal and the safe yield may be reported for,Designed maximum daily withdrawal and the safe yield may be reported for,Designed maximum daily withdrawal and the safe yield may be reported for,Designed maximum daily withdrawal and the safe yield may be reported for,Designed maximum daily withdrawal and the safe yield may be reported for,Designed maximum daily withdrawal and the safe yield may be reported for
the entire system or subsets of the system.,the entire system or subsets of the system.,,,,,,,,,,,,,,,
,,,,,,,,DESIGN CAPACITY:,DESIGN CAPACITY:,,,,,,,
,,,Reservoir,,,,,,,,,VDH,VDH,Limitations,,Notes
,,,,,,,,,,,Reservoir,,,,,
,,,watershed,On-Stream,On-Stream,,,,,,,Permitted,Permitted,on,,or
,,,,,,,,,,,Safe Yield,,,,,
,,Reservoir watershed,Drainage,Storage Available,Storage Available,,,,,,,System,System,Withdrawal,Comments,Comments
PWSID #,Water System Name,Reservoir Name,,,,Average Daily,Average Daily,Maximum Daily,Maximum Daily,Associated Water Associated Water,,,,,,
,,Basin/ Sub-basin,Area,for Water Supply,for Water Supply,Withdrawal,Withdrawal,Withdrawal,Withdrawal,Treatment Plant,Treatment Plant,Capacity,Capacity,Permit,,
,,,,(gallons),(MG),,,,,,,,,,,
,,,(square miles),,,(gpd),(MGD),(gpd),(MGD),(gpd),(MGD),(gpd),(MGD),,(This may include references to,(This may include references to
,,,,,,,,,,,,,,,"maps, data sources, data gaps,","maps, data sources, data gaps,"
,,,,,,,,,,,,,,,,etc.)
York County,York County,,,,,,,,,,,,,,,
,Carver Gardens - Aqua,,,,,,,,,,,,,,,
3199200,,NA,NA,,-,,0.00,,0.00,,0.00,,0.00,,,
,Virginia,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Newport News sells water to York,Newport News sells water to York
3199510,Nelson Park - Aqua Virginia,NA,NA,,-,,0.00,,0.00,,0.00,,0.00,,County who sells it to Aqua,County who sells it to Aqua
,,,,,,,,,,,,,,,Virginia.,
3199995,York Terrace - Aqua Virginia,NA,NA,,-,,0.00,,0.00,,0.00,,0.00,,,
,,,,,,,,,,,,,,,City of Williamsburg sells water to,City of Williamsburg sells water to
,Queens Lake - Aqua,,,,,,,,,,,,,,,
3199700,,NA,NA,,-,,0.00,,0.00,,0.00,,0.00,,York County who sells it to Aqua,York County who sells it to Aqua
,Virginia,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Virginia.,
,,,,,,,,,,,,,,,Newport News sells water to York,Newport News sells water to York
,York Public Utilities -,,,,,,,,,,,,,,,
3199990,,NA,NA,,-,,0.00,,0.00,,0.00,,0.00,,County who sells it to Mountain,County who sells it to Mountain
,Mountain Lake Co,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Lake.,
,,,,,,,,,,,,,,,Williamsburg sells water to York,Williamsburg sells water to York
,,,,,,,,,,,,,,,County to serve a portion of,County to serve a portion of
,,,,,,,,,,,,,,,Hubbards Lane and Newport,Hubbards Lane and Newport
3199320,Hubbards Lane - York Co,NA,NA,,-,,0.00,,0.00,,0.00,,0.00,,,
,,,,,,,,,,,,,,,News provides direct retail service,News provides direct retail service
,,,,,,,,,,,,,,,to a small portion of Hubbards,to a small portion of Hubbards
,,,,,,,,,,,,,,,Lane.,
3700100,Fort Eustis,NA,NA,,-,,0.00,,0.00,,0.00,,0.00,,"Fort Eustis, Cheatham Annex,","Fort Eustis, Cheatham Annex,"
,,,,,,,,,,,,,,,and Yorktown Naval Weapons,and Yorktown Naval Weapons
,Cheatham Annex Naval,,,,,,,,,,,,,,,
3199210,,NA,NA,,-,,0.00,,0.00,,0.00,,0.00,,Station are consecutive water,Station are consecutive water
,Supply Center,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,systems that purchase water from,systems that purchase water from
,Yorktown Naval Weapons,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Newport News.,Newport News.
3199500,,NA,NA,,,,0.00,,0.00,,0.00,,0.00,,,
,Station,,,,,,,,,,,,,,,
,,,,,-,,0.00,,0.00,,0.00,,0.00,,,
,,,,,-,,0.00,,0.00,,0.00,,0.00,,,
,,,,,-,,0.00,,0.00,,0.00,,0.00,,,
Existing Source Totals - for all CWS's using surface water reservoirs,Existing Source Totals - for all CWS's using surface water reservoirs,Existing Source Totals - for all CWS's using surface water reservoirs,,,,,,,,,,,,,,
(MG or MGD),(MG or MGD),,,,"14,430",,7.00,,205.00,,97.80,,68.95,,,
,,,,,,,6,,,,,,,,,
