and - 80 C ),and - 80 C ),,,,,,,,,
,,,,,,,,,Notes or Comments,Notes or Comments
,,,,,DESIGN CAPACITY:,DESIGN CAPACITY:,,WATER USE:,,
,,,,,,,,Estimated,(Include service area user falls,(Include service area user falls
,,,,Average Daily,Average Daily,Maximum Daily,Maximum Daily,Annual Average,within and references to any,within and references to any
,,Waterbody,Use,Withdrawal,Withdrawal,Withdrawals,Withdrawals,(MGD),"maps, data sources, data gaps,","maps, data sources, data gaps,"
,Water User Name,Source Name,Category,(gpd),(MGD),(gpd),(MGD),Year 2007,etc.),etc.)
,,,,Within Community Water System (Municipal & Private) Service Areas,Within Community Water System (Municipal & Private) Service Areas,Within Community Water System (Municipal & Private) Service Areas,Within Community Water System (Municipal & Private) Service Areas,,,
James City County,James City County,,,,,,,,,
,,Busch Gardens Lake,Com,NI,,NI,,0.079,,
Kingsmill Golf Course,Kingsmill Golf Course,Wareham's Pond,Com,NI,,NI,,0.139,,
,,Kingsmill Pond,Com,NI,,NI,,0.058,,
,,,,,,,,,Williamsburg National Golf Course,Williamsburg National Golf Course
,,,,,,,,,LLC holds a Virginia Water,LLC holds a Virginia Water
Williamsburg National Golf Course,Williamsburg National Golf Course,Powhatan Creek,Com,NI,,NI,,0.053,,
,,,,,,,,,Protection Permit for water,Protection Permit for water
,,,,,,,,,withdrawals,
Newport News,Newport News,,,,,,,,,
Deer Run Golf Course,Deer Run Golf Course,Lee Hall Reservoir,Com,NI,,NI,,0.078,,
Northrup Grumman Shipbuilding,Northrup Grumman Shipbuilding,James River,Com,NI,,NI,,8.150,,
Williamsburg,Williamsburg,,,,,,,,,
,,Golden Horseshoe Pond,Com,NI,,NI,,0.097,,
Golden Horseshoe Golf Course,Golden Horseshoe Golf Course,,,,,,,,,
,,Rees Jones Pond,Com,NI,,NI,,0.087,,
York County,York County,,,,,,,,,
Williamsburg Country Club,Williamsburg Country Club,Golf Course Lake,Com,NI,,NI,,0.048,,
,,,,,,,,,Power Plant holds a Virginia,Power Plant holds a Virginia
,,,,,,,,,Water Protection Permit for water,Water Protection Permit for water
,,,,,,,,,withdrawals. Water is for once-,withdrawals. Water is for once-
Yorktown Fossil Power Plant,Yorktown Fossil Power Plant,York River,Pf,NI,,NI,,817.114,,
,,,,,,,,,"through, non-contact cooling","through, non-contact cooling"
,,,,,,,,,water. The water is returned to the,water. The water is returned to the
,,,,,,,,,York River.,
,Within Community Water System Service Area Totals (MGD):,Within Community Water System Service Area Totals (MGD):,Within Community Water System Service Area Totals (MGD):,,0.000,,0.000,825.496,,
,,Outside Community Water System (Municipal & Private) Service Areas,Outside Community Water System (Municipal & Private) Service Areas,Outside Community Water System (Municipal & Private) Service Areas,Outside Community Water System (Municipal & Private) Service Areas,Outside Community Water System (Municipal & Private) Service Areas,,,,
None,,,,,,,,,,
,Outside Community Water System Service Area Totals (MGD):,Outside Community Water System Service Area Totals (MGD):,Outside Community Water System Service Area Totals (MGD):,,0.000,,0.000,0.000,,
,Self-Supplied Nonagricultural Users of Surface Water Totals (MGD):,Self-Supplied Nonagricultural Users of Surface Water Totals (MGD):,Self-Supplied Nonagricultural Users of Surface Water Totals (MGD):,,0.000,,0.000,825.496,,
,,,,20,,,,,,
