Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”,Name: “Table 1 of 1 on page 3 of 15”
1 Reserve for E.D. Projects,1 Reserve for E.D. Projects,,"250,000",,"250,000",,-,,"250,000",,"250,000",,"250,000",,"250,000",,"1,000,000",,"250,000",,"250,000",,"250,000",,"250,000",,"250,000",,"1,250,000",,"2,250,000"
,PACE-Reserve,,"500,000",,"500,000",,"750,000",,"1,000,000",,"1,000,000",,"1,000,000",,"1,000,000",,"4,750,000",,"1,000,000",,"1,000,000",,"1,000,000",,"1,000,000",,"1,000,000",,"5,000,000",,"9,750,000"
,460 Distribtn Ind. Pk-Land,,"2,000,000",,"2,000,000",,,,"2,000,000",,"2,000,000",,,,,,"4,000,000",,,,,,,,,,,,-,,"4,000,000"
,460 Distribtn Ind. Pk-Construction,460 Distribtn Ind. Pk-Construction,,,,,,,,,,,"2,000,000",,"2,000,000",,"4,000,000",,"2,000,000",,"2,000,000",,"2,000,000",,"2,000,000",,"2,000,000",,"10,000,000",,"14,000,000"
2 NDSD Park Development,2 NDSD Park Development,,"750,000",,"750,000",,-,,"750,000",,"500,000",,"500,000",,"500,000",,"2,250,000",,"500,000",,"500,000",,"500,000",,"500,000",,"500,000",,"2,500,000",,"4,750,000"
,TOTAL:,$,"3,500,000",$,"3,500,000",$,"750,000",$,"4,000,000",$,"3,750,000",$,"3,750,000",$,"3,750,000","$ 16,000,000","$ 16,000,000",$,"3,750,000",$,"3,750,000",$,"3,750,000",$,"3,750,000",$,"3,750,000",$,"18,750,000",$,"34,750,000"
Revenue Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Revenues,$,"750,000",$,"650,000",$,"750,000",$,"4,000,000",$,"3,750,000",$,"3,750,000",$,"3,750,000","$ 16,000,000","$ 16,000,000",$,"3,750,000",$,"3,750,000",$,"3,750,000",$,"3,750,000",$,"3,750,000",$,"18,750,000",$,"34,750,000"
,Fund Balance/Reserves,,"2,750,000",,"850,000",,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,Bonded / Note Indebtedness,,-,,"2,000,000",,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,-,,-
,Grants / Donations / Other,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,TOTAL:,$,"3,500,000",$,"3,500,000",$,"750,000",$,"4,000,000",$,"3,750,000",$,"3,750,000",$,"3,750,000","$ 16,000,000","$ 16,000,000",$,"3,750,000",$,"3,750,000",$,"3,750,000",$,"3,750,000",$,"3,750,000",$,"18,750,000",$,"34,750,000"
NOTE 1:,Reserves to be used for various E. D. Capital initiatives encountered.,Reserves to be used for various E. D. Capital initiatives encountered.,Reserves to be used for various E. D. Capital initiatives encountered.,Reserves to be used for various E. D. Capital initiatives encountered.,Reserves to be used for various E. D. Capital initiatives encountered.,Reserves to be used for various E. D. Capital initiatives encountered.,Reserves to be used for various E. D. Capital initiatives encountered.,,,,,,,,,,,,,,,,,,,,,,,,
NOTE 2:,Land acquisition for campus site.,Land acquisition for campus site.,Land acquisition for campus site.,"FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition","FY08, FY09,FY10 contribution has been combined with NDSD Park - Land Acquisition",,,,,,,,,,,,,,,,,
,"Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center","Funding will be placed in a reserve if money is not spent in the fiscal year it is appropriated for an office park, and/or campus site/workforce development center",,,,,,,,,,,,,,
