Name: “Table 1 of 1 on page 60 of 157”,Name: “Table 1 of 1 on page 60 of 157”,Name: “Table 1 of 1 on page 60 of 157”,Name: “Table 1 of 1 on page 60 of 157”,Name: “Table 1 of 1 on page 60 of 157”,Name: “Table 1 of 1 on page 60 of 157”,Name: “Table 1 of 1 on page 60 of 157”,Name: “Table 1 of 1 on page 60 of 157”,Name: “Table 1 of 1 on page 60 of 157”,Name: “Table 1 of 1 on page 60 of 157”,Name: “Table 1 of 1 on page 60 of 157”,Name: “Table 1 of 1 on page 60 of 157”,Name: “Table 1 of 1 on page 60 of 157”,Name: “Table 1 of 1 on page 60 of 157”,Name: “Table 1 of 1 on page 60 of 157”,Name: “Table 1 of 1 on page 60 of 157”,Name: “Table 1 of 1 on page 60 of 157”
560080,560080,,"Motor Fuel, Lube & Repairs","101,997","134,017",,"170,000","187,048",,"200,000","200,000","200,000",,"200,000",0%,6%
560110,560110,E Uniforms,E Uniforms,"10,292","16,938",,"28,250","26,269",,"24,000","24,000","54,000",,"24,000",0%,1%
580100,580100,,Equipment,"16,616","12,551",,"62,433","28,226",,"25,000","25,000","25,000",,"25,000",0%,1%
580300,580300,F Vehicles,F Vehicles,"214,281","148,127",,"54,000","284,334",,"205,000","205,000","205,000",,"150,000",-27%,5%
,,,TOTAL,"$1,772,281","$1,947,045","$ 2,502,021","$ 2,502,021","$2,634,906","$ 2,992,248","$ 2,992,248","$ 2,992,248","$ 3,028,578",$,"3,118,553",4%,100%
Personnel Summary,Personnel Summary,Personnel Summary,Personnel Summary,,,,FY 2008,,,FY 2009,,,,,,
,,,Job Class / Position,,FTE,,Budget,FTE,,Budget,,,,,,
,,State Funded,State Funded,,,,,,,,,,,,,
,,,Sheriff,,1.0,$,"78,924",1.0,$,"81,145",,,,,,
,,,Chief Deputy,,1.0,,"47,387",1.0,,"48,720",,,,,,
,,,Deputy Sheriff,,19.0,,"625,599",18.0,,"611,658",,,,,,
,,,Court Services,,3.0,,"99,147",3.0,,"98,125",,,,,,
,,,Master Deputy,,2.0,,"68,129",3.0,,"104,943",,,,,,
,,,Administrative Assistant,,1.0,,"43,456",1.0,,"49,147",,,,,,
,,,Dispatch Supervisor,,1.0,,"28,251",1.0,,"29,322",,,,,,
,,,Dispatchers,,4.0,,"90,862",4.0,,"96,000",,,,,,
,,Grant Funded,Grant Funded,,,,,,,,,,,,,
,,,School Resources Officer,,1.0,,-,2.0,,-,,,,,,
,,Locally Funded,Locally Funded,,,,,,,,,,,,,
,,,Deputy Sheriff,,8.0,,"226,041",8.0,,"226,568",,,,,,
,,,DARE Officer,,1.0,,"27,782",1.0,,"28,564",,,,,,
,,,Court Services,,1.0,,"24,075",1.0,,"28,564",,,,,,
,,,School Resources Officer,,5.0,,"149,765",7.0,,"209,335",,,,,,
,,,Data Entry Clerk,,1.0,,"25,434",1.0,,"25,730",,,,,,
,,,Sheriff - Stipend,,-,,"16,094",-,,"16,094",,,,,,
,,,Administrative Assistant - Stipend,Administrative Assistant - Stipend,-,,"1,074",-,,"1,074",,,,,,
,,*,"Deputy Sheriff - Stipend $6,000/deputy","Deputy Sheriff - Stipend $6,000/deputy",-,,"246,000",-,,"252,000",,,,,,
,,,Total,,49.0,"$ 1,798,020","$ 1,798,020",52.0,"$ 1,906,989","$ 1,906,989",,,,,,
,,* FY09 amount does not include stipends for 2 SROs which are paid through grant funds.,* FY09 amount does not include stipends for 2 SROs which are paid through grant funds.,* FY09 amount does not include stipends for 2 SROs which are paid through grant funds.,* FY09 amount does not include stipends for 2 SROs which are paid through grant funds.,* FY09 amount does not include stipends for 2 SROs which are paid through grant funds.,* FY09 amount does not include stipends for 2 SROs which are paid through grant funds.,* FY09 amount does not include stipends for 2 SROs which are paid through grant funds.,,,,,,,,
,,,,,"A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence",,,,,,
,,,,,,,,,,,,,,,,Page 54
