Name: “Table 1 of 1 on page 59 of 157”,Name: “Table 1 of 1 on page 59 of 157”,Name: “Table 1 of 1 on page 59 of 157”,Name: “Table 1 of 1 on page 59 of 157”,Name: “Table 1 of 1 on page 59 of 157”,Name: “Table 1 of 1 on page 59 of 157”,Name: “Table 1 of 1 on page 59 of 157”,Name: “Table 1 of 1 on page 59 of 157”
"and criminal warrants, maintaining security in the County's courts, and dispatching E911 calls received for sheriff services. The","and criminal warrants, maintaining security in the County's courts, and dispatching E911 calls received for sheriff services. The","and criminal warrants, maintaining security in the County's courts, and dispatching E911 calls received for sheriff services. The","and criminal warrants, maintaining security in the County's courts, and dispatching E911 calls received for sheriff services. The","and criminal warrants, maintaining security in the County's courts, and dispatching E911 calls received for sheriff services. The","and criminal warrants, maintaining security in the County's courts, and dispatching E911 calls received for sheriff services. The","and criminal warrants, maintaining security in the County's courts, and dispatching E911 calls received for sheriff services. The",
Sheriff's Office is also responsible for the coordination of County resources during potential disasters through its Emergency,Sheriff's Office is also responsible for the coordination of County resources during potential disasters through its Emergency,Sheriff's Office is also responsible for the coordination of County resources during potential disasters through its Emergency,Sheriff's Office is also responsible for the coordination of County resources during potential disasters through its Emergency,Sheriff's Office is also responsible for the coordination of County resources during potential disasters through its Emergency,Sheriff's Office is also responsible for the coordination of County resources during potential disasters through its Emergency,Sheriff's Office is also responsible for the coordination of County resources during potential disasters through its Emergency,
Management Division.,Management Division.,,,,,,
GOALS AND OBJECTIVES,GOALS AND OBJECTIVES,,,,,,
*,Provide the most professional and successful public safety as possible.,Provide the most professional and successful public safety as possible.,Provide the most professional and successful public safety as possible.,,,,
*,Continue to staff the department with qualified and dedicated individuals.,Continue to staff the department with qualified and dedicated individuals.,Continue to staff the department with qualified and dedicated individuals.,,,,
*,Continue to provide the needed services with the ever increasing limits of available funding.,Continue to provide the needed services with the ever increasing limits of available funding.,Continue to provide the needed services with the ever increasing limits of available funding.,Continue to provide the needed services with the ever increasing limits of available funding.,Continue to provide the needed services with the ever increasing limits of available funding.,,
,Workload Information Summary,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007
,CIVIL,,,,,,
,Subpoenas Served,"4,860","5,811","5,474","5,800","5,496","4,673"
,Jury Summons Served,70,90,87,64,52,29
,Criminal Warrants Served,"1,029",758,904,901,727,744
,Levies Executed,39,17,8,8,7,27
,DMV Notices Served,-,13,-,13,13,13
,Other Civil Process Served,"9,140","13,515","7,666","6,283","6,187","5,999"
,INMATES,,,,,,
,Inmate Transports Other than to Local Courts,60,62,95,65,45,14
,Mental Patient Trips out of Jurisdiction,39,21,16,136,40,54
,Extraditions Completed,3,3,3,10,7,6
,CIRCUIT COURT,,,,,,
,Circuit Court Days,79,79,79,77,76,82
,GENERAL DISTRICT COURT,,,,,,
,General District Court Days,104,104,104,102,104,101
,JUVENILE AND DOMESTIC RELATIONS COURT,,,,,,
,Juvenile and Domestic Relations Court,136,136,136,90,95,85
,,"A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence",,,
,,,,,,,Page 53
