Name: “Table 1 of 1 on page 66 of 76”,Name: “Table 1 of 1 on page 66 of 76”,Name: “Table 1 of 1 on page 66 of 76”,Name: “Table 1 of 1 on page 66 of 76”,Name: “Table 1 of 1 on page 66 of 76”,Name: “Table 1 of 1 on page 66 of 76”,Name: “Table 1 of 1 on page 66 of 76”,Name: “Table 1 of 1 on page 66 of 76”,Name: “Table 1 of 1 on page 66 of 76”,Name: “Table 1 of 1 on page 66 of 76”,Name: “Table 1 of 1 on page 66 of 76”,Name: “Table 1 of 1 on page 66 of 76”,Name: “Table 1 of 1 on page 66 of 76”,Name: “Table 1 of 1 on page 66 of 76”,Name: “Table 1 of 1 on page 66 of 76”
6044,INTEGRADE SOFTWARE LICENSE- PES,INTEGRADE SOFTWARE LICENSE- PES,INTEGRADE SOFTWARE LICENSE- PES,,$,"1,950",$,"2,600",$,"2,600",$,,0.0%,0.0%
6045,W EB BASED IEP SYSTEM · SP.ED.,W EB BASED IEP SYSTEM · SP.ED.,",",,$,,$,,$,"15,000",$,"15,000",100.0%,100.0%
6046,TURN- IT-IN SOFTWARE,,,,$,"1,105",$,"1,600",$,"1,600",$,-,0.0%,0.0%
6050,PPS LIBRARY,,,,$,"1,484",$,"2,500",$,"2,500",$,,0.0%,0.0%
6051,PES LIBRARY,,,,$,"1,630",$,"2,500",$,"2,500",$,,0.0%,0.0%
6052,PMS LIBRARY,,,,$,"1,875",$,"2,500",$,"2,500",$,,0.0%,0.0%
6053,PHS LIBRARY,,,,$,"5,889",$,"8,000",$,"8,000",$,,0.0%,0.0%
8000,CAPITAL OUTLAY - FURNITURE-PPS,CAPITAL OUTLAY - FURNITURE-PPS,CAPITAL OUTLAY - FURNITURE-PPS,,$,914,$,800,$,800,$,,0.0%,0.0%
8001,CAPITAL OUTLAY - FURNITURE-PES,CAPITAL OUTLAY - FURNITURE-PES,CAPITAL OUTLAY - FURNITURE-PES,,$,,$,,$,,$,,0 .0%,0 .0%
8002,CAPITAL OUTLAY- FURNITURE-PMS,CAPITAL OUTLAY- FURNITURE-PMS,CAPITAL OUTLAY- FURNITURE-PMS,,$,521,$,"1,000",$,"1,000",$,,0.0%,0.0%
8003,CAPITAL OUTLAY- FURNITURE-PHS,CAPITAL OUTLAY- FURNITURE-PHS,CAPITAL OUTLAY- FURNITURE-PHS,,$,,$,"2,000",$,"2,000",$,,0 .0%,0 .0%
8300,PPS HARDWAREIMAINT & REPAIR,PPS HARDWAREIMAINT & REPAIR,PPS HARDWAREIMAINT & REPAIR,,$,"3,690",$,"5,100",$,"5,100",$,,0.0%,0.0%
8301,PES HARDWARE/MAINT & REPA IR,PES HARDWARE/MAINT & REPA IR,PES HARDWARE/MAINT & REPA IR,,$,"4,546",$,"6 ,273",$,"6,273",$,,0.0%,0.0%
8302,PMS HARDWAREIMAINT & REPA IR,PMS HARDWAREIMAINT & REPA IR,PMS HARDWAREIMAINT & REPA IR,,$,"1,462",$,"2,000",$,"2,000 ·",$,,0.0%,0.0%
8303,PHS HARDWAREIMAINT & REPAIR,PHS HARDWAREIMAINT & REPAIR,PHS HARDWAREIMAINT & REPAIR,,$,553,$,"1,000",$,"1,000",$,,0.0%,0.0%
8400,DISTRICT WIDE INTERNET ACCESS,DISTRICT WIDE INTERNET ACCESS,DISTRICT WIDE INTERNET ACCESS,~,$,"1,815",$,"2,000",$,"37,524",$,"35,524",1776.2%,1776.2%
8401,PES INFRASTRUCTURE,PES INFRASTRUCTURE,,,$,,$,,$,,$,,0.0%,0.0%
8402,PMS INFRASTRUCTURE,PMS INFRASTRUCTURE,,,$,,$,,$,,$,,0.0%,0.0%
8403,PHS INFRASTRUCTURE,PHS INFRASTRUCTURE,,,$,273,$,"1,000",$,,$,"(1,000)",- 100.0%,- 100.0%
,,,TOTAL,TOTAL,$,"423,532",$,"499,172",$,"508,191",$,"9,019",1.8%,1.8%
,Increase internet line from a T-1,Increase internet line from a T-1,to a DS-3,to a DS-3,to a DS-3,,,,,,,,,
,Web based IEP system for Special Education,Web based IEP system for Special Education,Web based IEP system for Special Education,Web based IEP system for Special Education,Web based IEP system for Special Education,,,,,,,,,
2007-2008 Expend iture Budget 6-6-07 FINAL.xls,2007-2008 Expend iture Budget 6-6-07 FINAL.xls,2007-2008 Expend iture Budget 6-6-07 FINAL.xls,2007-2008 Expend iture Budget 6-6-07 FINAL.xls,2007-2008 Expend iture Budget 6-6-07 FINAL.xls,2007-2008 Expend iture Budget 6-6-07 FINAL.xls,,,,,,,,6/12/2007,7:37 AM
