,City of Portsmouth,
,Fiscal Year 2012 Adopted Budget,
"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural",
,Business Center Index,
Organizational Chart,,2
Business Center Summary,,3
Department Of Museums,,4
Department Of Public Library,,7
Law Library,,9
Golf Services,,10
"Parks, Recreation and Leisure Services - Administration","Parks, Recreation and Leisure Services - Administration",11
"Parks, Recreation and Leisure Services - Parks","Parks, Recreation and Leisure Services - Parks",13
"Parks, Recreation and Leisure Services - Recreation","Parks, Recreation and Leisure Services - Recreation",15
Recreation Fund,,16
Fiscal Year 2012,1,"Parks, Recreation, and Cultural"
,City of Portsmouth,
,Fiscal Year 2012 Adopted Budget,
"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural",
Business Center Organizational Chart,Business Center Organizational Chart,
Total Permanent Positions,,
Positions =,126,
,Museums,
,Positions =,25
,Public Library,
,Positions =,29
,Golf Services Fund,
,Positions =,17
,"Parks, Recreation and Leisure Services - Administration","Parks, Recreation and Leisure Services - Administration"
,Positions =,55
Fiscal Year 2012,2,"Parks, Recreation, and Cultural"
,City of Portsmouth,City of Portsmouth,,,,
,Funding Sources,Actual,Adopted,Amended,Adopted,Planned
,100 General Fund,"9,981,556","11,208,414",-,"10,521,587","10,501,755"
405 Public Law Library Fund,,"30,052","33,757",-,"31,026","31,026"
440 Recreation Fund,,"522,145","600,000",-,"600,000","600,000"
,720 Golf Fund,"2,393,005","2,273,469",-,"1,979,821","2,288,988"
,Total Funding,"12,926,758","14,115,640",-,"13,132,434","13,421,769"
,Fiscal Year 2012,3,,,"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural"
,City of Portsmouth,City of Portsmouth,,,,
,Fiscal Year 2012 Adopted Budget,Fiscal Year 2012 Adopted Budget,,,,
,"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural","Parks, Recreation, and Cultural",,,
,,Museums,,,,
Business Unit Mission Statement,,,,,,
"To provide the citizens of Portsmouth, Hampton Roads, the Commonwealth of Virginia, and beyond, high quality educational","To provide the citizens of Portsmouth, Hampton Roads, the Commonwealth of Virginia, and beyond, high quality educational","To provide the citizens of Portsmouth, Hampton Roads, the Commonwealth of Virginia, and beyond, high quality educational","To provide the citizens of Portsmouth, Hampton Roads, the Commonwealth of Virginia, and beyond, high quality educational","To provide the citizens of Portsmouth, Hampton Roads, the Commonwealth of Virginia, and beyond, high quality educational",,
"and cultural experiences in the arts, humanities, and the sciences.","and cultural experiences in the arts, humanities, and the sciences.",,,,,
Description of Services Provided,,,,,,
The Department of Museums provides high quality educational and cultural experiences in the arts and humanities through,The Department of Museums provides high quality educational and cultural experiences in the arts and humanities through,The Department of Museums provides high quality educational and cultural experiences in the arts and humanities through,The Department of Museums provides high quality educational and cultural experiences in the arts and humanities through,The Department of Museums provides high quality educational and cultural experiences in the arts and humanities through,,
"the use of exhibitions, programs, and collections.","the use of exhibitions, programs, and collections.",,,,,
"•The Education division works closely with area schools to provide Standards of Learning (SOL) based programs, as well as","•The Education division works closely with area schools to provide Standards of Learning (SOL) based programs, as well as","•The Education division works closely with area schools to provide Standards of Learning (SOL) based programs, as well as","•The Education division works closely with area schools to provide Standards of Learning (SOL) based programs, as well as","•The Education division works closely with area schools to provide Standards of Learning (SOL) based programs, as well as",,
"teacher training for re-certification credit in history, science, and the arts. All Portsmouth Public School students in grades K-6","teacher training for re-certification credit in history, science, and the arts. All Portsmouth Public School students in grades K-6","teacher training for re-certification credit in history, science, and the arts. All Portsmouth Public School students in grades K-6","teacher training for re-certification credit in history, science, and the arts. All Portsmouth Public School students in grades K-6","teacher training for re-certification credit in history, science, and the arts. All Portsmouth Public School students in grades K-6",,
visit the Children’s Museum for an educational program and/or a planetarium program at no cost. Programs are also offered,visit the Children’s Museum for an educational program and/or a planetarium program at no cost. Programs are also offered,visit the Children’s Museum for an educational program and/or a planetarium program at no cost. Programs are also offered,visit the Children’s Museum for an educational program and/or a planetarium program at no cost. Programs are also offered,visit the Children’s Museum for an educational program and/or a planetarium program at no cost. Programs are also offered,,
to non-Portsmouth public schools as well as private schools for a fee.,to non-Portsmouth public schools as well as private schools for a fee.,,,,,
•The department offers a number of programs that fulfill both girl and boy scout badge requirements and provide the City with,•The department offers a number of programs that fulfill both girl and boy scout badge requirements and provide the City with,•The department offers a number of programs that fulfill both girl and boy scout badge requirements and provide the City with,•The department offers a number of programs that fulfill both girl and boy scout badge requirements and provide the City with,•The department offers a number of programs that fulfill both girl and boy scout badge requirements and provide the City with,,
"the following Family Fun Days: African American Heritage Day, Chinese New Year, Kite Day, Celebrate Kids!, Patriots Day and","the following Family Fun Days: African American Heritage Day, Chinese New Year, Kite Day, Celebrate Kids!, Patriots Day and","the following Family Fun Days: African American Heritage Day, Chinese New Year, Kite Day, Celebrate Kids!, Patriots Day and","the following Family Fun Days: African American Heritage Day, Chinese New Year, Kite Day, Celebrate Kids!, Patriots Day and","the following Family Fun Days: African American Heritage Day, Chinese New Year, Kite Day, Celebrate Kids!, Patriots Day and","the following Family Fun Days: African American Heritage Day, Chinese New Year, Kite Day, Celebrate Kids!, Patriots Day and",
Museum Madness.,"First Weekends begin in February and continue through October. On the First Friday of each month, in","First Weekends begin in February and continue through October. On the First Friday of each month, in","First Weekends begin in February and continue through October. On the First Friday of each month, in","First Weekends begin in February and continue through October. On the First Friday of each month, in",,
"conjunction with PortsEvents and the Olde Towne Business Association’s First Friday Series, the Courthouse Galleries and","conjunction with PortsEvents and the Olde Towne Business Association’s First Friday Series, the Courthouse Galleries and","conjunction with PortsEvents and the Olde Towne Business Association’s First Friday Series, the Courthouse Galleries and","conjunction with PortsEvents and the Olde Towne Business Association’s First Friday Series, the Courthouse Galleries and","conjunction with PortsEvents and the Olde Towne Business Association’s First Friday Series, the Courthouse Galleries and",,
"its museum shop are open and offer free admission, special sales, new exhibits, and entertainment. On Saturdays at the","its museum shop are open and offer free admission, special sales, new exhibits, and entertainment. On Saturdays at the","its museum shop are open and offer free admission, special sales, new exhibits, and entertainment. On Saturdays at the","its museum shop are open and offer free admission, special sales, new exhibits, and entertainment. On Saturdays at the","its museum shop are open and offer free admission, special sales, new exhibits, and entertainment. On Saturdays at the",,
"Portsmouth Naval Shipyard Museum, the Lightship PORTSMOUTH Museum, and the Courthouse Galleries visitors enjoy","Portsmouth Naval Shipyard Museum, the Lightship PORTSMOUTH Museum, and the Courthouse Galleries visitors enjoy","Portsmouth Naval Shipyard Museum, the Lightship PORTSMOUTH Museum, and the Courthouse Galleries visitors enjoy","Portsmouth Naval Shipyard Museum, the Lightship PORTSMOUTH Museum, and the Courthouse Galleries visitors enjoy","Portsmouth Naval Shipyard Museum, the Lightship PORTSMOUTH Museum, and the Courthouse Galleries visitors enjoy",,
hands-on activities and educational experiences in maritime history and the arts. The Department of Museums is also,hands-on activities and educational experiences in maritime history and the arts. The Department of Museums is also,hands-on activities and educational experiences in maritime history and the arts. The Department of Museums is also,hands-on activities and educational experiences in maritime history and the arts. The Department of Museums is also,hands-on activities and educational experiences in maritime history and the arts. The Department of Museums is also,,
"involved in the following special events held in the City of Portsmouth: Holidays in the City, Memorial Weekend, Fourth of July","involved in the following special events held in the City of Portsmouth: Holidays in the City, Memorial Weekend, Fourth of July","involved in the following special events held in the City of Portsmouth: Holidays in the City, Memorial Weekend, Fourth of July","involved in the following special events held in the City of Portsmouth: Holidays in the City, Memorial Weekend, Fourth of July","involved in the following special events held in the City of Portsmouth: Holidays in the City, Memorial Weekend, Fourth of July","involved in the following special events held in the City of Portsmouth: Holidays in the City, Memorial Weekend, Fourth of July",
"Weekend, and Coast Guard Day events.",,,,,,
"•The department has a fee-based outreach program that provides educational, SOL based programs in art, history and","•The department has a fee-based outreach program that provides educational, SOL based programs in art, history and","•The department has a fee-based outreach program that provides educational, SOL based programs in art, history and","•The department has a fee-based outreach program that provides educational, SOL based programs in art, history and","•The department has a fee-based outreach program that provides educational, SOL based programs in art, history and",,
science.,,,,,,
"•The Children’s Museum of Virginia will open in the Spring of 2011.With the museum open and increased visitation,","•The Children’s Museum of Virginia will open in the Spring of 2011.With the museum open and increased visitation,","•The Children’s Museum of Virginia will open in the Spring of 2011.With the museum open and increased visitation,","•The Children’s Museum of Virginia will open in the Spring of 2011.With the museum open and increased visitation,","•The Children’s Museum of Virginia will open in the Spring of 2011.With the museum open and increased visitation,",,
"restaurants in particular should see increased sales. With the increase in foot traffic, it is hoped that the area businesses will","restaurants in particular should see increased sales. With the increase in foot traffic, it is hoped that the area businesses will","restaurants in particular should see increased sales. With the increase in foot traffic, it is hoped that the area businesses will","restaurants in particular should see increased sales. With the increase in foot traffic, it is hoped that the area businesses will","restaurants in particular should see increased sales. With the increase in foot traffic, it is hoped that the area businesses will",,
see an increase in sales as well.,,,,,,
•The department oversees the preservation and restoration of the City’s monuments.,•The department oversees the preservation and restoration of the City’s monuments.,•The department oversees the preservation and restoration of the City’s monuments.,,,,
•The Department of Museums operates two small museum shops at the Courthouse Galleries and the Portsmouth Naval,•The Department of Museums operates two small museum shops at the Courthouse Galleries and the Portsmouth Naval,•The Department of Museums operates two small museum shops at the Courthouse Galleries and the Portsmouth Naval,•The Department of Museums operates two small museum shops at the Courthouse Galleries and the Portsmouth Naval,•The Department of Museums operates two small museum shops at the Courthouse Galleries and the Portsmouth Naval,,
Shipyard Museum and will add a third staff operated museum shop at the Children's Museum of Virginia when it re-opens. In,Shipyard Museum and will add a third staff operated museum shop at the Children's Museum of Virginia when it re-opens. In,Shipyard Museum and will add a third staff operated museum shop at the Children's Museum of Virginia when it re-opens. In,Shipyard Museum and will add a third staff operated museum shop at the Children's Museum of Virginia when it re-opens. In,Shipyard Museum and will add a third staff operated museum shop at the Children's Museum of Virginia when it re-opens. In,,
"addition, a food concessionaire will be selected for the Children's Museum concession area to provide that service. The","addition, a food concessionaire will be selected for the Children's Museum concession area to provide that service. The","addition, a food concessionaire will be selected for the Children's Museum concession area to provide that service. The","addition, a food concessionaire will be selected for the Children's Museum concession area to provide that service. The","addition, a food concessionaire will be selected for the Children's Museum concession area to provide that service. The",,
department will also take on the operation of the Planetarium.,department will also take on the operation of the Planetarium.,,,,,
"•The museums have a membership program with approximately 1,000 members that generates additional earned income.","•The museums have a membership program with approximately 1,000 members that generates additional earned income.","•The museums have a membership program with approximately 1,000 members that generates additional earned income.","•The museums have a membership program with approximately 1,000 members that generates additional earned income.","•The museums have a membership program with approximately 1,000 members that generates additional earned income.",,
"•The department offers birthday parties, facility rentals and fee based Educational programming at the Children's Museum of","•The department offers birthday parties, facility rentals and fee based Educational programming at the Children's Museum of","•The department offers birthday parties, facility rentals and fee based Educational programming at the Children's Museum of","•The department offers birthday parties, facility rentals and fee based Educational programming at the Children's Museum of","•The department offers birthday parties, facility rentals and fee based Educational programming at the Children's Museum of",,
"Virginia. Fee based Educational programming is offered at the Courthouse Galleries, Portsmouth Naval Shipyard Museum","Virginia. Fee based Educational programming is offered at the Courthouse Galleries, Portsmouth Naval Shipyard Museum","Virginia. Fee based Educational programming is offered at the Courthouse Galleries, Portsmouth Naval Shipyard Museum","Virginia. Fee based Educational programming is offered at the Courthouse Galleries, Portsmouth Naval Shipyard Museum","Virginia. Fee based Educational programming is offered at the Courthouse Galleries, Portsmouth Naval Shipyard Museum",,
and Lightship PORTSMOUTH Museum.,,,,,,
,,FY 2010,FY 2011,FY 2011,FY 2012,FY 2013
,Expenditure Categories,Actual,Adopted,Amended,Adopted,Planned
Salaries,,"1,019,841","1,101,393",-,"1,042,166","1,042,166"
Benefits,,"359,740","382,661",-,"348,693","348,693"
Other Operating Expenses,,"146,256","373,000",-,"339,104","334,604"
Internal Service Charges,,"85,029","92,419",-,"91,792","75,840"
,Net Budget,"1,610,866","1,949,473",-,"1,821,755","1,801,303"
,Total Budget,"1,610,866","1,949,473",-,"1,821,755","1,801,303"
,Total Permanent Positions,25,25,25,25,25
,,FY 2010,FY 2011,FY 2011,FY 2012,FY 2013
,Funding Sources,Actual,Adopted,Amended,Adopted,Planned
100 General Fund,,"1,610,866","1,949,473",-,"1,821,755","1,801,303"
,Total Funding,"1,610,866","1,949,473",-,"1,821,755","1,801,303"
Fiscal Year 2012,,4,,,"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural"
,City of Portsmouth,
,Fiscal Year 2012 Adopted Budget,
,"Parks, Recreation, and Cultural",
,Museums,
Strategic Goals,,
"The Department of Museums has multiple strategic goals, the first of which is to provide proper documentation of all","The Department of Museums has multiple strategic goals, the first of which is to provide proper documentation of all",
collections in accordance with the American Association of Museums standards. The second is to create and offer engaging,collections in accordance with the American Association of Museums standards. The second is to create and offer engaging,collections in accordance with the American Association of Museums standards. The second is to create and offer engaging
"permanent and changing exhibits, which support the educational and cultural mission of the Department of Museums.","permanent and changing exhibits, which support the educational and cultural mission of the Department of Museums.","permanent and changing exhibits, which support the educational and cultural mission of the Department of Museums."
"Another goal is to provide a friendly, safe and appealing environment, staffed with motivated and energetic employees who will","Another goal is to provide a friendly, safe and appealing environment, staffed with motivated and energetic employees who will","Another goal is to provide a friendly, safe and appealing environment, staffed with motivated and energetic employees who will"
"create an informative and memorable experience for visitors. In addition, the Department of Museums strives to engage the","create an informative and memorable experience for visitors. In addition, the Department of Museums strives to engage the","create an informative and memorable experience for visitors. In addition, the Department of Museums strives to engage the"
"visitors in learning by presenting educational and cultural programs that enrich their knowledge of the arts, sciences and","visitors in learning by presenting educational and cultural programs that enrich their knowledge of the arts, sciences and","visitors in learning by presenting educational and cultural programs that enrich their knowledge of the arts, sciences and"
humanities. The new Children's Museum of Virginia will be the anchor for other economic development for the High Street,humanities. The new Children's Museum of Virginia will be the anchor for other economic development for the High Street,humanities. The new Children's Museum of Virginia will be the anchor for other economic development for the High Street
"Corridor, as well as offer additional shopping experience.","Corridor, as well as offer additional shopping experience.",
Collections:,,
Portsmouth Naval Shipyard Museum,,
• Continue the correction of loan information for the Naval History & Heritage Command,• Continue the correction of loan information for the Naval History & Heritage Command,
• Inventory the holdings of the Marshal W. Butt Library,• Inventory the holdings of the Marshal W. Butt Library,
• Continue preservation efforts in the Marshal W. Butt Library,• Continue preservation efforts in the Marshal W. Butt Library,
• Continue smaller scale preservation and restoration projects on the Lightship Portsmouth.,• Continue smaller scale preservation and restoration projects on the Lightship Portsmouth.,
• Begin the preparation of the designated area in the storage collections room for a new collections storage system,• Begin the preparation of the designated area in the storage collections room for a new collections storage system,
Courthouse Galleries,,
"• Identify artworks that were ""Found In Collection"" rather than accessioned and update files","• Identify artworks that were ""Found In Collection"" rather than accessioned and update files",
"• Inventory items/photos that are used for educational purposes to be identified as ""Educational Collection""","• Inventory items/photos that are used for educational purposes to be identified as ""Educational Collection""",
• Update 120 artist files in PastPerfect,,
• Update 120 records for archival paper files,,
• Relocate collections storage area,,
• Create reference records for location of artifacts,,
• Photograph and complete condition reports for 60 artworks and enter in PastPerfect,• Photograph and complete condition reports for 60 artworks and enter in PastPerfect,
Children's Museum of Virginia/Toy & Train Collection,Children's Museum of Virginia/Toy & Train Collection,
"• Continue to organize and accession collection by trains, toys, artifacts, library","• Continue to organize and accession collection by trains, toys, artifacts, library",
• Identify artifacts that need special attention and repair,• Identify artifacts that need special attention and repair,
• Photograph approximately 250 artifacts as they are accessioned and inventoried,• Photograph approximately 250 artifacts as they are accessioned and inventoried,
• Catalog periodicals and books,,
Education:,,
• Expand after-school art programs,,
• Offer two teacher workshops for re-certification credit,• Offer two teacher workshops for re-certification credit,
• Pilot and implement three new science programs,,
"• Develop, pilot and implement two new history programs","• Develop, pilot and implement two new history programs",
• Develop and implement four new summer camps,,
• Develop and implement a daily program schedule for the new Children's Museum of Virginia,• Develop and implement a daily program schedule for the new Children's Museum of Virginia,
Exhibits:,,
• Open the upgraded Planetarium at the Children's Museum of Virginia,• Open the upgraded Planetarium at the Children's Museum of Virginia,
• Open two changing exhibits at the Children's Museum of Virginia,• Open two changing exhibits at the Children's Museum of Virginia,
"• Open four to five changing exhibits, with educational programming, at the Courthouse Galleries","• Open four to five changing exhibits, with educational programming, at the Courthouse Galleries",
Membership:,,
"•Increase membership to 1,500",,
Fiscal Year 2012,5,"Parks, Recreation, and Cultural"
,City of Portsmouth,
,Fiscal Year 2012 Adopted Budget,
,"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural"
,Museums,
Outcomes and Accomplishments,,
Collections:,,
Portsmouth Naval Shipyard Museum,,
• 150 loan files consisting of a total of 450 individual objects were corrected in the PastPerfect database,• 150 loan files consisting of a total of 450 individual objects were corrected in the PastPerfect database,• 150 loan files consisting of a total of 450 individual objects were corrected in the PastPerfect database
• 40 regular accession records were entered into PastPerfect,• 40 regular accession records were entered into PastPerfect,
"• 60 ""Found In Collections"" collections of objects were inventoried","• 60 ""Found In Collections"" collections of objects were inventoried",
• 880 accessioned objects were inventoried,,
• 800 files established for each collection of objects,,
• 200 books were divided by archival board,,
• 40 collections of objects consisting of 125 individual items were returned to the Naval History & Heritage Command,• 40 collections of objects consisting of 125 individual items were returned to the Naval History & Heritage Command,• 40 collections of objects consisting of 125 individual items were returned to the Naval History & Heritage Command
• Applied for a conservation grant through the Institute of Museum and Library Services,• Applied for a conservation grant through the Institute of Museum and Library Services,
Courthouse Galleries,,
• Collections work area was defined and collections computer was relocated to this space,• Collections work area was defined and collections computer was relocated to this space,
• New shelving was purchased and installed in the collections storage area,• New shelving was purchased and installed in the collections storage area,
• Replaced missing sideboards in the collections storage area for 20 artworks,• Replaced missing sideboards in the collections storage area for 20 artworks,
• 100 archival envelopes constructed for protection of the artwork,• 100 archival envelopes constructed for protection of the artwork,
• Archival boxes were created and three-dimensional artwork was inventoried and shelved,• Archival boxes were created and three-dimensional artwork was inventoried and shelved,
• 190 artworks from the Civic Arts Collection were entered into PastPerfect,• 190 artworks from the Civic Arts Collection were entered into PastPerfect,
• 10 artworks were photographed and images loaded into the collection file in PastPerfect,• 10 artworks were photographed and images loaded into the collection file in PastPerfect,
• 120 artists who have work in the collection have been researched for ongoing activity and to determine the current value of,• 120 artists who have work in the collection have been researched for ongoing activity and to determine the current value of,• 120 artists who have work in the collection have been researched for ongoing activity and to determine the current value of
their work.,,
• Artwork and objects were assigned new ID numbers for easy identification and location,• Artwork and objects were assigned new ID numbers for easy identification and location,
Children's Museum of Virginia/Lancaster Toy & Train Collection,Children's Museum of Virginia/Lancaster Toy & Train Collection,
"• 247 objects cleaned, inventoried, photographed",,
• 247 Archival Boxes were created to properly store collection pieces,• 247 Archival Boxes were created to properly store collection pieces,
• 164 objects were entered into PastPerfect,,
Exhibits:,,
"• Designed, fabricated, installed and opened the final permenant exhibit at the Portsmouth Naval Shipyard Museum","• Designed, fabricated, installed and opened the final permenant exhibit at the Portsmouth Naval Shipyard Museum","• Designed, fabricated, installed and opened the final permenant exhibit at the Portsmouth Naval Shipyard Museum"
• Designed and installed a new exhibit for Winter Wonderland: The Coleman Collection,• Designed and installed a new exhibit for Winter Wonderland: The Coleman Collection,
• Progress continued on the renovation and expansion project at the Children's Museum of Virginia. Building construction is on,• Progress continued on the renovation and expansion project at the Children's Museum of Virginia. Building construction is on,• Progress continued on the renovation and expansion project at the Children's Museum of Virginia. Building construction is on
target to be completed in early January 2011 and exhibit installation is on target to be completed in Spring 2011.,target to be completed in early January 2011 and exhibit installation is on target to be completed in Spring 2011.,target to be completed in early January 2011 and exhibit installation is on target to be completed in Spring 2011.
• Applied for and received a Business Consortium for the Arts Grant.,• Applied for and received a Business Consortium for the Arts Grant.,
Education:,,
• Art classes offered throughout the year were filled and a number of participants were repeat attendees,• Art classes offered throughout the year were filled and a number of participants were repeat attendees,• Art classes offered throughout the year were filled and a number of participants were repeat attendees
• Summer camps were filled,,
• Daily activities at the Courthouse Galleries and Andalo's Clubhouse were implemented,• Daily activities at the Courthouse Galleries and Andalo's Clubhouse were implemented,
"• The ""Victory Kids"" program was developed and implemented at the Naval Shipyard Museum","• The ""Victory Kids"" program was developed and implemented at the Naval Shipyard Museum",
• Worked with a team of teachers from Portsmouth Public Schools on the development of new SOL based programs for the,• Worked with a team of teachers from Portsmouth Public Schools on the development of new SOL based programs for the,• Worked with a team of teachers from Portsmouth Public Schools on the development of new SOL based programs for the
Children's Museum of Virginia,,
Membership:,,
• Implemented a new membership campaign,,
Fiscal Year 2012,6,"Parks, Recreation, and Cultural"
,City of Portsmouth,City of Portsmouth,,,,
,Fiscal Year 2012 Adopted Budget,Fiscal Year 2012 Adopted Budget,,,,
,"Parks, Recreation, and Cultural","Parks, Recreation, and Cultural","Parks, Recreation, and Cultural",,,
,Public Library,Public Library,,,,
Business Unit Mission Statement,,,,,,
"To offer access to a comprehensive collection of materials, in a safe and appealing environment, to encourage social,","To offer access to a comprehensive collection of materials, in a safe and appealing environment, to encourage social,","To offer access to a comprehensive collection of materials, in a safe and appealing environment, to encourage social,","To offer access to a comprehensive collection of materials, in a safe and appealing environment, to encourage social,","To offer access to a comprehensive collection of materials, in a safe and appealing environment, to encourage social,",,
"economic, cultural, and intellectual growth and through the careful use of resources and a knowledgeable staff, the Library will","economic, cultural, and intellectual growth and through the careful use of resources and a knowledgeable staff, the Library will","economic, cultural, and intellectual growth and through the careful use of resources and a knowledgeable staff, the Library will","economic, cultural, and intellectual growth and through the careful use of resources and a knowledgeable staff, the Library will","economic, cultural, and intellectual growth and through the careful use of resources and a knowledgeable staff, the Library will",,
contribute to the overall quality of life and meet the ever-changing needs of the citizens of Portsmouth. The Portsmouth Public,contribute to the overall quality of life and meet the ever-changing needs of the citizens of Portsmouth. The Portsmouth Public,contribute to the overall quality of life and meet the ever-changing needs of the citizens of Portsmouth. The Portsmouth Public,contribute to the overall quality of life and meet the ever-changing needs of the citizens of Portsmouth. The Portsmouth Public,contribute to the overall quality of life and meet the ever-changing needs of the citizens of Portsmouth. The Portsmouth Public,,
Library will accomplish this by encouraging an atmosphere of lifelong learning through traditional library services and,Library will accomplish this by encouraging an atmosphere of lifelong learning through traditional library services and,Library will accomplish this by encouraging an atmosphere of lifelong learning through traditional library services and,Library will accomplish this by encouraging an atmosphere of lifelong learning through traditional library services and,Library will accomplish this by encouraging an atmosphere of lifelong learning through traditional library services and,,
"emerging technologies, and will continue to be a relevant part of our community.","emerging technologies, and will continue to be a relevant part of our community.","emerging technologies, and will continue to be a relevant part of our community.",,,,
Description of Services Provided,,,,,,
"•Portsmouth Public Library has a knowledgeable, well-trained, courteous and highly qualified to serve and assist patrons in","•Portsmouth Public Library has a knowledgeable, well-trained, courteous and highly qualified to serve and assist patrons in","•Portsmouth Public Library has a knowledgeable, well-trained, courteous and highly qualified to serve and assist patrons in","•Portsmouth Public Library has a knowledgeable, well-trained, courteous and highly qualified to serve and assist patrons in","•Portsmouth Public Library has a knowledgeable, well-trained, courteous and highly qualified to serve and assist patrons in",,
the use of library resources and technology. The Library provides the following core services that meet the needs and desires,the use of library resources and technology. The Library provides the following core services that meet the needs and desires,the use of library resources and technology. The Library provides the following core services that meet the needs and desires,the use of library resources and technology. The Library provides the following core services that meet the needs and desires,the use of library resources and technology. The Library provides the following core services that meet the needs and desires,,
of our citizens: access to media; basic literacy; commons area & leisure services; community referral & government,of our citizens: access to media; basic literacy; commons area & leisure services; community referral & government,of our citizens: access to media; basic literacy; commons area & leisure services; community referral & government,of our citizens: access to media; basic literacy; commons area & leisure services; community referral & government,of our citizens: access to media; basic literacy; commons area & leisure services; community referral & government,,
information; early literacy; local history & genealogy; and the law library.,information; early literacy; local history & genealogy; and the law library.,,,,,
"•Serving our community with access to media in a variety of formats including print, audio, video, and electronic. The Library","•Serving our community with access to media in a variety of formats including print, audio, video, and electronic. The Library","•Serving our community with access to media in a variety of formats including print, audio, video, and electronic. The Library","•Serving our community with access to media in a variety of formats including print, audio, video, and electronic. The Library","•Serving our community with access to media in a variety of formats including print, audio, video, and electronic. The Library",,
