,City of Portsmouth,
,Fiscal Year 2012 Adopted Budget,
Public Works/General Services,,
,Business Center Index,
Organizational Chart,2,
Business Center Summary,3,
Streets And Highways,4,
Storm Water Management,6,
Mosquito Control,9,
Engineering,10,
Traffic Engineering,12,
Parking Authority,14,
Property Management,15,
Utilities,16,
Rental Of Land,17,
Waste Management,18,
City Garage,20,
Cemetery Perpetual Care Fund,22,
Department of Public Utilities,23,
Harbor Center Pavilion,25,
Fiscal Year 2012,1,Public Works/General Services
,City of Portsmouth,
,Fiscal Year 2012 Adopted Budget,
Public Works/General Services,Public Works/General Services,
Business Center Organizational Chart,Business Center Organizational Chart,
Total Permanent Positions,,
Positions =,360,
,Streets And Highways,
,Positions =,15
,Storm Water Management Fund,
,Positions =,23
,Mosquito Control,
,Positions =,4
,Engineering,
,Positions =,16
,Traffic Engineering,
,Positions =,10
,Parking Authority Fund,
,Positions =,6
,Property Management,
,Positions =,41
,Waste Management Fund,
,Positions =,68
,City Garage Fund,
,Positions =,36
,Public Utilities Fund,
,Positions =,139
,Harbor Center Pavilion,
,Positions =,2
Fiscal Year 2012,2,Public Works/General Services
,City of Portsmouth,City of Portsmouth,,,,
,750 Portsmouth Parking Authority,"1,584,330","1,763,043",-,"1,598,262","1,672,122"
,800 City Garage Fund,"8,049,873","8,007,136",-,"8,335,903","8,454,499"
,Total Funding,"75,306,820","87,560,044",-,"86,297,917","91,416,644"
,Fiscal Year 2012,3,,,Public Works/General Services,Public Works/General Services
,City of Portsmouth,City of Portsmouth,,,,
,Fiscal Year 2012 Adopted Budget,Fiscal Year 2012 Adopted Budget,,,,
,Public Works/General Services,Public Works/General Services,Public Works/General Services,,,
,Streets And Highways,Streets And Highways,,,,
Business Unit Mission Statement,,,,,,
To enhance the quality of life and protect the public interest by effectively maintaining the City's streets and alleys to ensure,To enhance the quality of life and protect the public interest by effectively maintaining the City's streets and alleys to ensure,To enhance the quality of life and protect the public interest by effectively maintaining the City's streets and alleys to ensure,To enhance the quality of life and protect the public interest by effectively maintaining the City's streets and alleys to ensure,To enhance the quality of life and protect the public interest by effectively maintaining the City's streets and alleys to ensure,,
safe passage for vehicular and pedestrian traffic in the City of Portsmouth.,safe passage for vehicular and pedestrian traffic in the City of Portsmouth.,,,,,
Description of Services Provided,,,,,,
The Streets and Highways Division performs and coordinates maintenance activities within the City's rights of way. Services,The Streets and Highways Division performs and coordinates maintenance activities within the City's rights of way. Services,The Streets and Highways Division performs and coordinates maintenance activities within the City's rights of way. Services,The Streets and Highways Division performs and coordinates maintenance activities within the City's rights of way. Services,The Streets and Highways Division performs and coordinates maintenance activities within the City's rights of way. Services,,
,provided are:,,,,,
,• Maintenance of pavement,,,,,
• Shoulder and alley maintenance,,,,,,
• Maintenance of concrete infrastructure,,,,,,
,• Emergency Operations,,,,,
,• Administration services,,,,,
,.,,,,,
,,FY 2010,FY 2011,FY 2011,FY 2012,FY 2013
,Expenditure Categories,Actual,Adopted,Amended,Adopted,Planned
,Salaries,"417,579","542,418",-,"438,859","438,859"
,Allowances,498,"2,158",-,"2,158","2,158"
,Benefits,"193,079","238,273",-,"272,122","272,122"
,Other Operating Expenses,"2,282,057","2,376,305",-,"2,376,305","2,376,305"
,Internal Service Charges,"538,468","543,834",-,"613,440","631,176"
,Net Budget,"3,431,681","3,702,988",-,"3,702,884","3,720,620"
,Total Budget,"3,431,681","3,702,988",-,"3,702,884","3,720,620"
Total Permanent Positions,Total Permanent Positions,15,15,15,15,15
,,FY 2010,FY 2011,FY 2011,FY 2012,FY 2013
,Funding Sources,Actual,Adopted,Amended,Adopted,Planned
,100 General Fund,"3,431,681","3,702,988",-,"3,702,884","3,720,620"
,Total Funding,"3,431,681","3,702,988",-,"3,702,884","3,720,620"
,Strategic Goals,,,,,
• Develop a highly trained and safety-conscious workforce,• Develop a highly trained and safety-conscious workforce,,,,,
"• Maintain working knowledge of current industry, work zone and safety standards and protocols","• Maintain working knowledge of current industry, work zone and safety standards and protocols","• Maintain working knowledge of current industry, work zone and safety standards and protocols","• Maintain working knowledge of current industry, work zone and safety standards and protocols",,,
• Keep appraised of new trends and methodologies and maintain certifications,• Keep appraised of new trends and methodologies and maintain certifications,• Keep appraised of new trends and methodologies and maintain certifications,,,,
• Actively participate in efforts for citywide safety program and develop division specfic safety program to address daily,• Actively participate in efforts for citywide safety program and develop division specfic safety program to address daily,• Actively participate in efforts for citywide safety program and develop division specfic safety program to address daily,• Actively participate in efforts for citywide safety program and develop division specfic safety program to address daily,• Actively participate in efforts for citywide safety program and develop division specfic safety program to address daily,,
,operations,,,,,
• Systematic approach to maintenance activities to ensure quality customer service,• Systematic approach to maintenance activities to ensure quality customer service,• Systematic approach to maintenance activities to ensure quality customer service,,,,
• Utilize routine maintenance activities to identify and develop plans for long-term solutions to infrastructure problems,• Utilize routine maintenance activities to identify and develop plans for long-term solutions to infrastructure problems,• Utilize routine maintenance activities to identify and develop plans for long-term solutions to infrastructure problems,• Utilize routine maintenance activities to identify and develop plans for long-term solutions to infrastructure problems,• Utilize routine maintenance activities to identify and develop plans for long-term solutions to infrastructure problems,,
• Promote increased coordination of projects and maintenance activities in the right of way to gain efficiencies and minimize,• Promote increased coordination of projects and maintenance activities in the right of way to gain efficiencies and minimize,• Promote increased coordination of projects and maintenance activities in the right of way to gain efficiencies and minimize,• Promote increased coordination of projects and maintenance activities in the right of way to gain efficiencies and minimize,• Promote increased coordination of projects and maintenance activities in the right of way to gain efficiencies and minimize,,
,interruptions.,,,,,
,Fiscal Year 2012,4,,,Public Works/General Services,Public Works/General Services
,City of Portsmouth,
,Fiscal Year 2012 Adopted Budget,
,Public Works/General Services,Public Works/General Services
,Streets And Highways,
Outcomes and Accomplishments,,
"• Continued involvement with Hampton Roads Public Works Academy, which promotes workforce development initiatives for","• Continued involvement with Hampton Roads Public Works Academy, which promotes workforce development initiatives for","• Continued involvement with Hampton Roads Public Works Academy, which promotes workforce development initiatives for"
Public,,
Works departments throughout the region.,,
"• Provided training opportunities for 90% of workforce including various types of safety training, technical issues and heavy","• Provided training opportunities for 90% of workforce including various types of safety training, technical issues and heavy","• Provided training opportunities for 90% of workforce including various types of safety training, technical issues and heavy"
equipment,,
operations.,,
• Provided over 127 hours of after-hours emergency on-call response.,,
• Continued to examine maintenance operations for efficiencies. Maintained excellent production levels in street repair,• Continued to examine maintenance operations for efficiencies. Maintained excellent production levels in street repair,• Continued to examine maintenance operations for efficiencies. Maintained excellent production levels in street repair
operations to,,
meet service level demands by customers:,,
"• Placed 805 tons of asphalt pavement, including 911 potholes repaired","• Placed 805 tons of asphalt pavement, including 911 potholes repaired",
"• Repaired 91,080 linear feet of shoulders",,
"• Repaired 24,450 linear feet of alleyways",,
• Street overlay program - paved 44.9 lane miles,,
• Concrete repair program provided over 2000 square yards of concete sidewalk and 3500 linear feet of curb and gutter,• Concrete repair program provided over 2000 square yards of concete sidewalk and 3500 linear feet of curb and gutter,• Concrete repair program provided over 2000 square yards of concete sidewalk and 3500 linear feet of curb and gutter
repairs (also,,
20+ ADA ramps installed and 300+ miscellaneous concrete repairs),,
• Promoted and supported the City's efforts for various safety programs,,
Fiscal Year 2012,5,Public Works/General Services
,City of Portsmouth,City of Portsmouth,,,,
,Fiscal Year 2012 Adopted Budget,Fiscal Year 2012 Adopted Budget,,,,
,Public Works/General Services,Public Works/General Services,Public Works/General Services,,,
,Storm Water Management Fund,Storm Water Management Fund,Storm Water Management Fund,,,
Business Unit Mission Statement,,,,,,
The mission of Public Works is to enhance the quality of life and protect the public interest by following sound environmental,The mission of Public Works is to enhance the quality of life and protect the public interest by following sound environmental,The mission of Public Works is to enhance the quality of life and protect the public interest by following sound environmental,The mission of Public Works is to enhance the quality of life and protect the public interest by following sound environmental,The mission of Public Works is to enhance the quality of life and protect the public interest by following sound environmental,,
"policies, ensuring applicable code compliance and effectively maintaining the City's infrastructure. The Stormwater Division is","policies, ensuring applicable code compliance and effectively maintaining the City's infrastructure. The Stormwater Division is","policies, ensuring applicable code compliance and effectively maintaining the City's infrastructure. The Stormwater Division is","policies, ensuring applicable code compliance and effectively maintaining the City's infrastructure. The Stormwater Division is","policies, ensuring applicable code compliance and effectively maintaining the City's infrastructure. The Stormwater Division is",,
responsible for implementing the regulations of the Environmental Protection Agency (EPA) under the 1998 Amendments to,responsible for implementing the regulations of the Environmental Protection Agency (EPA) under the 1998 Amendments to,responsible for implementing the regulations of the Environmental Protection Agency (EPA) under the 1998 Amendments to,responsible for implementing the regulations of the Environmental Protection Agency (EPA) under the 1998 Amendments to,responsible for implementing the regulations of the Environmental Protection Agency (EPA) under the 1998 Amendments to,,
the Clean Water Act which requires localities to develop and implement Stormwater Management and Erosion and Sediment,the Clean Water Act which requires localities to develop and implement Stormwater Management and Erosion and Sediment,the Clean Water Act which requires localities to develop and implement Stormwater Management and Erosion and Sediment,the Clean Water Act which requires localities to develop and implement Stormwater Management and Erosion and Sediment,the Clean Water Act which requires localities to develop and implement Stormwater Management and Erosion and Sediment,,
,Control Programs.,,,,,
Description of Services Provided,,,,,,
The Stormwater Division performs the following services for the City:,The Stormwater Division performs the following services for the City:,,,,,
• Maintenance of Stormwater Infrastructure,,,,,,
,• Cave-in Repair Program,,,,,
,• Storm Drain Rehabilitation,,,,,
• Ditch/Outfall Maintenance Program,,,,,,
,• Small Projects,,,,,
,• Regulatory activities,,,,,
,• Emergency Operations,,,,,
• Lake and Pond Management Program,,,,,,
• Erosion and Sediment Control Program,,,,,,
• Stormwater Management Program,,,,,,
• Enforcement of Stormwater Ordinance,,,,,,
• Maintenenance of Stormwater Utility Fee database,• Maintenenance of Stormwater Utility Fee database,,,,,
Additional activities by the division include support for regulatory activities such as monitoring stormwater through dry weather,Additional activities by the division include support for regulatory activities such as monitoring stormwater through dry weather,Additional activities by the division include support for regulatory activities such as monitoring stormwater through dry weather,Additional activities by the division include support for regulatory activities such as monitoring stormwater through dry weather,Additional activities by the division include support for regulatory activities such as monitoring stormwater through dry weather,,
sampling of selected sites required by Virginia Polltion Discharge Elimination System(VPDES) permit; stormwater education,sampling of selected sites required by Virginia Polltion Discharge Elimination System(VPDES) permit; stormwater education,sampling of selected sites required by Virginia Polltion Discharge Elimination System(VPDES) permit; stormwater education,sampling of selected sites required by Virginia Polltion Discharge Elimination System(VPDES) permit; stormwater education,sampling of selected sites required by Virginia Polltion Discharge Elimination System(VPDES) permit; stormwater education,,
"program, watershed master planning, facilities management and retrofit opportunities; providing stormwater utility mapping","program, watershed master planning, facilities management and retrofit opportunities; providing stormwater utility mapping","program, watershed master planning, facilities management and retrofit opportunities; providing stormwater utility mapping","program, watershed master planning, facilities management and retrofit opportunities; providing stormwater utility mapping","program, watershed master planning, facilities management and retrofit opportunities; providing stormwater utility mapping",,
and site plan review to support core services; administering the illicit discharge program; site inspection of commercial,and site plan review to support core services; administering the illicit discharge program; site inspection of commercial,and site plan review to support core services; administering the illicit discharge program; site inspection of commercial,and site plan review to support core services; administering the illicit discharge program; site inspection of commercial,and site plan review to support core services; administering the illicit discharge program; site inspection of commercial,,
stormwater management facilities; and tracking and reporting activities required by the VPDES permit.,stormwater management facilities; and tracking and reporting activities required by the VPDES permit.,stormwater management facilities; and tracking and reporting activities required by the VPDES permit.,stormwater management facilities; and tracking and reporting activities required by the VPDES permit.,,,
,,FY 2010,FY 2011,FY 2011,FY 2012,FY 2013
,Expenditure Categories,Actual,Adopted,Amended,Adopted,Planned
,Salaries,"701,510","724,887",-,"751,555","751,555"
,Allowances,"5,982","4,316",-,"10,796","10,796"
,Benefits,"325,346","357,063",-,"370,246","370,246"
,Other Operating Expenses,"659,290","645,801",-,"459,255","459,255"
,Internal Service Charges,"254,732","235,802",-,"278,085","280,978"
,Net Budget,"1,946,860","1,967,869",-,"1,869,937","1,872,830"
,Capital Outlay,"73,850",-,-,-,-
,Transfers,"3,122,740","3,826,772",-,"4,815,663","7,859,770"
,Total Budget,"5,143,450","5,794,641",-,"6,685,600","9,732,600"
Total Permanent Positions,Total Permanent Positions,23,23,23,23,23
,,FY 2010,FY 2011,FY 2011,FY 2012,FY 2013
,Funding Sources,Actual,Adopted,Amended,Adopted,Planned
420 Stormwater Management Fund,,"5,143,450","5,794,641",-,"6,685,600","9,732,600"
,Total Funding,"5,143,450","5,794,641",-,"6,685,600","9,732,600"
,Fiscal Year 2012,6,,,Public Works/General Services,Public Works/General Services
,City of Portsmouth,
,Fiscal Year 2012 Adopted Budget,
,Public Works/General Services,Public Works/General Services
,Storm Water Management Fund,
Strategic Goals,,
• Safely and efficiently control runoff,,
• Systematic approach to maintenance activities to ensure quality customer service,• Systematic approach to maintenance activities to ensure quality customer service,
• Perform routine maintenance activities to identify and develop plans for long-term solutions to infrastructure problems,• Perform routine maintenance activities to identify and develop plans for long-term solutions to infrastructure problems,• Perform routine maintenance activities to identify and develop plans for long-term solutions to infrastructure problems
• Develop a highly trained and safety-conscious workforce,• Develop a highly trained and safety-conscious workforce,
"• Maintain working knowledge of current industry, new trends and methodologies","• Maintain working knowledge of current industry, new trends and methodologies",
• Maintain certifications,,
• Actively participate in efforts for citywide safety program. Develop division specific program to address operations,• Actively participate in efforts for citywide safety program. Develop division specific program to address operations,• Actively participate in efforts for citywide safety program. Develop division specific program to address operations
• Implement and support activities and programs to ensure compliance with Stormwater Permit and other regulatory,• Implement and support activities and programs to ensure compliance with Stormwater Permit and other regulatory,• Implement and support activities and programs to ensure compliance with Stormwater Permit and other regulatory
requirements,,
• Minimize the discharge of pollutants to receiving waters,• Minimize the discharge of pollutants to receiving waters,
• Guide development,,
"• Protect and enhance water quality in streams, ditches and stormwater lakes/ponds throughout the City.","• Protect and enhance water quality in streams, ditches and stormwater lakes/ponds throughout the City.","• Protect and enhance water quality in streams, ditches and stormwater lakes/ponds throughout the City."
• To provide equitable and adequate financial stability to operate the program.,• To provide equitable and adequate financial stability to operate the program.,
• Educate and involve the public.,,
Outcomes and Accomplishments,,
• Implemented Ditch/Outfall Program to minimize non-tidal neighborhood rainfall flooding and increase the function of the,• Implemented Ditch/Outfall Program to minimize non-tidal neighborhood rainfall flooding and increase the function of the,• Implemented Ditch/Outfall Program to minimize non-tidal neighborhood rainfall flooding and increase the function of the
drainage,,
system,,
• Completed environmental assessment of over 50 locations and restoration of 5000 linear feet of ditches,• Completed environmental assessment of over 50 locations and restoration of 5000 linear feet of ditches,• Completed environmental assessment of over 50 locations and restoration of 5000 linear feet of ditches
• Replaced failing culvert at Twin Pines Road and Hoffler Creek and eliminated flooding at the foot of the Churchland Bridge,• Replaced failing culvert at Twin Pines Road and Hoffler Creek and eliminated flooding at the foot of the Churchland Bridge,• Replaced failing culvert at Twin Pines Road and Hoffler Creek and eliminated flooding at the foot of the Churchland Bridge
• Removed over 1000 cubic yards of sediment and debris from storm drainpipes and 1100 crew cab loads of debris and trash,• Removed over 1000 cubic yards of sediment and debris from storm drainpipes and 1100 crew cab loads of debris and trash,• Removed over 1000 cubic yards of sediment and debris from storm drainpipes and 1100 crew cab loads of debris and trash
from ditches,,
"• Received ""Sustained Distinguished Performance Award"" from the Elizabeth River Projects (ERP) River Star Program","• Received ""Sustained Distinguished Performance Award"" from the Elizabeth River Projects (ERP) River Star Program","• Received ""Sustained Distinguished Performance Award"" from the Elizabeth River Projects (ERP) River Star Program"
• Received a fully consistent rating with the state's Erosion and Sediment Control Program.,• Received a fully consistent rating with the state's Erosion and Sediment Control Program.,
"• 2,982 Erosion and Sediment Control Inspections were conducted","• 2,982 Erosion and Sediment Control Inspections were conducted",
• 103 Erosion and Sediment Control Enforcement Actions were issued,• 103 Erosion and Sediment Control Enforcement Actions were issued,
"• 147 Discharges were corrected(HAZMAT spills, sewer discharges & other illicit discharges).","• 147 Discharges were corrected(HAZMAT spills, sewer discharges & other illicit discharges).",
• 267 Miles of drainange facilities (pipes and ditches) were cleaned.,• 267 Miles of drainange facilities (pipes and ditches) were cleaned.,
"• 27,751 Drainage inlets were cleaned.",,
"• 6,084 Miles of street were swept",,
"• 7,552 Cubic yards of materials was collected from street sweeping.","• 7,552 Cubic yards of materials was collected from street sweeping.",
• 34 Inpection of Stormwater Management Facilities (BMP's),• 34 Inpection of Stormwater Management Facilities (BMP's),
• 12 Stormwater Management Facilities were maintained,• 12 Stormwater Management Facilities were maintained,
• 159 Erosion and Sediment Control Land Disturbance Permits were issued,• 159 Erosion and Sediment Control Land Disturbance Permits were issued,
• 384 Drainage and Flooding complaints were responded to (and /or requests for service relative to flooding and drainage),• 384 Drainage and Flooding complaints were responded to (and /or requests for service relative to flooding and drainage),• 384 Drainage and Flooding complaints were responded to (and /or requests for service relative to flooding and drainage)
• 94 Dry Weather Screening of Storm Drain System (to evaluate for pollution relative to illicit discharges) were conducted,• 94 Dry Weather Screening of Storm Drain System (to evaluate for pollution relative to illicit discharges) were conducted,• 94 Dry Weather Screening of Storm Drain System (to evaluate for pollution relative to illicit discharges) were conducted
• 234 Construction permits were issued,,
• 55 Site plans were approved.,,
Partnered with Hampton Roads Planning District Commission throgh its HR Storm regional education committee to conduct,Partnered with Hampton Roads Planning District Commission throgh its HR Storm regional education committee to conduct,Partnered with Hampton Roads Planning District Commission throgh its HR Storm regional education committee to conduct
the,,
following activities.,,
"• Contracted with COx Media WVEC, WGNT and Metro Networks for advertising","• Contracted with COx Media WVEC, WGNT and Metro Networks for advertising",
"• Provided stormwater education messages, publication and recently aired ads on the HRStorm website","• Provided stormwater education messages, publication and recently aired ads on the HRStorm website","• Provided stormwater education messages, publication and recently aired ads on the HRStorm website"
"• Provided give-away items, mini-grant funds to schools e-mail marketing campaign and used social media to extend the","• Provided give-away items, mini-grant funds to schools e-mail marketing campaign and used social media to extend the","• Provided give-away items, mini-grant funds to schools e-mail marketing campaign and used social media to extend the"
reach of,,
HRStorm messages.,,
Fiscal Year 2012,7,Public Works/General Services
,City of Portsmouth,
,Fiscal Year 2012 Adopted Budget,
,Public Works/General Services,
,Storm Water Management Fund,
Major Budget Variances,,
The Stormwater Management FY12 budget reflects an increase in the monthly utility fee of $1.25 from $7.00 to $8.25 per,The Stormwater Management FY12 budget reflects an increase in the monthly utility fee of $1.25 from $7.00 to $8.25 per,The Stormwater Management FY12 budget reflects an increase in the monthly utility fee of $1.25 from $7.00 to $8.25 per
"month per equivalent residential unit. The additional revenue of $890,959 will be used primarily to meet the increased","month per equivalent residential unit. The additional revenue of $890,959 will be used primarily to meet the increased","month per equivalent residential unit. The additional revenue of $890,959 will be used primarily to meet the increased"
"regulatory requirements of our Stormwater VPDES permit. Similarly, the FY13 planned budget reflects an increase in the","regulatory requirements of our Stormwater VPDES permit. Similarly, the FY13 planned budget reflects an increase in the","regulatory requirements of our Stormwater VPDES permit. Similarly, the FY13 planned budget reflects an increase in the"
anticipated FY12 monthly utility fee of $3.75 from $8.25 to $12.00 per month per equivalent residential unit. The additional,anticipated FY12 monthly utility fee of $3.75 from $8.25 to $12.00 per month per equivalent residential unit. The additional,anticipated FY12 monthly utility fee of $3.75 from $8.25 to $12.00 per month per equivalent residential unit. The additional
"revenue of $3,047,000 is based on anticipated FY12 funding levels.","revenue of $3,047,000 is based on anticipated FY12 funding levels.",
"Additional, programs and activities include (but are not limited to) the following:","Additional, programs and activities include (but are not limited to) the following:",
"• Stringent water quality monitoring, assessment and reporting requirements","• Stringent water quality monitoring, assessment and reporting requirements",
• Municipal and private Stormwater management facility inspections,• Municipal and private Stormwater management facility inspections,
• Development of Low-impact Development (LID) policies and procedures,• Development of Low-impact Development (LID) policies and procedures,
• Training for good housekeeping and pollution prevention procedures,• Training for good housekeeping and pollution prevention procedures,
