This budget provides for revenues earned by the county from investment of funds and the rental,This budget provides for revenues earned by the county from investment of funds and the rental,This budget provides for revenues earned by the county from investment of funds and the rental,This budget provides for revenues earned by the county from investment of funds and the rental,This budget provides for revenues earned by the county from investment of funds and the rental,This budget provides for revenues earned by the county from investment of funds and the rental,This budget provides for revenues earned by the county from investment of funds and the rental,This budget provides for revenues earned by the county from investment of funds and the rental,This budget provides for revenues earned by the county from investment of funds and the rental,This budget provides for revenues earned by the county from investment of funds and the rental,This budget provides for revenues earned by the county from investment of funds and the rental,This budget provides for revenues earned by the county from investment of funds and the rental,This budget provides for revenues earned by the county from investment of funds and the rental,This budget provides for revenues earned by the county from investment of funds and the rental,This budget provides for revenues earned by the county from investment of funds and the rental,This budget provides for revenues earned by the county from investment of funds and the rental
of property.,,,,,,,,,,,,,,,
The,County,Treasurer,invests,funds,funds,that,are,"available,","available,",but,not,needed,needed,for,immediate
disbursements.,disbursements.,"The investment of these funds is a priority, as are the appropriate steps to ensure","The investment of these funds is a priority, as are the appropriate steps to ensure","The investment of these funds is a priority, as are the appropriate steps to ensure","The investment of these funds is a priority, as are the appropriate steps to ensure","The investment of these funds is a priority, as are the appropriate steps to ensure","The investment of these funds is a priority, as are the appropriate steps to ensure","The investment of these funds is a priority, as are the appropriate steps to ensure","The investment of these funds is a priority, as are the appropriate steps to ensure","The investment of these funds is a priority, as are the appropriate steps to ensure","The investment of these funds is a priority, as are the appropriate steps to ensure","The investment of these funds is a priority, as are the appropriate steps to ensure","The investment of these funds is a priority, as are the appropriate steps to ensure","The investment of these funds is a priority, as are the appropriate steps to ensure","The investment of these funds is a priority, as are the appropriate steps to ensure"
liquidity of funds.,liquidity of funds.,"Therefore, investments are made for periods ranging from a single weekend to","Therefore, investments are made for periods ranging from a single weekend to","Therefore, investments are made for periods ranging from a single weekend to","Therefore, investments are made for periods ranging from a single weekend to","Therefore, investments are made for periods ranging from a single weekend to","Therefore, investments are made for periods ranging from a single weekend to","Therefore, investments are made for periods ranging from a single weekend to","Therefore, investments are made for periods ranging from a single weekend to","Therefore, investments are made for periods ranging from a single weekend to","Therefore, investments are made for periods ranging from a single weekend to","Therefore, investments are made for periods ranging from a single weekend to","Therefore, investments are made for periods ranging from a single weekend to","Therefore, investments are made for periods ranging from a single weekend to","Therefore, investments are made for periods ranging from a single weekend to"
120 days.,,,,,,,,,,,,,,,
Rent is received for multi-jurisdictional programs hosted by Gloucester County and space used by,Rent is received for multi-jurisdictional programs hosted by Gloucester County and space used by,Rent is received for multi-jurisdictional programs hosted by Gloucester County and space used by,Rent is received for multi-jurisdictional programs hosted by Gloucester County and space used by,Rent is received for multi-jurisdictional programs hosted by Gloucester County and space used by,Rent is received for multi-jurisdictional programs hosted by Gloucester County and space used by,Rent is received for multi-jurisdictional programs hosted by Gloucester County and space used by,Rent is received for multi-jurisdictional programs hosted by Gloucester County and space used by,Rent is received for multi-jurisdictional programs hosted by Gloucester County and space used by,Rent is received for multi-jurisdictional programs hosted by Gloucester County and space used by,Rent is received for multi-jurisdictional programs hosted by Gloucester County and space used by,Rent is received for multi-jurisdictional programs hosted by Gloucester County and space used by,Rent is received for multi-jurisdictional programs hosted by Gloucester County and space used by,Rent is received for multi-jurisdictional programs hosted by Gloucester County and space used by,Rent is received for multi-jurisdictional programs hosted by Gloucester County and space used by,Rent is received for multi-jurisdictional programs hosted by Gloucester County and space used by
the State Health Department.,the State Health Department.,the State Health Department.,the State Health Department.,,,,,,,,,,,,
Revenue Summary:,Revenue Summary:,,,,,,,,,,,,,,
,,,,FY 11 Adopted,FY 11 Adopted,FY 11 Adopted,,FY 12 Adopted,FY 12 Adopted,,,,,,
,,,,,Budget,Budget,,Budget,Budget,,Dollar Change,Dollar Change,Dollar Change,% Change,
,Total Use of Money & Property,Total Use of Money & Property,Total Use of Money & Property,,,"144,548","144,548",,"144,446","144,446",,,(102),,-0.1%
Budget Comments:,Budget Comments:,,,,,,,,,,,,,,
Investment,earnings,are,a,function,of,interest,interest,rates,and,the,amount,of,cash,available,for
investment purposes.,investment purposes.,,,,,,,,,,,,,,
,,,,Charges for Services,Charges for Services,Charges for Services,Charges for Services,Charges for Services,Charges for Services,,,,,,
Charges for services include all charges of various offices for programs operated by Gloucester,Charges for services include all charges of various offices for programs operated by Gloucester,Charges for services include all charges of various offices for programs operated by Gloucester,Charges for services include all charges of various offices for programs operated by Gloucester,Charges for services include all charges of various offices for programs operated by Gloucester,Charges for services include all charges of various offices for programs operated by Gloucester,Charges for services include all charges of various offices for programs operated by Gloucester,Charges for services include all charges of various offices for programs operated by Gloucester,Charges for services include all charges of various offices for programs operated by Gloucester,Charges for services include all charges of various offices for programs operated by Gloucester,Charges for services include all charges of various offices for programs operated by Gloucester,Charges for services include all charges of various offices for programs operated by Gloucester,Charges for services include all charges of various offices for programs operated by Gloucester,Charges for services include all charges of various offices for programs operated by Gloucester,Charges for services include all charges of various offices for programs operated by Gloucester,Charges for services include all charges of various offices for programs operated by Gloucester
County.,"This fund includes such items as library fines, fees for Community Education classes,","This fund includes such items as library fines, fees for Community Education classes,","This fund includes such items as library fines, fees for Community Education classes,","This fund includes such items as library fines, fees for Community Education classes,","This fund includes such items as library fines, fees for Community Education classes,","This fund includes such items as library fines, fees for Community Education classes,","This fund includes such items as library fines, fees for Community Education classes,","This fund includes such items as library fines, fees for Community Education classes,","This fund includes such items as library fines, fees for Community Education classes,","This fund includes such items as library fines, fees for Community Education classes,","This fund includes such items as library fines, fees for Community Education classes,","This fund includes such items as library fines, fees for Community Education classes,","This fund includes such items as library fines, fees for Community Education classes,","This fund includes such items as library fines, fees for Community Education classes,","This fund includes such items as library fines, fees for Community Education classes,"
and receipts from the operation of the concession stand at Gloucester Point Beach.,and receipts from the operation of the concession stand at Gloucester Point Beach.,and receipts from the operation of the concession stand at Gloucester Point Beach.,and receipts from the operation of the concession stand at Gloucester Point Beach.,and receipts from the operation of the concession stand at Gloucester Point Beach.,and receipts from the operation of the concession stand at Gloucester Point Beach.,and receipts from the operation of the concession stand at Gloucester Point Beach.,and receipts from the operation of the concession stand at Gloucester Point Beach.,and receipts from the operation of the concession stand at Gloucester Point Beach.,and receipts from the operation of the concession stand at Gloucester Point Beach.,and receipts from the operation of the concession stand at Gloucester Point Beach.,and receipts from the operation of the concession stand at Gloucester Point Beach.,and receipts from the operation of the concession stand at Gloucester Point Beach.,and receipts from the operation of the concession stand at Gloucester Point Beach.,and receipts from the operation of the concession stand at Gloucester Point Beach.,The class
fees charged by the Parks and Recreation office are a large item in this budget.,fees charged by the Parks and Recreation office are a large item in this budget.,fees charged by the Parks and Recreation office are a large item in this budget.,fees charged by the Parks and Recreation office are a large item in this budget.,fees charged by the Parks and Recreation office are a large item in this budget.,fees charged by the Parks and Recreation office are a large item in this budget.,fees charged by the Parks and Recreation office are a large item in this budget.,fees charged by the Parks and Recreation office are a large item in this budget.,fees charged by the Parks and Recreation office are a large item in this budget.,fees charged by the Parks and Recreation office are a large item in this budget.,fees charged by the Parks and Recreation office are a large item in this budget.,fees charged by the Parks and Recreation office are a large item in this budget.,fees charged by the Parks and Recreation office are a large item in this budget.,fees charged by the Parks and Recreation office are a large item in this budget.,,
,,,,,,,12,,,,,,,,
