Name: “Table 1 of 1 on page 17 of 44”,Name: “Table 1 of 1 on page 17 of 44”,Name: “Table 1 of 1 on page 17 of 44”,Name: “Table 1 of 1 on page 17 of 44”,Name: “Table 1 of 1 on page 17 of 44”,Name: “Table 1 of 1 on page 17 of 44”,Name: “Table 1 of 1 on page 17 of 44”,Name: “Table 1 of 1 on page 17 of 44”,Name: “Table 1 of 1 on page 17 of 44”,Name: “Table 1 of 1 on page 17 of 44”,Name: “Table 1 of 1 on page 17 of 44”
,,,Population,Number of,Average Daily,Maximum Daily,Comments,Comments,,
PWSID,Water System Name,Source Name,Served,Connections,(MGD),(MGD),"(This may include references to maps, data sources, data gaps, etc.)","(This may include references to maps, data sources, data gaps, etc.)","(This may include references to maps, data sources, data gaps, etc.)","(This may include references to maps, data sources, data gaps, etc.)"
,,,Municipal Systems,,,,,,,
City of Franklin - Public Systems,,,,,,,,,,
,,,,,,,Population served includes the City and two neighborhoods in Southampton,Population served includes the City and two neighborhoods in Southampton,Population served includes the City and two neighborhoods in Southampton,Population served includes the City and two neighborhoods in Southampton
3620350 (GW0042900),City of Franklin,GW,"9,000","3,500",1.1,1.9,,,,
,,,,,,,County: Cypress Manor and part of Regency Estates. Sales to IOW for,County: Cypress Manor and part of Regency Estates. Sales to IOW for,County: Cypress Manor and part of Regency Estates. Sales to IOW for,County: Cypress Manor and part of Regency Estates. Sales to IOW for
Isle of Wight County - Public Systems,,,,,,,,,,
3093111,Bethel Heights,GW,23,92,0.004,NI,,,,
3093200 (GW0046400),Days Point Subdivision,GW,268,73,0.011,NI,,,,
3093260,Gatling Pointe Subdivision,GWP,480,249,NA,NA,Metered purchase from Town of Smithfield. Use included with Smithfield.,Metered purchase from Town of Smithfield. Use included with Smithfield.,Metered purchase from Town of Smithfield. Use included with Smithfield.,Metered purchase from Town of Smithfield. Use included with Smithfield.
3093470 (GW0032500),Rushmere - Burwell's Bay,GW,276,109,0.011,NI,,,,
3093580 (GW0033000),Smithfield Heights -Sandy Mount Manor,GW,572,163,0.029,NI,,,,
3093665,Tormentor Creek Estates,GW,72,18,0.005,NI,,,,
3093170 (GW0051800 ),Carrsville,GW,500,113,0.016,NI,,,,
3093650,Thomas Park Community,GW,150,35,0.005,NI,,,,
3093950,Zuni,GW,100,34,0.005,NI,,,,
,,,,,,,Purchase from Western Tidewater Water Authority. Use included with,Purchase from Western Tidewater Water Authority. Use included with,Purchase from Western Tidewater Water Authority. Use included with,Purchase from Western Tidewater Water Authority. Use included with
3093120,Newport Development Service District,SWP,"1,284",227,NA,NA,,,,
,,,,,,,WTWA>,,,
3093117 (GW0042600 - two proposed wells),Camptown Development Service District,GWP,900,251,NA,NI,Metered purchase from City of Franklin. Use included in Franklin's total.,Metered purchase from City of Franklin. Use included in Franklin's total.,Metered purchase from City of Franklin. Use included in Franklin's total.,Metered purchase from City of Franklin. Use included in Franklin's total.
,Isle of Wight County Public System Totals,Isle of Wight County Public System Totals,"4,625","1,364",0.086,,,,,
Isle of Wight County - Town Owned Public Systems,,,,,,,,,,
,,,,,,,Withdrawals include water sold to County. Population served does not,Withdrawals include water sold to County. Population served does not,Withdrawals include water sold to County. Population served does not,Withdrawals include water sold to County. Population served does not
3093640 (GW0031800),Town of Smithfield,GW,"6,750","2,776",0.908,1.967,,,,
,,,,,,,include Gatling Pointe.,,,
3093900 (GW0042700),Town of Windsor,GW,"2,300",769,0.242,0.462,Withdrawals include water sold to County.,Withdrawals include water sold to County.,,
,Isle of Wight County - Town Owned Public Systems Totals,Isle of Wight County - Town Owned Public Systems Totals,"9,050","3,545",1.15,,,,,
,,,1,,,,,,,
