Name: “Table 1 of 1 on page 34 of 44”,Name: “Table 1 of 1 on page 34 of 44”,Name: “Table 1 of 1 on page 34 of 44”,Name: “Table 1 of 1 on page 34 of 44”,Name: “Table 1 of 1 on page 34 of 44”,Name: “Table 1 of 1 on page 34 of 44”,Name: “Table 1 of 1 on page 34 of 44”,Name: “Table 1 of 1 on page 34 of 44”,Name: “Table 1 of 1 on page 34 of 44”,Name: “Table 1 of 1 on page 34 of 44”,Name: “Table 1 of 1 on page 34 of 44”,Name: “Table 1 of 1 on page 34 of 44”,Name: “Table 1 of 1 on page 34 of 44”,Name: “Table 1 of 1 on page 34 of 44”
,,,,,,,,,,,,,Notes or Comments
,,Average,Average,Maximum,Maximum Daily,,,Casing,,Well,,,
,,,,,,,,,,,,Estimated,(Include service area user falls
,,,,,,Well Name,Well Depth,,Screen Depth (Top & Bottom) or,,,,
,,Daily Withdrawals,Daily Withdrawals,Daily Withdrawals,Withdrawals,,,Depth,,Diameter,,,
,,,,,,and ID #,(feet),,Water Zones,,Limitations on,Annual Average,within and references to any
,Use,(gpd),(MGD),(gpd),(MGD),,,(feet),,(inches),Withdrawal Permit(s),(MGD),"maps, data sources, data gaps,"
Water User Name,Category,,,,,,,,,,,YEAR 2007,etc.)
,,,,,Within Community Water System (Municipal & Private) Service Areas,Within Community Water System (Municipal & Private) Service Areas,Within Community Water System (Municipal & Private) Service Areas,Within Community Water System (Municipal & Private) Service Areas,,,,,
Isle of Wight,,,,,,,,,,,,,
,,,,,,,,,"362-510, 550-565, 572-582, 590-",,,,
,,,0.000,,0.000,146-00127,710,NA,,12,,,
,,,,,,,,,620,,,,
,,,,,,,,,"380-430, 436-476,",,,,
,,,0.000,,0.000,146-00133,887,NA,"560-610, 705-735, 790-810, 845-",12,,,
,,,,,,,,,860,,,,
,,,,,,,,,"385-398, 400-435,",,,,
,,,,,,,,,"445-475, 570-610,",,,,
,,,,,,,,,"615-625, 640-660,",,,,
,,,0.000,,0.000,146-00134,878,NA,,12,,,
,,,,,,,,,"674-694, 721-736,",,,,
,,,,,,,,,"787-797, 810-820,",,,,
,,,,,,,,,855-860,,,,
,,,,,,,,,"386-405, 433-478,",,,,
,,,,,,,,,"520-540, 555-590,",,,,
,,,0.000,,0.000,146-00135,887,NA,"595-615, 638-653,",12,,,
,,,,,,,,,"670-685, 720-730,",,,,
International Paper,,,,,,,,,"785-795, 850-865",,,,
Franklin Mill Plant (PWSID #3093800),,,,,,,,,,,,,
,,,,,,,,,"380-390, 400-450,",,,,
,,,,,,,,,"512-537, 560-600,",,,,
,,,0.000,,0.000,146-00136,878,NA,"648-658, 675-715,",12,,,
,,,,,,,,,"730-740, 798-808,",,,,
,,,,,,,,,855-865,,,,
,,,,,,,,,"380-455, 550-610,",,,,
,,,0.000,,0.000,146-00137,836,NA,"670-705, 720-745,",12,,,
,,,,,,,,,797-807,,,,
,,,,,,,,,"360-430, 540-580,",,,,
,,,0.000,,0.000,146-00138,800,NA,"660-730, 745-760,",12,,,
,,,,,,,,,782-792,,,,
,,,,,,,,,"375-410, 420-440,",,,,
,,,0.000,,0.000,146-00139,805,NA,"545-610, 632-642,",12,,,
,,,,,,,,,"680-750, 795-800",,,,
,,,,,,,,,"375-445, 545-595,",,,,
,,,0.000,,0.000,146-00140,810,NA,,12,,,
,,,,,,,,,"685-765, 800-805",,,,
,,,,,,,,,"406-465, 488-518,",,,,
,,,0.000,,0.000,146-00197,831,NA,"560-570, 608-628,",12,,,
,,,,,,,,,"664-704, 760-800",,,,
,,,,,,,,,"402-437, 443-453,",,,,
,,,,,,,,,"460-480, 562-612,",,,,
,,,0.000,,0.000,146-00214,910,NA,,12,,,
,,,,,,,,,"650-685, 750-765,",,,,
,,,,,,,,,"790-800, 830-850",,,,
,,,,,,1,,,,,,,
