Name: “Table 1 of 1 on page 12 of 44”,Name: “Table 1 of 1 on page 12 of 44”,Name: “Table 1 of 1 on page 12 of 44”,Name: “Table 1 of 1 on page 12 of 44”,Name: “Table 1 of 1 on page 12 of 44”,Name: “Table 1 of 1 on page 12 of 44”,Name: “Table 1 of 1 on page 12 of 44”,Name: “Table 1 of 1 on page 12 of 44”,Name: “Table 1 of 1 on page 12 of 44”,Name: “Table 1 of 1 on page 12 of 44”,Name: “Table 1 of 1 on page 12 of 44”,Name: “Table 1 of 1 on page 12 of 44”,Name: “Table 1 of 1 on page 12 of 44”
"List information for the amount of ground or surface water available to be purchased from outside the geographic boundaries of the planning area from water supply systems with the capacity to draw more than 300,000 gallons per month (9 VAC 25-780-70H). Reference sources and note any assumptions regarding calculations.","List information for the amount of ground or surface water available to be purchased from outside the geographic boundaries of the planning area from water supply systems with the capacity to draw more than 300,000 gallons per month (9 VAC 25-780-70H). Reference sources and note any assumptions regarding calculations.","List information for the amount of ground or surface water available to be purchased from outside the geographic boundaries of the planning area from water supply systems with the capacity to draw more than 300,000 gallons per month (9 VAC 25-780-70H). Reference sources and note any assumptions regarding calculations.","List information for the amount of ground or surface water available to be purchased from outside the geographic boundaries of the planning area from water supply systems with the capacity to draw more than 300,000 gallons per month (9 VAC 25-780-70H). Reference sources and note any assumptions regarding calculations.","List information for the amount of ground or surface water available to be purchased from outside the geographic boundaries of the planning area from water supply systems with the capacity to draw more than 300,000 gallons per month (9 VAC 25-780-70H). Reference sources and note any assumptions regarding calculations.","List information for the amount of ground or surface water available to be purchased from outside the geographic boundaries of the planning area from water supply systems with the capacity to draw more than 300,000 gallons per month (9 VAC 25-780-70H). Reference sources and note any assumptions regarding calculations.","List information for the amount of ground or surface water available to be purchased from outside the geographic boundaries of the planning area from water supply systems with the capacity to draw more than 300,000 gallons per month (9 VAC 25-780-70H). Reference sources and note any assumptions regarding calculations.","List information for the amount of ground or surface water available to be purchased from outside the geographic boundaries of the planning area from water supply systems with the capacity to draw more than 300,000 gallons per month (9 VAC 25-780-70H). Reference sources and note any assumptions regarding calculations.","List information for the amount of ground or surface water available to be purchased from outside the geographic boundaries of the planning area from water supply systems with the capacity to draw more than 300,000 gallons per month (9 VAC 25-780-70H). Reference sources and note any assumptions regarding calculations.","List information for the amount of ground or surface water available to be purchased from outside the geographic boundaries of the planning area from water supply systems with the capacity to draw more than 300,000 gallons per month (9 VAC 25-780-70H). Reference sources and note any assumptions regarding calculations.","List information for the amount of ground or surface water available to be purchased from outside the geographic boundaries of the planning area from water supply systems with the capacity to draw more than 300,000 gallons per month (9 VAC 25-780-70H). Reference sources and note any assumptions regarding calculations.","If unable to find data or data not applicable, note","If unable to find data or data not applicable, note"
accordingly.,"If applicable, mark and label on associated map.","If applicable, mark and label on associated map.",,,,,,,,,,
"AMOUNT OF WATER AVAILABLE TO BE PURCHASED , OUTSIDE THE PLANNING AREA, FROM ANY SOURCE WITH CAPACITY TO WITHDRAW MORE THAN 300,000 GALLONS PER MONTH OF SURFACE OR GROUND WATER","AMOUNT OF WATER AVAILABLE TO BE PURCHASED , OUTSIDE THE PLANNING AREA, FROM ANY SOURCE WITH CAPACITY TO WITHDRAW MORE THAN 300,000 GALLONS PER MONTH OF SURFACE OR GROUND WATER","AMOUNT OF WATER AVAILABLE TO BE PURCHASED , OUTSIDE THE PLANNING AREA, FROM ANY SOURCE WITH CAPACITY TO WITHDRAW MORE THAN 300,000 GALLONS PER MONTH OF SURFACE OR GROUND WATER","AMOUNT OF WATER AVAILABLE TO BE PURCHASED , OUTSIDE THE PLANNING AREA, FROM ANY SOURCE WITH CAPACITY TO WITHDRAW MORE THAN 300,000 GALLONS PER MONTH OF SURFACE OR GROUND WATER","AMOUNT OF WATER AVAILABLE TO BE PURCHASED , OUTSIDE THE PLANNING AREA, FROM ANY SOURCE WITH CAPACITY TO WITHDRAW MORE THAN 300,000 GALLONS PER MONTH OF SURFACE OR GROUND WATER","AMOUNT OF WATER AVAILABLE TO BE PURCHASED , OUTSIDE THE PLANNING AREA, FROM ANY SOURCE WITH CAPACITY TO WITHDRAW MORE THAN 300,000 GALLONS PER MONTH OF SURFACE OR GROUND WATER","AMOUNT OF WATER AVAILABLE TO BE PURCHASED , OUTSIDE THE PLANNING AREA, FROM ANY SOURCE WITH CAPACITY TO WITHDRAW MORE THAN 300,000 GALLONS PER MONTH OF SURFACE OR GROUND WATER","AMOUNT OF WATER AVAILABLE TO BE PURCHASED , OUTSIDE THE PLANNING AREA, FROM ANY SOURCE WITH CAPACITY TO WITHDRAW MORE THAN 300,000 GALLONS PER MONTH OF SURFACE OR GROUND WATER","AMOUNT OF WATER AVAILABLE TO BE PURCHASED , OUTSIDE THE PLANNING AREA, FROM ANY SOURCE WITH CAPACITY TO WITHDRAW MORE THAN 300,000 GALLONS PER MONTH OF SURFACE OR GROUND WATER",,,,
(9 VAC 25-780-70H),(9 VAC 25-780-70H),,,,,,,,,,,
,,,Source:,,Amount Available,Amount Available,,,,Contract Limitations:,,
,,,,,to be Purchased:,to be Purchased:,,,,,,
,"PWSID#,",,Surface Water,Maximum,Maximum,Average,Average,,,,,
Community Water System,Community Water System,Ground Water,Reservoir & Sub-basin or,Daily,Daily,Annual,Annual,Supplier(s) Name(s),Contract or,Recipient(s),,
,Name,Well Name & ID No.,Stream/River Name & Sub-basin,(gpd),(MGD),(gpd),(MGD),(PWSID #),Agreement Terms,or Area(s) Served,Contract Limits,Other
None,,,,,0.00,,0.00,,,,,
,,,,,0.00,,0.00,,,,,
,,,,,0.00,,0.00,,,,,
,,,,,0.00,,0.00,,,,,
,,,,,0.00,,0.00,,,,,
,,,,,0.00,,0.00,,,,,
,,,,,0.00,,0.00,,,,,
,,,,,0.00,,0.00,,,,,
,,,,,0.00,,0.00,,,,,
,,,,,0.00,,0.00,,,,,
,,Total Amount of Water Available for Purchase Outside the Planning Area (MGD):,Total Amount of Water Available for Purchase Outside the Planning Area (MGD):,Total Amount of Water Available for Purchase Outside the Planning Area (MGD):,0.00,,0.00,,,,,
,,,,,,,1,,,,,
