Name: “Table 1 of 1 on page 7 of 44”,Name: “Table 1 of 1 on page 7 of 44”,Name: “Table 1 of 1 on page 7 of 44”,Name: “Table 1 of 1 on page 7 of 44”,Name: “Table 1 of 1 on page 7 of 44”,Name: “Table 1 of 1 on page 7 of 44”,Name: “Table 1 of 1 on page 7 of 44”,Name: “Table 1 of 1 on page 7 of 44”,Name: “Table 1 of 1 on page 7 of 44”,Name: “Table 1 of 1 on page 7 of 44”,Name: “Table 1 of 1 on page 7 of 44”,Name: “Table 1 of 1 on page 7 of 44”,Name: “Table 1 of 1 on page 7 of 44”,Name: “Table 1 of 1 on page 7 of 44”,Name: “Table 1 of 1 on page 7 of 44”,Name: “Table 1 of 1 on page 7 of 44”,Name: “Table 1 of 1 on page 7 of 44”
,,,,,No. 1,314,308,308 & 314,3-4,NI,0.00,NI,0.00,,,
3175282,Darden's Mill Estates,,"40,200",0.04,,,,,,,,,,NA,NA,
,,,,,No. 2,314,308,308 & 314,3-4,NI,0.00,NI,0.00,,,
3175460,Kingsdale Subdivision (Artis),Kingsdale Subdivision (Artis),"12,000",0.01,No. 1,180,170,170 & 180,4,NI,0.00,NI,0.00,NA,NA,
3175461,Kingsdale Subdivision,(Moseley),"20,000",0.02,No. 1,188,168,168 & 188,?,NI,0.00,NI,0.00,NA,NA,
3175520,Nottoway Gardens,,"28,000",0.03,No. 1,160,NI,NI,6,NI,0.00,NI,0.00,NA,NA,
3175530,Nottoway Shores,,"10,400",0.01,No. 1,250,230,230 & 250,4.5,NI,0.00,NI,0.00,NA,NA,
3175600,Southampton County Jail Farm,Southampton County Jail Farm,NI,0.00,No. 1,146,135,135 & 146,6,NI,0.00,NI,0.00,NA,NA,
,,,,,187-00204,388,368,368 & 388,4,NI,0.00,NI,0.00,,,
3175650,,,,,,,,,,,,,,,,
,Scottswood Subdivision,Scottswood Subdivision,"65,600",0.07,187-00205,380,NA,370 & 380,4,NI,0.00,NI,0.00,0.07,0.05,
(GW0042300),,,,,,,,,,,,,,,,
,,,,,187-00206,380,NA,370 & 380,4,NI,0.00,NI,0.00,,,
,,,,,187-00201,306,286,286 & 306,6,NI,0.00,NI,0.00,,,
3175690,,,,,,,,,,,,,,,,
,Sedley,,"75,200",0.08,,,,,,,,,,0.04,0.03,
(GW0033500),,,,,,,,,,,,,,,,
,,,,,118877 -0000116666,305,293,293 & 305,6,NI,00 .0000,NI,00 .0000,,,
,,,,,No. 1,363,352,352 & 363,4,NI,0.00,NI,0.00,,,
3175710,Silverleaf Mobile Home Park,Silverleaf Mobile Home Park,"36,400",0.04,,,,,,,,,,NA,NA,
,,,,,No. 2,333,293,293 & 333,4.5,NI,0.00,NI,0.00,,,
,,,,,,,,"174 & 179, 200 & 215, 220 &",,,,,,,,
,,,,,No. 6,230,230,,6,NI,0.00,NI,0.00,,,
,,,,,,,,225,,,,,,,,
,,,,,187-00160,225,215,215 & 225,4,NI,0.00,NI,0.00,,,
,,,,,187-00208,222,187,187 & 217,8,NI,0.00,NI,0.00,,,
3175730,Southampton Correctional Complex,Southampton Correctional Complex,"372,000",0.37,,,,,,,,,,0.43,0.30,
,,,,,187-00209,202,194,"164 & 179, 194 & 202",6,NI,0.00,NI,0.00,,,
,,,,,187-00039 out,,,,,,,,,,,
,,,,,,,,215 & 225,,NI,0.00,NI,0.00,,,
,,,,,of service,,,,,,,,,,,
,,,,,187-00210,155,na,125 & 155,5,NI,0.00,NI,0.00,,,
,,,,,,,,6,,,,,,,,
