Name: “Table 1 of 1 on page 19 of 44”,Name: “Table 1 of 1 on page 19 of 44”,Name: “Table 1 of 1 on page 19 of 44”,Name: “Table 1 of 1 on page 19 of 44”,Name: “Table 1 of 1 on page 19 of 44”,Name: “Table 1 of 1 on page 19 of 44”,Name: “Table 1 of 1 on page 19 of 44”,Name: “Table 1 of 1 on page 19 of 44”,Name: “Table 1 of 1 on page 19 of 44”,Name: “Table 1 of 1 on page 19 of 44”,Name: “Table 1 of 1 on page 19 of 44”
3093316,Red Oaks Mobile Community,GW,386,178 trailers,0.039,0.087,"2006 data, 2007 not available",,,
3093400 (GW0053700),Rescue Waterworks,GW,203,83,0.011,0.017,,,,
3093480,Rushmere Shores,GW,276,50,0.006,0.009,,,,
3093540,Smithfield Apts,GW,138,43,0.009,0.015,,,,
3093306,Smithfield MHP,GW,107,69 trailers,0.008,NI,No use data available. Estimated average daily use = 75 gpcpd,No use data available. Estimated average daily use = 75 gpcpd,No use data available. Estimated average daily use = 75 gpcpd,
3093647,Springfield Downs Subdivision,GW,120,40,0.012,0.019,,,,
3093700,Turner Property,GW,60,28,0.007,0.013,,,,
3093850,Willing Workers Club,GW,29,16,0.003,0.004,,,,
3093915,Wrenn's Mill Estates,GW,372,104,1.437,2.717,,,,
3093952,Zuni Presbytarian Training Center,GW,70,20,0.004,0.005,,,,
,Isle of Wight County - Private System Totals,Isle of Wight County - Private System Totals,"4,148","1,255",1.761,,,,,
,,,3,,,,,,,
